resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,
ITP 4 - Set Out - Penetrations & Fire Collars,checklist,,,,,,3005,,,,,,
ITP 4 - Set Out - Penetrations & Fire Collars,checklist,,,,,,Corridor,,,,,,
,step,,,,,Level 31,,,,,,,
ITP 4 - Set Out - Penetrations & Fire Collars,checklist,,,,,,3101,,,,,,
ITP 4 - Set Out - Penetrations & Fire Collars,checklist,,,,,,3102,,,,,,
ITP 4 - Set Out - Penetrations & Fire Collars,checklist,,,,,,3103,,,,,,
ITP 4 - Set Out - Penetrations & Fire Collars,checklist,,,,,,3105,,,,,,
ITP 4 - Set Out - Penetrations & Fire Collars,checklist,,,,,,Corridor,,,,,,
,step,,,,,Level 32,,,,,,,
ITP 4 - Set Out - Penetrations & Fire Collars,checklist,,,,,,3201,,,,,,
ITP 4 - Set Out - Penetrations & Fire Collars,checklist,,,,,,3202,,,,,,
ITP 4 - Set Out - Penetrations & Fire Collars,checklist,,,,,,3203,,,,,,
ITP 4 - Set Out - Penetrations & Fire Collars,checklist,,,,,,Corridor,,,,,,
,step,,,,,Level 33,,,,,,,
ITP 4 - Set Out - Penetrations & Fire Collars,checklist,,,,,,3301,,,,,,
ITP 4 - Set Out - Penetrations & Fire Collars,checklist,,,,,,3302,,,,,,
ITP 4 - Set Out - Penetrations & Fire Collars,checklist,,,,,,Corridor,,,,,,
,step,,,,,Level 34,,,,,,,
ITP 4 - Set Out - Penetrations & Fire Collars,checklist,,,,,,3401,,,,,,
ITP 4 - Set Out - Penetrations & Fire Collars,checklist,,,,,,Corridor,,,,,,
,step,,,,,Level 35,,,,,,,
