Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Belcanto Manufacturing - Overall Progress,,,,,,,
,Scope,,,belcanto manufacturing,,,
,Rows,,,,,,
,,Block A - Stage 1 - Type 1a,dynamic,Stage 1,Type 1a,Block A,belcanto manufacturing
,,Block A - Stage 1 - Type 4,dynamic,Stage 1,Type 4,Block A,belcanto manufacturing
,,Block A - Stage 2 - Type 1b,dynamic,Stage 2,Type 1b,Block A,belcanto manufacturing
,,Block A - Stage 2 - Type 1c,dynamic,Stage 2,Type 1c,Block A,belcanto manufacturing
,,Block A - Stage 2 - Type 7,dynamic,Stage 2,Type 7,Block A,belcanto manufacturing
,,Block A - Stage 3 - Type 2,dynamic,Stage 3,Type 2,Block A,belcanto manufacturing
,,Block A - Stage 3 - Type 3,dynamic,Stage 3,Type 3,Block A,belcanto manufacturing
,,Block A - Stage 3 - Type 5,dynamic,Stage 3,Type 5,Block A,belcanto manufacturing
,,Block A - Stage 4 - Type 6,dynamic,Stage 4,Type 6,Block A,belcanto manufacturing
,,Block A - Stage 4 - Type 6a,dynamic,Stage 4,Type 6a,Block A,belcanto manufacturing
,,Block A - Level 4,dynamic,level 4,block a,belcanto manufacturing,
,,Block A - Level 5,dynamic,level 5,block a,belcanto manufacturing,
,Columns,,,,,,
,,Soffit Check,,Soffit Check,,,
,,Balustrade Check,,Balustrade Check,,,
,,Balustrade (including Fascia) Check,,Balustrade (including Fascia) Check,,,
,,Flooring Check,,Flooring Check,,,
,,Completion Check,,Completion Check,,,
,,Casette Assembly,,Casette Assembly,,,
,,Decking Check,,Decking Check,,,
,,Completion Check,,Completion Check,,,
