"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Basement Progress"
,"Scope",,
,"Rows"
,,"Basement 3 - Basement Ventilation","dynamic","basement 3","basement ventilation"
,,"Basement 2 - Basement Ventilation","dynamic","basement 2","basement ventilation"
,,"Basement 2 - Basement 2-Miscellaneous","dynamic","basement 2","basement 2-miscellaneous"
,,"Basement 1 - Basement Ventilation","dynamic","basement 1","basement ventilation"
,,"Basement 1 - Basement 1-Miscellaneous","dynamic","basement 1-miscellaneous","basement 1"
,"Columns"
,,"Rough-In",,"rough-in"
,,"Fit-Off",,"fit-off"
,,"Commissioning",,"commissioning"

"Ground Level Progress"
,"Scope",,
,"Rows"
,,"Ground Level Ventilation",,"ground level","ground level ventilation"
,,"Basement 1  Air Conditioning - Wall Closure",,"basement 1  air conditioning","ground level","wall closure"
,,"Basement 1  Air Conditioning - Ceiling Closure",,"basement 1  air conditioning","ceiling closure","ground level"
,"Columns"
,,"Rough-In",,"rough-in"
,,"Fit-Off",,"fit-off"
,,"Commissioning",,"commissioning"

"Tower 1 Progress"
,"Scope",,
,"Rows"
,,"Level 1 - Apartment 101",,"apartment 101","level 1","tower 1"
,,"Level 1 - Apartment 102",,"level 1","apartment 102","tower 1"
,,"Level 1 - Apartment 103",,"level 1","apartment 103","tower 1"
,,"Level 1 - Apartment 104",,"level 1","tower 1","apartment 104"
,,"Level 1 - Apartment 105",,"apartment 105","level 1","tower 1"
,,"Level 1 - Apartment 106",,"level 1","apartment 106","tower 1"
,,"Level 1 - Apartment 107",,"level 1","apartment 107","tower 1"
,,"Level 1 - Apartment 108",,"level 1","tower 1","apartment 108"
,,"Level 2 - Apartment 201",,"apartment 201","level 2","tower 1"
,,"Level 2 - Apartment 202",,"level 2","apartment 202","tower 1"
,,"Level 2 - Apartment 203",,"level 2","tower 1","apartment 203"
,,"Level 2 - Apartment 204",,"apartment 204","level 2","tower 1"
,,"Level 2 - Apartment 205",,"apartment 205","level 2","tower 1"
,,"Level 2 - Apartment 206",,"level 2","apartment 206","tower 1"
,,"Level 2 - Apartment 207",,"level 2","tower 1","apartment 207"
,,"Level 2 - Apartment 208",,"apartment 208","level 2","tower 1"
,,"Level 3 - Apartment 301",,"apartment 301","tower 1","level 3"
,,"Level 3 - Apartment 302",,"tower 1","level 3","apartment 302"
,,"Level 3 - Apartment 303",,"apartment 303","tower 1","level 3"
,,"Level 3 - Apartment 304",,"apartment 304","tower 1","level 3"
,,"Level 3 - Apartment 305",,"apartment 305","tower 1","level 3"
,,"Level 3 - Apartment 306",,"tower 1","level 3","apartment 306"
,,"Level 3 - Apartment 307",,"apartment 307","tower 1","level 3"
,,"Level 3 - Apartment 308",,"apartment 308","tower 1","level 3"
,,"Level 4 - Apartment 401",,"level 4","tower 1","apartment 401"
,,"Level 4 - Apartment 402",,"level 4","apartment 402","tower 1"
,,"Level 4 - Apartment 403",,"level 4","apartment 403","tower 1"
,,"Level 4 - Apartment 404",,"level 4","apartment 404","tower 1"
,,"Level 4 - Apartment 405",,"level 4","tower 1","apartment 405"
,,"Level 4 - Apartment 406",,"level 4","apartment 406","tower 1"
,,"Level 4 - Apartment 407",,"level 4","apartment 407","tower 1"
,,"Level 4 - Apartment 408",,"level 4","apartment 408","tower 1"
,,"Level 5 - Apartment 501",,"apartment 501","level 5","tower 1"
,,"Level 5 - Apartment 502",,"level 5","apartment 502","tower 1"
,,"Level 5 - Apartment 503",,"level 5","apartment 503","tower 1"
,,"Level 5 - Apartment 504",,"level 5","tower 1","apartment 504"
,,"Level 5 - Apartment 505",,"apartment 505","level 5","tower 1"
,,"Level 5 - Apartment 506",,"level 5","apartment 506","tower 1"
,,"Level 5 - Apartment 507",,"level 5","apartment 507","tower 1"
,,"Level 5 - Apartment 508",,"level 5","tower 1","apartment 508"
,,"Level 6 - Apartment 601",,"apartment 601","level 6","tower 1"
,,"Level 6 - Apartment 602",,"level 6","apartment 602","tower 1"
,,"Level 6 - Apartment 603",,"level 6","tower 1","apartment 603"
,,"Level 6 - Apartment 604",,"apartment 604","level 6","tower 1"
,,"Level 6 - Apartment 605",,"apartment 605","level 6","tower 1"
,,"Level 6 - Apartment 606",,"level 6","apartment 606","tower 1"
,,"Level 6 - Apartment 607",,"level 6","tower 1","apartment 607"
,,"Level 6 - Apartment 608",,"apartment 608","level 6","tower 1"
,,"Level 7 - Apartment 701",,"apartment 701","tower 1","level 7"
