"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Rough In Progress - Wall Closure"
,"Scope",,,"rough in","wall closure"
,"Rows"
,,"level 3","dynamic","wall closure","level 3"
,,"level 4","dynamic","level 4","wall closure"
,,"level 5","dynamic","level 5","wall closure"
,,"level 6","dynamic","level 6","wall closure"
,,"level 7","dynamic","level 7","wall closure"
,,"level 8","dynamic","level 8","wall closure"
,,"level 9","dynamic","level 9","wall closure"
,,"level 10","dynamic","level 10","wall closure"
,,"level 11","dynamic","level 11","wall closure"
,,"level 12","dynamic","level 12","wall closure"
,,"level 13","dynamic","wall closure","level 13"
,,"level 14","dynamic","level 14","wall closure"
,,"level 15","dynamic","level 15","wall closure"
,,"level 16","dynamic","level 16","wall closure"
,,"level 17","dynamic","level 17","wall closure"
,,"level 18","dynamic","level 18","wall closure"
,,"level 19","dynamic","level 19","wall closure"
,,"level 20","dynamic","wall closure","level 20"
,,"level 21","dynamic","level 21","wall closure"
,,"level 22","dynamic","level 22","wall closure"
,,"level 23","dynamic","level 23","wall closure"
,,"level 24",,"wall closure","level 24"
,"Columns"
,,"QA",,"qa","wall closure"
,,"Sign Off",,"sign off","wall closure"

"Rough In Progress - Ceiling Closure"
,"Scope",,,"ceiling closure"
,"Rows"
,,"level 3","dynamic","ceiling closure","level 3"
,,"level 4","dynamic","level 4","ceiling closure"
,,"level 5","dynamic","level 5","ceiling closure"
,,"level 6","dynamic","level 6","ceiling closure"
,,"level 7","dynamic","ceiling closure","level 7"
,,"level 8","dynamic","level 8","ceiling closure"
,,"level 9","dynamic","level 9","ceiling closure"
,,"level 10","dynamic","ceiling closure","level 10"
,,"level 11","dynamic","level 11","ceiling closure"
,,"level 12","dynamic","level 12","ceiling closure"
,,"level 13","dynamic","ceiling closure","level 13"
,,"level 14","dynamic","ceiling closure","level 14"
,,"level 15","dynamic","level 15","ceiling closure"
,,"level 16","dynamic","level 16","ceiling closure"
,,"level 17","dynamic","ceiling closure","level 17"
,,"level 18","dynamic","level 18","ceiling closure"
,,"level 19","dynamic","level 19","ceiling closure"
,,"level 20","dynamic","ceiling closure","level 20"
,,"level 21","dynamic","ceiling closure","level 21"
,,"level 22","dynamic","level 22","ceiling closure"
,,"level 23","dynamic","level 23","ceiling closure"
,,"level 24",,"ceiling closure","level 24"
,"Columns"
,,"Air-Conditioning",,"air-conditioning"
,,"Ventilation",,"ventilation"
,,"Access Panels",,"access panels"
,,"Sign Off",,"sign off"

"Fit Off Progress (Apartments)"
,"Scope",,,"fit off"
,"Rows"
,,"level 3","dynamic","fit off","level 3"
,,"level 4","dynamic","level 4","fit off"
,,"level 5","dynamic","level 5","fit off"
,,"level 6","dynamic","level 6","fit off"
,,"level 7","dynamic","level 7","fit off"
,,"level 8","dynamic","level 8","fit off"
,,"level 9","dynamic","level 9","fit off"
,,"level 10","dynamic","level 10","fit off"
,,"level 11","dynamic","level 11","fit off"
,,"level 12","dynamic","level 12","fit off"
,,"level 13","dynamic","fit off","level 13"
,,"level 14","dynamic","level 14","fit off"
,,"level 15","dynamic","level 15","fit off"
,,"level 16","dynamic","level 16","fit off"
,,"level 17","dynamic","level 17","fit off"
,,"level 18","dynamic","level 18","fit off"
,,"level 19","dynamic","level 19","fit off"
,,"level 20","dynamic","level 20","fit off"
,,"level 21","dynamic","level 21","fit off"
,,"level 22","dynamic","level 22","fit off"
,,"level 23","dynamic","level 23","fit off"
,,"level 24","dynamic","fit off","level 24"
,"Columns"
,,"Fit Off",,"fit off"

"Fit Off Progress (Common Area)"
,"Scope",,,"fit off"
,"Rows"
,,"level 3 - Common Area",,"common area","level 3"
,,"level 4 - Common Area",,"level 4","common area"
,,"level 5 - Common Area",,"common area","level 5"
,,"level 6 - Common Area",,"common area","level 6"
,,"level 7 - Common Area",,"common area","level 7"
,,"level 8 - Common Area",,"level 8","common area"
,,"level 9 - Common Area",,"common area","level 9"
,,"level 10 - Common Area",,"common area","level 10"
,,"level 11 - Common Area",,"level 11"
,,"level 12 - Common Area",,"common area","level 12"
,,"level 13 - Common Area",,"common area","level 13"
,,"level 14 - Common Area",,"common area","level 14"
,,"level 15 - Common Area",,"common area","level 15"
,,"level 16 - Common Area",,"level 16","common area"
,,"level 17 - Common Area",,"common area","level 17"
,,"level 18 - Common Area",,"common area","level 18"
,,"level 19 - Common Area",,"common area","level 19"
,,"level 20 - Common Area",,"common area","level 20"
,,"level 21 - Common Area",,"common area","level 21"
,,"level 22 - Common Area",,"common area","level 22"
,,"level 23 - Common Area",,"common area","level 23"
,,"level 24 - Common Area",,"common area","level 24"
,"Columns"
,,"Fit Off",,"fit off"

"Penetrations - Core Hole "
,"Scope",,,"penetrations"
,"Rows"
,,"level 3","grouping","core hole","level 3"
,,"a301","expanded","core hole","level 3","a301"
,,"a302","expanded","a302","core hole","level 3"
,,"a303","expanded","core hole","a303","level 3"
,,"a304","expanded","core hole","a304","level 3"
,,"a305","expanded","core hole","a305","level 3"
,,"level 4","grouping","level 4","core hole"
,,"a401","expanded","level 4","a401","core hole"
,,"a402","expanded","level 4","core hole","a402"
,,"a403","expanded","level 4","core hole","a403"
,,"a404","expanded","level 4","core hole","a404"
,,"a405","expanded","level 4","a405","core hole"
,,"level 5","grouping","core hole","level 5"
,,"a501","expanded","core hole","level 5","a501"
,,"a502","expanded","core hole","level 5","a502"
,,"a503","expanded","core hole","level 5","a503"
,,"a504","expanded","a504","core hole","level 5"
,,"a505","expanded","core hole","level 5","a505"
,,"level 6","grouping","core hole","level 6"
,,"a601","expanded","core hole","level 6","a601"
,,"a602","expanded","core hole","level 6","a602"
,,"a603","expanded","a603","core hole","level 6"
,,"a604","expanded","core hole","a604","level 6"
,,"a605","expanded","core hole","level 6","a605"
,,"level 7","grouping","core hole","level 7"
,,"a701","expanded","core hole","level 7","a701"
,,"a702","expanded","a702","core hole","level 7"
,,"a703","expanded","core hole","a703","level 7"
,,"a704","expanded","core hole","a704","level 7"
,,"a705","expanded","core hole","level 7","a705"
,,"level 8","grouping","level 8","core hole"
,,"a801","expanded","level 8","a801","core hole"
,,"a802","expanded","level 8","core hole","a802"
,,"a803","expanded","level 8","core hole","a803"
,,"a804","expanded","level 8","core hole","a804"
,,"a805","expanded","a805","level 8","core hole"
,,"level 9","grouping","core hole","level 9"
,,"a901","expanded","core hole","level 9","a901"
,,"a902","expanded","core hole","level 9","a902"
,,"a903","expanded","core hole","level 9","a903"
,,"a904","expanded","a904","core hole","level 9"
,,"a905","expanded","core hole","a905","level 9"
,,"level 10","grouping","core hole","level 10"
,,"a1001","expanded","core hole","a1001","level 10"
,,"a1002","expanded","core hole","level 10","a1002"
,,"a1003","expanded","core hole","level 10","a1003"
,,"a1004","expanded","core hole","a1004","level 10"
,,"a1005","expanded","a1005","core hole","level 10"
,,"level 11","grouping","core hole","level 11"
,,"a1101","expanded","core hole","level 11","a1101"
,,"a1102","expanded","core hole","level 11","a1102"
,,"a1103","expanded","core hole","a1103","level 11"
,,"level 12","grouping","level 12","core hole"
,,"a1201","expanded","level 12","core hole","a1201"
,,"a1202","expanded","level 12","core hole","a1202"
,,"a1203","expanded","a1203","level 12","core hole"
,,"a1204","expanded","level 12","core hole","a1204"
,,"a1205","expanded","level 12","core hole","a1205"
,,"level 13","grouping","core hole","level 13"
,,"a1301","expanded","core hole","a1301","level 13"
,,"a1302","expanded","a1302","core hole","level 13"
,,"a1303","expanded","core hole","a1303","level 13"
,,"a1304","expanded","core hole","a1304","level 13"
,,"level 14","grouping","core hole","level 14"
,,"a1401","expanded","a1401","core hole","level 14"
,,"a1402","expanded","core hole","level 14","a1402"
,,"a1403","expanded","core hole","a1403","level 14"
,,"a1404","expanded","core hole","a1404","level 14"
,,"a1405","expanded","a1405","core hole","level 14"
,,"level 15","grouping","core hole","level 15"
,,"a1501","expanded","core hole","level 15","a1501"
,,"a1502","expanded","core hole","level 15","a1502"
,,"a1503","expanded","core hole","level 15","a1503"
,,"a1504","expanded","a1504","core hole","level 15"
,,"a1505","expanded","core hole","level 15","a1505"
,,"a1506","expanded","core hole","level 15","a1506"
,,"level 16","grouping","level 16","core hole"
,,"a1601","expanded","level 16","core hole","a1601"
,,"a1602","expanded","level 16","core hole","a1602"
,,"a1603","expanded","level 16","a1603","core hole"
,,"a1604","expanded","level 16","core hole","a1604"
,,"a1605","expanded","level 16","core hole","a1605"
,,"a1606","expanded","level 16","core hole","a1606"
,,"level 17","grouping","core hole","level 17"
,,"a1701","expanded","core hole","a1701","level 17"
,,"a1702","expanded","core hole","level 17","a1702"
,,"a1703","expanded","a1703","core hole","level 17"
,,"a1704","expanded","core hole","a1704","level 17"
,,"a1705","expanded","core hole","a1705","level 17"
,,"a1706","expanded","core hole","level 17","a1706"
,,"level 18","grouping","core hole","level 18"
,,"a1801","expanded","core hole","level 18","a1801"
,,"a1802","expanded","a1802","core hole","level 18"
,,"a1803","expanded","core hole","a1803","level 18"
,,"a1804","expanded","core hole","level 18","a1804"
,,"a1805","expanded","core hole","level 18","a1805"
,,"a1806","expanded","a1806","core hole","level 18"
,,"level 19","grouping","core hole","level 19"
,,"a1901","expanded","a1901","core hole","level 19"
