type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,159MM ATLANTIC WINDOW,,,,,,159MM ATLANTIC WINDOW (per window),
section,Details,,,,,,,
checkpoint,Factory QA,,,,,,,
checkpoint,Area clear and accessible,,,,,,,
checkpoint,Openings correct and operational,,,,,,,
checkpoint,Building/flashing tapes installed,,,,,,,
checkpoint,Fixing angles/support bar installed as per spec,,,,,,,
checkpoint,Fixings at nominated centres and sealed,,,,,,,
checkpoint,PEF rod and int/ext seals complete,,,,,,,
checkpoint,External flashings installed as required,,,,,,,
checkpoint,Glazing installed to specification,,,,,,,
,,,,,,,,
checklist,159MM ATLANTIC DOOR,,,,,,159MM ATLANTIC DOOR (per door),
section,Details,,,,,,,
checkpoint,Factory QA,,,,,,,
checkpoint,Hardware installed as per spec,,,,,,,
checkpoint,Area clear and accessible,,,,,,,
checkpoint,Openings correct and operational,,,,,,,
checkpoint,Building/flashing tapes installed,,,,,,,
checkpoint,Fixing angles/support bar installed as per spec,,,,,,,
checkpoint,Fixings at nominated centres and sealed,,,,,,,
checkpoint,PEF rod and int/ext seals complete,,,,,,,
checkpoint,External flashings installed as required,,,,,,,
checkpoint,Glazing installed to specification,,,,,,,
,,,,,,,,
checklist,PACIFIC 41 WINDOW,,,,,,PACIFIC 41 WINDOW (per window),
section,Details,,,,,,,
checkpoint,Factory QA,,,,,,,
checkpoint,Area clear and accessible,,,,,,,
checkpoint,Openings correct and operational,,,,,,,
checkpoint,Building/flashing tapes installed,,,,,,,
checkpoint,Fixing angles/support bar installed as per spec,,,,,,,
checkpoint,Fixings at nominated centres and sealed,,,,,,,
checkpoint,PEF rod and int/ext seals complete,,,,,,,
checkpoint,External flashings installed as required,,,,,,,
checkpoint,Glazing installed to specification,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,HANDOVER ,,,,,,HANDOVER ,
section,Details,,,,,,,
checkpoint,Items inspected and damage free,,,,,,,
checkpoint,Protection tapes/ films installed,,,,,,,
checkpoint,Hardware functional,,,,,,,
checkpoint,Windows left clean,,,,,,,
checkpoint,Remedial list completed,,,,,,,
checkpoint,Handover keys,,,,,,,
