type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Roof Maintenance,,,,,,QA - (St Martins Lane 6) - Roof Maintenance,
section,Details,,,,,,,
checkpoint,Membrane Works ,,,,,,,
checkpoint,Flashing Works Works ,,,,,,,
checkpoint,Painting Works,,,,,,,
checkpoint,Crack Repairs ,,,,,,,
checkpoint,Glazing Works,,,,,,,
,,,,,,,,
checklist,Plant Box 1,,,,,,QA - (St Martins Lane 6) - Plant Box 1,
section,Details,,,,,,,
checkpoint,Substrate Inspection,,,,,,,
checkpoint,Primer ,,,,,,,
checkpoint,Base Sheet ,,,,,,,
checkpoint,Cap Sheet,,,,,,,
checkpoint,Detailing to Penetrations ,,,,,,,
checkpoint,Termination Bar if required,,,,,,,
checkpoint,Finished Photos,,,,,,,
checkpoint,ILD Report ,,,,,,,
checkpoint,Documents,,,,,,,
,,,,,,,,
checklist,Plant Box 2,,,,,,QA - (St Martins Lane 6) - Plant Box 2,
section,Details,,,,,,,
checkpoint,Substrate Inspection,,,,,,,
checkpoint,Primer ,,,,,,,
checkpoint,Base Sheet ,,,,,,,
checkpoint,Cap Sheet,,,,,,,
checkpoint,Detailing to Penetrations ,,,,,,,
checkpoint,Termination Bar if required,,,,,,,
checkpoint,Finished Photos,,,,,,,
checkpoint,ILD Report ,,,,,,,
checkpoint,Documents,,,,,,,
,,,,,,,,
checklist,Car parking Entrance ,,,,,,QA - (St Martins Lane 6) - Car parking Entrance ,
section,Details,,,,,,,
checkpoint,Matacryl ,,,,,,,
checkpoint,Paveseal ,,,,,,,
checkpoint,Aquakem,,,,,,,
checkpoint,Joint Sealant,,,,,,,
