"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f0c55620-a5c9-4d03-b0ca-246a1047bfc2","","checklist-flat","pass","83376b1e9fbfd6ebe00a2a8a5294b19defb3102d1ebdaf3e4d4c449e3783b1ae","checklist-flat","FALSE","FALSE","Mondrian - Project Details"
"6fb5fe2d-f429-48a6-aa16-8b5bc9b55350","","folder-normal","fail","","step","TRUE","FALSE","Podium"
"da5eac98-442e-49b6-a33a-7d2a61228653","","folder-normal","work-in-progress","","step","TRUE","FALSE","Podium","Manufacture QA"
"33549ecf-decd-4032-a640-ef9152fe6e17","","folder-normal","work-in-progress","","step","TRUE","FALSE","Podium","Manufacture QA","Level 1"
"066b4929-5bb0-42c2-9255-81d7046faa21","","folder-normal","work-in-progress","","step","TRUE","FALSE","Podium","Manufacture QA","Level 1","Column"
"d58e0a32-a0a3-4a12-bc16-a5178c584148","","folder-normal","not-started","","step","TRUE","FALSE","Hotel Tower","Installation QA","Level 9"
"7fd8c160-9106-48db-9149-800b45b70a93","","folder-normal","not-started","","step","TRUE","FALSE","Hotel Tower","Installation QA","Level 9","Panel"
"c2bd13ab-ee7e-430f-9282-45b11e2fc3f5","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 9","Panel","HT.09-040"
"016db4b7-e8a3-4a40-a4d7-6019ded41ddb","","checklist-flat","not-started","Level Sign Off","checklist-flat","FALSE","FALSE","Hotel Tower","Installation QA","Level 9","Level Sign Off"
"10c91d3e-4f09-4926-ae5a-872c1943d083","","folder-normal","not-started","","step","TRUE","FALSE","Hotel Tower","Installation QA","Level 10"
"178f8f1a-a707-4f27-b3f7-6822aeb06715","","folder-normal","not-started","","step","TRUE","FALSE","Hotel Tower","Installation QA","Level 10","Column"
"14b4d149-7c1d-4b2b-8e18-e7093e49b635","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Column","HT.10-002"
"6ed3b1aa-2c9e-4f12-b4a6-bbc0e0647bba","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Column","HT.10-003"
"28cdba7f-b60a-4542-8ee1-8c395182c129","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Column","HT.10-005"
"e8019603-6856-4c40-ae8e-baf40fc6264c","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Column","HT.10-006"
"14d25560-4d4f-4f36-bc69-a3d14275b521","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Column","HT.10-007"
"ef90800e-ac95-4e14-88ef-4a6bf435f1bb","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Column","HT.10-008"
"6f0245fb-2048-4969-b33f-fdc7384112e2","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Column","HT.10-009"
"d832573c-0c16-4cbf-9f63-7bbf7e002472","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Column","HT.10-011"
"91f53040-aa11-4598-b1c5-7587c74c9e71","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Column","HT.10-012"
"6a35bb9f-b85a-4bff-9a6b-3a949583d2e2","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Column","HT.10-013"
"c613a3c6-e2d2-4fcd-ad4d-0b9bcaf5c19c","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Column","HT.10-015"
"3c702a91-409d-4742-87b6-a3b3b80b8819","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Column","HT.10-016"
"d9c8ba19-8a5c-4900-bb08-509fdd55004c","","folder-normal","not-started","","step","TRUE","FALSE","Hotel Tower","Installation QA","Level 10","Panel"
"c219e6fc-cd73-48af-ac69-d37c9adca799","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Panel","HT.10-040"
"be2c2506-77ce-4a30-b0b6-d7fa39aa6c94","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Panel","HT.10-041"
"14e90d6b-e882-4a80-8dfc-1f57afc0e35c","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Panel","HT.10-042"
"3e66dee4-2f98-407d-8f7a-cb490fac2a01","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Panel","HT.10-043"
"6d713273-563c-44b5-a206-fce2bf2d9463","","checklist-flat","not-started","Level Sign Off","checklist-flat","FALSE","FALSE","Hotel Tower","Installation QA","Level 10","Level Sign Off"
"5e0c9b4c-a325-4cf8-8781-86d1feb74056","","folder-normal","not-started","","step","TRUE","FALSE","Hotel Tower","Installation QA","Level 11"
"15a04e22-18fe-4079-b93f-22eaa7bc82bd","","folder-normal","not-started","","step","TRUE","FALSE","Hotel Tower","Installation QA","Level 11","Panel"
"b2144804-6e34-4725-9b18-da56d7652225","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 11","Panel","HT.11-040"
"a45c11db-be2e-4682-bb45-3ccf7e022990","","checklist-flat","not-started","Level Sign Off","checklist-flat","FALSE","FALSE","Hotel Tower","Installation QA","Level 11","Level Sign Off"
"1ed5cc93-3f8d-4569-a04c-638a2a419ce7","","folder-normal","not-started","","step","TRUE","FALSE","Hotel Tower","Installation QA","Level 12"
"78a73c7b-320e-43f6-9ba3-9f21f9c36ba8","","folder-normal","not-started","","step","TRUE","FALSE","Hotel Tower","Installation QA","Level 12","Column"
"0bb81a82-cf99-47f6-aa66-409c9393a04f","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Column","HT.12-002"
"50e976d2-ac3e-4018-b8ba-12a04e9facbd","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Column","HT.12-003"
"01b9f382-a736-4f41-b74a-58299cbeaeb5","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Column","HT.12-005"
"1dd65a1a-9403-4995-8686-91fdc94ee8bb","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Column","HT.12-006"
"a85a9791-33c9-4beb-b010-cc09e609adfc","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Column","HT.12-007"
"62d2bbf2-d109-402f-8207-d40289505d00","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Column","HT.12-008"
"62810ab3-1042-4330-9d14-5b121560af2f","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Column","HT.12-009"
"0341de78-146c-4517-9763-505fa57399f2","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Column","HT.12-011"
"8c44fe1f-f389-41e9-8b7e-71ee292f79ea","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Column","HT.12-012"
"085b087a-2b30-4e91-8633-342f2a761b7c","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Column","HT.12-013"
"b19f6b05-2bf2-4a41-8cad-fce6fe036012","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Column","HT.12-015"
"784c6f92-35fc-4ef5-8f8f-52e2c80236b3","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Column","HT.12-016"
"98c4157f-ca00-473a-bc32-e654b740b7e6","","folder-normal","not-started","","step","TRUE","FALSE","Hotel Tower","Installation QA","Level 12","Panel"
"d5a0488e-3672-4868-b43d-83160e040c8e","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Panel","HT.12-040"
"13350488-b74e-4eb2-a916-3238899f466b","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Panel","HT.12-041"
"43c3d9bd-0c50-403b-9745-42e5c615d012","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Panel","HT.12-042"
"86212df6-54c9-4fa8-bb86-fe2a980283ed","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Panel","HT.12-043"
"17cd171d-f704-4cbd-b09c-251089393449","","checklist-flat","not-started","Level Sign Off","checklist-flat","FALSE","FALSE","Hotel Tower","Installation QA","Level 12","Level Sign Off"
"c431272f-7c33-45fd-8a26-51cd818cbb06","","folder-normal","fail","","step","TRUE","FALSE","Residential Tower"
"f2a519ea-df33-46cd-a4bf-17145acd8c79","","folder-normal","work-in-progress","","step","TRUE","FALSE","Residential Tower","Manufacture QA"
"5e1b15f4-4260-4299-bf46-5e15c24d63b7","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Manufacture QA","Level 3"
"9a175c9b-3ea1-48f5-862a-a9d02e91a4a6","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Manufacture QA","Level 3","Column"
"96204c11-a968-4f1f-bd0c-84a52489df9b","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 3","Column","RS.03-092"
"24aa2589-6fc9-4eaf-8019-ff32d5287255","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 3","Column","RS.03-093"
"33ff01c8-a6a0-41da-9e82-e8fb3bcda8d0","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Manufacture QA","Level 3","Panel"
"2386435e-dbfe-47f1-b346-c97a6cd1ccf3","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 3","Panel","RS.03-024"
"1f5b4d92-02ae-4b0a-bc16-ab83a752c197","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 3","Panel","RS.03-025"
"d939e13b-24a1-430b-a099-c02bbb8cc611","","folder-normal","work-in-progress","","step","TRUE","FALSE","Residential Tower","Manufacture QA","Level 4"
"2dbb6617-c5fa-4170-840b-409211c625c5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade"
"b227d481-7b55-4aae-8a34-1da9c5485e48","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-031"
"0061bc74-73da-419c-abde-546b35fcc34c","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-032"
"da5fb3ed-d620-425e-a55f-d1080d980801","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-033"
"c4f31d38-f7d6-4871-bd8e-b34e3aae2074","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-034"
"4687f66b-3b8d-471a-82fc-ae851d97a8a7","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-035"
"2ce6e5a4-dd4e-4a99-a157-1feeee715371","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-036"
"37cbdbc8-6ba4-4bf6-9cc2-f0ecb990db68","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-037"
"f049f48f-15f4-4fcf-8bfe-cc68ef79505d","","checklist-sectioned","work-in-progress","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-039"
"13ca5388-728f-429c-9cdf-f8d845a07e33","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-040"
"66663210-e3a0-4e25-b8cb-443b0e0dc687","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-041"
"77cbf164-844a-4bb2-99df-39877bfc6757","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-042"
"4e618c64-d448-418c-b31a-7d9e30cbd6b9","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-043"
"38b0f58f-7634-4c80-b7ec-754fcc5efbd0","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-044"
"892f1ba4-d043-4e62-9f0e-63d09ecbbded","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-045"
"68f10ecd-0599-4ee8-bca9-2ec82aafba54","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-046"
"245bc0df-4222-4097-bd68-53fee04cd1aa","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-047"
"2edbb6a3-b733-4477-93a0-70a6469c7fc6","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Balustrade","RS.04-048"
"f38071fc-213d-4508-bf75-704cb6599ebf","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Manufacture QA","Level 4","Column"
"f4d168b0-debd-41ec-8ac0-2d251680637d","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-001"
"f021e5a5-34ee-4093-8a83-89e538d6c260","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-005"
"39d04d10-90d8-41e4-ab4a-fde3cfa58476","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-006"
"3ef0d0bd-61a9-4901-bc6b-f0a79c0d1126","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-007"
"16d8b84c-e933-4063-b74d-eb2dd9c31d3d","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-008"
"a843974f-a4fc-4ff7-9a7e-6fce0aae97c0","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-009"
"b2784e7f-370d-4992-8d70-d731dbe1de37","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-010"
"5eb73763-ca29-4eb0-a879-bdf2c07cacac","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-011"
"018cfbae-bb5a-4ff7-87d1-4bc5287fda53","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-012"
"d386a435-bf1f-4c7f-8ad1-b8c6d3233a72","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-013"
"9d56c656-3419-4f44-94c0-0691a11c9829","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-014"
"a269a0a4-c58a-4376-a8f9-7d49e706ab0a","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-015"
"cc8ec697-d49f-4702-ab18-913fe1537b0c","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-016"
"f807a87a-6bbf-4776-bf40-37ef7add1223","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-017"
"0b72a481-c301-4ad0-a03d-a486a55ec981","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-020"
"9e40cd32-c108-4343-a99a-c94de588919a","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-021"
"23fa2b09-9bd3-49f9-8ac4-ff16b538cb55","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Column","RS.04-022"
"44047ff6-2ef7-436f-a944-75ad59a5fbab","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Manufacture QA","Level 4","Panel"
"39aaa4e2-9595-4a98-ba78-5647d75fe038","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Panel","RS.04-024"
"6acb4b10-accb-41e7-9b77-83713f433979","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Panel","RS.04-024R"
"55e27f23-c015-43e5-93a7-dbf9c33ecf6f","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Panel","RS.04-025"
"364809b1-1cdd-4826-9d96-75adb8bd5a99","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Panel","RS.04-027"
"791dfeb4-1aa3-4e57-a619-fafb115485be","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Panel","RS.04-028"
"a7078dfa-3db3-4dc2-aff5-6e9ca8b88ff7","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Panel","RS.04-029"
"7ec60a89-4d54-459d-aaef-0a415733f643","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Panel","RS.04-030"
"5ea36ae5-fc3e-400c-b74f-5673bab40626","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 4","Panel","RS.04-051"
"3d2da249-1096-4e38-ba77-3be97426f8cc","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Manufacture QA","Level 5"
"5671938d-fd8a-406f-a817-16ec62140a35","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Manufacture QA","Level 5","Balustrade"
"2c0909ca-fbb3-495c-bdbc-2fd64d1407c1","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 5","Balustrade","RS.05-031"
"431a13f1-10b2-4ebc-98c4-9d2075a4bd11","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 5","Balustrade","RS.05-032"
"db915f0a-3070-493c-aaae-cdba537ae693","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 5","Balustrade","RS.05-033"
"27c8b985-6cf4-49aa-861d-f9d264e36524","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 5","Balustrade","RS.05-034"
"f238779f-253b-43ed-9cfe-0e51a446dc5a","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 5","Balustrade","RS.05-035"
"2b50407a-c110-4264-917e-b6a59293d755","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 5","Balustrade","RS.05-036"
"e28bd22f-4804-4fbb-a5d8-2ab22c502092","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 5","Balustrade","RS.05-037"
"0c8df93e-0469-42c7-9fd3-22b9f8f02573","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 5","Balustrade","RS.05-040"
"f620fec8-18a1-4611-bd79-e447a3bbbfe6","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 5","Balustrade","RS.05-041"
"4509d56c-605f-42ab-812c-ef9e2415ffca","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Residential Tower","Manufacture QA","Level 5","Balustrade","RS.05-042"
