"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f0c55620-a5c9-4d03-b0ca-246a1047bfc2","","checklist-flat","pass","83376b1e9fbfd6ebe00a2a8a5294b19defb3102d1ebdaf3e4d4c449e3783b1ae","checklist-flat","FALSE","FALSE","Mondrian - Project Details"
"6fb5fe2d-f429-48a6-aa16-8b5bc9b55350","","folder-normal","fail","","step","TRUE","FALSE","Podium"
"da5eac98-442e-49b6-a33a-7d2a61228653","","folder-normal","work-in-progress","","step","TRUE","FALSE","Podium","Manufacture QA"
"33549ecf-decd-4032-a640-ef9152fe6e17","","folder-normal","work-in-progress","","step","TRUE","FALSE","Podium","Manufacture QA","Level 1"
"066b4929-5bb0-42c2-9255-81d7046faa21","","folder-normal","work-in-progress","","step","TRUE","FALSE","Podium","Manufacture QA","Level 1","Column"
"49d5a22f-c994-4cd3-903c-a832071e6808","","checklist-sectioned","work-in-progress","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Balustrade","HT.04-024"
"9aa56420-0c70-4166-99a6-439aa34648d1","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Balustrade","HT.04-025"
"3a17d293-560a-43eb-8666-da467fb0700e","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Balustrade","HT.04-028"
"fa79b3eb-ce79-4152-b6fe-90be5f595eec","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Balustrade","HT.04-029"
"3ab078d3-a25d-44a9-bd30-2863e6c4a653","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Balustrade","HT.04-030"
"0e5954bd-57d8-438d-b709-eb76c520a3bb","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Balustrade","HT.04-031"
"25c29864-2d9d-4a5a-906e-b9ba23c2aa9e","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Balustrade","HT.04-032"
"b4d4a34b-6898-4037-95a0-2db2a9a29dfe","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Balustrade","HT.04-033"
"3d82034b-2954-4d3a-94a6-27972008662b","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Balustrade","HT.04-036"
"e8634c21-9629-4b7b-8774-38b0800a5943","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Balustrade","HT.04-037"
"f8192f51-c923-4d09-b649-526c4cf10694","","folder-normal","pass","","step","TRUE","FALSE","Hotel Tower","Manufacture QA","Level 4","Column"
"b2a176e7-8e93-41e3-9287-939d33a3411c","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Column","HT.04-002"
"bc5a9787-d024-4286-8699-287e39476bd8","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Column","HT.04-003"
"ce33e6a8-7118-4a7b-aa60-d9f4cf31e8be","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Column","HT.04-005"
"152045d2-a370-4f97-b02e-08120ade8901","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Column","HT.04-006"
"b88f1a4d-f4eb-4b6e-8efa-919646db9680","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Column","HT.04-007"
"06d54956-70c4-474f-9a49-25156be46a3a","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Column","HT.04-007R"
"3ee11f3f-2849-43a4-8bb9-77801f68a66d","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Column","HT.04-008"
"35024327-38b2-4060-9c5c-b0557edf0436","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Column","HT.04-009"
"ed7b181c-7b58-45ff-b9fb-8b3c180220c4","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Column","HT.04-011"
"09e52cf0-3220-4ae9-b9c7-f19a13acfb4a","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Column","HT.04-012"
"0259a26f-6ee7-46aa-a7f1-a74806db7cd3","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Column","HT.04-013"
"2395c251-95d5-4cdd-9ea2-51b9184cec9f","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Column","HT.04-015"
"e0175fcf-7623-4380-bafa-8edcfc632a52","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Column","HT.04-016"
"e225edf2-0707-4745-9302-7961356a8160","","folder-normal","pass","","step","TRUE","FALSE","Hotel Tower","Manufacture QA","Level 4","Panel"
"32ba2761-7018-4f13-ac16-c2f42f1a6aad","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Panel","HT.04-040"
"429f4da3-7f4b-49a1-9b63-6869b5397425","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Panel","HT.04-041"
"b89af705-1576-4636-a5ac-b61b7cba036c","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Panel","HT.04-042"
"0f3f83c7-3791-4d80-aac1-907576e28c6c","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 4","Panel","HT.04-043"
"369c5fdb-bd9c-4bb0-8356-904dffd19c2b","","folder-normal","pass","","step","TRUE","FALSE","Hotel Tower","Manufacture QA","Level 5"
"3995ec14-d383-479d-9c84-8a4f1f2628c1","","folder-normal","pass","","step","TRUE","FALSE","Hotel Tower","Manufacture QA","Level 5","Balustrade"
"47f5710c-e031-4148-a6b1-fb3a16ad2e32","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 5","Balustrade","HT.05-021"
"147c885a-d3c7-47f8-85f1-ada7439808a0","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 5","Balustrade","HT.05-022"
"e3208ba6-f3b2-4550-9a40-0e72fbaf2663","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 5","Balustrade","HT.05-025"
"90dc9c3a-d612-4424-abfd-0b4d629d204d","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 5","Balustrade","HT.05-028"
"2ebeaf13-0410-4e7f-ab69-a87fb413cac5","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 5","Balustrade","HT.05-029"
"e8707cb8-75d4-432e-b985-a4e5964d622d","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 5","Balustrade","HT.05-030"
"886e3bfd-1f19-4d8d-85d9-44c3aaed4ffd","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 5","Balustrade","HT.05-031"
"cf9b6cf6-0cc7-41a0-b5ae-46061c3a611a","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 5","Balustrade","HT.05-032"
"4372ad7c-ab6a-43df-ab99-cb4b4245ba35","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 5","Balustrade","HT.05-033"
"37814fc9-1c0b-4ec3-a881-97d4ed47607f","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 5","Balustrade","HT.05-034"
"78eb43df-6085-4392-9aa3-fe3b7013dbe6","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 5","Balustrade","HT.05-035"
"26474186-5078-4e3c-b56a-57339a3475fa","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 5","Balustrade","HT.05-036"
"b59d5985-a769-456a-8a1d-66051874d54c","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 5","Balustrade","HT.05-037"
"be11fc20-c029-42b5-858c-283a0a402553","","folder-normal","pass","","step","TRUE","FALSE","Hotel Tower","Manufacture QA","Level 5","Panel"
"9eb20d7d-6d86-49b9-a2c6-6d59e7c4a06d","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 5","Panel","HT.05-040"
"00dd48a0-12a0-4b4e-babc-aec002afdb54","","folder-normal","pass","","step","TRUE","FALSE","Hotel Tower","Manufacture QA","Level 6"
"65376bf4-d645-4559-81a6-935c419d64e0","","folder-normal","pass","","step","TRUE","FALSE","Hotel Tower","Manufacture QA","Level 6","Balustrade"
"eb2e0907-931a-4008-a086-9b3c130e1275","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Balustrade","HT.06-021"
"8ff6ee25-bc24-4056-9c86-2b41d640d49e","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Balustrade","HT.06-022"
"b7d3350d-5624-4717-816d-9b5b09d9eea0","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Balustrade","HT.06-025"
"1c65b8b4-42c0-40bf-9a8f-ad27e4bdf8c1","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Balustrade","HT.06-028"
"3c33fdbc-acdd-4bae-925d-1635aaa7c023","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Balustrade","HT.06-029"
"04393906-e719-4269-b71d-ebeb522da30b","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Balustrade","HT.06-030"
"48dc05c8-04d6-4956-bbde-94a90ae7bfc8","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Balustrade","HT.06-031"
"c6c6f0fe-b974-497a-ac43-61650d0fa3ac","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Balustrade","HT.06-032"
"a98169b7-194b-43dd-825a-c115cb8ba8ec","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Balustrade","HT.06-033"
"2f310667-36b6-406e-a21a-538a98050718","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Balustrade","HT.06-034"
"e1d44468-b0f3-46fb-bfc2-e622d12ce902","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Balustrade","HT.06-035"
"ca8a15b2-49e1-4422-b717-dffe6ab62a91","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Balustrade","HT.06-036"
"753bb4e1-505e-42c7-9282-5c4b4a9d6ae8","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Balustrade","HT.06-037"
"767ba47a-852f-41eb-b547-b73b9db83a36","","folder-normal","pass","","step","TRUE","FALSE","Hotel Tower","Manufacture QA","Level 6","Column"
"51f159f7-bc15-4887-a188-2bc84f5b7a2e","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Column","HT.06-002"
"88c5f461-a7bd-429c-8c8d-5513ec66c0cc","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Column","HT.06-003"
"6375ebb5-5ee1-43b1-ace2-d2feb809bc4b","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Column","HT.06-005"
"d93ec5dc-cd36-4b2b-9987-2c20c098568f","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Column","HT.06-006"
"7402f324-b1ec-4597-8568-1b7100f89afc","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Column","HT.06-007"
"1d1db69d-fd22-4939-a750-f7f88d360204","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Column","HT.06-008"
"4808ed38-bbed-4f59-a168-e2179816ad54","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Column","HT.06-009"
"348cebc0-f80a-4dd1-8833-b164935c089d","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Column","HT.06-011"
"0b2a7144-725b-4d2f-af17-0fe05e4d01b1","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Column","HT.06-012"
"0ef86a42-e3f6-43e1-acdf-480b54b6879b","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Column","HT.06-013"
"46bc4c83-0301-4e1c-abdb-14439f1d1360","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Column","HT.06-015"
"85ee2602-eb41-4308-be77-17cbc70d505d","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Column","HT.06-016"
"ccc84875-7e43-483c-977a-dd1482109ab0","","folder-normal","pass","","step","TRUE","FALSE","Hotel Tower","Manufacture QA","Level 6","Panel"
"452b053b-b0d6-4a28-921c-57fc455be1d7","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Panel","HT.06-040"
"38b31c0a-ae44-4f94-b20f-7d494a718203","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Panel","HT.06-041"
"729ee6ff-ffaa-433f-ae49-e7c634ef0991","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Panel","HT.06-042"
"2b8dba0e-3ec2-4935-8184-a56847b17c18","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 6","Panel","HT.06-043"
"17622d79-efde-4daa-9451-5ee870164d6c","","folder-normal","pass","","step","TRUE","FALSE","Hotel Tower","Manufacture QA","Level 7"
"e9a44c9d-04cc-48a4-8350-c41b9e173bc8","","folder-normal","pass","","step","TRUE","FALSE","Hotel Tower","Manufacture QA","Level 7","Balustrade"
"8a64167f-f989-4153-b184-01385b5912dc","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 7","Balustrade","HT.07-021"
"e4a289e6-9441-423e-a553-560eac1e0a02","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 7","Balustrade","HT.07-022"
"f06a50bf-880f-4dbb-9365-c613ace24d4b","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 7","Balustrade","HT.07-025"
"494b245f-ebf8-4bec-8eca-cd8ebe191f5f","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 7","Balustrade","HT.07-028"
"be901145-8f8e-4ede-81d3-a74e12845904","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 7","Balustrade","HT.07-029"
"8edd0ae2-20d5-4f07-9c79-6eaf3fd4f193","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 7","Balustrade","HT.07-030"
"ad52309a-1a11-4f16-aaa8-2b08c4a3c0ce","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 7","Balustrade","HT.07-031"
"350fe76c-7c68-4fc1-824a-cf462c8cac15","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 7","Balustrade","HT.07-032"
"86c4e1c9-907b-4545-94ce-6c14764ec935","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 7","Balustrade","HT.07-033"
"47acea80-15f6-4c32-8f92-32f18638504c","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 7","Balustrade","HT.07-034"
"e370b7fe-dcb4-4d2c-a4c7-21cfa494ff83","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 7","Balustrade","HT.07-035"
"d4345bdb-5eab-4c5e-829b-51009d5ea127","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 7","Balustrade","HT.07-036"
"c4f42711-be7c-41a8-aea6-d69af3891298","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 7","Balustrade","HT.07-037"
"2bc6b8f5-9f7f-4a6b-b68c-fc14c6aaf4f1","","folder-normal","pass","","step","TRUE","FALSE","Hotel Tower","Manufacture QA","Level 7","Panel"
"422c9262-0ed1-4e51-820f-532f7c5559c6","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 7","Panel","HT.07-040"
"4ad09466-02b6-46dc-831c-768b5609403f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Hotel Tower","Manufacture QA","Level 8"
"2d4233fd-631e-4a3a-8117-430ab69e06f1","","folder-normal","pass","","step","TRUE","FALSE","Hotel Tower","Manufacture QA","Level 8","Balustrade"
"68b341b7-556e-4a44-a818-25a9e7cf7e04","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Balustrade","HT.08-021"
"babcf94e-0d6a-481d-a014-3fba2bcd9f34","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Balustrade","HT.08-022"
"a4351c1e-c617-4464-a65e-0baa400df2a7","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Balustrade","HT.08-025"
"9fc96254-f3cc-4db0-8a34-3624d5103fff","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Balustrade","HT.08-028"
"037497de-2327-4229-89da-c10d97d28cdb","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Balustrade","HT.08-029"
"280d998f-1c21-4b8b-ac52-506ba90a11f3","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Balustrade","HT.08-030"
"4c6864c3-f6ce-4bed-8b7f-56c711a9d37b","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Balustrade","HT.08-031"
"8cb1c80f-6484-4012-a3cf-abab3b813904","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Balustrade","HT.08-032"
"e2ba71ea-4b03-4013-8117-9a6e53bb9bbb","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Balustrade","HT.08-033"
"d2eb5fab-49be-4579-b776-6cab6d5a39f2","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Balustrade","HT.08-034"
"0f7e3074-d0ed-4480-aa58-3a3679153b98","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Balustrade","HT.08-035"
"cc39168a-003f-4118-9572-c5a68aa4fbaf","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Balustrade","HT.08-036"
"d46627ec-a1bd-4dcf-8883-14f2b6f27d66","","checklist-sectioned","pass","85036482a5c82322a3da5657b2ce53009d1e5a9dc4b085af76324dcbedc04d80","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Balustrade","HT.08-037"
"ae0d0d01-6e60-4b25-970a-b3c96895b713","","folder-normal","work-in-progress","","step","TRUE","FALSE","Hotel Tower","Manufacture QA","Level 8","Column"
"fc54673b-47df-4bd3-b9fc-df4b6c950d88","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Column","HT.08-002"
"d2df9088-c656-42fd-9ff6-86695728929f","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Column","HT.08-003"
"46b5568f-fe82-49f9-8452-97043d6b99a8","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Column","HT.08-005"
"c4c3faa7-616f-4dfd-9e56-fadb23616c25","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Column","HT.08-006"
"b61c285e-8366-4298-a538-72d80a6655d8","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Hotel Tower","Manufacture QA","Level 8","Column","HT.08-007"
