type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,In Ground ITP,,,,,,In Ground ITP
checkpoint,Sewer Drains,,,,,,
checkpoint,Greasey Waste,,,,,,
checkpoint,Sewer Pump,,,,,,
checkpoint,Grease Interceptor,,,,,,
,,,,,,,
checklist-flat,Penetrations ITP,,,,,,Penetrations ITP
checkpoint,Set Out,,,,,,
checkpoint,Fire Collar Installation,,,,,,
checkpoint,Cast in Drains c/w Polilag,,,,,,
,,,,,,,
checklist-flat,Drains ITP,,,,,,Drains ITP
checkpoint,Drains ,,,,,,
checkpoint,Smoke Seal Penetrations,,,,,,
checkpoint,Acoustic Lagging,,,,,,
checkpoint,Testing (Water/Air),,,,,,
,,,,,,,
checklist-flat,Rough In ITP,,,,,,Rough In ITP
checkpoint,High Level Rough In,,,,,,
checkpoint,Wall Set Out,,,,,,
checkpoint,Wall Rough In,,,,,,
checkpoint,Waste Rollovers,,,,,,
checkpoint,Gas,,,,,,
checkpoint,Test Water ,,,,,,
,,,,,,,
checklist-flat,Corridor ITP,,,,,,Corridor ITP
checkpoint,Rainwater,,,,,,
checkpoint,Hot Water,,,,,,
checkpoint,Hot Water Lagged,,,,,,
checkpoint,Cold Water,,,,,,
checkpoint,Test Hot Water,,,,,,
checkpoint,Test Cold Water,,,,,,
checkpoint,Test Rain Water,,,,,,
checkpoint,Fire Caulking (Corridor to Apt),,,,,,
checkpoint,Cold Water Meter Manifold,,,,,,
,,,,,,,
checklist-flat,Fit Off ITP,,,,,,Fit Off ITP
checkpoint,Laundry Trough,,,,,,
checkpoint,Laundry Trough Mixer,,,,,,
checkpoint,Laundry Trough Mini Stops ,,,,,,
checkpoint,Laundry Trough Waste,,,,,,
checkpoint,Kitchen Mini Stops,,,,,,
checkpoint,Kitchen Sink Waste,,,,,,
checkpoint,Kitchen Sink Mixer,,,,,,
checkpoint,Kitchen Dishwasher,,,,,,
checkpoint,Kitchen Cooktop,,,,,,
checkpoint,Bathroom Shower Mixer,,,,,,
checkpoint,Bathroom Shower Rail/Rose,,,,,,
checkpoint,Bathroom Basin,,,,,,
checkpoint,Bathroom Basin Mixer,,,,,,
checkpoint,Bathroom Bottle Trap,,,,,,
checkpoint,Bathroom Toilet,,,,,,
,,,,,,,
checklist-flat,Commissioning ITP,,,,,,Commissioning ITP
checkpoint,Bulk Hot Water,,,,,,
checkpoint,Test Hot Water Temperature,,,,,,
checkpoint,Test Waste for leaks,,,,,,
checkpoint,Run Cycle on Dishwasher,,,,,,
