"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"bee6899a-cb27-448c-a97c-599cb9fe0635","","folder-normal","fail","","step","TRUE","FALSE","Building Services"
"bdc91493-df4d-4d4d-9c17-eae8a55eaa65","","folder-normal","fail","","step","TRUE","FALSE","Building Services","Building Services by Area"
"1dd3c261-7ead-4eb2-9526-bc013b6527f6","","folder-normal","fail","","step","TRUE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs"
"31b70887-cdb2-4c0c-8941-3795f298c795","","folder-normal","not-started","","step","TRUE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","First Fix - Fire Alarms"
"8bf2cf60-e64b-4b79-b8eb-f43f03be7e02","","checklist-flat","not-started","Fire Alarm - First Fix","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","First Fix - Fire Alarms","Front of House"
"772c78bd-de5b-4610-b56a-7b4fb2743b47","","checklist-flat","not-started","Fire Alarm - First Fix","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","First Fix - Fire Alarms","Back of House"
"5d9736ef-d40d-45d6-ba70-1f3897a28b58","","checklist-flat","not-started","Fire Alarm - First Fix","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","First Fix - Fire Alarms","Egress corridor"
"f5514c9b-820d-4122-b619-54cdc4dffe9a","","checklist-flat","not-started","Fire Alarm - First Fix","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","First Fix - Fire Alarms","Fire Stairwell"
"22d7f20e-b319-49ed-8d7b-f48476b95e78","","folder-normal","not-started","","step","TRUE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Second Fix - Fire Alarms"
"2c48d71c-2ca4-4f84-bad9-03dd51c8cf0e","","checklist-flat","not-started","Fire Alarm - Second Fix","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Second Fix - Fire Alarms","Front of House"
"15970a5b-ed45-4887-9296-0fcd15e61c42","","checklist-flat","not-started","Fire Alarm - Second Fix","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Second Fix - Fire Alarms","Back of House"
"4c5dc54b-b5bc-49ae-8f25-66d794dabbfd","","checklist-flat","not-started","Fire Alarm - Second Fix","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Second Fix - Fire Alarms","Egress corridor"
"1d59cef5-8603-4fd9-96d7-698c93f040d5","","checklist-flat","not-started","Fire Alarm - Second Fix","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Second Fix - Fire Alarms","Fire Stairwell"
"7faa926d-c692-4a9a-9ef9-d7b0bc7d365e","","folder-normal","pass","","step","TRUE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","First Fix - Sprinklers"
"b575b326-e25d-4d05-84e3-06a79b085c74","","checklist-flat","pass","Sprinkler - First Fix","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","First Fix - Sprinklers","Front of House"
"14471160-6eaf-432a-a6fe-b088f99dc0e2","","checklist-flat","pass","Sprinkler - First Fix","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","First Fix - Sprinklers","Back of House"
"4c11aeec-afec-4cfd-8556-5b61ce739a05","","checklist-flat","pass","Sprinkler - First Fix","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","First Fix - Sprinklers","Egress corridor"
"8a4d522e-439e-4475-932d-7f431c1c7e6d","","checklist-flat","pass","SYS - Hydrant - Pre Commissioning (old version)","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","First Fix - Sprinklers","Fire Stairwell (Hydrant)"
"1f75c4c3-e352-4803-b18f-1af29ebe67fd","","folder-normal","not-started","","step","TRUE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Sprinkler testing"
"dcb2bfa3-17c1-47cf-85b7-ac62fe0b3bf2","","checklist-flat","not-started","Fire Sprinkler - Installation","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Sprinkler testing","Front of House"
"3b998f6d-cd88-4a80-b554-403fe43c5b8e","","checklist-flat","not-started","Fire Sprinkler - Installation","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Sprinkler testing","Back of House"
"91d89761-6934-44e4-af31-b8d03f993f7b","","checklist-flat","not-started","Fire Sprinkler - Installation","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Sprinkler testing","Egress corridor"
"05b77b15-2f73-4a89-8ccc-156af2cabfd6","","checklist-flat","not-started","Fire Sprinkler - Installation","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Sprinkler testing","Fire Stairwell (Hydrant)"
"186a8389-0ddd-45cc-889a-ac602e3008b2","","folder-normal","not-started","","step","TRUE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Second Fix - Sprinklers"
"6f5a6b7b-b285-4816-93f8-ae8c301685b0","","checklist-flat","not-started","Sprinkler - Second Fix","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Second Fix - Sprinklers","Front of House"
"ea3c533d-5d87-495c-b0d1-0e922c299702","","checklist-flat","not-started","Sprinkler - Second Fix","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Second Fix - Sprinklers","Back of House"
"662e5fe1-d75e-4a0e-89a7-068318f3cf2a","","checklist-flat","not-started","Sprinkler - Second Fix","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Second Fix - Sprinklers","Egress corridor"
"0fabb614-350c-41e7-b72a-e68bb5489150","","checklist-flat","not-started","Sprinkler - Second Fix","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Second Fix - Sprinklers","Fire Stairwell (Hydrant)"
"dbe72ba5-d9cd-480e-9b8f-e105ba5af78c","","folder-normal","fail","","step","TRUE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Overall - Sprinklers"
"f13b88e4-109d-40a4-be03-6b17cf41954c","","checklist-flat","fail","Sprinkler Installation checklist","checklist-flat","FALSE","FALSE","Building Services","Building Services by Area","SP2A - L2 Lounge & Fire Egress Stairs","Overall - Sprinklers","Level 1"
"bc615ca4-a0a4-4fdb-aee1-ef172d4a6649","","folder-normal","not-started","","step","TRUE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)"
"f5de5a40-7739-42dd-b3ce-b5e4748d1998","","folder-normal","not-started","","step","TRUE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)","First Fix - Fire Alarms"
"966158f8-a291-4a0f-a657-4f31bd8e543b","","checklist-flat","not-started","Fire Alarm - First Fix","checklist-flat","FALSE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)","First Fix - Fire Alarms","Bus A"
"c747f711-b501-42a4-bd36-526c94b9eb83","","checklist-flat","not-started","Fire Alarm - First Fix","checklist-flat","FALSE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)","First Fix - Fire Alarms","Bus B"
"762e3e0f-9551-440e-99b1-e6a25508d20d","","checklist-flat","not-started","Fire Alarm - First Fix","checklist-flat","FALSE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)","First Fix - Fire Alarms","Ripple Room"
"e0a028bd-e628-4ec6-a31a-3569d70b677c","","checklist-flat","not-started","Fire Alarm - First Fix","checklist-flat","FALSE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)","First Fix - Fire Alarms","Comms Room"
"8e23bead-496e-47c2-9038-3a9bc8469f62","","checklist-flat","not-started","Fire Alarm - First Fix","checklist-flat","FALSE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)","First Fix - Fire Alarms","Fans & Filters Room"
"91a7ea5b-92e2-4984-be20-238ee649182f","","checklist-flat","not-started","Fire Alarm - First Fix","checklist-flat","FALSE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)","First Fix - Fire Alarms","Gas Suppression"
"7ceca6aa-03ff-417c-8fc4-12e6bcf587ce","","checklist-flat","not-started","Fire Alarm - First Fix","checklist-flat","FALSE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)","First Fix - Fire Alarms","DB/Electrical Room"
"0d9e2314-80f2-4141-a5a3-b8ea7555999a","","folder-normal","not-started","","step","TRUE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)","Second Fix - Fire Alarms"
"d5ec2f23-7fab-48d4-98e7-c70646ccafce","","checklist-flat","not-started","Fire Alarm - Second Fix","checklist-flat","FALSE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)","Second Fix - Fire Alarms","Bus A"
"cf110609-e036-4650-a310-7b76f7f6dd9b","","checklist-flat","not-started","Fire Alarm - Second Fix","checklist-flat","FALSE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)","Second Fix - Fire Alarms","Bus B"
"a7bca8ff-98fb-48eb-8ecd-65b1788c63f4","","checklist-flat","not-started","Fire Alarm - Second Fix","checklist-flat","FALSE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)","Second Fix - Fire Alarms","Ripple Room"
"d368367b-0413-4414-94bb-77df1b05d3e5","","checklist-flat","not-started","Fire Alarm - Second Fix","checklist-flat","FALSE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)","Second Fix - Fire Alarms","Comms Room"
"721668d2-3b9a-4ca0-9f53-652c33c81727","","checklist-flat","not-started","Fire Alarm - Second Fix","checklist-flat","FALSE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)","Second Fix - Fire Alarms","Fans & Filters Room"
"dd6151e7-0390-4358-ba75-d9dda390a2fc","","checklist-flat","not-started","Fire Alarm - Second Fix","checklist-flat","FALSE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)","Second Fix - Fire Alarms","Gas Suppression"
"a9c90722-3c99-4a4d-967b-d6da213bcccd","","checklist-flat","not-started","Fire Alarm - Second Fix","checklist-flat","FALSE","FALSE","Building Services","SP3 - Power Centre 69 (PC69)","Second Fix - Fire Alarms","DB/Electrical Room"
"9c0c8424-5fdf-4d4c-97a5-f4521f29514b","","checklist-flat","not-started","COC","checklist-flat","FALSE","FALSE","COC"
