,,"Ground conditions certification by others. (if required)",,"ground conditions certification by others. (if required)"
,,"Formwork",,"formwork"
,,"Formwork delivered/ re-used has been inspected and deemed suitable for reuse",,"formwork delivered/ re-used has been inspected and deemed suitable for reuse"
,,"Formwork correctly installed",,"formwork correctly installed"
,,"Edge protection / working decks in place",,"edge protection / working decks in place"
,,"Formwork line and level correct",,"formwork line and level correct"
,,"Frames, braces and other members supporting the formwork are secured adequately and safe.",,"frames, braces and other members supporting the formwork are secured adequately and safe."
,,"Check Ischebeck drop heads for proper connection to prop, support pin to be min 10mm clear of slot in collar",,"check ischebeck drop heads for proper connection to prop, support pin to be min 10mm clear of slot in collar"
,,"Cast in items been installed to correct line & level (dowel bars, block outs, penetrations, set downs, H/D bolts, etc...)",,"cast in items been installed to correct line & level (dowel bars, block outs, penetrations, set downs, h/d bolts, etc...)"
,,"Joints installed correctly (MJ, EJ, CJ, SJ etc.)",,"joints installed correctly (mj, ej, cj, sj etc.)"
,,"3rd party engineer’s inspection carried out with any comments/rectifications completed",,"3rd party engineer’s inspection carried out with any comments/rectifications completed"
,,"markup drawing of departures (if any) from formwork design by 3rd Party Engineer",,"markup drawing of departures (if any) from formwork design by 3rd party engineer"
,,"Formwork cleaned out (Decks/ column, walls, etc.)",,"formwork cleaned out (decks/ column, walls, etc.)"
,,"Survey",,"survey"
,,"As-built of formwork submission by others. (if required)",,"as-built of formwork submission by others. (if required)"
,,"Comments",,"comments"
,,"Attached markup plan of relevant area",,"attached markup plan of relevant area"
,,"Pour rate of elements is as follows: 1m/ hour",,"pour rate of elements is as follows: 1m/ hour"
,,"No Mounding (Typical)",,"no mounding (typical)"
,,"Work Completed",,"work completed"

"Formwork Element Handover"
,"Scope",,
,"Rows"
,,"Tower A","grouping","tower a"
,,"Level 1 - Slab",,"handover","site qa","tower a","level 1","slab"
,,"Level 2 - Slab",,"handover","site qa","tower a","level 2","slab"
,,"Level 3 - Slab",,"handover","site qa","tower a","level 3","slab"
,,"Level 4 - Slab",,"level 4","handover","site qa","tower a","slab"
,,"Level 5 - Slab",,"level 5","handover","site qa","tower a","slab"
,,"Level 6 - Slab",,"level 6","handover","site qa","tower a","slab"
,,"Level 7 - Slab",,"handover","site qa","tower a","level 7","slab"
,,"Level 8 - Slab",,"handover","site qa","tower a","level 8","slab"
,,"Level 9 - Slab",,"handover","site qa","tower a","level 9","slab"
,,"Level 10 - Slab",,"level 10","handover","site qa","tower a","slab"
,,"Level 11 - Slab",,"handover","site qa","tower a","level 11","slab"
,,"Level 12 - Slab",,"handover","site qa","tower a","level 12","slab"
,,"Level 13 - Slab",,"handover","site qa","tower a","level 13","slab"
,,"Level 14 - Slab",,"handover","site qa","tower a","level 14","slab"
,,"Level 15 - Slab",,"level 15","handover","site qa","tower a","slab"
,,"Level 16 - Slab",,"level 16","handover","site qa","tower a","slab"
,,"Level 17 - Slab",,"handover","site qa","tower a","level 17","slab"
,,"Level 18 - Slab",,"level 18","handover","site qa","tower a","slab"
,,"Level 19 - Slab",,"handover","site qa","tower a","level 19","slab"
,,"Level 20 - Slab",,"handover","site qa","tower a","level 20","slab"
,,"Level 21 - Slab",,"level 21","handover","site qa","tower a","slab"
,,"Level 22 - Slab",,"handover","site qa","tower a","level 22","slab"
,,"Level 23 - Slab",,"handover","site qa","tower a","level 23","slab"
,,"Level 24 - Slab",,"handover","site qa","tower a","level 24","slab"
,,"Level 25 - Slab",,"handover","site qa","tower a","level 25","slab"
,,"Level 26 - Slab",,"level 26","handover","site qa","tower a","slab"
,,"Level 27 - Slab",,"level 27","handover","site qa","tower a","slab"
,,"Level 28 - Slab",,"handover","site qa","tower a","level 28","slab"
,,"Level 29 - Slab",,"level 29","handover","site qa","tower a","slab"
,,"Tower B","grouping","tower b"
,,"Level 1 - Slab",,"tower b","handover","site qa","level 1","slab"
,,"Level 2 - Slab",,"tower b","handover","site qa","level 2","slab"
,,"Level 3 - Slab",,"tower b","handover","site qa","level 3","slab"
,,"Level 4 - Slab",,"level 4","tower b","handover","site qa","slab"
,,"Level 5 - Slab",,"level 5","tower b","handover","site qa","slab"
,,"Level 6 - Slab",,"tower b","level 6","handover","site qa","slab"
,,"Level 7 - Slab",,"tower b","handover","site qa","level 7","slab"
,,"Level 8 - Slab",,"tower b","handover","site qa","level 8","slab"
,,"Level 9 - Slab",,"tower b","handover","site qa","level 9","slab"
,,"Level 10 - Slab",,"tower b","level 10","handover","site qa","slab"
,,"Level 11 - Slab",,"tower b","handover","site qa","level 11","slab"
,,"Level 12 - Slab",,"tower b","handover","site qa","level 12","slab"
,,"Level 13 - Slab",,"tower b","handover","site qa","level 13","slab"
,,"Level 14 - Slab",,"tower b","handover","site qa","level 14","slab"
,,"Level 15 - Slab",,"level 15","tower b","handover","site qa","slab"
,,"Level 16 - Slab",,"level 16","tower b","handover","site qa","slab"
,,"Level 17 - Slab",,"tower b","handover","site qa","level 17","slab"
,,"Level 18 - Slab",,"tower b","level 18","handover","site qa","slab"
,,"Level 19 - Slab",,"tower b","handover","site qa","level 19","slab"
,,"Level 20 - Slab",,"tower b","handover","site qa","level 20","slab"
,,"Level 21 - Slab",,"tower b","level 21","handover","site qa","slab"
,,"Level 22 - Slab",,"tower b","handover","site qa","level 22","slab"
,,"Level 23 - Slab",,"tower b","handover","site qa","level 23","slab"
,,"Level 24 - Slab",,"tower b","handover","site qa","level 24","slab"
,,"Level 25 - Slab",,"tower b","handover","site qa","level 25","slab"
,,"Level 26 - Slab",,"level 26","tower b","handover","site qa","slab"
,,"Level 27 - Slab",,"level 27","tower b","handover","site qa","slab"
,,"Level 28 - Slab",,"tower b","handover","site qa","level 28","slab"
,,"Level 29 - Slab",,"tower b","level 29","handover","site qa","slab"
,,"Level 30 - Slab",,"level 30","tower b","handover","site qa","slab"
,,"Level 31 - Slab",,"tower b","handover","site qa","level 31","slab"
,,"Level 32 - Slab",,"tower b","level 32","handover","site qa","slab"
,,"Level 33 - Slab",,"tower b","handover","site qa","level 33","slab"
,,"Level 34 - Slab",,"tower b","handover","site qa","level 34","slab"
,,"Level 35 - Slab",,"tower b","handover","site qa","level 35","slab"
,,"Level 36 - Slab",,"tower b","handover","site qa","level 36","slab"
,,"Level 37 - Slab",,"level 37","tower b","handover","site qa","slab"
,,"Level 38 - Slab",,"level 38","tower b","handover","site qa","slab"
,,"Level 39 - Slab",,"tower b","handover","site qa","level 39","slab"
,,"Level 40 - Slab",,"level 40","tower b","handover","site qa","slab"
,,"Level 41 - Slab",,"level 41","tower b","handover","site qa","slab"
,,"Level 42 - Slab",,"tower b","handover","site qa","level 42","slab"
,,"Level 43 - Slab",,"tower b","level 43","handover","site qa","slab"
,,"Level 44 - Slab",,"tower b","handover","site qa","level 44","slab"
,,"Level 45 - Slab",,"tower b","handover","site qa","level 45","slab"
,,"Level 46 - Slab",,"tower b","handover","site qa","level 46","slab"
,,"Level 47 - Slab",,"tower b","handover","site qa","level 47","slab"
,,"Level 48 - Slab",,"level 48","tower b","handover","site qa","slab"
,,"Level 49 - Slab",,"level 49","tower b","handover","site qa","slab"
,,"Level 50 - Slab",,"tower b","handover","site qa","level 50","slab"
,,"Level 51 - Slab",,"level 51","tower b","handover","site qa","slab"
,,"Level 52 - Slab",,"level 52","tower b","handover","site qa","slab"
,,"Level 53 - Slab",,"tower b","handover","site qa","level 53","slab"
,,"Level 54 - Slab",,"tower b","level 54","handover","site qa","slab"
,,"Level 55 - Slab",,"tower b","handover","site qa","level 55","slab"
,,"Level 56 - Slab",,"tower b","handover","site qa","level 56","slab"
,,"Level 57 - Slab",,"tower b","handover","site qa","level 57","slab"
,,"Level 58 - Slab",,"tower b","handover","site qa","level 58","slab"
,,"Level 59 - Slab",,"level 59","tower b","handover","site qa","slab"
,"Columns"
,,"Submission of Certified Formwork Design (Where Required)",,"submission of certified formwork design (where required)"
,,"Has the Formwork Element been built to Formwork Design",,"has the formwork element been built to formwork design"
,,"Is Safe Access and Egress to and from Working Area in place for other trades (by others)",,"is safe access and egress to and from working area in place for other trades (by others)"
,,"Edge Protection, Kick Boards and Handrails in place",,"edge protection, kick boards and handrails in place"
,,"Is Delineation in place between leading Formwork Deck and the area of deck being handed over with bunting and signage",,"is delineation in place between leading formwork deck and the area of deck being handed over with bunting and signage"
,,"Is the working area Relatively Clean and free of excess formwork",,"is the working area relatively clean and free of excess formwork"
,,"Have penetrations/block-outs been completed and covered",,"have penetrations/block-outs been completed and covered"
,,"Are Working Platforms in place with safe access for Steel-fixer and other trades (vertical elements)",,"are working platforms in place with safe access for steel-fixer and other trades (vertical elements)"
,,"Has Propping required to Cantilevered bearers/formwork been installed Eg. Tower Boom Penetration",,"has propping required to cantilevered bearers/formwork been installed eg. tower boom penetration"
,,"Is the formwork element ready for the following trades",,"is the formwork element ready for the following trades"
,,"Work Completed",,"work completed"

"Screens Pre-Climbing Checklist"
,"Scope",,
,"Rows"
,,"Tower A","grouping","tower a"
,,"Level 1",,"pre-climb","site qa","tower a","level 1","screens (pre/post climb)"
,,"Level 2",,"pre-climb","site qa","tower a","level 2","screens (pre/post climb)"
,,"Level 3",,"pre-climb","site qa","tower a","screens (pre/post climb)","level 3"
,,"Level 4",,"level 4","pre-climb","site qa","tower a","screens (pre/post climb)"
,,"Level 5",,"pre-climb","level 5","site qa","tower a","screens (pre/post climb)"
,,"Level 6",,"pre-climb","level 6","site qa","tower a","screens (pre/post climb)"
,,"Level 7",,"pre-climb","site qa","tower a","level 7","screens (pre/post climb)"
,,"Level 8",,"pre-climb","site qa","tower a","level 8","screens (pre/post climb)"
,,"Level 9",,"pre-climb","site qa","tower a","level 9","screens (pre/post climb)"
,,"Level 10",,"pre-climb","level 10","site qa","tower a","screens (pre/post climb)"
,,"Level 11",,"pre-climb","site qa","tower a","level 11","screens (pre/post climb)"
,,"Level 12",,"pre-climb","site qa","tower a","level 12","screens (pre/post climb)"
,,"Level 13",,"pre-climb","site qa","tower a","screens (pre/post climb)","level 13"
,,"Level 14",,"pre-climb","site qa","tower a","level 14","screens (pre/post climb)"
,,"Level 15",,"pre-climb","level 15","site qa","tower a","screens (pre/post climb)"
,,"Level 16",,"level 16","pre-climb","site qa","tower a","screens (pre/post climb)"
,,"Level 17",,"pre-climb","site qa","tower a","level 17","screens (pre/post climb)"
,,"Level 18",,"pre-climb","level 18","site qa","tower a","screens (pre/post climb)"
,,"Level 19",,"pre-climb","site qa","tower a","level 19","screens (pre/post climb)"
,,"Level 20",,"pre-climb","site qa","tower a","level 20","screens (pre/post climb)"
,,"Level 21",,"pre-climb","level 21","site qa","tower a","screens (pre/post climb)"
,,"Level 22",,"pre-climb","site qa","tower a","level 22","screens (pre/post climb)"
,,"Level 23",,"pre-climb","site qa","tower a","level 23","screens (pre/post climb)"
,,"Level 24",,"pre-climb","site qa","tower a","screens (pre/post climb)","level 24"
,,"Level 25",,"pre-climb","site qa","tower a","level 25","screens (pre/post climb)"
,,"Level 26",,"pre-climb","level 26","site qa","tower a","screens (pre/post climb)"
,,"Level 27",,"level 27","pre-climb","site qa","tower a","screens (pre/post climb)"
,,"Level 28",,"pre-climb","site qa","tower a","level 28","screens (pre/post climb)"
,,"Level 29",,"pre-climb","level 29","site qa","tower a","screens (pre/post climb)"
,,"Tower B","grouping","tower b"
,,"Ground Floor",,"ground floor","pre-climb","tower b","site qa","screens (pre/post climb)"
,,"Level 1",,"pre-climb","tower b","site qa","level 1","screens (pre/post climb)"
,,"Level 2",,"pre-climb","tower b","site qa","level 2","screens (pre/post climb)"
,,"Level 3",,"pre-climb","tower b","site qa","screens (pre/post climb)","level 3"
,,"Level 4",,"level 4","pre-climb","tower b","site qa","screens (pre/post climb)"
,,"Level 5",,"pre-climb","level 5","tower b","site qa","screens (pre/post climb)"
,,"Level 6",,"pre-climb","tower b","level 6","site qa","screens (pre/post climb)"
,,"Level 7",,"pre-climb","tower b","site qa","level 7","screens (pre/post climb)"
,,"Level 8",,"pre-climb","tower b","site qa","level 8","screens (pre/post climb)"
,,"Level 9",,"pre-climb","tower b","site qa","level 9","screens (pre/post climb)"
,,"Level 10",,"pre-climb","tower b","level 10","site qa","screens (pre/post climb)"
,,"Level 11",,"pre-climb","tower b","site qa","level 11","screens (pre/post climb)"
,,"Level 12",,"pre-climb","tower b","site qa","level 12","screens (pre/post climb)"
,,"Level 13",,"pre-climb","tower b","site qa","screens (pre/post climb)","level 13"
,,"Level 14",,"pre-climb","tower b","site qa","level 14","screens (pre/post climb)"
,,"Level 15",,"pre-climb","level 15","tower b","site qa","screens (pre/post climb)"
,,"Level 16",,"level 16","pre-climb","tower b","site qa","screens (pre/post climb)"
,,"Level 17",,"pre-climb","tower b","site qa","level 17","screens (pre/post climb)"
,,"Level 18",,"pre-climb","tower b","level 18","site qa","screens (pre/post climb)"
,,"Level 19",,"pre-climb","tower b","site qa","level 19","screens (pre/post climb)"
,,"Level 20",,"pre-climb","tower b","site qa","level 20","screens (pre/post climb)"
,,"Level 21",,"pre-climb","tower b","level 21","site qa","screens (pre/post climb)"
,,"Level 22",,"pre-climb","tower b","site qa","level 22","screens (pre/post climb)"
,,"Level 23",,"pre-climb","tower b","site qa","level 23","screens (pre/post climb)"
,,"Level 24",,"pre-climb","tower b","site qa","screens (pre/post climb)","level 24"
,,"Level 25",,"pre-climb","tower b","site qa","level 25","screens (pre/post climb)"
,,"Level 26",,"pre-climb","level 26","tower b","site qa","screens (pre/post climb)"
,,"Level 27",,"level 27","pre-climb","tower b","site qa","screens (pre/post climb)"
,,"Level 28",,"pre-climb","tower b","site qa","level 28","screens (pre/post climb)"
,,"Level 29",,"pre-climb","tower b","level 29","site qa","screens (pre/post climb)"
,,"Level 30",,"level 30","pre-climb","tower b","site qa","screens (pre/post climb)"
,,"Level 31",,"pre-climb","tower b","site qa","level 31","screens (pre/post climb)"
,,"Level 32",,"pre-climb","tower b","level 32","site qa","screens (pre/post climb)"
,,"Level 33",,"pre-climb","tower b","site qa","level 33","screens (pre/post climb)"
,,"Level 34",,"pre-climb","tower b","site qa","level 34","screens (pre/post climb)"
,,"Level 35",,"pre-climb","tower b","site qa","screens (pre/post climb)","level 35"
,,"Level 36",,"pre-climb","tower b","site qa","level 36","screens (pre/post climb)"
,,"Level 37",,"pre-climb","level 37","tower b","site qa","screens (pre/post climb)"
,,"Level 38",,"level 38","pre-climb","tower b","site qa","screens (pre/post climb)"
,,"Level 39",,"pre-climb","tower b","site qa","level 39","screens (pre/post climb)"
,,"Level 40",,"pre-climb","level 40","tower b","site qa","screens (pre/post climb)"
,,"Level 41",,"level 41","pre-climb","tower b","site qa","screens (pre/post climb)"
,,"Level 42",,"pre-climb","tower b","site qa","level 42","screens (pre/post climb)"
,,"Level 43",,"pre-climb","tower b","level 43","site qa","screens (pre/post climb)"
,,"Level 44",,"pre-climb","tower b","site qa","level 44","screens (pre/post climb)"
,,"Level 45",,"pre-climb","tower b","site qa","level 45","screens (pre/post climb)"
,,"Level 46",,"pre-climb","tower b","site qa","screens (pre/post climb)","level 46"
,,"Level 47",,"pre-climb","tower b","site qa","level 47","screens (pre/post climb)"
,,"Level 48",,"pre-climb","level 48","tower b","site qa","screens (pre/post climb)"
,,"Level 49",,"level 49","pre-climb","tower b","site qa","screens (pre/post climb)"
,,"Level 50",,"pre-climb","tower b","site qa","level 50","screens (pre/post climb)"
,,"Level 51",,"pre-climb","level 51","tower b","site qa","screens (pre/post climb)"
,,"Level 52",,"level 52","pre-climb","tower b","site qa","screens (pre/post climb)"
,,"Level 53",,"pre-climb","tower b","site qa","level 53","screens (pre/post climb)"
,,"Level 54",,"pre-climb","tower b","level 54","site qa","screens (pre/post climb)"
,,"Level 55",,"pre-climb","tower b","site qa","level 55","screens (pre/post climb)"
,,"Level 56",,"pre-climb","tower b","site qa","level 56","screens (pre/post climb)"
,,"Level 57",,"pre-climb","tower b","site qa","screens (pre/post climb)","level 57"
,,"Level 58",,"pre-climb","tower b","site qa","level 58","screens (pre/post climb)"
,,"Level 59",,"pre-climb","level 59","tower b","site qa","screens (pre/post climb)"
,"Columns"
,,"Exclusion zone permit to be setup prior to jump.",,"exclusion zone permit to be setup prior to jump."
,,"Platforms & rails clean & clear of all material & debris",,"platforms & rails clean & clear of all material & debris"
,,"Area outside handrail and along slab edge is clean and cleared of all loose material and debris inclusive of halfen cast ins (by others - LLB to check)",,"area outside handrail and along slab edge is clean and cleared of all loose material and debris inclusive of halfen cast ins (by others - llb to check)"
,,"Inspect concrete soffit above lowest platform is clear of any loose debris fillets, dags etc",,"inspect concrete soffit above lowest platform is clear of any loose debris fillets, dags etc"
,,"Flaps, infills, rubber covers, are disengaged.",,"flaps, infills, rubber covers, are disengaged."
,,"All decks are assessed ready for lifting to commence.",,"all decks are assessed ready for lifting to commence."
,,"Spotters required on each floor - leading / trailing / intermediate / exclusions",,"spotters required on each floor - leading / trailing / intermediate / exclusions"
,,"Spotters to have radio communication on each level.",,"spotters to have radio communication on each level."
,,"Check power to hydraulic pumps, ensure all lines are laid properly and will not ping or shear during climb (Peri screens only)",,"check power to hydraulic pumps, ensure all lines are laid properly and will not ping or shear during climb (peri screens only)"
,,"Test hydraulic functions by completing a stroke, ensure rams are tested and climbed in pairs (Peri screens only)",,"test hydraulic functions by completing a stroke, ensure rams are tested and climbed in pairs (peri screens only)"
,,"Spill kit readily available",,"spill kit readily available"
,,"Back-propping in place as required. Any props inside PEZ zones on the lowest level are to be bolted.",,"back-propping in place as required. any props inside pez zones on the lowest level are to be bolted."
,,"Area 3m back from leading edge on all levels to be cleared prior to opening any gaps in screen platforms and excluded.",,"area 3m back from leading edge on all levels to be cleared prior to opening any gaps in screen platforms and excluded."
,,"Ensure handrail / fall prevention on all levels where screens are to be climbed",,"ensure handrail / fall prevention on all levels where screens are to be climbed – work right complete including mesh & kickboards."
,,"Check all non-typical locations at interfaces with walls/columns, platforms etc",,"check all non-typical locations at interfaces with walls/columns, platforms etc"
,,"Ensure perimeter containment netting is installed at lowest screen level with the cantilevered catch fan positioned",,"ensure perimeter containment netting is installed at lowest screen level with the cantilevered catch fan positioned no more than two levels below and extended out (by others – llb to c"
,,"Concrete strength achieved (provided by Lend Lease) *15 MPa required",,"concrete strength achieved (provided by lend lease) *15 mpa required"
,,"If lifting in Alimak/Hoist zone, ensure operation is ceased while lifting",,"if lifting in alimak/hoist zone, ensure operation is ceased while lifting"
,,"Inclement Weather: Ensure weather conditions are approved for Tower Crane use. Wind speed not to exceed the approved level",,"inclement weather: ensure weather conditions are approved for tower crane use. wind speed not to exceed the approved level on screen shop drawings"
,,"Exclusion zones  and signage ‘Danger - No unauthorized access’ or similar in place at all relevant levels",,"exclusion zones (physical barricades) and signage ‘danger - no unauthorized access’ or similar in place at all relevant levels, leading/intermediate/trailing/below to ensure no unauthorized access or fall potential by other trades."
,,"Work right & PEZ Zones (3m back from edge) are in place on the lowest level protected by screen",,"work right & pez zones (3m back from edge) are in place on the lowest level protected by screen"
,,"Resources are ready, and signed off into appropriate HRW SWMS:",,"resources are ready, and signed off into appropriate hrw swms:"
,,"Basic Rigger x 1",,"basic rigger x 1"
,,"BKH Screen foreman (Peri accredited) & crew",,"bkh screen foreman (peri accredited) & crew"
,,"Reference screen drawings for needle, screens. bracing, holding down bolts locations",,"reference screen drawings for needle, screens. bracing, holding down bolts locations"
,,"Pre-start conducted with all related trades below and above affected by Screen movement procedure",,"pre-start conducted with all related trades below and above affected by screen movement procedure (to be identified in llb daily builders brief)"
,,"Ensure Screen wings near crane are contracted prior to lift to avoid clashes with ties",,"ensure screen wings near crane are contracted prior to lift to avoid clashes with ties"

"Screens Post-Climbing Checklist"
,"Scope",,
,"Rows"
,,"Tower A","grouping","tower a"
,,"Level 1",,"site qa","tower a","level 1","screens (pre/post climb)","post-climb"
,,"Level 2",,"site qa","tower a","level 2","screens (pre/post climb)","post-climb"
,,"Level 3",,"site qa","tower a","screens (pre/post climb)","level 3","post-climb"
,,"Level 4",,"level 4","site qa","tower a","screens (pre/post climb)","post-climb"
,,"Level 5",,"level 5","site qa","tower a","screens (pre/post climb)","post-climb"
,,"Level 6",,"level 6","site qa","tower a","screens (pre/post climb)","post-climb"
,,"Level 7",,"site qa","tower a","level 7","screens (pre/post climb)","post-climb"
,,"Level 8",,"site qa","tower a","level 8","screens (pre/post climb)","post-climb"
,,"Level 9",,"site qa","tower a","level 9","screens (pre/post climb)","post-climb"
,,"Level 10",,"level 10","site qa","tower a","screens (pre/post climb)","post-climb"
,,"Level 11",,"site qa","tower a","level 11","screens (pre/post climb)","post-climb"
,,"Level 12",,"site qa","tower a","level 12","screens (pre/post climb)","post-climb"
,,"Level 13",,"site qa","tower a","screens (pre/post climb)","level 13","post-climb"
,,"Level 14",,"site qa","tower a","level 14","screens (pre/post climb)","post-climb"
,,"Level 15",,"level 15","site qa","tower a","screens (pre/post climb)","post-climb"
,,"Level 16",,"level 16","site qa","tower a","screens (pre/post climb)","post-climb"
,,"Level 17",,"site qa","tower a","level 17","screens (pre/post climb)","post-climb"
,,"Level 18",,"level 18","site qa","tower a","screens (pre/post climb)","post-climb"
,,"Level 19",,"site qa","tower a","level 19","screens (pre/post climb)","post-climb"
,,"Level 20",,"site qa","tower a","level 20","screens (pre/post climb)","post-climb"
,,"Level 21",,"level 21","site qa","tower a","screens (pre/post climb)","post-climb"
,,"Level 22",,"site qa","tower a","level 22","screens (pre/post climb)","post-climb"
,,"Level 23",,"site qa","tower a","level 23","screens (pre/post climb)","post-climb"
,,"Level 24",,"site qa","tower a","screens (pre/post climb)","level 24","post-climb"
,,"Level 25",,"site qa","tower a","level 25","screens (pre/post climb)","post-climb"
,,"Level 26",,"level 26","site qa","tower a","screens (pre/post climb)","post-climb"
,,"Level 27",,"level 27","site qa","tower a","screens (pre/post climb)","post-climb"
,,"Level 28",,"site qa","tower a","level 28","screens (pre/post climb)","post-climb"
,,"Level 29",,"level 29","site qa","tower a","screens (pre/post climb)","post-climb"
,,"Tower B","grouping","tower b"
,,"Ground Floor",,"ground floor","tower b","site qa","screens (pre/post climb)","post-climb"
,,"Level 1",,"tower b","site qa","level 1","screens (pre/post climb)","post-climb"
,,"Level 2",,"tower b","site qa","level 2","screens (pre/post climb)","post-climb"
,,"Level 3",,"tower b","site qa","screens (pre/post climb)","level 3","post-climb"
,,"Level 4",,"level 4","tower b","site qa","screens (pre/post climb)","post-climb"
,,"Level 5",,"level 5","tower b","site qa","screens (pre/post climb)","post-climb"
,,"Level 6",,"tower b","level 6","site qa","screens (pre/post climb)","post-climb"
,,"Level 7",,"tower b","site qa","level 7","screens (pre/post climb)","post-climb"
,,"Level 8",,"tower b","site qa","level 8","screens (pre/post climb)","post-climb"
,,"Level 9",,"tower b","site qa","level 9","screens (pre/post climb)","post-climb"
,,"Level 10",,"tower b","level 10","site qa","screens (pre/post climb)","post-climb"
,,"Level 11",,"tower b","site qa","level 11","screens (pre/post climb)","post-climb"
,,"Level 12",,"tower b","site qa","level 12","screens (pre/post climb)","post-climb"
,,"Level 13",,"tower b","site qa","screens (pre/post climb)","level 13","post-climb"
,,"Level 14",,"tower b","site qa","level 14","screens (pre/post climb)","post-climb"
,,"Level 15",,"level 15","tower b","site qa","screens (pre/post climb)","post-climb"
,,"Level 16",,"level 16","tower b","site qa","screens (pre/post climb)","post-climb"
,,"Level 17",,"tower b","site qa","level 17","screens (pre/post climb)","post-climb"
,,"Level 18",,"tower b","level 18","site qa","screens (pre/post climb)","post-climb"
,,"Level 19",,"tower b","site qa","level 19","screens (pre/post climb)","post-climb"
,,"Level 20",,"tower b","site qa","level 20","screens (pre/post climb)","post-climb"
,,"Level 21",,"tower b","level 21","site qa","screens (pre/post climb)","post-climb"
,,"Level 22",,"tower b","site qa","level 22","screens (pre/post climb)","post-climb"
,,"Level 23",,"tower b","site qa","level 23","screens (pre/post climb)","post-climb"
,,"Level 24",,"tower b","site qa","screens (pre/post climb)","level 24","post-climb"
,,"Level 25",,"tower b","site qa","level 25","screens (pre/post climb)","post-climb"
,,"Level 26",,"level 26","tower b","site qa","screens (pre/post climb)","post-climb"
,,"Level 27",,"level 27","tower b","site qa","screens (pre/post climb)","post-climb"
,,"Level 28",,"tower b","site qa","level 28","screens (pre/post climb)","post-climb"
,,"Level 29",,"tower b","level 29","site qa","screens (pre/post climb)","post-climb"
,,"Level 30",,"level 30","tower b","site qa","screens (pre/post climb)","post-climb"
,,"Level 31",,"tower b","site qa","level 31","screens (pre/post climb)","post-climb"
,,"Level 32",,"tower b","level 32","site qa","screens (pre/post climb)","post-climb"
,,"Level 33",,"tower b","site qa","level 33","screens (pre/post climb)","post-climb"
,,"Level 34",,"tower b","site qa","level 34","screens (pre/post climb)","post-climb"
,,"Level 35",,"tower b","site qa","screens (pre/post climb)","level 35","post-climb"
,,"Level 36",,"tower b","site qa","level 36","screens (pre/post climb)","post-climb"
,,"Level 37",,"level 37","tower b","site qa","screens (pre/post climb)","post-climb"
,,"Level 38",,"level 38","tower b","site qa","screens (pre/post climb)","post-climb"
,,"Level 39",,"tower b","site qa","level 39","screens (pre/post climb)","post-climb"
,,"Level 40",,"level 40","tower b","site qa","screens (pre/post climb)","post-climb"
,,"Level 41",,"level 41","tower b","site qa","screens (pre/post climb)","post-climb"
,,"Level 42",,"tower b","site qa","level 42","screens (pre/post climb)","post-climb"
,,"Level 43",,"tower b","level 43","site qa","screens (pre/post climb)","post-climb"
,,"Level 44",,"tower b","site qa","level 44","screens (pre/post climb)","post-climb"
,,"Level 45",,"tower b","site qa","level 45","screens (pre/post climb)","post-climb"
,,"Level 46",,"tower b","site qa","screens (pre/post climb)","level 46","post-climb"
,,"Level 47",,"tower b","site qa","level 47","screens (pre/post climb)","post-climb"
,,"Level 48",,"level 48","tower b","site qa","screens (pre/post climb)","post-climb"
,,"Level 49",,"level 49","tower b","site qa","screens (pre/post climb)","post-climb"
,,"Level 50",,"tower b","site qa","level 50","screens (pre/post climb)","post-climb"
,,"Level 51",,"level 51","tower b","site qa","screens (pre/post climb)","post-climb"
,,"Level 52",,"level 52","tower b","site qa","screens (pre/post climb)","post-climb"
,,"Level 53",,"tower b","site qa","level 53","screens (pre/post climb)","post-climb"
,,"Level 54",,"tower b","level 54","site qa","screens (pre/post climb)","post-climb"
,,"Level 55",,"tower b","site qa","level 55","screens (pre/post climb)","post-climb"
,,"Level 56",,"tower b","site qa","level 56","screens (pre/post climb)","post-climb"
,,"Level 57",,"tower b","site qa","screens (pre/post climb)","level 57","post-climb"
,,"Level 58",,"tower b","site qa","level 58","screens (pre/post climb)","post-climb"
,,"Level 59",,"level 59","tower b","site qa","screens (pre/post climb)","post-climb"
,"Columns"
,,"Check all needles/ props are locked with pins",,"check all needles/ props are locked with pins"
,,"Check spacing between screens (max <50mm gaps) are covered by rigid plastic strip.",,"check spacing between screens (max <50mm gaps) are covered by rigid plastic strip."
,,"Check all decks are complete - flaps/Rubbers are in place and secured",,"check all decks (trailing/intermediate/working) are complete - flaps/rubbers are in place and secured (no gaps)"
,,"Check interface with other protection ie Scaffold/ Precast",,"check interface with other protection ie scaffold/ precast (max <50mm gaps)"
,,"Bottom trailing deck- no gaps, completely sealed",,"bottom trailing deck- no gaps, completely sealed"
,,"Holding down bolts are secure, locked off",,"holding down bolts are secure, locked off"
,,"Access/egress to working platforms in place",,"access/egress to working platforms in place"
,,"Check height of top screen is adequate for edge protection",,"check height of top screen is adequate for edge protection (2m)"
,,"Check all infill screens, mesh panels are appropriately secured",,"check all infill screens, mesh panels are appropriately secured"
,,"Check ends/ corners of all runs, for interface with Formwork, edge protection",,"check ends/ corners of all runs, for interface with formwork, edge protection – gaps, all attachments are secure."
,,"Visual inspection of screen bolts to ensure in place/undamaged",,"visual inspection of screen bolts to ensure in place/undamaged"
,,"Remove exclusion zones",,"remove exclusion zones"

