Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,"Partition, Ceiling, Door Frames - B8 ",dynamic,"Partition, Ceiling, Door Frames",B8,
,,"Partition, Ceiling, Door Frames - B7 ",dynamic,"Partition, Ceiling, Door Frames",B7,
,,"Partition, Ceiling, Door Frames - B6 - Platform centre level ",dynamic,"Partition, Ceiling, Door Frames",B6 - Platform centre level,
,,"Partition, Ceiling, Door Frames - B5 ",dynamic,"Partition, Ceiling, Door Frames",B5,
,,"Partition, Ceiling, Door Frames - B4 ",dynamic,"Partition, Ceiling, Door Frames",B4,
,,"Partition, Ceiling, Door Frames - B3 ",dynamic,"Partition, Ceiling, Door Frames",B3,
,,"Partition, Ceiling, Door Frames - B2 ",dynamic,"Partition, Ceiling, Door Frames",B2,
,,"Partition, Ceiling, Door Frames - B1 ",dynamic,"Partition, Ceiling, Door Frames",B1,
,,"Partition, Ceiling, Door Frames - L0 ",dynamic,"Partition, Ceiling, Door Frames",L0,
,,"Partition, Ceiling, Door Frames - L1 ",dynamic,"Partition, Ceiling, Door Frames",L1,
,,"Partition, Ceiling, Door Frames - L2 ",dynamic,"Partition, Ceiling, Door Frames",L2,
,,"Partition, Ceiling, Door Frames - Roof ",dynamic,"Partition, Ceiling, Door Frames",Roof,
,,"Partition, Ceiling, Door Frames - SB L1 ",dynamic,"Partition, Ceiling, Door Frames",SB L1,
,,"Partition, Ceiling, Door Frames - INB Platform 2 ",dynamic,"Partition, Ceiling, Door Frames",INB Platform 2,
,,"Partition, Ceiling, Door Frames - SB LEVEL B6 ",dynamic,"Partition, Ceiling, Door Frames",SB LEVEL B6,
,,"Partition, Ceiling, Door Frames - SB LEVEL B5 ",dynamic,"Partition, Ceiling, Door Frames",SB LEVEL B5,
,,"Partition, Ceiling, Door Frames - SB LEVEL B4 ",dynamic,"Partition, Ceiling, Door Frames",SB LEVEL B4,
,,"Partition, Ceiling, Door Frames - SB LEVEL B3 ",dynamic,"Partition, Ceiling, Door Frames",SB LEVEL B3,
,,"Partition, Ceiling, Door Frames - SB LEVEL B2 ",dynamic,"Partition, Ceiling, Door Frames",SB LEVEL B2,
,,"Partition, Ceiling, Door Frames - SB LEVEL B1 ",dynamic,"Partition, Ceiling, Door Frames",SB LEVEL B1,
,,"Partition, Ceiling, Door Frames - SB LEVEL L0 ",dynamic,"Partition, Ceiling, Door Frames",SB LEVEL L0,
,,"Partition, Ceiling, Door Frames - SB LEVEL L1 ",dynamic,"Partition, Ceiling, Door Frames",SB LEVEL L1,
,,"Partition, Ceiling, Door Frames - SB LEVEL L2 ",dynamic,"Partition, Ceiling, Door Frames",SB LEVEL L2,
,,"Partition, Ceiling, Door Frames - SB LEVEL L3 ",dynamic,"Partition, Ceiling, Door Frames",SB LEVEL L3,
,,"Partition, Ceiling, Door Frames - SB LEVEL L3.5 ",dynamic,"Partition, Ceiling, Door Frames",SB LEVEL L3.5,
,,"Partition, Ceiling, Door Frames - SB ROOF ",dynamic,"Partition, Ceiling, Door Frames",SB ROOF,
,,"Partition, Ceiling, Door Frames - Platform 2 ",dynamic,"Partition, Ceiling, Door Frames",Platform 2,
,,Soffit Ins & Paint - Cavern B8,dynamic,Soffit Ins & Paint,Cavern,B8
,,Soffit Ins & Paint - Cavern B7,dynamic,Soffit Ins & Paint,Cavern,B7
,,Soffit Ins & Paint - Cavern B6,dynamic,Soffit Ins & Paint,Cavern,B6
,,Soffit Ins & Paint - Cavern B5,dynamic,Soffit Ins & Paint,Cavern,B5
,,Soffit Ins & Paint - Cavern B4,dynamic,Soffit Ins & Paint,Cavern,B4
,,Soffit Ins & Paint - VT B4,dynamic,Soffit Ins & Paint,VT,B4
,,Soffit Ins & Paint - VT B3,dynamic,Soffit Ins & Paint,VT,B3
,,Soffit Ins & Paint - VT B2,dynamic,Soffit Ins & Paint,VT,B2
,,Soffit Ins & Paint - VT B1,dynamic,Soffit Ins & Paint,VT,B1
