"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"372f99f3-e5f3-4a55-91ea-d54532981ede","","folder-normal","","","step","TRUE","FALSE","Site QA"
"331d88af-f89d-40ac-8a8c-f049e893d16b","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P"
"55d3f5c7-4cf7-4c35-a3c6-375f69981c93","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P","Seperable Portion 1"
"4863291c-2f99-4b85-b900-b3e64bbd5db6","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P","Seperable Portion 1","External"
"869ddbd3-fd98-4659-8919-f92eb3441711","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P","Seperable Portion 1","External","Level 3"
"1ac0dd80-706a-48db-b1ca-c0b3a97d96ec","","checklist-sectioned","","Partitions ITP","checklist","FALSE","FALSE","Site QA","C&P","Seperable Portion 1","External","Level 3","Partitions"
"311c6169-a70c-457b-80b7-fc75dac43451","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P","Seperable Portion 1","External","Level 4"
"82e9a26c-497c-4a49-83a1-2ccc2b5008a1","","checklist-sectioned","","Partitions ITP","checklist","FALSE","FALSE","Site QA","C&P","Seperable Portion 1","External","Level 4","Partitions"
"e51a84a6-e2b2-428e-8f0c-090f6d559905","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P","Seperable Portion 1","External","Level 5"
"a7a92b78-6ee8-413c-9e3e-716b47c53e57","","checklist-sectioned","","Partitions ITP","checklist","FALSE","FALSE","Site QA","C&P","Seperable Portion 1","External","Level 5","Partitions"
"532ca69f-863b-459c-85e1-13cb5b60b958","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P","Seperable Portion 1","Internal"
"44cd1119-ed32-48cb-9dd4-b1fd158d2de4","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P","Seperable Portion 1","Internal","Level 2"
"a85f05ac-468f-4f0f-bfbe-4984b27294b1","","checklist-sectioned","","Ceiling ITP","checklist","FALSE","FALSE","Site QA","C&P","Seperable Portion 1","Internal","Level 2","Ceiling"
"0b10d91a-f07a-4ed4-a75d-7919b39ac3b1","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P","Seperable Portion 1","Internal","Level 3"
"7f012828-8676-46ad-82f5-68b8a8c8a891","","checklist-sectioned","","Partitions ITP","checklist","FALSE","FALSE","Site QA","C&P","Seperable Portion 1","Internal","Level 3","Partitions"
"e30d856b-78ed-4b3e-869a-19f2f543e57a","","checklist-sectioned","","Ceiling ITP","checklist","FALSE","FALSE","Site QA","C&P","Seperable Portion 1","Internal","Level 3","Ceiling"
"63a6267a-6686-4762-8ffd-f3dd195edb63","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P","Seperable Portion 1","Internal","Level 5"
"d542f8f6-723f-4ecf-a705-b463b550dcf7","","checklist-sectioned","","Ceiling ITP","checklist","FALSE","FALSE","Site QA","C&P","Seperable Portion 1","Internal","Level 5","Ceiling"
"14666b78-e5f1-498b-bd99-0f014fce670c","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P","Seperable Portion 2"
"a70808d9-e208-43f4-ba1c-9182abd9c41a","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P","Seperable Portion 2","Internal"
"4ade40d7-5769-41b2-9b49-dd93602a1a02","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P","Seperable Portion 2","Internal","Level 3"
"bff6f504-6a82-46a2-bd30-dcdbb34bd558","","checklist-sectioned","","Partitions ITP","checklist","FALSE","FALSE","Site QA","C&P","Seperable Portion 2","Internal","Level 3","Partitions"
"dba3287e-d688-4a2f-ba3d-47e9993196b9","","checklist-sectioned","","Ceiling ITP","checklist","FALSE","FALSE","Site QA","C&P","Seperable Portion 2","Internal","Level 3","Ceiling"
"c8792e7f-0f2a-4b18-a35a-04989e0617ff","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P","Seperable Portion 3"
"24f67aeb-9fb8-46f9-b6ac-f4de21564ef8","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P","Seperable Portion 3","Internal"
"6db45a86-5473-407c-bb3a-5cb84cfdbbc7","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P","Seperable Portion 3","Internal","Level 3"
"a72a3048-ba04-4e61-bc87-8728b148a1a6","","checklist-sectioned","","Partitions ITP","checklist","FALSE","FALSE","Site QA","C&P","Seperable Portion 3","Internal","Level 3","Partitions"
"d42d2626-d0e7-42a2-bcd2-9dc2bed07afd","","checklist-sectioned","","Ceiling ITP","checklist","FALSE","FALSE","Site QA","C&P","Seperable Portion 3","Internal","Level 3","Ceiling"
"9b78e43c-fae6-40a1-a920-9ede03350e1c","","folder-normal","","","step","TRUE","FALSE","Site QA","C&P","Seperable Portion 3","Internal","Level 4"
"ac2030c1-87dd-4a6e-ab6f-26cda60ea1c0","","checklist-sectioned","","Partitions ITP","checklist","FALSE","FALSE","Site QA","C&P","Seperable Portion 3","Internal","Level 4","Partitions"
"0f0ae77e-a267-49a5-ae1d-4e18a6136c7c","","checklist-sectioned","","Ceiling ITP","checklist","FALSE","FALSE","Site QA","C&P","Seperable Portion 3","Internal","Level 4","Ceiling"
"cedf5861-7553-46e2-98be-e573fc9f19d5","","folder-normal","","","step","TRUE","FALSE","Site QA","Doors & Frames"
"776fe8b4-58d6-42a7-95a7-bf3025735f05","","folder-normal","","","step","TRUE","FALSE","Site QA","Doors & Frames","Seperable Portion 1"
"89222d55-0ac4-4f64-a3f7-d37412015ed2","","folder-normal","","","step","TRUE","FALSE","Site QA","Doors & Frames","Seperable Portion 1","External"
"05d94272-beaf-4d57-ab91-02bdd769b719","","folder-normal","","","step","TRUE","FALSE","Site QA","Doors & Frames","Seperable Portion 1","External","Level 5"
"f0d24b4d-4c07-4f9b-b0d0-50aac6749bb1","","checklist-sectioned","","Doors & Frames ITP","checklist","FALSE","FALSE","Site QA","Doors & Frames","Seperable Portion 1","External","Level 5","Doors & Frames"
"9d534813-8486-4b5f-bdaa-b6adc23b5d2d","","folder-normal","","","step","TRUE","FALSE","Site QA","Doors & Frames","Seperable Portion 1","Internal"
"654e42c3-9a39-4300-a4d5-b49f1312fab8","","folder-normal","","","step","TRUE","FALSE","Site QA","Doors & Frames","Seperable Portion 1","Internal","Level 3"
"8955380b-13cd-48d2-9d87-0256865f1144","","checklist-sectioned","","Doors & Frames ITP","checklist","FALSE","FALSE","Site QA","Doors & Frames","Seperable Portion 1","Internal","Level 3","Doors & Frames"
"4ef74729-da69-4b43-8c8a-d44145c4b591","","folder-normal","","","step","TRUE","FALSE","Site QA","Doors & Frames","Seperable Portion 2"
"4e61e332-da86-489f-833a-675a72da928b","","folder-normal","","","step","TRUE","FALSE","Site QA","Doors & Frames","Seperable Portion 2","Internal"
"db3d822c-1fdd-4ca1-ac4f-111680045401","","folder-normal","","","step","TRUE","FALSE","Site QA","Doors & Frames","Seperable Portion 2","Internal","Level 3"
