"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a74b07dc-4a30-4fa3-9023-86b00ca90648","","folder-normal","pass","","step","TRUE","FALSE","Mezzanine"
"d8605a87-b65e-44be-8ee2-ad8eb3aae677","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 8","L8P05"
"bf58bf18-edd3-467f-834e-178f73b61c7b","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 8","L8P06"
"dfe6b335-f3aa-47dc-880f-d9fa13a2936a","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 8","L8P07"
"983d093b-7a96-4696-b48a-51d6c25f24a2","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 8","L8P08"
"aa52e5c1-e1fa-472d-a2c1-2bca7c6bd39d","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 8","L8P09"
"ffdf4223-8094-4419-b6b1-e85a4e89f44b","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 8","L8P10"
"88de69fb-1417-4345-a6a2-021570bdcd49","","folder-normal","pass","","step","TRUE","FALSE","Level 9"
"e5731bc0-869e-4b74-a12b-f28ecec2d906","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Level 9","L9P01"
"da5c698b-35f0-4ff2-a971-3ab9e2e49657","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Level 9","L9P02"
"e963925c-2fd7-49e0-9f08-a61cade830ee","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 9","L9P03"
"bb696b5a-7823-47aa-8024-1c8f01c219ba","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 9","L9P04"
"7fc4c883-a785-4770-af45-3f69c3b1fb31","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 9","L9P05"
"ef5fdb26-45a7-4cdd-98b9-2476af78fc16","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 9","L9P06"
"9bc754b4-5daf-4dab-be84-56a85c4aacbf","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 9","L9P07"
"09932cbe-08a8-4d7f-a993-10882a5df054","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Level 9","L9P08"
"47f24bea-df57-418d-9af1-c7a354d394b5","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Level 9","L9P09"
"5be03215-4580-414c-880a-1324ff10f6a9","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Level 9","L9P10"
"16327e80-e4ac-45ed-aa46-05f0860fa173","","folder-normal","pass","","step","TRUE","FALSE","Level 10"
"85440a63-1bff-40fb-9a2e-962f65343f75","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Level 10","L10P03"
"0dadd8a8-866a-4be9-a89d-aa4e5a21c9ee","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Level 10","L10P04"
"62e5b4cc-9592-4a52-98e8-16b13fa270ac","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Level 10","L10P05"
"01733e2f-f10f-4102-b94e-5856d1f9b4c7","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Level 10","L10P06"
"cbfe37ad-27d4-4fa8-aa92-ec1d70262132","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Level 10","L10P07"
"92e84c18-78aa-4c14-aec0-773d7f6fade8","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Level 10","L10P08"
"462ab30c-8387-4f34-9ffa-05fa25601816","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Level 10","L10P09"
"61717d82-57d1-48aa-bf13-79b4a2adf729","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Level 10","L10P10"
"3d338c45-59d0-4367-b1dd-1c0fb95600df","","folder-normal","pass","","step","TRUE","FALSE","Level 11"
"a4113ad4-f838-46b2-be70-f32bb346a230","","checklist-sectioned","pass","427da5a758f5aa4260280b04e2dc94d2de0b92fd656ef0cf94f96fe1a2dd6068","checklist","FALSE","FALSE","Level 11","L11P01"
"c62efb33-5888-4f92-80ad-d37e6e57a6f1","","checklist-sectioned","pass","427da5a758f5aa4260280b04e2dc94d2de0b92fd656ef0cf94f96fe1a2dd6068","checklist","FALSE","FALSE","Level 11","L11P02"
"49bde6ac-71b5-4a07-9e2c-69899869910b","","checklist-sectioned","pass","427da5a758f5aa4260280b04e2dc94d2de0b92fd656ef0cf94f96fe1a2dd6068","checklist","FALSE","FALSE","Level 11","L11P03"
"a25252b5-ec4c-422e-a438-be4b072fbb7e","","checklist-sectioned","pass","427da5a758f5aa4260280b04e2dc94d2de0b92fd656ef0cf94f96fe1a2dd6068","checklist","FALSE","FALSE","Level 11","L11P04"
"f69cbff1-acd4-4738-a590-7ba29731d04e","","checklist-sectioned","pass","427da5a758f5aa4260280b04e2dc94d2de0b92fd656ef0cf94f96fe1a2dd6068","checklist","FALSE","FALSE","Level 11","L11P05"
"487c3b74-6eef-4325-b941-31026b1836cc","","checklist-sectioned","pass","427da5a758f5aa4260280b04e2dc94d2de0b92fd656ef0cf94f96fe1a2dd6068","checklist","FALSE","FALSE","Level 11","L11P06"
"b23256ef-52ba-40b6-b9ed-caf53c02937d","","checklist-sectioned","pass","427da5a758f5aa4260280b04e2dc94d2de0b92fd656ef0cf94f96fe1a2dd6068","checklist","FALSE","FALSE","Level 11","L11P07"
"948c9ff6-ae0e-40e3-a0d7-046a3750f6a2","","checklist-sectioned","pass","427da5a758f5aa4260280b04e2dc94d2de0b92fd656ef0cf94f96fe1a2dd6068","checklist","FALSE","FALSE","Level 11","L11P08"
"df9c3ed0-fcbc-4c4f-a2b2-85d4626de091","","checklist-sectioned","pass","427da5a758f5aa4260280b04e2dc94d2de0b92fd656ef0cf94f96fe1a2dd6068","checklist","FALSE","FALSE","Level 11","L11P09"
"109a47e9-bf3f-4f61-9a0a-afbdc7641222","","checklist-sectioned","pass","427da5a758f5aa4260280b04e2dc94d2de0b92fd656ef0cf94f96fe1a2dd6068","checklist","FALSE","FALSE","Level 11","L11P10"
"b4dc5995-8d36-4ab2-ac20-57417076955a","","folder-normal","pass","","step","TRUE","FALSE","Level 12"
"d8a1cbc6-6876-4708-9025-7de22a2af58f","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 12","L12P03"
"9f3e1af5-0b7d-4be8-9b28-eb2366d12d7c","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 12","L12P04"
"a1dc3411-8e2d-49d3-985e-8de3faad418b","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 12","L12P05"
"33e218b1-39ed-4bd7-9473-12eadd6f75f2","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 12","L12P06"
"65813c70-ee83-48ac-baaa-20e46129c6d3","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 12","L12P07"
"acd26b9e-47f0-473d-8e54-92159cc7fa97","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 12","L12P08"
"82dabd98-9c11-42fd-925c-ec0000920a46","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 12","L12P09"
"6affde4b-9d23-47dc-8ed4-ed324b26aef1","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 12","L12P10"
"773cf274-0c8a-4ace-9273-eed5acda83b5","","folder-normal","pass","","step","TRUE","FALSE","Level 13"
"6ab54bb0-6223-4d6b-bf0f-6bfb746c26e7","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 13","L13P01"
"f3a2e506-7a4b-467c-84a0-da14df67b8bd","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 13","L13P02"
"a3a91f5f-36a5-4446-b9ba-8472b3f57037","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 13","L13P03"
"b706d063-d6c7-46d9-981d-274f6e13396d","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 13","L13P04"
"aab1b610-73b3-442b-bb6a-48cfcef542c4","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 13","L13P05"
"eb23ccd0-0582-466b-a0d4-c4ee1e304d9b","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 13","L13P06"
"59219826-ccae-45ac-84c4-12cb2ca64f6b","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 13","L13P07"
"287fed95-57e9-4c4b-ba2a-c2b2fcbdcc3b","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 13","L13P08"
"d60ab61c-ac10-492f-ab6f-24dab8b2fa67","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 13","L13P09"
"62971ea1-ac62-415e-9afa-f73436a3158c","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 13","L13P10"
"a08a66ee-ec9f-425a-ac95-ec4df5c08bd9","","folder-normal","pass","","step","TRUE","FALSE","Level 14"
"842ebdd9-1fac-4400-aad0-7500dcb28aa6","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","L14P03"
"c1052d8c-d33b-491b-8fd3-60206c9fdf17","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","L14P04"
"546ea08d-eb7e-46f9-8f2b-efad0d50af38","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","L14P05"
"4aa1b33c-7294-4b24-8ed6-c58d0fbe37ec","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","L14P06"
"bccdbe1a-3776-4be1-95ae-9720035c7373","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","L14P07"
"bc4ec312-38de-4cf7-9b6b-a6880841358d","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","L14P08"
"6ff6346e-a4f7-428a-887b-51676993b08c","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","L14P09"
"b418a55d-23e0-4269-914a-10e93e64b677","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","L14P10"
"25c289d9-fca7-4b17-88fc-92d62fd7ba5e","","folder-normal","pass","","step","TRUE","FALSE","Level 15"
"4bf826a1-0ace-4892-8654-d0877cc5074f","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15P01"
"256869f9-4f7d-4c27-99f5-f29c3e816369","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15P02"
"fab6bdc6-f372-449b-a894-3293e9f36059","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15P03"
"9c473855-5fab-409f-8025-f438dc91d52e","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15P04"
"9aca819f-ce03-4c57-aec1-3dcf83fb253a","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15P05"
"f0b403ab-68fc-42e3-b5fd-f94949e37002","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15P06"
"2412ea51-1127-47fb-84d3-6f09b5807f1d","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15P07"
"6b750a71-2434-499b-b228-3e5bb84b2ba2","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15P08"
"bff25bfd-36d7-4b0e-9b5d-fc83b2b8464b","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15P09"
"a8ee256f-8376-41d4-b949-74f30d673169","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15P10"
"6ba6fe40-a2e5-44bb-b860-493cff19d265","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15P11"
"e983655d-7f9f-4361-91d1-739e82c3b74c","","folder-normal","fail","","step","TRUE","FALSE","Roof"
"2145dd61-4315-4623-840c-a03fde221d12","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","LRP01"
"42288079-ea2d-4424-9a8d-80dfc8b24748","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","LRP02"
"df7f3845-99ea-4381-a22e-8c97e1670fb2","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","LRP03"
"b4ba00af-2410-4766-8780-e46539b4946b","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","LRP04"
"b2df60fa-9fe0-4d81-b880-dbc4898318ee","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","LRP05"
"a7a7d87e-a852-465d-8293-59545d5f5700","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","LRP06"
"a9c7bc71-6687-484c-b8bb-1a12024d5fc9","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","LRP07"
"35ffb249-c7de-4ba4-884f-4d91801b5257","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","LRP08"
"3a8a5b4d-0ac3-4475-bc2f-4250d72e551b","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","LRP08(2)"
"fa4015a4-540f-417a-bf82-66346a7876a1","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","LRP09"
"6747e699-0658-4880-b241-392bb4092152","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","LRP10"
"b4987010-af98-4854-9b6f-7ebb0aeec519","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","LRP11"
"b3fb70ad-f4b0-4efa-a751-9932c1fb28dd","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","S01"
"3c8cc62f-23e1-4f7b-a0ae-bd0fc97d26b1","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","S02"
"918ceac0-a15d-4bb9-9ada-73ecc595bebf","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","S03"
"915f8a4b-8057-41f5-91a9-1a26a327067c","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","S04"
"700f94db-74c8-401c-9abf-19d4e8faafc2","","folder-normal","pass","","step","TRUE","FALSE","Roof lids"
"7bccef1a-6643-465e-8aaa-9b98290fb7a7","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof lids","LID-01"
"582e5370-2d59-46d9-a8d1-a15f9c8e41ad","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof lids","LID-02"
"fe77cd8b-3f09-4b22-81a8-8e84924fab9d","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof lids","LID-03"
"5084a0ff-3dcd-4205-b0f7-c9377050981b","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof lids","LID-04"
"765f0485-0f75-46ab-ad0d-c84bac067fc4","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof lids","LID-05"
"94be83f5-4576-4a3e-850d-d2d83863e816","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof lids","LID-06"
