"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"536d5ddf-b820-4b80-b9b5-635074f9a0e8","","checklist-flat","work-in-progress","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement","checklist-flat","FALSE","FALSE","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement"
"9449eeeb-5fad-510a-ac1f-80e9a8c91d59","","checkpoint-status","not-started","","","TRUE","TRUE","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement","11 - Submit embankment survey"
"2ba471f5-9ed7-5941-a910-7d7619900404","","checkpoint-status","work-in-progress","","","TRUE","TRUE","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement","12 - Submit section plans"
"3d96623c-a151-5c5a-b1cf-6ffafc97c4eb","","checkpoint-status","work-in-progress","","","TRUE","TRUE","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement","13 - Initial install of sediment controls"
"c7e501b5-161d-5df4-8e85-27d353c01d84","","checkpoint-status","work-in-progress","","","TRUE","TRUE","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement","14 - Stockpile protection measures"
"c9a4b59f-032e-504a-abe8-10b47845dfb7","","checkpoint-status","work-in-progress","","","TRUE","TRUE","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement","15 - Site access and exit vehicle decontam."
"4bb4ce9d-af69-5071-a169-48a44a8c4844","","checkpoint-status","not-applicable","","","TRUE","TRUE","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement","16 - Fencing and protection of areas"
"dac2e647-989f-5cd6-975c-a54dca9c739e","","checkpoint-status","not-applicable","","","TRUE","TRUE","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement","17 - Construction and lining"
"3d0d9c10-71e0-5d57-8fdb-dbed6974b9fb","","checkpoint-status","not-started","","","TRUE","TRUE","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement","18 - Temporary sediment traps"
"8e981385-bafc-58bc-863c-093d7e18b76c","","checkpoint-status","not-started","","","TRUE","TRUE","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement","19 - Removal of temporary ERSED controls"
"6994568d-35d7-5d2e-8666-0127574fd950","","checkpoint-status","not-started","","","TRUE","TRUE","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement","20 - Completion of cleaning"
"1e96df76-d901-5018-a0dc-3dec67b0fa9f","","checkpoint-status","work-in-progress","","","TRUE","TRUE","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement","21 - Inspection and Test Plans"
"e47fbe20-7b8f-5354-b81f-7b6f273f3e8a","","checkpoint-status","work-in-progress","","","TRUE","TRUE","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement","22 - Protection of Surveyor Marks"
"fb4b3ee8-bbc6-581a-af95-14f0fb6a210c","","checkpoint-status","work-in-progress","","","TRUE","TRUE","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement","23 - Digital Design Model Discrepancies"
"465a26b2-7fad-5c2e-8f76-870bb0e03bdc","","checkpoint-status","work-in-progress","","","TRUE","TRUE","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement","24 - Adjoining Property"
"5a6f4f4c-fbbe-5090-b9d4-1df4b2741583","","checkpoint-status","not-started","","","TRUE","TRUE","A181 - West Dapto - ITC 005 (ITP005) - Pre-Commencement","QA ENGINEER / SPE / PE SIGN OFF"
"8f5d8c76-97f4-4f1f-834f-8afe2886f86d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Earthworks"
"4a18c4a2-b0d0-4eff-91aa-efcd3db5fa06","","checklist-flat","work-in-progress","A181 - West Dapto - ITC 003 (ITP003) - Earthworks","checklist-flat","FALSE","FALSE","Earthworks","EW.001 - WDR Northern Verge  "
"f240ba7b-b28c-5606-8adf-9cfc604ea900","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Earthworks","EW.001 - WDR Northern Verge  ","1 - Preparation Works"
"5e20fe9c-167d-53ea-8e80-ecae318a9347","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Earthworks","EW.001 - WDR Northern Verge  ","2 - Inspection of Foundation"
"ef610e0d-261b-5ca7-be4f-e943262d30ba","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Earthworks","EW.001 - WDR Northern Verge  ","3 - Excavate Unsuitable Material"
"3272a4e2-095a-5ede-8382-b77f1e5a6c24","","checkpoint-status","not-applicable","","","TRUE","TRUE","Earthworks","EW.001 - WDR Northern Verge  ","4 - Inspection of Ripped Floor"
"49e9e9b3-2bdb-52c2-ab44-0944bd4f013d","","checkpoint-status","not-started","","","TRUE","TRUE","Earthworks","EW.001 - WDR Northern Verge  ","5 - Inspection of Compacted Floor"
"936b2e09-05b3-582b-9540-825d66cf2c3b","","checkpoint-status","not-started","","","TRUE","TRUE","Earthworks","EW.001 - WDR Northern Verge  ","6 - Proof Roll Inspection"
"e6284964-5564-5a12-9de4-40cf8c021c00","","checkpoint-status","not-started","","","TRUE","TRUE","Earthworks","EW.001 - WDR Northern Verge  ","7 - Cut / Fill Transition"
"6b43b695-6215-5187-89f4-968c706741be","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Earthworks","EW.001 - WDR Northern Verge  ","8 - Embankments Foundation Inspection"
"105c2374-6bb1-50dc-a80e-664ed39ff11e","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Earthworks","EW.001 - WDR Northern Verge  ","9 - Embankment Foundation Treatment Details"
"475e665f-cf76-5713-a0b6-e17c877f2453","","checkpoint-status","not-started","","","TRUE","TRUE","Earthworks","EW.001 - WDR Northern Verge  ","10 - Inspection of Trimmed and Compacted Embankment"
"557111c9-94a0-58f8-80af-a97056651014","","checkpoint-status","not-started","","","TRUE","TRUE","Earthworks","EW.001 - WDR Northern Verge  ","11 - Embankment Proof Roll Inspection"
"10ca741f-1124-50da-9b1c-f08c44caf593","","checkpoint-status","not-started","","","TRUE","TRUE","Earthworks","EW.001 - WDR Northern Verge  ","12 - Steep Slope Inspection"
"a09a95e8-2dec-5395-95c7-29fe39f88f86","","checkpoint-status","not-started","","","TRUE","TRUE","Earthworks","EW.001 - WDR Northern Verge  ","QA ENGINEER / SPE / PE SIGN OFF"
"5e65999c-ff2a-40f7-a953-95b5e5d65a19","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Earthworks","EW - Earthworks (1112)"
"d9e089f5-16d9-437d-ae81-14c553add19f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Earthworks","TS - Topsoil Stripping, Clear and Grub (0222, 1111)"
"e5199163-6505-4a71-863c-156835646e72","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Earthworks","PV - Pavement Buildup (1113, 1141)"
"beab443e-ff2a-470d-892a-f67195c444b3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stormwater & Drainage"
"9e103546-3efb-4148-9899-1d7c502fed55","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stormwater & Drainage","SD - Subsoil Drains (1172)"
"fe135c2a-42d1-4406-9156-9dc1be71a83f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stormwater & Drainage","SW - Stormwater (1351, 1352, 1354)"
"213b0b18-7bd2-4d01-b05a-6d48b547d74b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stormwater & Drainage","OD - Open Drains (1121)"
"2f33c936-bef8-4c36-806b-69e99c3258f2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","General"
"a76596bf-0728-41cf-b3bb-e29b77f32198","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Utilities"
"1aa932de-efd4-4d30-9a1f-a050fbb431e9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TEST FOLDER"
"99bb9ef4-2eb5-4465-ab67-974042c55cc1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","SS - Sprayseal (1143)"
"b1ad71c2-9445-4bd6-866d-a4e227e600ae","","folder-normal","no-status-not-started","","step","TRUE","FALSE","AS - Asphalt (1144)"
"66e825c5-05fb-46c3-90c4-4f563de270cd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","CS - Concrete Structures (0310, 0319)"
"d7e71ee0-d9db-4de7-b694-34474edf9e96","","folder-normal","no-status-not-started","","step","TRUE","FALSE","KG - Kerb & Gutter (1122, 0319)"
"f96d621b-2280-47b8-a53f-d24ff444d1fb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TM - Traffic Management (1101)"
"acdc7b73-07b1-4c99-a06d-da389dca2f7a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","SP - Signposting (1192)"
