"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"af2f668b-150f-4bee-bfc8-3da7f1079532","","folder-normal","work-in-progress","","step","TRUE","FALSE","Basement Tanks"
"1042350d-1f39-4f4f-ba26-4c861c95ec4d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Basement Tanks","Zone 45 Pit N.18"
"4cbed734-da19-4a74-a345-c228d01c4596","","checklist-sectioned","work-in-progress","HP1200 v1.1","checklist","FALSE","FALSE","Basement Tanks","Zone 45 Pit N.18","Tank 1"
"31d55e14-caad-4714-abae-ce39d3d21091","","folder-normal","work-in-progress","","step","TRUE","FALSE","Basement Tanks","Zone 24 Pit N.11"
"011a62f4-a59b-4e6f-96e1-84fa03da8e2f","","checklist-sectioned","work-in-progress","HP1200 v1.1","checklist","FALSE","FALSE","Basement Tanks","Zone 24 Pit N.11","Tank 2"
"eb792385-1ba9-417b-8a9b-c32c0d0e0f9a","","folder-normal","not-started","","step","TRUE","FALSE","Work Element 1"
"a3183380-020b-4398-9dab-5a3020142d93","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Work Element 1","Sub Work Element 1A: Podium External Walls"
"3b88ebf8-15b0-49d9-818b-a99b2d8bf41d","","folder-normal","not-started","","step","TRUE","FALSE","Work Element 1","Sub Work Element 1B: Podium Rooftops"
"9bf84a2a-1a51-41c9-bf68-d8c0a13e2e8c","","checklist-sectioned","not-started","Enviro Systems Checklist - Enviro B-LV+HP1200+700X+250NS","checklist","FALSE","FALSE","Work Element 1","Sub Work Element 1B: Podium Rooftops","Level 2 - Terrace Rooftop -  Enviro B-LV+HP1200+700X+250NS"
"ac26780d-3de9-457e-a106-2d53f2f53589","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Work Element 1","Sub Work Element 1C: Tower and Lift Core Rooftops"
"b928cda0-9897-40fb-8772-39742ebca197","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Work Element 1","Sub Work Element 1D: Apartment Wintergardens"
"66f4178f-3409-4667-961e-988a733310cb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Work Element 1","Sub Work Element 1F: Sauna and Steam Roofs"
"fad3664b-d319-4c07-a650-fb56fa9dfbd9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Work Element 1","Sub Work Element 1G: Podium and Tower Façade and Hob Waterproofing"
"cab167bf-9f75-433f-881a-8c0dc74c2da9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Work Element 1","Sub Work Element 1H: Ground Floor Facade, Hobs, Water Feature, and Surrounds"
"13363bf2-04ef-4909-9464-867aa7f637c9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Work Element 1","Sub Work Element 1J: Wet Plant Rooms"
"b4fd6ae7-81ab-4171-aab1-33bf51c7f01f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Work Element 2"
"355b8806-2488-433e-9c4a-00e20f588c00","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Work Element 3"
