Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Precast Installation - Overall Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Zone A - B4 Core / B14+B13+CSSD,grouping,b4 core / b14+b13+cssd,precast panels,zone a,
,,B1,dynamic,b4 core / b14+b13+cssd,zone a,precast panels,b1
,,LG,dynamic,b4 core / b14+b13+cssd,zone a,lg,precast panels
,,L2,dynamic,b4 core / b14+b13+cssd,zone a,l2,precast panels
,,L3,dynamic,b4 core / b14+b13+cssd,zone a,precast panels,l3
,,L4,dynamic,l4,b4 core / b14+b13+cssd,zone a,precast panels
,,L5,dynamic,b4 core / b14+b13+cssd,l5,zone a,precast panels
,,L6,dynamic,b4 core / b14+b13+cssd,l6,zone a,precast panels
,,L3 PRECAST LIDS,dynamic,b4 core / b14+b13+cssd,zone a,l3 precast lids,precast panels
,,Zone A - B5 Core,grouping,b5 core,precast panels,zone a,
,,GF,dynamic,b5 core,zone a,precast panels,gf
,,L1,dynamic,b5 core,zone a,l1,precast panels
,,L2,dynamic,b5 core,zone a,l2,precast panels
,,L3,dynamic,b5 core,zone a,precast panels,l3
,,L4,dynamic,l4,b5 core,zone a,precast panels
,,L5,dynamic,l5,b5 core,zone a,precast panels
,,L6 - PRECAST LIDS,dynamic,b5 core,zone a,l6 - precast lids,precast panels
,,Zone A - B6 Core,grouping,b6 core,precast panels,zone a,
,,LG,dynamic,b6 core,zone a,lg,precast panels
,,GF,dynamic,b6 core,zone a,precast panels,gf
,,L1,dynamic,b6 core,zone a,l1,precast panels
,,L2,dynamic,b6 core,zone a,l2,precast panels
,,L3,dynamic,b6 core,zone a,precast panels,l3
,,L4,dynamic,l4,b6 core,zone a,precast panels
,,Zone A -B8/C5 Core,grouping,b8/c5 core,precast panels,zone a,
,,LG,dynamic,zone a,lg,b8/c5 core,precast panels
,,GF,dynamic,zone a,b8/c5 core,precast panels,gf
,,Zone A - B9 Core,grouping,b9 core,precast panels,zone a,
,,B1,dynamic,b9 core,zone a,precast panels,b1
,,LG,dynamic,b9 core,zone a,lg,precast panels
,,Zone A - B10 Core,grouping,b10 core,precast panels,zone a,
,,GF,dynamic,b10 core,zone a,precast panels,gf
,,L1,dynamic,b10 core,zone a,l1,precast panels
,,L2,dynamic,b10 core,zone a,l2,precast panels
,,L3,dynamic,b10 core,zone a,precast panels,l3
,,L4,dynamic,b10 core,l4,zone a,precast panels
,,L5,dynamic,b10 core,l5,zone a,precast panels
,,L6,dynamic,b10 core,l6,zone a,precast panels
,,L7,dynamic,b10 core,zone a,l7,precast panels
,,L8,dynamic,b10 core,zone a,l8,precast panels
,,L9,dynamic,b10 core,zone a,l9,precast panels
,,L10,dynamic,b10 core,l10,zone a,precast panels
,,Zone A - B14 Core,grouping,b14 core,precast panels,zone a,
,,GF,dynamic,b14 core,zone a,precast panels,gf
,,L1,dynamic,b14 core,zone a,l1,precast panels
,,L2,dynamic,b14 core,zone a,l2,precast panels
,,Zone A - Ramp 01,grouping,ramp 01,precast panels,zone a,
,,B1,dynamic,ramp 01,zone a,precast panels,b1
,,LG,dynamic,zone a,lg,precast panels,ramp 02
,,Zone A - Ramp 07,grouping,ramp 07,precast panels,zone a,
,,LG,dynamic,ramp 07,zone a,lg,precast panels
,,Zone A - PC Adjacent to Spanish Steps,grouping,precast panels,zone a,pc adjacent to spanish steps,
,,LG,dynamic,precast panels,zone a,lg,
,,Zone B - Loading Dock Ramp Precast B1,grouping,zone b,loading dock ramp precast b1,precast panels,
,,B1,dynamic,zone b,loading dock ramp precast b1,precast panels,b1
,,Main Entrance Precast Ramp (Eastern Panels),grouping,zone b,precast panels,main entrance precast ramp (eastern panels),
,,LG,dynamic,zone b,lg,main entrance precast ramp (eastern panels),precast panels
,,Façade Panels,grouping,zone b,façade panels,precast panels,
,,LG,dynamic,zone b,façade panels,lg,precast panels
,,Stair A2,grouping,zone b,stair a2,precast panels,
,,B1,dynamic,zone b,stair a2,precast panels,b1
,,GF,dynamic,zone b,stair a2,precast panels,gf
,,L1,dynamic,zone b,stair a2,l1,precast panels
,,L2,dynamic,zone b,stair a2,l2,precast panels
,,Stair A5,grouping,zone b,precast panels,stair a5,
,,B1,dynamic,zone b,precast panels,stair a5,b1
,,Stair A6,grouping,stair a6,zone b,precast panels,
,,L2,dynamic,zone b,stair a6,l2,precast panels
,,L3,dynamic,zone b,stair a6,precast panels,l3
,,L4,dynamic,zone b,stair a6,l4,precast panels
,,L5 LID,dynamic,zone b,stair a6,l5 lid,precast panels
,,Zone C - E2 Stair,grouping,zone c,e2 stair,precast panels,
,,GF,dynamic,zone c,e2 stair,precast panels,gf
,,L1,dynamic,zone c,e2 stair,l1,precast panels
,,L2,dynamic,zone c,e2 stair,l2,precast panels
,,L3,dynamic,zone c,e2 stair,precast panels,l3
,,L4,dynamic,l4,zone c,e2 stair,precast panels
,Columns,,,,,,
,,Acceptance / Installation,,acceptance / installation,,,
,,Base Grouting,,base grouting,,,
,,Tube Grouting,,tube grouting,,,
,,Grout Strength,,grout strength,,,
,,Welding of Stitch Plates,,welding of stitch plates,,,
