"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6c484012-a5dd-462e-ae77-19dd41221b89","","folder-normal","fail","","step","FALSE","FALSE","Y Not Tiling QA"
"f3beffd7-63e3-4c88-8349-64866866fc5a","","folder-normal","fail","","step","TRUE","FALSE","Y Not Tiling QA","Building B01A"
"12b205b3-caae-4169-9db3-2072335aad88","","folder-progress","not-started","","checklist","TRUE","FALSE","Y Not Tiling QA","Building B01A","Basement"
"04b19c31-95f9-40c2-ac0a-5b2a1a730f2b","","checklist-sectioned","not-started","be290f24ab234bd88dfcae422bbde174c84dd56604d8b4a966212496c541bc3e","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Basement","Screeding"
"bf01cddc-bfc4-4f5e-86eb-4b912ef39ec5","","checklist-sectioned","not-started","83257c3a47a1e4a73259f7c83db55231b43e75efb584dace5a9a21a13678e24c","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Basement","Waterproofing"
"89efa600-d8d3-4bb8-a6f3-f2415d21b342","","checklist-sectioned","not-started","823f94b41f3bbf07f77c3df5d03b4922b62110b8bfabf11e38024502f9ebb48a","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Basement","Tiling"
"1748c24b-d18a-4f06-be94-1b78b95378c4","","folder-progress","not-started","","checklist","TRUE","FALSE","Y Not Tiling QA","Building B01A","Level 1"
"82b2b1e6-8460-4ac8-9239-d17715a580da","","folder-progress","not-started","","checklist","TRUE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas"
"bfe08917-e5b5-4d40-a218-675ab92abee1","","folder-progress","not-started","","checklist","TRUE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Activities 01"
"9420f603-cd00-4079-95b2-62f423ae8aab","","checklist-sectioned","not-started","be290f24ab234bd88dfcae422bbde174c84dd56604d8b4a966212496c541bc3e","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Activities 01","Screeding"
"37000f76-9818-4062-8311-8bcfa07ecf74","","checklist-flat","not-started","bd235702cbf372bb0b6a60fc80d381291be725084ee4b9f7f6e53a7bc856b20e","checklist-flat","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Activities 01","Cork/ Soundproofing"
"b4db7524-e76a-4cbc-9074-b8de8be039bf","","checklist-sectioned","not-started","83257c3a47a1e4a73259f7c83db55231b43e75efb584dace5a9a21a13678e24c","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Activities 01","Waterproofing"
"fcc42822-3396-4566-826d-db7de7abae59","","checklist-sectioned","not-started","823f94b41f3bbf07f77c3df5d03b4922b62110b8bfabf11e38024502f9ebb48a","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Activities 01","Tiling"
"98300e5a-4e46-4c61-9d6c-742ee47dc32e","","folder-progress","not-started","","checklist","TRUE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Activities 02"
"c259eb37-be82-4ee4-a5e8-9014d8a695fc","","checklist-sectioned","not-started","be290f24ab234bd88dfcae422bbde174c84dd56604d8b4a966212496c541bc3e","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Activities 02","Screeding"
"c6f14590-29a8-4bc5-802d-a27b15d7b2c0","","checklist-flat","not-started","bd235702cbf372bb0b6a60fc80d381291be725084ee4b9f7f6e53a7bc856b20e","checklist-flat","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Activities 02","Cork/ Soundproofing"
"32ccfe33-b4ba-45b1-a24c-9ae3b2678ed1","","checklist-sectioned","not-started","83257c3a47a1e4a73259f7c83db55231b43e75efb584dace5a9a21a13678e24c","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Activities 02","Waterproofing"
"7c607a03-6c28-4082-a432-67fa2a63feb3","","checklist-sectioned","not-started","823f94b41f3bbf07f77c3df5d03b4922b62110b8bfabf11e38024502f9ebb48a","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Activities 02","Tiling"
"93fad504-a12a-4f85-9a9f-7c8faa907b35","","folder-progress","not-started","","checklist","TRUE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Reflection Room"
"726a1643-b25e-47d7-9dd4-2bfb8d7300a3","","checklist-sectioned","not-started","be290f24ab234bd88dfcae422bbde174c84dd56604d8b4a966212496c541bc3e","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Reflection Room","Screeding"
"9ddcddd9-13e3-445a-8ccb-800cade5778d","","checklist-flat","not-started","bd235702cbf372bb0b6a60fc80d381291be725084ee4b9f7f6e53a7bc856b20e","checklist-flat","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Reflection Room","Cork/ Soundproofing"
"e66353b7-d0db-43c3-803d-bc722b672ee3","","checklist-sectioned","not-started","83257c3a47a1e4a73259f7c83db55231b43e75efb584dace5a9a21a13678e24c","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Reflection Room","Waterproofing"
"f37ae5e5-2ab2-4dc8-9221-62ef57f4825e","","checklist-sectioned","not-started","823f94b41f3bbf07f77c3df5d03b4922b62110b8bfabf11e38024502f9ebb48a","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Reflection Room","Tiling"
"f7e432d7-716c-4825-b58c-d7c0a6529a74","","folder-progress","not-started","","checklist","TRUE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Theatre"
"9d250e88-3136-4fcf-b7d6-d3e2283e7927","","checklist-sectioned","not-started","be290f24ab234bd88dfcae422bbde174c84dd56604d8b4a966212496c541bc3e","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Theatre","Screeding"
"2015d591-5377-4a58-ab52-399e19da9624","","checklist-flat","not-started","bd235702cbf372bb0b6a60fc80d381291be725084ee4b9f7f6e53a7bc856b20e","checklist-flat","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Theatre","Cork/ Soundproofing"
"f93a4758-5201-48f0-b123-dd4f2bcf2535","","checklist-sectioned","not-started","83257c3a47a1e4a73259f7c83db55231b43e75efb584dace5a9a21a13678e24c","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Theatre","Waterproofing"
"89f098e9-caa4-4602-a515-1e035b4424bd","","checklist-sectioned","not-started","823f94b41f3bbf07f77c3df5d03b4922b62110b8bfabf11e38024502f9ebb48a","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Theatre","Tiling"
"c31e164c-fac9-4501-8bd1-729901deb02e","","folder-progress","not-started","","checklist","TRUE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Library"
"e18a5370-2d7d-4d18-84b8-baaee0366e31","","checklist-sectioned","not-started","be290f24ab234bd88dfcae422bbde174c84dd56604d8b4a966212496c541bc3e","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Library","Screeding"
"424aa4ce-d12e-41e6-a525-7b0816600e96","","checklist-flat","not-started","bd235702cbf372bb0b6a60fc80d381291be725084ee4b9f7f6e53a7bc856b20e","checklist-flat","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Library","Cork/ Soundproofing"
"d93773eb-357f-4cb2-835f-08543d8f4bcc","","checklist-sectioned","not-started","83257c3a47a1e4a73259f7c83db55231b43e75efb584dace5a9a21a13678e24c","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Library","Waterproofing"
"0363c46f-f513-4690-a464-03249106bb3b","","checklist-sectioned","not-started","823f94b41f3bbf07f77c3df5d03b4922b62110b8bfabf11e38024502f9ebb48a","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Library","Tiling"
"ba29fef1-6b96-43a6-a9f1-0e8b2b9bb012","","folder-progress","not-started","","checklist","TRUE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Billards"
"2dd6f239-1681-4dc4-8fa8-4971bc56986d","","checklist-sectioned","not-started","be290f24ab234bd88dfcae422bbde174c84dd56604d8b4a966212496c541bc3e","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Billards","Screeding"
"0210a0c6-0383-406d-ace8-eeddd9810f86","","checklist-flat","not-started","bd235702cbf372bb0b6a60fc80d381291be725084ee4b9f7f6e53a7bc856b20e","checklist-flat","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Billards","Cork/ Soundproofing"
"9f422cf0-4526-408f-8f81-56d23271779d","","checklist-sectioned","not-started","83257c3a47a1e4a73259f7c83db55231b43e75efb584dace5a9a21a13678e24c","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Billards","Waterproofing"
"fbfc1376-74ef-4e27-af5d-90edb3b4aae1","","checklist-sectioned","not-started","823f94b41f3bbf07f77c3df5d03b4922b62110b8bfabf11e38024502f9ebb48a","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Billards","Tiling"
"c7456f03-e0ea-4387-821a-b60cd412bb5d","","folder-progress","not-started","","checklist","TRUE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Dining"
"9dd682dc-b18e-43de-aa4e-a377498ab74e","","checklist-sectioned","not-started","be290f24ab234bd88dfcae422bbde174c84dd56604d8b4a966212496c541bc3e","checklist","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Dining","Screeding"
"198f43f9-e9d4-47a7-9353-eb4d9ee56142","","checklist-flat","not-started","bd235702cbf372bb0b6a60fc80d381291be725084ee4b9f7f6e53a7bc856b20e","checklist-flat","FALSE","FALSE","Y Not Tiling QA","Building B01A","Level 1","Common Areas","Dining","Cork/ Soundproofing"
