resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,Penetrations,,,,,,,,
,,step,,,,Basement 2,,,,,,,
Fire Damper Checklist [N],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B2.01,,,,,,
Fire Damper Checklist [N],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B2.02,,,,,,
Fire Damper Checklist [N],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B2.03,,,,,,
Fire Damper Checklist [O],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B2.04,,,,,,
Fire Damper Checklist [O],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B2.05,,,,,,
Fire Damper Checklist [N],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B2.06,,,,,,
Fire Damper Checklist [O],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B2.07,,,,,,
Fire Damper Checklist [N],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B2.08,,,,,,
Fire Damper Checklist [N],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B2.09,,,,,,
Fire Damper Checklist [N],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B2.10,,,,,,
Fire Damper Checklist [O],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B2.11,,,,,,
Fire Damper Checklist [O],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B2.12,,,,,,
Fire Damper Checklist [N],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B2.13,,,,,,
Fire Damper Checklist [O],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B2.14,,,,,,
Fire Damper Checklist [N],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B2.15,,,,,,
Fire Damper Checklist [O],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B2.16,,,,,,
,,step,,,,Basement 1,,,,,,,
Fire Damper Checklist [O],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B1.01,,,,,,
Fire Damper Checklist [N],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B1.02,,,,,,
Fire Damper Checklist [O],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B1.06,,,,,,
Fire Damper Checklist [O],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B1.09,,,,,,
Fire Damper Checklist [O],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B1.10,,,,,,
Fire Damper Checklist [O],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B1.11,,,,,,
Fire Damper Checklist [O],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B1.12,,,,,,
Fire Damper Checklist [N],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B1.13,,,,,,
Fire Damper Checklist [H],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B1.14,,,,,,
Fire Damper Checklist [N],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B1.15,,,,,,
Fire Damper Checklist [N],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B1.16,,,,,,
Fire Damper Checklist [N],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B1.19,,,,,,
Fire Damper Checklist [O],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B1.20,,,,,,
Fire Damper Checklist [N],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B1.21,,,,,,
Fire Damper Checklist [O],Sign Off (Fire Damper),folder-with-checklists,,,,,FD-B1.22,,,,,,
