type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Fire Pump Room,,,,,,Fire Pump Room
section,Fire Pump,,,,,,
checkpoint,pipe work installed as per drawing,,,,,,
checkpoint,valves installed and correct type,,,,,,
checkpoint,pressure gauges installed and correct scale,,,,,,
checkpoint,diesel tank and copper line installed sprinkler,,,,,,
checkpoint,pump running sprinkler,,,,,,
checkpoint,pressure setting complete sprinkler pump,,,,,,
section,Hydrant Inlet,,,,,,
checkpoint,Inlet Height Between 600mm min 1350mm max,,,,,,
checkpoint,Inlet Coupling Clearance 75mm min,,,,,,
checkpoint,Inlet Gauge Installed & noteled,,,,,,
checkpoint,Splash Guard Installed,,,,,,
section,Water Supply,,,,,,
checkpoint,Charging Line Installed & Locked Open,,,,,,
checkpoint,System Drain Installed & Locked Closed,,,,,,
checkpoint,Hydrant System Pressure Tested 1600kPa,,,,,,
,,,,,,,
checklist,Fire Sprinkler Room,,,,,,Fire Sprinkler Room
section,Fire Sprinkler,,,,,,
checkpoint,pipe work installed as per drawing,,,,,,
checkpoint,valves installed and correct type,,,,,,
checkpoint,pressure gauges installed and correct scale,,,,,,
checkpoint,diesel tank and copper line installed sprinkler,,,,,,
checkpoint,pump running sprinkler,,,,,,
checkpoint,pressure setting complete sprinkler pump,,,,,,
section,Hydrant Inlet,,,,,,
checkpoint,Inlet Height Between 600mm min 1350mm max,,,,,,
checkpoint,Inlet Coupling Clearance 75mm min,,,,,,
checkpoint,Inlet Gauge Installed & noteled,,,,,,
checkpoint,Splash Guard Installed,,,,,,
section,Water Supply,,,,,,
checkpoint,Charging Line Installed & Locked Open,,,,,,
checkpoint,System Drain Installed & Locked Closed,,,,,,
checkpoint,Hydrant System Pressure Tested 1600kPa,,,,,,
