Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Fire Penetrations Progress (Basement),,,,,,
,Scope,,,Fire Penetrations,,
,Rows,,,,,
,,Basement 4,grouping,Basement 4,,
,,Basement 4,,Basement 4,Fire Penetrations,
,,Basement 3,grouping,Basement 3,,
,,Basement 3,,Basement 3,Fire Penetrations,
,,Basement 2,grouping,Basement 2,,
,,Basement 2,,Basement 2,Fire Penetrations,
,,Basement 1,grouping,Basement 1,,
,,Basement 1,,Basement 1,Fire Penetrations,
,Columns,,,,,
,,Copper Riser,,Copper Riser,,
,,Penetration,,Penetration,,
,,,,,,
Fire Penetrations Progress (Building A),,,,,,
,Scope,,,Fire Penetrations,,
,Rows,,,,,
,,Ground Floor,grouping,Ground Floor,,
,,Ground Floor,,Ground Floor,Building A,Fire Penetrations
,,Level 1,grouping,Level 1,,
,,Level 1,,Level 1,Building A,Fire Penetrations
,,Level 2,dynamic,Level 2,Building A,Fire Penetrations
,,Level 3,dynamic,Level 3,Building A,Fire Penetrations
,,Level 4,dynamic,Level 4,Building A,Fire Penetrations
,,Level 5,dynamic,Level 5,Building A,Fire Penetrations
,,Level 6,dynamic,Level 6,Building A,Fire Penetrations
,,Level 7,dynamic,Level 7,Building A,Fire Penetrations
,,Level 8,dynamic,Level 8,Building A,Fire Penetrations
,,Level 9,dynamic,Level 9,Building A,Fire Penetrations
,,Level 10,dynamic,Level 10,Building A,Fire Penetrations
,,Level 11,dynamic,Level 11,Building A,Fire Penetrations
,,Level 12,dynamic,Level 12,Building A,Fire Penetrations
,,Level 13,dynamic,Level 13,Building A,Fire Penetrations
,,Level 14,dynamic,Level 14,Building A,Fire Penetrations
,,Level 15,dynamic,Level 15,Building A,Fire Penetrations
,,Level 16,dynamic,Level 16,Building A,Fire Penetrations
,,Level 17,dynamic,Level 17,Building A,Fire Penetrations
,,Level 18,dynamic,Level 18,Building A,Fire Penetrations
,,Level 19,dynamic,Level 19,Building A,Fire Penetrations
,,Level 20 / Stacks,grouping,Level 20 / Stacks,,
,,Level 20 / Stacks,,Level 20 / Stacks,Building A,Fire Penetrations
,Columns,,,,,
,,Copper Riser,,Copper Riser,,
,,Penetration,,Penetration,,
,,Copper Penetration,,Copper Penetration,,
,,,,,,
Fire Penetrations Progress (Building B),,,,,,
,Scope,,,Fire Penetrations,,
,Rows,,,,,
,,Ground Floor,dynamic,Ground Floor,Building B,Fire Penetrations
,,Level 1,dynamic,Level 1,Building B,Fire Penetrations
,,Level 2,dynamic,Level 2,Building B,Fire Penetrations
,,Level 3,dynamic,Level 3,Building B,Fire Penetrations
,,Level 4,dynamic,Level 4,Building B,Fire Penetrations
,,Level 5,dynamic,Level 5,Building B,Fire Penetrations
,,Level 6,dynamic,Level 6,Building B,Fire Penetrations
,,Level 7,dynamic,Level 7,Building B,Fire Penetrations
,,Level 8,dynamic,Level 8,Building B,Fire Penetrations
,,Level 9,dynamic,Level 9,Building B,Fire Penetrations
,,Level 10,dynamic,Level 10,Building B,Fire Penetrations
,,Level 11,dynamic,Level 11,Building B,Fire Penetrations
,,Level 12,dynamic,Level 12,Building B,Fire Penetrations
,,Level 13,dynamic,Level 13,Building B,Fire Penetrations
,,Level 14 / Stacks,grouping,Level 14 / Stacks,,
,,Level 14 / Stacks,,Level 14 / Stacks,Building B,Fire Penetrations
,Columns,,,,,
,,Copper Riser,,Copper Riser,,
,,Penetration,,Penetration,,
,,Copper Penetration,,Copper Penetration,,
,,,,,,
Fire Penetrations Progress (Building C),,,,,,
,Scope,,,Fire Penetrations,,
,Rows,,,,,
,,Ground Floor,dynamic,Ground Floor,Building C,Fire Penetrations
,,Level 1,dynamic,Level 1,Building C,Fire Penetrations
,,Level 2,dynamic,Level 2,Building C,Fire Penetrations
,,Level 3,dynamic,Level 3,Building C,Fire Penetrations
,,Level 4,grouping,Level 4,,
,,Level 4,,Level 4,Building C,Fire Penetrations
,,Level 5 / Stacks,grouping,Level 5 / Stacks,,
,,Level 5 / Stacks,,Level 5 / Stacks,Building C,Fire Penetrations
,Columns,,,,,
,,Copper Riser,,Copper Riser,,
,,Penetration,,Penetration,,
,,Copper Penetration,,Copper Penetration,,
