PANEL,ISSUE,JOBNUMBER,LEVEL,TYPE,PANEL-ID,ZONE,COLOUR,THK,VOL,MASS,NET_AREA,GROSS_AREA,MPA,REO_KG,KGM3,WIDTH,HEIGHT,TRANSPORT_WIDTH,TRANSPORT_HEIGHT,LIFTING_CLUTCH_TYPE,LIFTER_WLL,FRANNA_REQUIRED
'04-22,CONSTRUCTION,MOS005,L04,PANEL,'04-22,PW1A,GREY,200,1.81,4.26,9.05,9.05,40,249.62,137.89,1501,6030,1501,6030,LMC10 ,10.0T ,YES
'04-23,CONSTRUCTION,MOS005,L04,PANEL,'04-23,PW2A,GREY,200,1.59,4.02,7.93,8.33,40,336.4,211.99,1480,5630,1480,5880,LMC10 ,10.0T ,YES
'04-24,CONSTRUCTION,MOS005,L04,PANEL,'04-24,PW1A,GREY,200,1.12,2.75,5.58,5.58,40,181.53,162.66,1000,5580,1000,5830,LMC10 ,10.0T ,YES
'04-25,CONSTRUCTION,MOS005,L04,PANEL,'04-25,PW3,GREY,200,2.02,4.85,10.09,10.1,40,174.3,86.38,3660,2760,3660,2760,LMC10 ,10.0T ,NO
'04-26,CONSTRUCTION,MOS005,L04,PANEL,'04-26,PW1A,GREY,200,3.59,8.59,17.97,17.97,40,394.28,109.71,2980,6030,2980,6030,LMC10 ,10.0T ,YES
'04-27,CONSTRUCTION,MOS005,L04,PANEL,'04-27,PW1A,GREY,200,2.16,5.23,10.82,11.76,40,306.96,141.88,3882,3030,3882,3030,LMC10 ,10.0T ,NO
'04-28,CONSTRUCTION,MOS005,L04,PANEL,'04-28,PW1A,GREY,200,1.69,4.12,8.46,12.36,40,262.58,155.12,3852,3210,3852,3210,LMC10 ,10.0T ,NO
'04-29,CONSTRUCTION,MOS005,L04,PANEL,'04-29,PW1B,GREY,200,3.59,8.72,17.97,17.97,40,543.94,151.35,2980,6030,2980,6030,LMC10 ,10.0T ,YES
'04-30,CONSTRUCTION,MOS005,L04,PANEL,'04-30,PW1B,GREY,200,2.16,5.32,10.82,11.76,40,411.58,190.24,3882,3030,3882,3030,LMC10 ,10.0T ,NO
'04-31,CONSTRUCTION,MOS005,L04,PANEL,'04-31,PW1A,GREY,200,1.71,4.19,8.56,12.36,40,274.84,160.62,3852,3210,3852,3210,LMC10 ,10.0T ,NO
'04-32,CONSTRUCTION,MOS005,L04,PANEL,'04-32,PW3,GREY,200,2.23,5.57,11.14,11.58,40,372.45,167.19,2010,5760,2010,5760,LMC10 ,10.0T ,YES
'04-33,CONSTRUCTION,MOS005,L04,PANEL,'04-33,PW3,GREY,200,2.02,4.87,10.08,10.1,40,173.89,86.21,3660,2760,3660,2760,LMC10 ,10.0T ,NO
'04-34,CONSTRUCTION,MOS005,L04,PANEL,'04-34,PW1A,GREY,200,1.12,2.76,5.58,5.58,40,184.96,165.74,1000,5580,1000,5700,LMC10 ,10.0T ,YES
'04-35,CONSTRUCTION,MOS005,L04,PANEL,'04-35,PW2A,GREY,200,1.59,3.98,7.93,8.33,40,321.98,202.9,1480,5630,1480,5750,LMC10 ,10.0T ,YES
'04-38,CONSTRUCTION,MOS005,L04,PANEL,'04-38,PW2,GREY,200,2.22,5.51,11.1,11.56,40,320.85,144.55,2000,5780,2000,5880,LMC10 ,10.0T ,YES
'04-39,CONSTRUCTION,MOS005,L04,PANEL,'04-39,PW3,GREY,200,2.83,7.08,14.15,14.71,40,397.73,140.52,2553,5760,2553,6010,LMC10 ,10.0T ,YES
'04-40,CONSTRUCTION,MOS005,L04,PANEL,'04-40,PW2,GREY,200,1.66,4.06,8.32,8.65,40,204.1,122.6,3080,2810,3080,2810,LMC10 ,10.0T ,NO
'04-41,CONSTRUCTION,MOS005,L04,PANEL,'04-41,PW2,GREY,200,2.16,5.44,10.8,11.26,40,350.03,162.05,2000,5630,2000,5880,LMC10 ,10.0T ,YES
'04-42,CONSTRUCTION,MOS005,L04,PANEL,'04-42,PW2,GREY,200,2.24,5.54,11.18,11.56,40,383.89,171.69,2000,5780,2000,5780,LMC10 ,10.0T ,YES
'04-43,CONSTRUCTION,MOS005,L04,PANEL,'04-43,PW2,GREY,200,2.24,5.59,11.18,11.56,40,361.05,161.47,2000,5780,2000,5780,LMC10 ,10.0T ,YES
'04-44,CONSTRUCTION,MOS005,L04,PANEL,'04-44,PW2,GREY,200,2.24,5.62,11.18,11.56,40,356.24,159.32,2000,5780,2000,5880,LMC10 ,10.0T ,YES
'04-45,CONSTRUCTION,MOS005,L04,PANEL,'04-45,PW2,GREY,200,2.16,5.43,10.81,11.26,40,343.61,159.01,2000,5630,2000,5880,LMC10 ,10.0T ,YES
'04-46,CONSTRUCTION,MOS005,L04,COLUMN,'04-46,P-C3,GREY,300,1.28,3.04,4.28,4.53,50,228.1,177.65,800,5660,800,7010,LMC10 ,8.0T ,YES
'04-47,CONSTRUCTION,MOS005,L04,COLUMN,'04-47,P-C3,GREY,300,0.66,1.59,2.21,2.21,50,142.04,214.43,800,2760,800,4110,LMC10 ,8.0T ,NO
'04-48,CONSTRUCTION,MOS005,L04,COLUMN,'04-48,P-C2,GREY,300,1,2.48,3.33,3.46,50,218.68,218.9,600,5760,600,7210,LMC10 ,8.0T ,YES
'04-49,CONSTRUCTION,MOS005,L04,COLUMN,'04-49,P-C5,GREY,350,0.48,1.15,1.38,1.38,50,102.02,211.23,500,2760,500,4010,LMC10 ,7.0T ,NO
'04-50,CONSTRUCTION,MOS005,L04,COLUMN,'04-50,P-C3,GREY,300,1.28,3.04,4.28,4.53,50,228.1,177.65,800,5660,800,7010,LMC10 ,8.0T ,YES
'04-51,CONSTRUCTION,MOS005,L04,COLUMN,'04-51,P-C2,GREY,300,1.01,2.57,3.35,3.47,50,237.03,235.57,600,5780,600,7130,LMC10 ,8.0T ,YES
'04-52,CONSTRUCTION,MOS005,L04,COLUMN,'04-52,P-C6,GREY,400,1.34,3.41,3.35,3.47,50,247.02,184.12,600,5780,600,7130,LMC10 ,10.0T ,YES
'04-53,CONSTRUCTION,MOS005,L04,COLUMN,'04-53,P-C7,GREY,500,1.68,4.2,3.35,3.47,50,255.94,152.62,600,5780,600,7130,LMC10 LMC10 ,10.0T 7.0T ,YES
'04-54,CONSTRUCTION,MOS005,L04,COLUMN,'04-54,P-C3,GREY,300,1.34,3.29,4.47,4.62,50,221.43,165.05,800,5780,800,7130,LMC10 ,8.0T ,YES
'04-55,CONSTRUCTION,MOS005,L04,COLUMN,'04-55,P-C4,GREY,300,1.68,4.16,5.59,5.78,50,318.74,190.06,1000,5780,1000,7130,LMC10 LMC10 ,10.0T 7.0T ,YES
'04-56,CONSTRUCTION,MOS005,L04,COLUMN,'04-56,P-C2,GREY,300,0.5,1.22,1.65,1.66,50,137.24,276.67,600,2760,600,4210,LMC10 ,7.0T ,NO
'04-57,CONSTRUCTION,MOS005,L04,COLUMN,'04-57,P-C2,GREY,300,0.5,1.22,1.65,1.66,50,137.24,276.67,600,2760,600,4210,LMC10 ,7.0T ,NO
'04-58,CONSTRUCTION,MOS005,L04,COLUMN,'04-58,P-C2,GREY,300,0.5,1.22,1.65,1.66,50,137.24,276.67,600,2760,600,4210,LMC10 ,7.0T ,NO
'04-59,CONSTRUCTION,MOS005,L04,BALUSTRADE,'04-59,,GREY,200,0.51,1.29,2.22,2.22,40,67.69,131.48,1740,1275,1739,1275,LMC10 ,10.0T ,NO
'04-60,CONSTRUCTION,MOS005,L04,BALUSTRADE,'04-60,,GREY,200,1.96,4.89,1.38,9.73,40,211.67,107.97,4507,1425,4506,2159,LMC10 LC05 ,7.0T 5.0T ,NO
'04-61,CONSTRUCTION,MOS005,L04,BALUSTRADE,'04-61,,GREY,200,0.51,1.29,2.22,2.22,40,67.69,131.48,1740,1275,1739,1275,LMC10 ,10.0T ,NO
'05-04,CONSTRUCTION,MOS005,L05,PANEL,'05-04,,GREY,200,2.07,4.96,0.68,3,40,245,118.43,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'05-05,CONSTRUCTION,MOS005,L05,PANEL,'05-05,PW1A,GREY,200,2.1,5.01,10.48,10.48,40,255.13,121.68,3460,3030,3460,3030,LMC10 ,10.0T ,NO
'05-06,CONSTRUCTION,MOS005,L05,PANEL,'05-06,PW1A,GREY,200,1.72,4.18,8.58,11.04,40,264.83,154.26,3440,3210,3440,3210,LMC10 ,10.0T ,NO
'05-07,CONSTRUCTION,MOS005,L05,PANEL,'05-07,,GREY,200,2.07,4.96,0.68,3,40,245.05,118.45,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'05-08,CONSTRUCTION,MOS005,L05,PANEL,'05-08,PW1A,GREY,200,2.1,5.01,10.48,10.48,40,252.87,120.6,3460,3030,3460,3030,LMC10 ,10.0T ,NO
'05-09,CONSTRUCTION,MOS005,L05,PANEL,'05-09,PW1A,GREY,200,1.43,3.51,7.15,11.04,40,226.46,158.27,3440,3210,3440,3210,LMC10 ,10.0T ,NO
'05-10,CONSTRUCTION,MOS005,L05,PANEL,'05-10,PW3,GREY,200,2.04,5.01,10.2,10.21,40,230,112.8,3700,2760,3700,2880,LMC10 ,10.0T ,NO
'05-11,CONSTRUCTION,MOS005,L05,PANEL,'05-11,PW3,GREY,200,2.04,4.96,10.22,10.24,40,231.32,113.14,3710,2760,3710,2760,LMC10 ,10.0T ,NO
'05-12,CONSTRUCTION,MOS005,L05,PANEL,'05-12,,GREY,200,2.07,4.96,0.68,3,40,245,118.43,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'05-13,CONSTRUCTION,MOS005,L05,PANEL,'05-13,PW1A,GREY,200,1.86,4.5,9.28,10.22,40,276.03,148.75,3373,3030,3373,3030,LMC10 ,10.0T ,NO
'05-14,CONSTRUCTION,MOS005,L05,PANEL,'05-14,PW1A,GREY,200,1.52,3.7,7.59,11.32,40,238.87,157.39,3525,3210,3525,3210,LMC10 ,10.0T ,NO
'05-15,CONSTRUCTION,MOS005,L05,PANEL,'05-15,PW1B,GREY,200,1.77,4.31,8.84,11.32,40,330.11,186.68,3525,3210,3525,3210,LMC10 ,10.0T ,NO
'05-16,CONSTRUCTION,MOS005,L05,PANEL,'05-16,PW1A,GREY,200,2.04,4.91,10.22,10.22,40,247.96,121.27,3373,3030,3373,3030,LMC10 ,10.0T ,NO
'05-17,CONSTRUCTION,MOS005,L05,PANEL,'05-17,,GREY,200,2.07,4.96,0.68,3,40,245.05,118.45,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'05-20,CONSTRUCTION,MOS005,L05,PANEL,'05-20,PW2,GREY,200,1.6,3.96,8.02,8.09,40,205.88,128.3,3040,2660,3040,2910,LMC10 ,10.0T ,NO
'05-25,CONSTRUCTION,MOS005,L05,PANEL,'05-25,PW3,GREY,200,2.02,4.88,10.09,10.1,40,185.56,91.96,3660,2760,3660,2880,LMC10 ,10.0T ,NO
'05-27,CONSTRUCTION,MOS005,L05,PANEL,'05-27,PW1A,GREY,200,2.16,5.23,10.82,11.76,40,306.96,141.88,3882,3030,3882,3030,LMC10 ,10.0T ,NO
'05-28,CONSTRUCTION,MOS005,L05,PANEL,'05-28,PW1A,GREY,200,1.69,4.11,8.46,12.36,40,257.83,152.31,3852,3210,3852,3210,LMC10 ,10.0T ,NO
'05-30,CONSTRUCTION,MOS005,L05,PANEL,'05-30,PW1B,GREY,200,2.16,5.22,10.82,11.76,40,411.58,190.24,3882,3030,3882,3030,LMC10 ,10.0T ,NO
'05-31,CONSTRUCTION,MOS005,L05,PANEL,'05-31,PW1A,GREY,200,1.71,4.19,8.56,12.36,40,274.84,160.62,3852,3210,3852,3210,LMC10 ,10.0T ,NO
'05-33,CONSTRUCTION,MOS005,L05,PANEL,'05-33,PW3,GREY,200,2.02,4.88,10.08,10.1,40,185.53,91.99,3660,2760,3660,2880,LMC10 ,10.0T ,NO
'05-40,CONSTRUCTION,MOS005,L05,PANEL,'05-40,PW2,GREY,200,1.63,4.02,8.13,8.19,40,210.5,129.48,3080,2660,3080,2910,LMC10 ,10.0T ,NO
'05-47,CONSTRUCTION,MOS005,L05,COLUMN,'05-47,P-C3,GREY,300,0.66,1.6,2.21,2.21,50,151.15,228.19,800,2760,800,4160,LMC10 ,8.0T ,NO
'05-49,CONSTRUCTION,MOS005,L05,COLUMN,'05-49,P-C5,GREY,350,0.48,1.15,1.38,1.38,50,102.02,211.23,500,2760,500,4010,LMC10 ,7.0T ,NO
'05-56,CONSTRUCTION,MOS005,L05,COLUMN,'05-56,P-C2,GREY,300,0.5,1.22,1.65,1.66,50,137.24,276.67,600,2760,600,4210,LC05 ,5.0T ,NO
'05-57,CONSTRUCTION,MOS005,L05,COLUMN,'05-57,P-C2,GREY,300,0.5,1.22,1.65,1.66,50,137.24,276.67,600,2760,600,4210,LC05 ,5.0T ,NO
'05-58,CONSTRUCTION,MOS005,L05,COLUMN,'05-58,P-C2,GREY,300,0.5,1.22,1.65,1.66,50,137.24,276.67,600,2760,600,4210,LC05 ,5.0T ,NO
'05-59,CONSTRUCTION,MOS005,L05,BALUSTRADE,'05-59,,GREY,200,0.51,1.29,2.22,2.22,40,67.69,131.48,1740,1275,1739,1275,LMC10 ,10.0T ,NO
'05-60,CONSTRUCTION,MOS005,L05,BALUSTRADE,'05-60,,GREY,200,1.96,4.89,1.38,9.73,40,211.67,107.97,4507,1425,4506,2159,LMC10 LC05 ,7.0T 5.0T ,NO
'05-61,CONSTRUCTION,MOS005,L05,BALUSTRADE,'05-61,,GREY,200,0.51,1.29,2.22,2.22,40,67.69,131.48,1740,1275,1739,1275,LMC10 ,10.0T ,NO
'06-01,CONSTRUCTION,MOS005,L06,PANEL,'06-01,PW1B,GREY,200,1.81,4.28,9.05,9.05,40,296.33,163.7,1501,6030,1501,6030,LMC10 ,10.0T ,YES
'06-02,CONSTRUCTION,MOS005,L06,PANEL,'06-02,PW1B,GREY,200,1.88,4.55,9.42,9.52,40,346.5,183.93,1558,6110,1558,6110,LMC10 ,10.0T ,YES
'06-03,CONSTRUCTION,MOS005,L06,PANEL,'06-03,PW2,GREY,200,1.79,4.47,8.94,9.25,40,305.98,171.05,1600,5780,1600,5780,LMC10 ,10.0T ,YES
'06-04,CONSTRUCTION,MOS005,L06,PANEL,'06-04,,GREY,200,2.07,4.96,0.68,3,40,245,118.43,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'06-05,CONSTRUCTION,MOS005,L06,PANEL,'06-05,PW1A,GREY,200,2.1,5.01,10.48,10.48,40,255.13,121.68,3460,3030,3460,3030,LMC10 ,10.0T ,NO
'06-06,CONSTRUCTION,MOS005,L06,PANEL,'06-06,PW1A,GREY,200,1.86,4.53,9.3,11.04,40,281.15,151.17,3440,3210,3440,3210,LMC10 ,10.0T ,NO
'06-07,CONSTRUCTION,MOS005,L06,PANEL,'06-07,,GREY,200,2.07,4.96,0.68,3,40,245.05,118.45,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'06-08,CONSTRUCTION,MOS005,L06,PANEL,'06-08,PW1A,GREY,200,1.92,4.64,9.59,10.53,40,281.62,146.86,3466,3038,3466,3038,LMC10 ,10.0T ,NO
'06-09,CONSTRUCTION,MOS005,L06,PANEL,'06-09,PW1A,GREY,200,1.43,3.51,7.15,11.04,40,225.95,157.92,3440,3210,3440,3210,LMC10 ,10.0T ,NO
'06-11,CONSTRUCTION,MOS005,L06,PANEL,'06-11,PW3,GREY,200,2.04,4.96,10.22,10.24,40,231.32,113.14,3710,2760,3710,2760,LMC10 ,10.0T ,NO
'06-12,CONSTRUCTION,MOS005,L06,PANEL,'06-12,,GREY,200,2.07,4.96,0.68,3,40,245,118.43,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'06-13,CONSTRUCTION,MOS005,L06,PANEL,'06-13,PW1A,GREY,200,1.86,4.5,9.28,10.22,40,276.03,148.75,3373,3030,3373,3030,LMC10 ,10.0T ,NO
'06-14,CONSTRUCTION,MOS005,L06,PANEL,'06-14,PW1A,GREY,200,1.52,3.7,7.59,11.32,40,238.87,157.39,3525,3210,3525,3210,LMC10 ,10.0T ,NO
'06-15,CONSTRUCTION,MOS005,L06,PANEL,'06-15,PW1A,GREY,200,1.91,4.6,9.56,11.32,40,259.47,135.76,3525,3210,3525,3210,LMC10 ,10.0T ,NO
'06-16,CONSTRUCTION,MOS005,L06,PANEL,'06-16,PW1A,GREY,200,2.04,4.91,10.22,10.22,40,247.96,121.27,3373,3030,3373,3030,LMC10 ,10.0T ,NO
'06-17,CONSTRUCTION,MOS005,L06,PANEL,'06-17,,GREY,200,2.07,4.96,0.68,3,40,245.05,118.45,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'06-18,CONSTRUCTION,MOS005,L06,PANEL,'06-18,PW2,GREY,200,1.79,4.47,8.94,9.25,40,305.98,171.05,1600,5780,1600,5780,LMC10 ,10.0T ,YES
'06-19,CONSTRUCTION,MOS005,L06,PANEL,'06-19,PW1A,GREY,200,1.88,4.47,9.42,9.52,40,258.73,137.34,1558,6110,1558,6110,LMC10 ,10.0T ,YES
'06-22,CONSTRUCTION,MOS005,L06,PANEL,'06-22,PW1A,GREY,200,1.81,4.25,9.05,9.05,40,243.44,134.48,1501,6030,1501,6030,LMC10 ,10.0T ,YES
'06-25,CONSTRUCTION,MOS005,L06,PANEL,'06-25,PW3,GREY,200,1.63,3.87,8.13,8.14,40,147.98,91,2950,2760,2950,2760,LMC10 ,10.0T ,NO
'06-26,CONSTRUCTION,MOS005,L06,PANEL,'06-26,PW1A,GREY,200,1.81,4.33,9.03,9.03,40,227.23,125.83,2980,3030,2980,3030,LMC10 ,10.0T ,NO
'06-27,CONSTRUCTION,MOS005,L06,PANEL,'06-27,PW1A,GREY,200,2.16,5.23,10.82,11.76,40,306.96,141.88,3882,3030,3882,3030,LMC10 ,10.0T ,NO
'06-28,CONSTRUCTION,MOS005,L06,PANEL,'06-28,PW1A,GREY,200,1.69,4.11,8.46,12.36,40,257.83,152.31,3852,3210,3852,3210,LMC10 ,10.0T ,NO
'06-29,CONSTRUCTION,MOS005,L06,PANEL,'06-29,PW1B,GREY,200,1.81,4.4,9.03,9.03,40,308.74,170.96,2980,3030,2980,3030,LMC10 ,10.0T ,NO
'06-30,CONSTRUCTION,MOS005,L06,PANEL,'06-30,PW1B,GREY,200,2.16,5.1,10.82,11.76,40,295.73,136.69,3882,3030,3882,3030,LMC10 ,10.0T ,NO
'06-31,CONSTRUCTION,MOS005,L06,PANEL,'06-31,PW1A,GREY,200,1.71,4.19,8.56,12.36,40,274.84,160.62,3852,3210,3852,3210,LMC10 ,10.0T ,NO
'06-32,CONSTRUCTION,MOS005,L06,PANEL,'06-32,PW3,GREY,200,2.77,6.84,13.86,14.4,40,392.12,141.48,2500,5760,2500,5760,LMC10 ,10.0T ,YES
'06-33,CONSTRUCTION,MOS005,L06,PANEL,'06-33,PW3,GREY,200,1.63,3.89,8.13,8.14,40,147.93,91.04,2950,2760,2950,2760,LMC10 ,10.0T ,NO
'06-42,CONSTRUCTION,MOS005,L06,PANEL,'06-42,PW2,GREY,200,2.24,5.51,11.18,11.56,40,383.89,171.69,2000,5780,2000,5780,LMC10 ,10.0T ,YES
'06-43,CONSTRUCTION,MOS005,L06,PANEL,'06-43,PW2,GREY,200,2.24,5.59,11.18,11.56,40,361.05,161.47,2000,5780,2000,5780,LMC10 ,10.0T ,YES
'06-46,CONSTRUCTION,MOS005,L06,COLUMN,'06-46,P-C3,GREY,300,1.28,3.04,4.28,4.53,50,228.1,177.65,800,5660,800,7010,LMC10 ,8.0T ,YES
'06-47,CONSTRUCTION,MOS005,L06,COLUMN,'06-47,P-C2,GREY,300,0.5,1.17,1.66,1.66,50,140.33,282.47,600,2760,600,4210,LMC10 ,7.0T ,NO
'06-48,CONSTRUCTION,MOS005,L06,PANEL,'06-48,PW1B,GREY,200,1.91,4.61,8.84,8.86,40,295.25,154.67,3230,2760,3210,2760,LMC10 ,10.0T ,NO
'06-49,CONSTRUCTION,MOS005,L06,COLUMN,'06-49,P-C5,GREY,350,0.48,1.15,1.38,1.38,50,102.02,211.23,500,2760,500,4010,LMC10 ,7.0T ,NO
'06-50,CONSTRUCTION,MOS005,L06,COLUMN,'06-50,P-C3,GREY,300,1.28,3.04,4.28,4.53,50,228.1,177.65,800,5660,800,7010,LMC10 ,8.0T ,YES
'06-51,CONSTRUCTION,MOS005,L06,COLUMN,'06-51,P-C2,GREY,300,1.01,2.49,3.35,3.47,50,246.87,245.35,600,5780,600,7130,LMC10 ,8.0T ,YES
'06-52,CONSTRUCTION,MOS005,L06,COLUMN,'06-52,P-C2,GREY,300,1.01,2.51,3.35,3.47,50,271.8,270.12,600,5780,600,7130,LMC10 ,8.0T ,YES
'06-53,CONSTRUCTION,MOS005,L06,COLUMN,'06-53,P-C2,GREY,300,1,2.48,3.32,3.45,50,225.8,226.84,600,5750,600,7080,LMC10 ,8.0T ,YES
'06-54,CONSTRUCTION,MOS005,L06,COLUMN,'06-54,P-C2,GREY,300,1.01,2.51,3.35,3.47,50,226.44,225.04,600,5780,600,7130,LMC10 ,8.0T ,YES
'06-55,CONSTRUCTION,MOS005,L06,COLUMN,'06-55,P-C4,GREY,300,1.68,4.16,5.59,5.78,50,318.74,190.06,1000,5780,1000,7130,LMC10 LMC10 ,10.0T 7.0T ,YES
'06-56,CONSTRUCTION,MOS005,L06,COLUMN,'06-56,P-C4,GREY,300,0.83,2.07,2.76,2.76,50,266.13,321.71,1000,2760,1000,2760,LMC10 LMC10 ,8.0T 7.0T ,NO
'06-57,CONSTRUCTION,MOS005,L06,COLUMN,'06-57,P-C4,GREY,300,0.83,2.01,2.76,2.76,50,190.8,230.64,1000,2760,1000,4110,LMC10 LMC10 ,8.0T 7.0T ,NO
'06-58,CONSTRUCTION,MOS005,L06,COLUMN,'06-58,P-C4,GREY,300,0.83,2.01,2.76,2.76,50,192.58,232.79,1001,2760,1001,2760,LMC10 ,7.0T ,NO
'06-59,CONSTRUCTION,MOS005,L06,BALUSTRADE,'06-59,,GREY,200,0.51,1.29,2.22,2.22,40,67.69,131.48,1740,1275,1739,1275,LMC10 ,10.0T ,NO
'06-60,CONSTRUCTION,MOS005,L06,BALUSTRADE,'06-60,,GREY,200,1.96,4.89,1.38,9.73,40,211.67,107.97,4507,1425,4506,2159,LMC10 LC05 ,7.0T 5.0T ,NO
'06-61,CONSTRUCTION,MOS005,L06,BALUSTRADE,'06-61,,GREY,200,0.51,1.29,2.22,2.22,40,67.69,131.48,1740,1275,1739,1275,LMC10 ,10.0T ,NO
'06-62,CONSTRUCTION,MOS005,L06,PANEL,'06-62,PW2,GREY,200,2.51,6.21,12.56,13.13,40,364.85,145.21,2280,5760,2280,5760,LMC10 ,10.0T ,YES
'06-63,CONSTRUCTION,MOS005,L06,PANEL,'06-63,PW4,GREY,200,1.52,3.58,7.62,7.73,40,98.72,64.75,2800,2760,2800,2760,LMC10 ,10.0T ,NO
'06-64,CONSTRUCTION,MOS005,L06,PANEL,'06-64,PW2,GREY,200,1.55,3.7,7.74,7.78,40,175.02,113.12,2800,2780,2800,2780,LMC10 ,10.0T ,NO
'06-65,CONSTRUCTION,MOS005,L06,PANEL,'06-65,PW2,GREY,200,0.83,1.98,4.17,4.17,40,120.04,143.94,1500,2779,1500,2779,LMC10 ,10.0T ,NO
'06-66,CONSTRUCTION,MOS005,L06,PANEL,'06-66,PW2,GREY,200,1.26,3,6.28,6.29,40,154.96,123.36,2280,2760,2280,2760,LMC10 ,10.0T ,NO
'06-67,CONSTRUCTION,MOS005,L06,PANEL,'06-67,PW2,GREY,200,1.55,3.7,7.74,7.78,40,175.77,113.62,2800,2780,2800,2780,LMC10 ,10.0T ,NO
'06-68,CONSTRUCTION,MOS005,L06,PANEL,'06-68,PW4,GREY,200,1.52,3.57,7.6,7.7,40,98.57,64.88,2790,2760,2790,2760,LMC10 ,10.0T ,NO
'06-69,CONSTRUCTION,MOS005,L06,PANEL,'06-69,PW2,GREY,200,0.83,1.98,4.17,4.17,40,120.04,143.94,1500,2779,1500,2779,LMC10 ,10.0T ,NO
'06-70,CONSTRUCTION,MOS005,L06,COLUMN,'06-70,P-C3,GREY,300,1.47,3.59,4.89,4.89,50,233.39,159.16,800,6110,800,7159,LMC10 ,8.0T ,NO
'06-71,CONSTRUCTION,MOS005,L06,COLUMN,'06-71,P-C3,GREY,300,1.47,3.59,4.89,4.89,50,233.39,159.16,800,6110,800,7159,LMC10 ,8.0T ,NO
'07-04,CONSTRUCTION,MOS005,L07,PANEL,'07-04,PW1,GREY,200,2.07,4.95,0.68,3,40,204.87,99.03,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'07-05,CONSTRUCTION,MOS005,L07,PANEL,'07-05,PW1,GREY,200,2.1,4.98,10.48,10.48,40,181.81,86.71,3460,3030,3460,3030,LMC10 ,10.0T ,NO
'07-06,CONSTRUCTION,MOS005,L07,PANEL,'07-06,PW1,GREY,200,1.84,4.49,9.2,11.04,40,281.15,152.73,3440,3210,3440,3210,LMC10 ,10.0T ,NO
'07-07,CONSTRUCTION,MOS005,L07,PANEL,'07-07,PW1,GREY,200,2.07,4.94,0.68,3,40,202.29,97.79,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'07-08,CONSTRUCTION,MOS005,L07,PANEL,'07-08,PW1,GREY,200,1.91,4.57,9.54,10.48,40,194.19,101.79,3460,3030,3460,3030,LMC10 ,10.0T ,NO
'07-09,CONSTRUCTION,MOS005,L07,PANEL,'07-09,PW1,GREY,200,1.43,3.5,7.15,11.04,40,225.95,157.92,3440,3210,3440,3210,LMC10 ,10.0T ,NO
'07-11,CONSTRUCTION,MOS005,L07,PANEL,'07-11,PW3,GREY,200,2.04,4.96,10.22,10.24,40,231.32,113.14,3710,2760,3710,2760,LMC10 ,10.0T ,NO
'07-12,CONSTRUCTION,MOS005,L07,PANEL,'07-12,PW1,GREY,200,2.07,4.98,0.68,3,40,185.03,89.44,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'07-13,CONSTRUCTION,MOS005,L07,PANEL,'07-13,PW1,GREY,200,1.86,4.44,9.28,10.22,40,202.82,109.3,3373,3030,3373,3030,LMC10 ,10.0T ,NO
'07-14,CONSTRUCTION,MOS005,L07,PANEL,'07-14,PW1,GREY,200,1.52,3.68,7.59,11.32,40,199.8,131.65,3525,3210,3525,3210,LMC10 ,10.0T ,NO
'07-15,CONSTRUCTION,MOS005,L07,PANEL,'07-15,PW1,GREY,200,1.89,4.52,9.46,11.32,40,194.54,102.83,3525,3210,3525,3210,LMC10 ,10.0T ,NO
'07-16,CONSTRUCTION,MOS005,L07,PANEL,'07-16,PW1,GREY,200,2.04,4.86,10.22,10.22,40,168.67,82.49,3373,3030,3373,3030,LMC10 ,10.0T ,NO
'07-17,CONSTRUCTION,MOS005,L07,PANEL,'07-17,PW1,GREY,200,2.07,4.93,0.68,3,40,182.31,88.13,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'07-25,CONSTRUCTION,MOS005,L07,PANEL,'07-25,PW3,GREY,200,1.63,3.9,8.13,8.14,40,140.45,86.37,2950,2760,2950,2760,LMC10 ,10.0T ,NO
'07-26,CONSTRUCTION,MOS005,L07,PANEL,'07-26,PW1A,GREY,200,1.81,4.34,9.03,9.03,40,227.23,125.83,2980,3030,2980,3030,LMC10 ,10.0T ,NO
'07-27,CONSTRUCTION,MOS005,L07,PANEL,'07-27,PW1A,GREY,200,2.16,5.18,10.82,11.76,40,226.64,104.75,3882,3030,3882,3030,LMC10 ,10.0T ,NO
'07-28,CONSTRUCTION,MOS005,L07,PANEL,'07-28,PW1,GREY,200,1.69,4.09,8.46,12.36,40,212.75,125.68,3852,3210,3852,3210,LMC10 ,10.0T ,NO
