"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0e84153d-a269-42d5-91bc-d63997a2f8bb","","pass","","folder","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY"
"5d64f528-3801-4991-b27b-da1296e14e68","","pass","","folder","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CC/1"
"c8960276-4e05-4d44-8260-aa4f934209d0","","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CC/1","Pre-Pour Checklist 1"
"bfe75da0-c414-45a7-8f51-8a9bc8876604","","pass","Concrete Delivery Checklist","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CC/1","Concrete Delivery Checklist"
"efa99be4-087f-4590-8622-f56a95d4783c","","no-status-not-started","","folder","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CC/2"
"23fa904c-709d-4c79-b631-473387aaa780","","pass","","folder","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CC/3"
"34ba384e-211f-4d88-ade3-b679ee375c4a","","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CC/3","Pre-Pour Checklist 1"
"d9f33fc5-3101-4c3b-9563-3144b37236bc","","pass","Concrete Delivery Checklist","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CC/3","Concrete Delivery Checklist"
"1ad0a003-8eb7-47c9-a517-69f2111c8665","","no-status-not-started","","folder","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CC/4"
"e8391616-7bc7-4697-b08c-25febefe3b98","","no-status-not-started","","folder","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CW/1"
"31b28d11-27fe-4134-9e3f-f5aecc36926a","","no-status-not-started","","folder","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CW/2"
"87d1a962-54ea-46fa-b6c1-ad74672246a5","","no-status-not-started","","folder","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CW/3"
"0ecc737f-f6c8-4020-8298-586392d50768","","no-status-not-started","","folder","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CW/4"
"e7109245-0fc3-4d72-bc0d-02628bb9fad5","","no-status-not-started","","folder","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CW/5"
"7e1e2594-9543-4522-8c87-504b95ffad97","","no-status-not-started","","folder","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CW/6"
"40606120-8d02-4d39-9c84-860a975a953b","","no-status-not-started","","folder","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CW/7"
"81a18a33-4bd7-48d1-998d-891b3e3b8363","","no-status-not-started","","folder","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CW/8"
"2ce4776c-279e-4c4d-a76a-d72705ae7432","","no-status-not-started","","folder","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CW/9"
"d45308e4-17a9-4964-8fe9-1700dd81b5eb","","pass","","folder","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CW/10"
"5bed36d8-3f05-4d75-ad5c-e614c183299f","","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CW/10","Pre-Pour Checklist 1"
"8fecb771-c78e-4fa5-92cc-4dc27f21d825","","pass","Concrete Delivery Checklist","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CW/10","Concrete Delivery Checklist"
"85198766-89fc-44c2-9805-c998c88a993d","","pass","","folder","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CW/11"
"9a84c193-5a34-4652-b55e-797daa85d092","","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CW/11","Pre-Pour Checklist 1"
