"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d9b8cd81-9b9e-41e4-b165-2731176fb351","","folder-normal","pass","","step","TRUE","FALSE","Site QA"
"2cc784e3-01c4-4fdd-bcfb-430b12cb9d27","","folder-normal","pass","","step","TRUE","FALSE","Site QA","LOWER GROUND"
"72a3c35a-90fb-456b-844d-6eeb4f59a4cc","","checklist-flat","pass","33de9f2c8ce359f369408908202c7840bedc1f7f258c4bf6e53e457b0b0ff371","checklist-flat","FALSE","FALSE","Site QA","LOWER GROUND","EOT G.13"
"8bd733e9-d964-4b7d-b24e-6f8c8955888c","","folder-normal","pass","","step","TRUE","FALSE","Site QA","LEVEL 2"
"821c7d4e-0efc-49d2-a2e0-47950266c413","","checklist-flat","pass","b1d50333186637950afca326fd4f71b1302198ed2d3971927a39f0117c8952bc","checklist-flat","FALSE","FALSE","Site QA","LEVEL 2","BALCONY"
"73f6ec33-174d-4d91-a6bd-7d54732495bf","","checklist-flat","pass","33de9f2c8ce359f369408908202c7840bedc1f7f258c4bf6e53e457b0b0ff371","checklist-flat","FALSE","FALSE","Site QA","LEVEL 2","FACILITIES 2.40"
"d53f84a2-b625-4894-bef7-8b484a1516e8","","checklist-flat","pass","3e8089c15c99cd07b964148a9f97a15c98efd4c43f62c98a0acfde8449ddb82f","checklist-flat","FALSE","FALSE","Site QA","LEVEL 2","Windows and Doors"
"e9b1861c-1639-4997-bfbe-0c5ed431207c","","checklist-flat","pass","Liquid Membranes Checklist","checklist-flat","FALSE","FALSE","Site QA","LEVEL 2","Kitchen"
"44cca563-3531-48af-ac43-cd4b08bc8d12","","folder-normal","pass","","step","TRUE","FALSE","Site QA","LEVEL 3"
"71f4e8f7-ef7a-477a-8fdc-f9d2e5c16117","","checklist-flat","pass","33de9f2c8ce359f369408908202c7840bedc1f7f258c4bf6e53e457b0b0ff371","checklist-flat","FALSE","FALSE","Site QA","LEVEL 3","FACILITIES 3.15"
"728e72f7-9106-40e0-bf37-526257360368","","checklist-flat","pass","b1d50333186637950afca326fd4f71b1302198ed2d3971927a39f0117c8952bc","checklist-flat","FALSE","FALSE","Site QA","LEVEL 3","CONCRETE HOBS"
"db410038-5d09-4066-987b-41463208ac7a","","checklist-flat","pass","3e8089c15c99cd07b964148a9f97a15c98efd4c43f62c98a0acfde8449ddb82f","checklist-flat","FALSE","FALSE","Site QA","LEVEL 3","Windows and Doors"
"9a741797-0c92-4c3e-9549-96dad42b23ec","","folder-normal","pass","","step","TRUE","FALSE","Site QA","LEVEL 1"
"6471d28e-b2a7-4a65-8547-ee8d35c9533b","","checklist-flat","pass","Internal Wet Areas Checklist","checklist-flat","FALSE","FALSE","Site QA","LEVEL 1","FACILITIES 1.31"
"5901391b-5442-4919-9296-3241fc69a4fc","","folder-normal","pass","","step","TRUE","FALSE","Site QA","LEVEL 1","PODIUM"
"15e03e32-458d-4477-8aec-adacd8484ba7","","checklist-flat","pass","Planters Checklist","checklist-flat","FALSE","FALSE","Site QA","LEVEL 1","PODIUM","Planters"
"82cecd72-a298-4897-bb93-202b90579649","","checklist-flat","pass","Balconies Checklist","checklist-flat","FALSE","FALSE","Site QA","LEVEL 1","PODIUM","Fire Stairs"
"94817fff-59d4-4c35-a163-e7eae27a1b62","","checklist-flat","pass","3e8089c15c99cd07b964148a9f97a15c98efd4c43f62c98a0acfde8449ddb82f","checklist-flat","FALSE","FALSE","Site QA","LEVEL 1","PODIUM","Window Reveals"
"35968637-5dba-464d-93a4-7b3bab95514a","","checklist-flat","pass","Liquid Membranes Checklist","checklist-flat","FALSE","FALSE","Site QA","LEVEL 1","PODIUM","Podium External Membrane"
"5e5c119b-ca2e-47d2-bb75-5608dc91c9d6","","checklist-flat","pass","Liquid Membranes Checklist","checklist-flat","FALSE","FALSE","Site QA","LEVEL 1","CAFE"
