"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6d4d3237-9b10-4969-bf83-a22f5066f8b2","","folder-normal","work-in-progress","","step","TRUE","FALSE","BASEMENT"
"4387e50e-8ce2-4bea-a669-34f3cb9d7a1c","","folder-normal","pass","","step","TRUE","FALSE","BASEMENT","RETAINING WALL"
"6fca35d0-9037-46a4-8cc5-3499765eb0c7","","checklist-flat","pass","Enviro Hydrostatic 1","checklist-flat","FALSE","FALSE","BASEMENT","RETAINING WALL","Enviro Hydrostatic 1"
"7764172a-ca33-4749-9015-a65f34531088","","folder-normal","not-started","","step","TRUE","FALSE","BASEMENT","PLANTER BOX"
"ec795269-2f35-4bd3-8c1f-1bddaf17d8ea","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","BASEMENT","PLANTER BOX","Enviro 700X"
"5a7038e7-94ff-4600-a981-372b38d24770","","folder-normal","not-started","","step","TRUE","FALSE","GROUND FLOOR"
"54372ca1-19aa-4214-8f9c-f0b2a642a3f0","","folder-normal","not-started","","step","TRUE","FALSE","GROUND FLOOR","INTERNAL WET AREAS"
"1902ccbf-3948-44f3-a353-0c0e5905dc10","","folder-normal","not-started","","step","TRUE","FALSE","GROUND FLOOR","INTERNAL WET AREAS","DW1 - WC"
"d247b939-83dd-4dcc-aac1-3091fc7198bf","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","GROUND FLOOR","INTERNAL WET AREAS","DW1 - WC","Enviro 200P"
"97f766ec-0268-4fa3-96c3-a5e40cecffa2","","folder-normal","not-started","","step","TRUE","FALSE","GROUND FLOOR","INTERNAL WET AREAS","DW1 - LAUNDRY"
"bc166533-5300-4f6d-95e2-128242145435","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","GROUND FLOOR","INTERNAL WET AREAS","DW1 - LAUNDRY","Enviro 200P"
"d89fdff0-c416-427f-9c70-bf57020597eb","","folder-normal","not-started","","step","TRUE","FALSE","GROUND FLOOR","INTERNAL WET AREAS","DW2 - WC"
"43ab3683-f80f-4da3-ae1f-f3f45e9cf31d","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","GROUND FLOOR","INTERNAL WET AREAS","DW2 - WC","Enviro 200P"
"37932352-25b8-4ca6-a7ed-c6e6675d24fb","","folder-normal","not-started","","step","TRUE","FALSE","GROUND FLOOR","INTERNAL WET AREAS","DW2 - LAUNDRY"
"312db26b-7c8a-4c64-bce3-baaa5c23362a","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","GROUND FLOOR","INTERNAL WET AREAS","DW2 - LAUNDRY","Enviro 200P"
"6c03c8e7-1f65-4cab-92dd-d0883521d28f","","folder-normal","not-started","","step","TRUE","FALSE","GROUND FLOOR","PLANTER BOXES"
"a7d60114-1e62-44e7-8ce6-8b3949cafbd4","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","GROUND FLOOR","PLANTER BOXES","Enviro 700X"
"371e3a34-96fa-4a9b-a6cf-014c22779f9c","","folder-normal","not-started","","step","TRUE","FALSE","GROUND FLOOR","YARD"
"d327160a-2a90-41b1-a213-6640292b5dc1","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","GROUND FLOOR","YARD","Enviro 700X"
"019bdc67-bdf4-4996-a873-8fef182884c3","","folder-normal","not-started","","step","TRUE","FALSE","GROUND FLOOR","PORCH"
"22e0dddd-a9f4-4b25-8ce7-d1d030933caf","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","GROUND FLOOR","PORCH","Enviro 700X"
"cee46d76-6aa6-49d1-807d-248ba2d20091","","folder-normal","not-started","","step","TRUE","FALSE","FIRST FLOOR"
"8db37ac5-e732-4967-b62c-32b9024338a6","","folder-normal","not-started","","step","TRUE","FALSE","FIRST FLOOR","INTERNAL WET AREAS"
"9134cabe-4a73-4af6-8808-a225eabfc73e","","folder-normal","not-started","","step","TRUE","FALSE","FIRST FLOOR","INTERNAL WET AREAS","DW1 - MAIN"
"214fe3f5-980a-4134-8ba5-bb6be4f93a2a","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","FIRST FLOOR","INTERNAL WET AREAS","DW1 - MAIN","Enviro 200P"
"f1128b94-d045-4b89-9503-b58425029d72","","folder-normal","not-started","","step","TRUE","FALSE","FIRST FLOOR","INTERNAL WET AREAS","DW1 - ENSUITE"
"3a5d29c5-9e3b-42e8-adf5-1bbe65a7cf6b","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","FIRST FLOOR","INTERNAL WET AREAS","DW1 - ENSUITE","Enviro 200P"
"563a294b-292a-4251-a30f-4fb7a6c8b543","","folder-normal","not-started","","step","TRUE","FALSE","FIRST FLOOR","INTERNAL WET AREAS","DW2 - MAIN"
"09658c26-d720-456c-abbf-11ac5373245c","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","FIRST FLOOR","INTERNAL WET AREAS","DW2 - MAIN","Enviro 200P"
"f354135a-b4bd-4e84-b9ca-3fbfa3387fea","","folder-normal","not-started","","step","TRUE","FALSE","FIRST FLOOR","INTERNAL WET AREAS","DW2 - ENSUITE"
"5d793ddc-97b3-4efb-8c67-5c8481669465","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","FIRST FLOOR","INTERNAL WET AREAS","DW2 - ENSUITE","Enviro 200P"
"6b98609b-4d9a-4440-b5e3-4022d53b8bde","","folder-normal","not-started","","step","TRUE","FALSE","FIRST FLOOR","BALCONIES"
"461a8749-3df8-49ea-b7d4-a7558b32e8d2","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","FIRST FLOOR","BALCONIES","Enviro 700X"
"1e28b7b8-a96e-43dd-9420-bf29d3faeacc","","folder-normal","not-started","","step","TRUE","FALSE","FIRST FLOOR","ROOF"
"b7361dd2-0b7e-4e60-88e6-4b6acc7c61ff","","checklist-flat","not-started","Enviro 700X + 800TC","checklist-flat","FALSE","FALSE","FIRST FLOOR","ROOF","Enviro 700X + 800TC"
"c89b3fe9-6e50-4197-884c-616c89f1dfb0","","checklist-flat","not-started","Enviro 700X + 250NS","checklist-flat","FALSE","FALSE","FIRST FLOOR","ROOF","Enviro 700X + 250NS"
"e7028c9d-2fff-4425-9c06-a82e1b7edffb","","folder-normal","not-started","","step","TRUE","FALSE","ROOF"
"9a06f109-cd5e-4ada-8406-3f5a6d310ad6","","checklist-flat","not-started","Enviro BLV + HP1200","checklist-flat","FALSE","FALSE","ROOF","Enviro BLV + HP1200"
