type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Window Wall Install,,,,,,Window Wall Install
section,"Panel type, preparation & location",,,,,,
checkpoint,Confirm the correct panel is prepared per the shop drawings and panel set out drawings.,,,,,,
checkpoint,Confirm any brackets are in the correct location.,,,,,,
checkpoint,Ensure any protection tape is removed where applicable and the panel is thoroughly cleaned,,,,,,
section,Panel installation,,,,,,
checkpoint,Panel to be installed to correct location per shop drawings.,,,,,,
checkpoint,Ensure EPDM / Aluminium bearing blocks are installed / located prior to launching panel.,,,,,,
checkpoint,Panel to be installed to correct RL per subframe installation - Check there is enough bearing on the subhead snap in bead.,,,,,,
checkpoint,Panel to be installed with a mullion gap to match the subframe set-out location.,,,,,,
checkpoint,Panel to be installed within tolerances,,,,,,
checkpoint,Ensure fin secondary restraint brackets are fitted into the subhead / soffit,,,,,,
section,Fixings and setting,,,,,,
checkpoint,"Fixings, bolts, nuts & washers to be used as per SINGYES shop drawings & calculations. In particular, the fin secondary restraint brackets.",,,,,,
checkpoint,Ensure snap in bead is correctly locked off once panel is installed.,,,,,,
checkpoint,Ensure internal & perimeter seal of panel is satisfactory sealed and any 4-way joints are correctly sealed,,,,,,
,,,,,,,
checklist,Curtain Wall Panel Install,,,,,,Curtain Wall Panel Install
section,"Panel type, preparation & location",,,,,,
checkpoint,Confirm the correct panel is prepared per the shop drawings and panel set out drawings.,,,,,,
checkpoint,Confirm any brackets are in the correct location.,,,,,,
checkpoint,Ensure any protection tape is removed where applicable and the panel is thoroughly cleaned.,,,,,,
section,Panel installation,,,,,,
checkpoint,Panel to be installed to correct location per shop drawings.,,,,,,
checkpoint,Ensure EPDM are installed / located prior to launching panel.,,,,,,
checkpoint,Panel to be installed to correct RL per stackerhead installation.,,,,,,
checkpoint,Panel to be installed with a mullion gap to match the stackerhead set-out location.,,,,,,
checkpoint,Panel installed with correct fin and sunshade.,,,,,,
checkpoint,Panel to be installed within tolerances;,,,,,,
section,Fixings and setting,,,,,,
checkpoint,Ensure locking screw is installed on the landing hook.,,,,,,
checkpoint,Ensure fourway caulking joint is applied and satisfactorily sealed,,,,,,
