type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Standard Window QA,,,,,,
section,Standard Window Installation,,,,,,
checkpoint,Acceptance of opening,,,,,,
checkpoint,Opening prep.,,,,,,
checkpoint,Window frame check,,,,,,
checkpoint,Window frame installed,,,,,,
checkpoint,Fixing types,,,,,,
textbox,Types:,,,,,,
checkpoint,Fixing centres as per shop drawings,,,,,,
tickbox,Photo taken,,,,,,
checkpoint,Embedment length as per shop drawings,,,,,,
textbox,Length:,,,,,,
checkpoint,Edge distance as per shop drawings,,,,,,
textbox,Distance:,,,,,,
tickbox,Photo taken,,,,,,
checkpoint,Air seal - PEF rod continuous,,,,,,
tickbox,Photo taken,,,,,,
checkpoint,Air seal - sealant width/depth ratio,,,,,,
checkpoint,Fit rainshield angle,,,,,,
section,Standard Window Final QA,,,,,,
checkpoint,Hardware fitted and functioning,,,,,,
checkpoint,All complete and no visible defects,,,,,,
,,,,,,,
checklist,Sliding Door QA,,,,,,
section,Sliding Door Installation,,,,,,
checkpoint,Acceptance of opening,,,,,,
checkpoint,Opening prep.,,,,,,
checkpoint,Door frame check,,,,,,
checkpoint,Install wanz bar,,,,,,
checkpoint,Door frame installed,,,,,,
checkpoint,Fixing types,,,,,,
textbox,Types:,,,,,,
checkpoint,Fixing centres as per shop drawings,,,,,,
tickbox,Photo taken,,,,,,
checkpoint,Embedment length as per shop drawings,,,,,,
textbox,Length:,,,,,,
checkpoint,Edge distance as per shop drawings,,,,,,
textbox,Distance:,,,,,,
tickbox,Photo taken,,,,,,
checkpoint,Air seal - PEF rod continuous,,,,,,
tickbox,Photo taken,,,,,,
checkpoint,Air seal - sealant width/depth ratio,,,,,,
checkpoint,Fit rainshield angle,,,,,,
section,Sliding Door Final QA,,,,,,
checkpoint,Hardware fitted and functioning,,,,,,
checkpoint,All complete and no visible defects,,,,,,
