"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fc44f316-65af-4658-a916-8acccb901119","","checklist-flat","","SYS - Job Details Checklist (V1)","checklist-flat","FALSE","FALSE","Job Details"
"a184365c-6c00-4ce8-9630-0f3593ca1e64","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture"
"1149ba57-3fb5-4b6b-92bb-a6ab6eee47ba","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels"
"13270611-ddca-49d2-bbb2-734b4a5ea9bf","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels","Building A "
"8f6a35b1-8d7d-431b-a2ab-9e906ab24be6","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05"
"2b42f667-4b81-4ada-b47b-4f90fe3579d5","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P64/02"
"3dc3f821-6ee5-4f35-83d8-872a3ca94915","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P64/03"
"a950b07b-52e9-4d46-b6d2-aa168dafa836","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P64/04"
"418684cb-48e3-4495-9c8d-2cf46bc263cc","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P65/02"
"58663b69-d25f-4d2b-aa18-6a0d18f3e6dc","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P66/02"
"b50ee062-5fc0-4a47-8274-cb2ea4dbf5ec","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P66/03"
"98594ebc-527b-4b03-9634-b60078676f1b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P67/03"
"dd1fd6a4-f819-4627-a9a8-0f1890fd7980","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P68/04"
"bc4c48d5-38ce-4fb5-8c4c-9c90fd6cbf3c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P69/04"
"d595f1a3-445c-4fee-ba5e-f321b9dc3d63","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P70/05"
"3c022f54-bab9-4072-85a8-2052d7ef362e","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P71/05"
"629ce521-0c31-43cf-8979-91d5dfe710b8","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P72/05"
"33317e99-6332-4ca6-8379-da4c74192ee5","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P73/05"
"96d0036a-b771-4c35-989d-fc902a080271","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P74/05"
"b7d83b72-0fa8-4ff6-bbd6-5242e7a9c7af","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P75/05"
"2ae4614e-f829-4eec-8866-e5f92555ce9f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P76/05"
"14c60cbf-a64a-4be1-b0fb-5f369f231efa","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P77/05"
"d3df1494-68ce-43b0-a170-1d58b9f5afd9","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P78/05"
"228f05b0-3ca8-462b-84cb-610f83944474","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P78A/05"
"0880a3e0-6cd6-45a5-880a-fe5ae1240dca","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P79/05"
"62ebb760-c8d3-488c-94b9-7c382597a21a","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P80/05"
"e9d93c2f-4dc7-4717-b6b5-c4f328bea414","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P81/05"
"661cb9be-f6d2-406b-8145-8b72b02b0b20","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P82/05"
"71183df9-16b2-4ed7-8fa3-9afcdfccba1f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P83/05"
"c36d4914-3d22-4047-abb3-ea61d09a9415","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P84/05"
"145087c3-9203-4876-b64a-e0a70808b9f7","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P85/05"
"34d5fded-4f20-4d39-97dd-002fa6835907","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P86/05"
"cb0fc3d3-e57e-4cdc-8ec6-9c20b0cb9d89","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P87/05"
"187c7cbd-2ef6-4ae1-bae3-5a4e499b7fcb","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P88/05"
"4e652eba-9f8d-4f88-ad81-17efc4de0dfa","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P89/05"
"12430cb2-ba1f-4d06-b392-dee74cb77b9e","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P90/05"
"9bd5cc13-9390-4266-9cd8-feebe9780e27","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P91/05"
"7d1e5770-4a7a-4c6d-a062-1cff6e4c74f4","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P91/05R"
"193dd65e-d863-4550-9feb-94fdf783b36b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P92/05"
"04142cc9-7097-45db-b61d-cd45ef545ca9","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P92/05R"
"50baea64-36ae-4ba7-afe9-750898f52525","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P93/05"
"ba8ad2b1-cfda-417e-b292-2c5b5eba9e66","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P93/05R"
"7424d5be-522c-419e-9700-93a0c2115a25","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P94/05"
"16221cf0-2594-4ab1-95bd-6125529c4a61","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P95/05"
"c9f09ea4-216c-47c7-9acc-9c922442f287","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P96/05"
"46e5cc01-ac0e-4aa5-ad03-7acb1af2878c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P97/05"
"a85ef8d2-8c4c-4d12-89e8-3c8f1e40ca08","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P98/05"
"2af37969-34f5-4743-bd81-7801cb7b5f94","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P99/05"
"c061e967-f98a-4463-acf4-5eb682c190b8","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P100/05"
"1ffa35ab-9d5a-4c8e-9cb7-24f0974cd725","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P101/05"
"b7ff8890-a0b0-43a2-9081-35704d4913c4","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P102/05"
"79791e99-266e-4370-9015-65ce7143f004","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P103/05"
"040f4ffc-36b5-48e5-84c5-66f0954c4862","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P104/05"
"12a5c29c-16fe-4e19-a793-d3d311a88443","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels","Building B","Roof Panels "
"a3f6497b-9725-47d6-9a0b-5e8d74b29774","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","Roof Panels ","782-B-P105"
"d81c2070-bccf-4360-8382-434ffaa218eb","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","Roof Panels ","782-B-P106"
"2fbaac8e-48de-4c48-9324-afb5c41ff3a6","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","Roof Panels ","782-B-P107"
"810dcf6f-067c-4623-a22d-03ff4a1c619a","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels","Building C"
"a1ed96a2-ea6e-4c67-9ca5-939329510149","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05"
"d70c3dc1-d299-4b2c-a4e6-717563abbceb","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P01"
"96edaa54-db32-45d9-b01a-66e5cbd73ac2","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P02"
"652310e3-235b-4366-9706-fc326f9cb535","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P03"
"7ebb4097-577c-4c68-8724-21a043914275","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P04"
"ce478737-85b8-482f-9187-efa975a5425b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P05"
"67d51eeb-7123-4f3a-a03c-d85e4d23cc2f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P06"
"c9c7cca4-f550-4d8e-8ffe-d93613f09ebe","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P07"
"f69d45ce-e656-4848-baa1-f8533a5fdd82","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P08"
"3f3ad8d7-b58b-458a-8fbc-0b21571461af","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P08A"
"a61be091-3338-481d-a531-add39cedd0b3","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P09"
"1eb2fac8-dab7-4b61-b073-e9496d52d704","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P10"
"88fa183c-d4f1-4303-9eb8-121176256148","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P11"
"4295d72c-213a-4802-be94-b8c673cd9458","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P12"
"ce65761a-b931-403a-94c8-59152d415c36","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P13"
"cd06f3f0-6a6d-44ca-ac98-226438b46636","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P14"
"2c70819a-cd3d-4ae1-9d4e-9a5ae538c0fc","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P15"
"80c04fd4-be8e-448b-bf1e-cca0d23d9e18","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P16"
"ec323670-3cdf-4739-a37e-e2069075a283","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P17"
"c8b4f25b-5d34-4127-8a79-8583d64fd851","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P18"
"9d9a90a1-e2f3-4f49-a2fe-c1620dabb0ea","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P19"
"1b746c26-056a-4b6b-a259-b9d73c7a06f8","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P20"
"28566dd0-3145-46e1-a7a7-096ce9cea0bb","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P21"
"80224e07-6098-473b-a8ef-d7e96a25bd54","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P22"
"73e08ea5-97e3-4319-9961-42bfb7d8b44f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P23"
"ee8756e7-4229-4543-a5ba-7e1f28995c62","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P24"
"c843dd9f-c8a2-4a34-8bb6-23f7415e7670","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P25"
"b5609e49-1ebe-4bc6-842d-e0d5d25e1b6e","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P26"
"bb60135f-22cd-4407-bf94-75748ec190a2","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P27"
"25e9f57a-744c-4a74-86d6-aba08c691ec0","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P28"
"c71306c4-8a42-4789-8d08-fa2867083937","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P29"
"4a68e8e5-a6a6-4169-b231-f614648c8c5c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P30"
"4102415b-f015-44f9-ac33-c9ab8e21e6ca","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P31"
"333a5c97-117a-4142-b95a-c3c4640e334d","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P32"
"67a9e63d-b71f-421d-a24c-4f6a41b3e1ef","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P33"
"2ed3d3d0-9a40-44b4-b5f0-2cbed2a1444c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P34"
"c22d5480-2752-487d-9269-dd273bb5c237","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P35"
"2d3d8988-5f07-4e27-8380-09412ea363fa","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P36"
"eec39425-9c8d-4275-9258-3b3faaf3c55a","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P37/01"
"957793c7-f31a-41a4-99f1-684f1501071c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P37/02"
"876eb083-aa88-4cd8-991f-75701674c1f0","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P37/03"
"cf3cdc1a-2911-4cd6-bf10-aba910873a06","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P37/04"
"6962480d-e6ab-41db-a661-a38aded0b938","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P38/01"
"ce418075-7b6f-4b06-b110-cfe6520bd41a","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P38/02"
"48f0e05b-4ed7-4a4b-a8c8-b41b44a0bfed","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P38/03"
"8bbd8a93-c99f-47e7-961b-0a5984b2c7aa","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P38/04"
"a5aa3d30-6107-4953-b260-31da0df39c45","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P39/01"
"36397498-cdba-4929-ab9f-2f00bc1a0d4d","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P39/02"
"c39084a2-2b44-4415-a9f0-8947c5e802b2","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P39/03"
"98a00c95-8077-436d-94a2-093090eba8dc","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P39/04"
"a6221748-e4e2-4a56-8542-f82e2709931c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P40/01"
"412f2126-2791-4178-9d44-352d4c276552","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P40/02"
"af360979-5939-487e-bcaf-d377df580e02","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P40/03"
"62d105fe-00cf-4ba4-86f6-8ef955f943d8","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P40/04"
"d1bc5b39-0a4e-4fd7-945d-49e3129a6934","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P41/01"
"e4d6ca79-c99a-484d-bdd3-e87dfc6252d0","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P41/02"
"06ba21b2-ea54-40c7-bf83-af470a27766c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P41/03"
"f077c4c7-f021-40bc-b32c-e54398f81af8","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P41/04"
"c7de7bd9-7e3c-4029-891f-fd55a0c182ea","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P42/01"
"5fad4e5e-d82b-4d05-b209-21c08b376d6b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P42/02"
"9ece5f18-97ee-47ec-bd79-38d7925a2bb5","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P42/03"
"5829da4b-4a26-4492-929d-ee28d6103a1f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P42/04"
"d8282f07-a4b5-4a47-9c33-117f60c85b21","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P43/01"
"bb294441-df43-4bfd-8a32-dec9f883827d","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P43/02"
"f5af6d09-3ef1-4950-9315-b682590f6579","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P43/03"
"047f3c58-0533-45aa-b6d6-45b009104568","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P43/04"
