resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,step,,,Site QA,,,,,,,,
,,,,step,,,,Basement 1,,,,,,,
Lift Pits Waterproofing,,,,checklist,,,,,Lifts 1-3 Pit,,,,,,
Lift Pits Waterproofing,,,,checklist,,,,,Lifts 4-6 Pit,,,,,,
Lift Pits Waterproofing,,,,checklist,,,,,Lifts 7-9 Pit,,,,,,
Lift Pits Waterproofing,,,,checklist,,,,,Lift 10 Pit,,,,,,
Lift Pits Waterproofing,,,,checklist,,,,,Lift 11 Pit,,,,,,
Waste/bin rooms,,,,checklist,,,,,Skybar Waste Room,,,,,,
Waste/bin rooms,,,,checklist,,,,,Hotel Bin Room,,,,,,
Waste/bin rooms,,,,checklist,,,,,Residential Bin Room,,,,,,
Waste/bin rooms,,,,checklist,,,,,Dirty Linen,,,,,,
Waste/bin rooms,,,,checklist,,,,,Clean Linen,,,,,,
Waste/bin rooms,,,,checklist,,,,,Cleaners Room,,,,,,
Stormwater Tanks Waterproofing,,,,checklist,,,,,Stormwater Tank,,,,,,
Stormwater Tanks Waterproofing,,,,checklist,,,,,Rainwater Tank,,,,,,
Stormwater Tanks Waterproofing,,,,checklist,,,,,OSD Tank,,,,,,
,,,,step,,,,Ground,,,,,,,
Fire Sprinkler Tanks Waterproofing,,,,checklist,,,,,Fire Pump Room,,,,,,
Waste/bin rooms,,,,checklist,,,,,Waste Room,,,,,,
Waste/bin rooms,,,,checklist,,,,,Pub Bin Room,,,,,,
Fire Sprinkler Tanks Waterproofing,,,,checklist,,,,,Fire Pump Room/Tank,,,,,,
Waste/bin rooms,,,,checklist,,,,,Bulky Waste 1,,,,,,
Waste/bin rooms,,,,checklist,,,,,Bulky Waste 2,,,,,,
Internal wet areas,,,,checklist,,,,,Hotel Staff Locker Room,,,,,,
Internal wet areas,,,,checklist,,,,,Hotel Lobby Toilets,,,,,,
Internal wet areas,,,,checklist,,,,,Pub Kitchen,,,,,,
Internal wet areas,,,,checklist,,,,,Pub Toilets,,,,,,
Planter Box Waterproofing,,,,checklist,,,,,Planterboxes,,,,,,
,,,,step,,,,Level 1,,,,,,,
