type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,ITP 01 - Rigid Board,,,,,,Rigid Board ITP
checkpoint,Set out Rigid Board,,,,,,
checkpoint,Install Rigid Board,,,,,,
checkpoint,Tape & Seal,,,,,,
checkpoint,Clean up,,,,,,
checkpoint,Materials Receipt Inspection,,,,,,
,,,,,,,
checklist-flat,ITP 03 - Partition walls,,,,,,Partition Wall ITP
checkpoint,Set out walls,,,,,,
checkpoint,Furring channel to walls,,,,,,
checkpoint,Metal stud wall frame,,,,,,
checkpoint,Noggins,,,,,,
checkpoint,Check no screws in deflection head,,,,,,
checkpoint,Service Check for pre-installation of sheets,,,,,,
checkpoint,Sheet all walls,,,,,,
checkpoint,Caulking,,,,,,
checkpoint,Check insulation in walls,,,,,,
checkpoint,Stopping to walls,,,,,,
checkpoint,Sanding to walls ,,,,,,
checkpoint,Clean up,,,,,,
checkpoint,Check walls for patching,,,,,,
checkpoint,Materials Receipt Inspection,,,,,,
,,,,,,,
checklist-flat,ITP 04 - Suspended Ceiling,,,,,,Sus Ceiling ITP
checkpoint,Frame ceilings,,,,,,
checkpoint,Bulkhead framing,,,,,,
checkpoint,Trim out access panels,,,,,,
checkpoint,Insulation to ceilings,,,,,,
checkpoint,Service Check for pre-installation of sheets,,,,,,
checkpoint,Sheets to ceiling,,,,,,
checkpoint,Stopping to ceilings,,,,,,
checkpoint,Sanding to ceilings,,,,,,
checkpoint,Fit access hatch frame,,,,,,
checkpoint,Cut out for lights,,,,,,
checkpoint,Clean up,,,,,,
checkpoint,Check ceilings for patching,,,,,,
checkpoint,Materials Receipt Inspection,,,,,,
,,,,,,,
checklist-flat,ITP 05 - Incoming Goods,,,,,,Incoming Goods ITP
checkpoint,Check the items,,,,,,
checkpoint,Check Quantity,,,,,,
checkpoint,Check the label,,,,,,
checkpoint,Material Receipt Inspection,,,,,,
