"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"78b59380-9fd8-4823-8321-e74bb482fba2","","pass","","folder","TRUE","FALSE","CORE 01"
"e916743b-e3d7-4b60-b4c9-89f8f8eaf663","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C17"
"68e8c430-81e6-4b52-b164-4552697d08f8","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C18"
"454c624d-85da-4082-96ad-fe503fd5fa0f","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C19"
"f7329b57-2290-4c50-b89d-e825d53f0845","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C20"
"a90aa0c5-aa20-4575-a36f-b9a7b4f799ec","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C21"
"be82be49-2f68-4f30-a8b5-42f527b93dbc","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C22"
"8cab6b74-8ada-4c9a-97ff-675aabc7704c","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C23"
"9cf36f96-7177-466f-acdf-54bee1b844d7","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C24"
"e27593d5-3f54-4c6d-9077-517acc0eb5e3","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C25"
"4e3cffff-08ac-4fe4-9039-af1a4bfbcdd9","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C26"
"1faf5f3d-47a2-4d06-a684-0b8cd845f009","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C27"
"662d436b-3480-4eb4-b22d-5eac27992478","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C28"
"03fab843-ce87-4b9a-ab36-b7e7b4b564e5","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C29"
"1ceb6345-d6f7-445a-bab1-baa86ec64bb9","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C30"
"7f69a507-e091-43e7-8061-ee7f1f3ce367","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C31"
"eb58611f-2156-4833-8b4f-c6555c279e13","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C32"
"165b4c33-9bba-4592-93e1-585025fb8333","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C33"
"8eb7cf6f-4f28-4559-a774-52aec7a3030c","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C34"
"f236fb0b-92d2-46f2-a042-9a2a3b59afc5","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C35"
"0a6c8fea-675a-45cc-8828-24bdc7f52ab6","","work-in-progress","","folder","TRUE","FALSE","CORE 05"
"49ed0949-1e53-4d54-a6f4-8984592db9e7","","work-in-progress","","folder","TRUE","FALSE","CORE 05","CUBES"
"1a02270e-cd20-4daf-9fbe-66caabdd886e","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C01"
"86179288-08ed-41c6-aa90-20cae49bdf65","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C02"
"cc0628c1-a32f-4576-8d37-6c1dca53c9ae","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C03"
"efc98598-98e3-4617-b4a0-4e8fb2144978","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C04"
"58d60ca3-0e96-4422-b8b3-b7f71d1095bf","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C05"
"06c95ec7-0312-4e32-87f9-217c1b5debda","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C06"
"d9f5538e-c37d-41b9-942d-4d863c2f90cc","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C07"
"140788d5-79c1-4a52-9202-a77ffdea1e60","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C08"
"98de2683-792d-4272-984e-4bcd1ffc906e","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C09"
"63d7dc23-ed35-434c-a1e0-f10742c78402","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C10"
"0803d87e-7141-4f5a-b2e7-d9278ddcdd92","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C11"
"bd365d6f-bd2b-4c6b-9bd1-71629c57ac90","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C12"
"97997d8b-0e20-4877-849e-254d7a12dde1","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C13"
"9238238f-9e4a-46ba-877a-fa0fc539cafa","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C14"
"f3d882eb-cdc9-4b48-81c2-d6c56cb21438","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C15"
"12a90cf3-b49d-41e8-93e7-a19f46b163c1","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C16"
"f86f760a-f6f3-4929-962e-5d4c3cdb136b","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C17"
"661d1ec6-b5f7-4183-8bcf-ec575f32a3dd","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C18"
"c974e98d-008a-45ae-aa41-af4ba29d4bfa","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C19"
"98fdc940-aa6c-44dc-81c9-a74869162bd3","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C20"
"c841042e-1b09-4c65-a5d8-b84f84d71df7","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C21"
"5cf3a2e4-613c-4a2e-9a3a-f9c1b1d13103","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C22"
"e670f6b5-7457-45ea-a0e0-e666582959cc","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C23"
"542df287-3b4e-4d43-ac83-22618bde3d10","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","CUBES","C05C24"
"3c32eeb5-da8d-499e-893e-0bd8a583892a","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 05","CUBES","C05LD01"
"dd2330ff-bfee-44a3-9698-54f8aeea7e5f","","pass","","folder","TRUE","FALSE","CORE 05","WALLS"
"98dea9ac-233c-4114-af0a-6c0417ad0c49","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C03P"
"e757a11d-d817-4c11-a92e-9383f792fe4f","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C04P"
"78c30291-80d6-4bb4-930b-229833b20f9c","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C05P"
"7366b303-dd69-410d-8e0a-b2e4dd4599dc","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C06P"
"2383f409-013f-4287-9ac9-5d1319a185bc","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C07P"
"9adb2b0c-6de0-444e-bac2-8a27d97d4a3e","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C08P"
"348653d5-1a65-46dd-a308-d3a35d78ba45","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C09P"
"b5600a3b-5390-45d2-bac9-f9c1d4387b0a","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C10P"
"b81fc595-7f17-4b2b-82ef-d45707834631","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C11P"
"30af11be-65b0-4b98-b856-e80ab0e1a76a","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C12P"
"3fae3ebd-00fb-4195-8f88-df19ba03a279","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C13P"
"7ef80055-7874-4139-bda3-e3a76e46a63c","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C14P"
"20bad810-3580-4ee2-9226-58ac45dd545c","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C15P"
"3ca557ab-4253-46cc-a12a-5c34abc7cb04","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C16P"
"b3152101-b3f5-4829-9353-b909aa0b50f9","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C17P"
"6ae5d439-0339-4ab8-9c73-8f91b6d03d34","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C18P"
"6ad10898-c061-4536-ac5a-952ed7e0e4fa","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C19P"
"893f21ba-4427-4a09-b71c-55cc875a4ab0","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C20P"
"2e212c0b-8210-480f-9aa1-26c46fe788c1","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C21P"
"afc96d0e-8d6e-4da6-a5f7-e2d8b23501b2","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C22P"
"811a389d-039e-4a50-8ee2-8999ef3272ab","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C23P"
"3d399328-88bd-4733-b89c-10e8992c4482","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 05","WALLS","C05C24P"
"1c0f24d2-10e4-4a46-83e7-a2dad5f0576f","","pass","","folder","TRUE","FALSE","CORE 06"
"3327327d-1078-46d7-a34d-6f9f77902ed7","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C01"
"4b1f2aba-3b99-4ee6-8383-159e75f055b4","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C02"
"0825573d-a69e-4153-8cbb-4309806b306b","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C03"
"2996266d-b755-402e-a2a7-ff1ffb490483","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C04"
"78e5f692-b478-4262-a732-8f0d3a4d7bcb","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C05"
"e3734f2f-5153-48db-ad77-ca3ac9e87616","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C06"
"35af45ff-0aae-46d9-8e7c-7bb405bc6920","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C07"
"3edd1e3c-a7b8-42a7-8763-7ef6a0c68809","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C08"
"8bd1fb06-bbeb-45c2-aad5-806242dc3c9e","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C09"
"2f36dc8d-d4fc-4bc4-9c92-536517c6c190","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C10"
"3c28a312-5dc5-4a52-baee-503454187dd1","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C11"
"46c959d0-8663-449b-846f-7ed3dbc867d0","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C12"
"818a091a-6430-4854-86ac-6a8cf8a0b321","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C13"
"36abd340-e453-4301-9ce5-c25078ede9d9","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C14"
"0ff85e53-8abd-42f1-9a9b-722e0b0eec7d","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C15"
"c1e7fd4d-5619-4a49-b829-7ef48922a7ec","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C16"
"86bb2faa-4135-4a9c-a0e3-d0cc42e263a7","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C17"
"dbb98f27-a073-4d48-a024-f608be24379c","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C18"
"25684031-3c46-4254-87b7-48b0ce0447e6","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C19"
"6c9c64dc-008a-440e-9d73-e2c4ff584190","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C20"
"21ec35ad-ca5f-41ed-ac82-ddbc4ca2b208","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C21"
"79addeff-fb64-4c88-8379-05dec328c28d","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C22"
"efd3e4e1-783f-48ac-a9db-518ef94342ae","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C23"
"af5d10cc-9c40-476f-a15e-2a7e2e341a2c","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C24"
"f71b9216-08a2-4716-933d-2bb0e9c83a96","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C25"
"ab34eb56-b3bf-46eb-ab81-b399c750b182","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C26"
"bb671596-a826-4368-abc0-f3dff60f9110","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C27"
"b3475b8a-4dde-4096-9534-be90f4f03cbe","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C28"
"83bcfa68-c417-40f1-a1e0-12a664d0d364","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C29"
"fa15d454-4d5a-4fe5-8936-b75dcb5f83a4","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C30"
"0cb70d8a-a47d-41bc-96e0-a71bd47f9f80","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C31"
"b1c3490a-6f92-4b56-83ce-393f812b0971","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C32"
"50176055-a25f-4480-8a5d-85b03202b76c","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C33"
"e3112584-7436-43a2-9d7d-8508d1e90bba","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C34"
"aa95fd8a-a15b-4c90-9a05-f6108b0ec940","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C35"
"c32cb025-491f-403e-b90b-01456e5a0a60","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C36"
"00ff8ce8-c780-42ab-bef8-068445a4e31d","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C37"
"f26ed169-e42c-4001-b99e-d8775d465a62","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 06","C06C38"
"5dfc2a6e-237f-4d74-931a-f697fd02a2d6","","work-in-progress","","folder","TRUE","FALSE","CORE 07"
"e48008fd-2ea6-42f7-8c92-30acdb06c72b","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C01"
"f64c418c-6d3c-4700-80a9-e60f344fa5ae","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C02"
"7cab3f38-dad8-45fe-8a94-949e0c8b1b13","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C03"
"92461505-f256-4f19-8ffb-936d4596aa4d","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C04"
"cfa0c55f-5678-4508-8bc8-be991a5468d2","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C05"
"a62dd02b-cedd-4440-9c57-180945800edb","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C06"
"24aab9ca-936c-45ce-b9f9-a0aa9933aad5","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C07"
"2de6bb3f-5d59-4ae6-9276-fd838aa7e9e8","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C08"
"4bc0b619-6188-4997-bdc0-f847eb7ec7ea","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C09"
"7533bac6-7e4a-417b-95f1-e62e7412af34","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C10"
"cfe87e5b-987d-42cb-8191-faab513381e4","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C11"
"a6a3ab3e-539a-4885-a7cd-eb312daa0544","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C12"
"bf8ce18c-7398-4a7f-a57d-90f0c95e477f","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C13"
"5f226767-780e-43fa-a04e-0ea5fa34ff03","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C14"
"9b7c5ef7-8bb8-42d6-a428-e6cbfc4604ad","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C15"
"21691c2d-3219-4be4-a474-c7b4133e08cd","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C16"
"a4ec3a81-83f5-44ee-9db3-056126d5c4db","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C17"
"2e640bc6-ed5b-40b4-b78b-6703c659afc0","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C18"
"d8773380-6977-4b41-a885-69f42df0b35a","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C19"
"08e75e14-5538-48b0-920b-ac45ba44e52d","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C20"
"36e8b180-435e-4899-89fc-5cb835976544","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C21"
"13fe42c9-1ac4-4556-be28-bbe63ac38259","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C22"
