Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Hole Coring Progress,,,,,,,
,Scope,,,Hole Coring,,,
,Rows,,,,,,
,,Core Hole 01,,core hole 01,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 02,,core hole 02,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 03,,core hole 03,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 04,,core hole 04,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 05,,core hole 05,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 06,,core hole 06,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 07,,core hole 07,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 08,,core hole 08,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 09,,core hole 09,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 10,,core hole 10,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 11,,core hole 11,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 12,,core hole 12,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 13,,core hole 13,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 13A,,core hole 13a,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 14,,core hole 14,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 15,,core hole 15,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 16,,core hole 16,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 17,,core hole 17,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 18,,core hole 18,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 19,,core hole 19,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 20,,core hole 20,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 21,,core hole 21,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 22,,core hole 22,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 23,,core hole 23,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 24,,core hole 24,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 25,,core hole 25,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 26,,core hole 26,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 27,,core hole 27,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 28,,core hole 28,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 29,,core hole 29,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 30,,core hole 30,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 31,,core hole 31,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 31A,,core hole 31a,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 32,,core hole 32,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 33,,core hole 33,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 34,,core hole 34,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 35,,core hole 35,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 36,,core hole 36,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 37,,core hole 37,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 38,,core hole 38,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 39,,core hole 39,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 40,,core hole 40,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 41,,core hole 41,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 42,,core hole 42,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 42A,,core hole 42a,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 43,,core hole 43,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 44,,core hole 44,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 45,,core hole 45,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 46,,core hole 46,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 47,,core hole 47,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 48,,core hole 48,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 49,,core hole 49,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 50,,core hole 50,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 51,,core hole 51,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 52,,core hole 52,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 53,,core hole 53,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 53A,,core hole 53a,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 54,,core hole 54,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 54A,,core hole 54a,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 54B,,core hole 54b,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 55,,core hole 55,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 55A,,core hole 55a,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 56,,core hole 56,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 57,,core hole 57,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 58,,core hole 58,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 59,,core hole 59,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 60,,core hole 60,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 61,,core hole 61,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,,Core Hole 62,,core hole 62,Lower Ground Core holes 1-62,Zone A (Building B),Hole Coring
,Columns,,,,,,
,,Correct size of core hole for service penetration (65mm),,confirm correct size of core hole for service penetration - 65mm,,,
,,Correct size of core hole for service penetration (125mm),,confirm correct size of core hole for service penetration - 125mm,,,
,,Hole coring complete in accordance with approval & sign-off,,hole coring complete in accordance with approval and sign-off,,,
