"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ca136500-88ef-48b2-9972-cd43ffce3c67","","folder-normal","not-started","","step","TRUE","FALSE","WY1"
"af6a3158-3baa-4745-81b9-1280d78de1c7","","folder-normal","not-started","","step","TRUE","FALSE","WY1","WY1-1A"
"363f6221-6bdb-4e55-918d-5e1cd9b0b37e","","folder-normal","not-started","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF"
"044aa2e2-ccfb-4815-aff1-8465d38334d7","","folder-normal","not-started","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_COMPONENT ASSEMBLY"
"6417e2f4-c28a-416c-b85a-0e7ecbabfd43","","folder-normal","no-status-not-started","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_COMPONENT ASSEMBLY","APPROVED TIMBER_CUTTING LIST"
"3e9a1711-780f-4253-81cd-6040d66d186e","","folder-normal","not-started","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_COMPONENT ASSEMBLY","COMPONENT TIMBER CUT PRODUCTION INSPECTION"
"59e53ac2-126e-4b8e-b62d-f109f2692250","","checklist-sectioned","not-started","EGM_Ver1.2_22.11.23_ Component 1_Timber Cut Production_Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_COMPONENT ASSEMBLY","COMPONENT TIMBER CUT PRODUCTION INSPECTION","EGM_Ver1.2_22.11.23_ Component 1_Timber Cut Production_Inspection"
"aa7ed516-c9b0-49a2-ac26-f9edcf786f68","","folder-normal","not-started","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_COMPONENT ASSEMBLY","PRE-ASSEMBLE STRUCTURAL STUD INSPECTION"
"93775d72-4445-4fb8-b9ee-8cdf4dc45fad","","checklist-sectioned","not-started","EGM_Ver1.0_22.11.23_Element Pre-Assembly 1_Structural Stud_Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_COMPONENT ASSEMBLY","PRE-ASSEMBLE STRUCTURAL STUD INSPECTION","EGM_Ver1.0_22.11.23_Component Pre-Assembly 1_Structural Stud_Inspection"
"7f32aa21-4797-4861-a47f-211474ada95d","","folder-normal","not-started","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_COMPONENT ASSEMBLY","PRE-ASSEMBLY PILOT HOLES INSPECTION"
"3e0d931c-8839-4b45-b837-0c6ae1d68ef2","","checklist-sectioned","not-started","EGM_Ver1.2_22.11.23_Element Pre-Assembly 2_Pilot Holes_Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_COMPONENT ASSEMBLY","PRE-ASSEMBLY PILOT HOLES INSPECTION","EGM_Ver1.2_22.11.23_ Element Pre-Assembly 2_Pilot Holes_Inspection"
"7fd228a1-9ab8-416c-8fcb-53ab9abcf9ab","","folder-normal","not-started","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_COMPONENT ASSEMBLY","PRE-ASSEMBLY PRE-CUT_LINING MATERIAL INSPECTION"
"dd61ed51-b152-4a35-902d-b09bdb532c05","","checklist-sectioned","not-started","EGM_Ver1.2_22.11.23_Element Pre-Assembly 3_Pre-Cut Lining Materials_Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_COMPONENT ASSEMBLY","PRE-ASSEMBLY PRE-CUT_LINING MATERIAL INSPECTION","EGM_Ver1.2_22.11.23_Element Pre-Assembly 3_Pre-Cut Lining Materials_Inspection"
"cb1d4c40-62e7-47cd-bcbb-0bd6f85a1bb6","","folder-normal","not-started","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_ELEMENT ASSEMBLY"
"89140329-2700-4926-a731-cdef902564a1","","folder-normal","not-started","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_FLOOR CASSETTE"
"ae6570ca-f842-4cc6-b6c8-85fa31563016","","checklist-sectioned","not-started","EGM_Ver1.1_22.11.23_Element Assembly 2_Frame Structure_Floor Cassette / F1_Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_FLOOR CASSETTE","EGM_Ver1.1_22.11.23_Element Assembly 2_Frame Structure_Floor Cassette / F _Inspection"
"5914da59-f852-4b64-9f05-c60a9ccb8220","","folder-normal","not-started","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_CEILING CASSETTE"
"e6fc2028-a9a6-49ec-a800-5f33d4f942a9","","folder-normal","not-started","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_CEILING CASSETTE","CE -ELECTRICAL PRE-WIRING & MECHANICAL"
"e6c5b7d3-8070-4a9f-8c72-579d5a021930","","checklist-sectioned","not-started","EGM_Ver1.0_22.03.23_Element Assembly 4_Electrical & Mechanical_Ceiling Cassette / CE1_Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_CEILING CASSETTE","CE -ELECTRICAL PRE-WIRING & MECHANICAL","EGM_Ver1.0_22.03.23_Element Assembly 4_Electrical & Mechanical_Ceiling Cassette / CE _Inspection"
"ea7af435-64f2-4be2-a41b-7e3bee1b7f3b","","checklist-sectioned","not-started","EGM_Ver1.0_22.03.23_Element Assembly 3_Frame Structure_Ceiling Cassette / CE1_Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_CEILING CASSETTE","EGM_Ver1.0_22.03.23_Element Assembly 3_Frame Structure_Ceiling Cassette / CE _Inspection"
"cdce71c3-4f46-4064-9787-a405dbab53e4","","folder-normal","not-started","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_STRUCTURAL WALL FRAMES & PRELINE INSPECTION"
"77d82860-c558-40bb-afb0-836990e8fb98","","checklist-sectioned","not-started","EGM_Ver1.4_23.11.23_Element Assembly 1_Wall Structure - EW / MW / CW / TW_Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_STRUCTURAL WALL FRAMES & PRELINE INSPECTION","EGM_Ver1.4_23.11.23_Element Assembly 1_Wall Structure - EW / MW / CW / TW_Inspection"
"6eddaac2-1d77-403d-bebd-48d88687847a","","folder-normal","not-started","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_NON-STRUCTURAL FRAMES & PRELINE INSPECTION"
"54f7509b-0eb4-45e0-9bc8-dff7291a7d23","","checklist-sectioned","not-started","EGM_Ver1.0_18.12.23_Element Assembly 6_Wall Frame /IW_Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_NON-STRUCTURAL FRAMES & PRELINE INSPECTION","EGM_Ver1.0_18.12.23_Element Assembly 6_Wall Frame /IW_Inspection"
