"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Earthworks Overall Progress"
,"Scope",,
,"Rows"
,,"Earthworks","grouping","earthworks"
,,"anchors","expanded","earthworks","anchors"
,,"basement 6","expanded","earthworks","basement 6"
,,"basement 5","expanded","earthworks","basement 5"
,,"basement 4","expanded","basement 4","earthworks"
,,"basement 3","expanded","earthworks","basement 3"
,,"basement 2","expanded","earthworks","basement 2"
,,"basement 1","expanded","earthworks","basement 1"
,"Columns"
,,"Shoring Piles",,"shoring piles"
,,"Shotcrete",,"shotcrete"
,,"Anchors",,"anchors"
,,"Bulk Excavation",,"bulk excavation"
,,"Hydraulic Groundwork",,"hydraulic groundwork"
,,"Tanking",,"tanking"
,,"Top Down Construction",,"top down construction"

"Structure Overall Progress"
,"Scope",,
,"Rows"
,,"Basement 5",,"basement 5"
,,"Basement 4",,"basement 4"
,,"Basement 3",,"basement 3"
,,"Basement 2",,"basement 2"
,,"Basement 1",,"basement 1"
,,"Ground",,"ground"
,,"Level 1",,"level 1"
,,"Level 2",,"level 2"
,,"Level 3",,"level 3"
,,"Level 4",,"level 4"
,,"Level 5",,"level 5"
,,"Level 6",,"level 6"
,,"Level 7",,"level 7"
,,"Level 8",,"level 8"
,,"Level 9",,"level 9"
,,"Level 10",,"level 10"
,,"Level 11",,"level 11"
,,"Level 12",,"level 12"
,,"Level 13",,"level 13"
,,"Level 14",,"level 14"
,,"Level 15",,"level 15"
,,"Level 16",,"level 16"
,,"Level 17",,"level 17"
,,"Level 18",,"level 18"
,,"Level 19",,"level 19"
,,"Level 20",,"level 20"
,,"Level 21",,"level 21"
,,"Level 22",,"level 22"
,,"Level 23",,"level 23"
,,"Level 24",,"level 24"
,,"Level 25",,"level 25"
,,"Level 26",,"level 26"
,,"Level 27",,"level 27"
,,"Level 28",,"level 28"
,,"Level 29",,"level 29"
,,"Level 30",,"level 30"
,,"Level 31",,"level 31"
,,"Level 31",,"level 31"
,,"Level 32",,"level 32"
,,"Level 33",,"level 33"
,,"Level 34",,"level 34"
,,"Level 35",,"level 35"
,,"Level 36",,"level 36"
,,"Level 37",,"level 37"
,,"Level 38",,"level 38"
,,"Level 39",,"level 39"
,,"Level 40",,"level 40"
,,"Level 41",,"level 41"
,,"Level 42",,"level 42"
,,"Level 43",,"level 43"
,,"Level 44",,"level 44"
,,"Level 45",,"level 45"
,,"Level 46",,"level 46"
,"Columns"
,,"Formwork & Reinforcing",,"formwork & reinforcing"
,,"Suspended Slab",,"suspended slab"
,,"Precast",,"precast"
,,"Concrete Pour",,"concrete pour"
,,"Columns",,"columns"

"Fit Out - Basement"
,"Scope",,
,"Rows"
,,"Basement 6",,"basement 6"
,,"Basement 5",,"basement 5"
,,"Basement 4",,"basement 4"
,,"Basement 3",,"basement 3"
,,"Basement 2",,"basement 2"
,,"Basement 1",,"basement 1"
,"Columns"
,,"Lift A1",,"lift a1"
,,"FS01",,"fs01"
,,"FS02",,"fs02"
,,"FS03",,"fs03"
,,"Carpark & Line Markings",,"carpark & line markings"
,,"Storage Room",,"storage room"
,,"Storage Lockers",,"storage lockers"
,,"Bike Rack",,"bike rack"
,,"Framing/Carpentry",,"framing/carpentry"
,,"Plumbing",,"plumbing"
,,"Electrical",,"electrical"
,,"Mechanical",,"mechanical"
,,"Fire Services",,"fire services"

"Fit Out - Lobby ITP"
,"Scope",,
,"Rows"
,,"Ground Floor","grouping","ground floor"
,,"Lobby, Lift & Stairs",,"ground floor","lobby, lift & stairs"
,,"Level 1","grouping","level 1"
,,"Lobby, Lift & Stairs",,"level 1","lobby, lift & stairs"
,,"Generator Room",,"generator room","level 1"
,,"Level 2","grouping","level 2"
,,"Lobby, Lift & Stairs",,"level 2","lobby, lift & stairs"
,,"Level 3","grouping","level 3"
,,"Lobby, Lift & Stairs",,"lobby, lift & stairs","level 3"
,,"Level 4","grouping","level 4"
,,"Lobby, Lift & Stairs",,"level 4","lobby, lift & stairs"
,,"Communal Area",,"level 4","communal area"
,,"Pool",,"level 4","pool"
,,"Male Toilet",,"level 4","male toilet"
,,"Female Toilet",,"level 4","female toilet"
,,"Accessibility Female Toilet",,"level 4","accessibility female toilet"
,,"Accessibility Male Toilet",,"level 4","accessibility male toilet"
,,"Level 5","grouping","level 5"
,,"Lobby, Lift & Stairs",,"level 5","lobby, lift & stairs"
,,"Level 6","grouping","level 6"
,,"Lobby, Lift & Stairs",,"level 6","lobby, lift & stairs"
,,"Level 7","grouping","level 7"
,,"Lobby, Lift & Stairs",,"lobby, lift & stairs","level 7"
,,"Level 8","grouping","level 8"
,,"Lobby, Lift & Stairs",,"level 8","lobby, lift & stairs"
,,"Level 9","grouping","level 9"
,,"Lobby, Lift & Stairs",,"level 9","lobby, lift & stairs"
,,"Level 10","grouping","level 10"
,,"Lobby, Lift & Stairs",,"level 10","lobby, lift & stairs"
,,"Level 11","grouping","level 11"
,,"Lobby, Lift & Stairs",,"level 11","lobby, lift & stairs"
,,"Level 12","grouping","level 12"
,,"Lobby, Lift & Stairs",,"level 12","lobby, lift & stairs"
,,"Level 13","grouping","level 13"
,,"Lobby, Lift & Stairs",,"lobby, lift & stairs","level 13"
,,"Level 14","grouping","level 14"
,,"Lobby, Lift & Stairs",,"level 14","lobby, lift & stairs"
,,"Level 15","grouping","level 15"
,,"Lobby, Lift & Stairs",,"level 15","lobby, lift & stairs"
,,"Level 16","grouping","level 16"
,,"Lobby, Lift & Stairs",,"level 16","lobby, lift & stairs"
,,"Level 17","grouping","level 17"
,,"Lobby, Lift & Stairs",,"lobby, lift & stairs","level 17"
,,"Level 18","grouping","level 18"
,,"Lobby, Lift & Stairs",,"level 18","lobby, lift & stairs"
,,"Level 19","grouping","level 19"
,,"Lobby, Lift & Stairs",,"level 19","lobby, lift & stairs"
,,"Level 20","grouping","level 20"
,,"Lobby, Lift & Stairs",,"lobby, lift & stairs","level 20"
,,"Level 21","grouping","level 21"
,,"Lobby, Lift & Stairs",,"level 21","lobby, lift & stairs"
,,"Level 22","grouping","level 22"
,,"Lobby, Lift & Stairs",,"level 22","lobby, lift & stairs"
,,"Level 23","grouping","level 23"
,,"Lobby, Lift & Stairs",,"level 23","lobby, lift & stairs"
,,"Level 24","grouping","level 24"
,,"Lobby, Lift & Stairs",,"lobby, lift & stairs","level 24"
,,"Level 25","grouping","level 25"
,,"Lobby, Lift & Stairs",,"level 25","lobby, lift & stairs"
,,"Level 26","grouping","level 26"
,,"Lobby, Lift & Stairs",,"level 26","lobby, lift & stairs"
,,"Level 27","grouping","level 27"
,,"Lobby, Lift & Stairs",,"level 27","lobby, lift & stairs"
,,"Level 28","grouping","level 28"
,,"Lobby, Lift & Stairs",,"lobby, lift & stairs","level 28"
,,"Level 29","grouping","level 29"
,,"Lobby, Lift & Stairs",,"level 29","lobby, lift & stairs"
,,"Level 30","grouping","level 30"
,,"Lobby, Lift & Stairs",,"level 30","lobby, lift & stairs"
,,"Level 31","grouping","level 31"
,,"Lobby, Lift & Stairs",,"lobby, lift & stairs","level 31"
,,"Level 32","grouping","level 32"
,,"Lobby, Lift & Stairs",,"level 32","lobby, lift & stairs"
,,"Level 33","grouping","level 33"
,,"Lobby, Lift & Stairs",,"level 33","lobby, lift & stairs"
,,"Level 34","grouping","level 34"
,,"Lobby, Lift & Stairs",,"level 34","lobby, lift & stairs"
,,"Level 35","grouping","level 35"
,,"Lobby, Lift & Stairs",,"lobby, lift & stairs","level 35"
,,"Level 36","grouping","level 36"
,,"Lobby, Lift & Stairs",,"level 36","lobby, lift & stairs"
,,"Level 37","grouping","level 37"
,,"Lobby, Lift & Stairs",,"level 37","lobby, lift & stairs"
,,"Level 38","grouping","level 38"
,,"Lobby, Lift & Stairs",,"level 38","lobby, lift & stairs"
,,"Level 39","grouping","level 39"
,,"Lobby, Lift & Stairs",,"lobby, lift & stairs","level 39"
,,"Level 40","grouping","level 40"
