"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"355ef459-b353-4bd8-8662-10c122f66761","","folder-normal","fail","","step","TRUE","FALSE","QA"
"be662c48-8e32-49c7-a243-9edd3ffb8210","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Foundations"
"84ff9862-68ec-44d8-b8b5-1221d4eea00f","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 8 Apartments HVAC first fix","Apartment 1106"
"3eb10e78-02ee-412b-87e7-21e1d5330a04","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 8 Apartments HVAC first fix","Apartment 1107"
"21efd425-c2c7-4383-be78-31f01558a430","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 8 Apartments HVAC first fix","Apartment 1108"
"53f47f02-d1ea-4b48-a0df-f395692f0134","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 8 Apartments HVAC first fix","Apartment 1109"
"a5a9e96b-4bd0-4871-8c3d-2c3b289a849d","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 8 Apartments HVAC first fix","Apartment 1110"
"cc7ec3e1-023d-42aa-a8bb-21ecce9ed6b6","","folder-normal","fail","","step","TRUE","FALSE","QA","Level 9 Apartments HVAC first fix"
"f879f32a-5f48-44e8-8691-e1503925582a","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 9 Apartments HVAC first fix","Apartment 1201"
"b2311988-4ed0-4416-a1ad-022816577490","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 9 Apartments HVAC first fix","Apartment 1202"
"2bf5cc27-aa8b-4c3a-a986-1782f4651e1a","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 9 Apartments HVAC first fix","Apartment 1203"
"51979ce0-aee7-4a1c-8168-12d9502a8988","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 9 Apartments HVAC first fix","Apartment 1204"
"0a05dd82-a567-47a6-892f-d12ec806f4cd","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 9 Apartments HVAC first fix","Apartment 1205"
"f0ecc98f-0426-4a73-9f0e-f5ad3855dfee","","checklist-flat","fail","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 9 Apartments HVAC first fix","Penthouse 07"
"365649be-c802-447a-a7e7-13710078fd57","","checklist-flat","work-in-progress","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 9 Apartments HVAC first fix","Penthouse 08"
"fe44aa0e-4b50-4bd3-9160-b606addbdfce","","folder-normal","not-started","","step","TRUE","FALSE","QA","Level 10 HVAC first fix"
"33a93e8c-8c59-4e56-aa5a-24670fe0c027","","checklist-flat","not-started","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 10 HVAC first fix","Penthouse"
"97052845-9280-4150-b033-1ac2eb5087c2","","folder-normal","fail","","step","TRUE","FALSE","QA","Tower 1 (West) Level 9 Apartments"
"7dca94be-2d27-4519-84ca-c86adcbc2f30","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201"
"0519d83d-5ee5-4fa6-a41f-549441bcec4c","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202"
"742b2747-3730-49c7-b970-36ab57fab913","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203"
"33b2b55c-b841-4b4c-9974-eab48c68d6c6","","checklist-sectioned","fail","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204"
"6e0d504d-344b-40a8-85cb-7fef10541306","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1205"
"e75e3135-a4d3-4206-8962-23209c55f0d7","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Tower 2 (East) Level 9 Penthouses"
"88539de9-9e89-48b6-bfb8-8c3ad7f735e3","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 9 Penthouses","Penthouse 07"
"4ff56679-5c1f-4ccd-b9de-7c21c1ccd75b","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 9 Penthouses","Penthouse 08"
"efabaa20-0487-472a-8148-77fbb36491e9","","folder-normal","not-started","","step","TRUE","FALSE","QA","Tower 1 (West) Level 10 Penthouse"
"3c334179-73f9-44c7-921a-071ad77eb038","","checklist-sectioned","not-started","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 10 Penthouse","Penthouse"
"3d9ba156-3d52-4ff9-a076-8ed3a3261060","","folder-normal","pass","","step","TRUE","FALSE","QA","Level 3 Apartments HVAC first fix"
"ac119ba4-14c9-4d69-9092-ec6ff1784e76","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 3 Apartments HVAC first fix","Apartment 604"
"cdcaada3-3614-42fb-a237-a3503ce7881c","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 3 Apartments HVAC first fix","Apartment 607"
"a5b2e85f-d476-4e27-a0fe-166ab5f449f3","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 3 Apartments HVAC first fix","Apartment 609"
"db108da5-cd76-4425-96b3-5a2051a38e76","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 3 Apartments HVAC first fix","Apartment 612"
"3ac03760-129c-4226-b6cd-30d01e58822c","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Level 2 Apartments HVAC first fix"
"66747b08-53c4-4894-9eb3-31adabea45ba","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 2 Apartments HVAC first fix","Apartment 504"
"95fd5035-2204-42e7-ac40-7672db569adc","","checklist-flat","work-in-progress","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 2 Apartments HVAC first fix","Apartment 507"
"f3b938da-f687-45c1-956b-2aa4b251c0bc","","checklist-flat","work-in-progress","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 2 Apartments HVAC first fix","Apartment 509"
"e52d1d5a-3cb2-47ee-8cbb-d5f1d0853fe1","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 2 Apartments HVAC first fix","Apartment 512"
"1f3b25ca-5982-4a7e-889c-e4f0ffe39373","","folder-normal","pass","","step","TRUE","FALSE","QA","Level 1 Apartments HVAC first fix"
"2f9fdd01-5fbb-418f-823a-1488a02bd88b","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 1 Apartments HVAC first fix","Apartment 410"
"a62dc6b6-cc42-4ee5-ae69-beac80186bab","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 1 Apartments HVAC first fix","Apartment 401"
"df00cd8f-6f48-4a1b-b9ca-4b7e3eec2a7e","","folder-normal","not-started","","step","TRUE","FALSE","QA","Deck Drains - Level 1 Podium"
"1591be1b-947c-453d-b2c3-c7fb83329d5f","","checklist-flat","not-started","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Level 1 Podium","Apartment 401"
"9031f054-c898-4d3f-b2a7-2b5d74132802","","checklist-flat","not-started","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Level 1 Podium","Apartment 402"
"f640cf54-70e2-4bda-bcda-7764b5046c45","","checklist-flat","not-started","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Level 1 Podium","Apartment 403"
"12fe0885-e0b5-45fd-899d-42112374f24f","","checklist-flat","not-started","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Level 1 Podium","Apartment 404"
"473bd28d-d78d-4fb9-af12-87c73f716b80","","checklist-flat","not-started","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Level 1 Podium","Apartment 405"
"ce0548da-d02b-46b8-8cb2-ea5627cf6e94","","checklist-flat","not-started","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Level 1 Podium","Common area"
"a4c6b2ee-410d-4018-9a11-24d3dabe0a5d","","checklist-flat","not-started","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Level 1 Podium","Apartment 407"
"e8d8eb7c-ba67-48d8-8f0d-0ff58ad9534d","","checklist-flat","not-started","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Level 1 Podium","Apartment 408"
"26456701-b87e-4ec6-8b01-19a43bb95740","","checklist-flat","not-started","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Level 1 Podium","Apartment 409"
"af20a16b-4f6e-4b5d-b105-671fd41813fa","","checklist-flat","not-started","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Level 1 Podium","Apartment 410"
"59410755-52b8-4824-b7da-9f7a355f5d25","","checklist-flat","not-started","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Level 1 Podium","Apartment 411"
"7ec7de44-f89b-4da1-ae4d-4d1cb17a9099","","folder-normal","pass","","step","TRUE","FALSE","QA","Deck Drains - Tower 1 Level 2 Apartments"
"6d3dd3eb-31c4-4a9f-aa2a-b61b6e9e8919","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 2 Apartments","Apartment 501"
"d06f1315-4dcf-4bc0-9c59-47a30cdae774","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 2 Apartments","Apartment 502"
"57f903c4-9c63-4424-8436-b69f7c0efb71","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 2 Apartments","Apartment 503"
"10be5789-df2c-4150-8784-4bb2cef57750","","checklist-flat","not-applicable","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 2 Apartments","Apartment 504"
"2b15e135-81aa-4c78-a430-84071df6bd11","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 2 Apartments","Apartment 505"
"e2eb289b-4aed-41c0-8193-905ee9f5c89b","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 2 Apartments","Apartment 506"
"08ae10b6-d2b1-4d91-a26a-e04d9abd2c2b","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Deck Drains - Tower 2 Level 2 Apartments"
"eb28d509-2ac6-4809-8dca-d74885869c79","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 2 Apartments","Apartment 507"
"ed5a7847-5bb3-47ba-b5f7-acb0f5fb04a2","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 2 Apartments","Apartment 508"
"b4094c29-82f7-4f0c-8f47-7d3b56c3eb35","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 2 Apartments","Apartment 509"
"6a22ccb9-bc90-4cf5-bcfc-a1d5d9069e8e","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 2 Apartments","Apartment 510"
"b689041a-6718-4a5b-80b8-7bf4e3a01f23","","checklist-flat","not-started","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 2 Apartments","Apartment 511"
"13bdbe04-495b-4236-8c4f-5bbd7e28137c","","checklist-flat","not-applicable","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 2 Apartments","Apartment 512"
"7ecd242c-640f-4d59-b526-61035d6c3c88","","folder-normal","pass","","step","TRUE","FALSE","QA","Deck Drains - Tower 1 Level 3 Apartments"
"cb5f242d-7e13-4a28-a55e-69ce376ac15a","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 3 Apartments","Apartment 601"
"78f75f7d-38a5-4d50-9d75-651681861135","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 3 Apartments","Apartment 602"
"77c49ee8-e96a-478c-b569-9b290378156e","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 3 Apartments","Apartment 603"
"eabe2cc7-3c11-401b-a6c2-bb27956392e4","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 3 Apartments","Apartment 604"
"7346f968-d584-47ca-9b91-8e8476028e01","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 3 Apartments","Apartment 605"
"590e5818-07cd-413f-a7c1-8f9157a977bf","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 3 Apartments","Apartment 606"
"9e48eef2-6bfa-48b3-aa5a-685b8676cc74","","folder-normal","pass","","step","TRUE","FALSE","QA","Deck Drains - Tower 2 Level 3 Apartments"
"81fbb012-9947-4924-b122-6cb0fd829429","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 3 Apartments","Apartment 607"
"3fc4fecc-fdad-405e-ab19-7a9784587aa6","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 3 Apartments","Apartment 608"
"21f4a9f2-f8a5-40ab-a20c-6d9ec0084640","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 3 Apartments","Apartment 609"
"ad07b6d5-612b-4104-887b-17a1c7fb1436","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 3 Apartments","Apartment 610"
"0e294bff-bacd-4ca7-a84e-17b78ac01222","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 3 Apartments","Apartment 611"
"9e301716-484b-423f-9dc6-2eaf0e340f75","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 3 Apartments","Apartment 612"
"e68ba674-857a-458b-9fe9-4013ff05aba6","","folder-normal","pass","","step","TRUE","FALSE","QA","Deck Drains - Tower 1 Level 4 Apartments"
"266d9940-2c37-4ce9-9858-194fa9ddc3d4","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 4 Apartments","Apartment 701"
"a1a27aa6-8248-47e4-bbc8-c4ba343a6181","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 4 Apartments","Apartment 702"
"0d9f014d-46ca-4c1b-b04b-ec6e0fe44f65","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 4 Apartments","Apartment 703"
"edd4fbe6-53cd-4422-96ce-aa1c49763a1e","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 4 Apartments","Apartment 704"
"d9613e0d-79b7-4ff5-88be-944baefdab41","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 4 Apartments","Apartment 705"
"f17135d4-e4ac-4dce-9f2a-bda7225ede3a","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 4 Apartments","Apartment 706"
"2e12c5eb-a3c9-4cb7-9bbf-5f60270c4b02","","folder-normal","pass","","step","TRUE","FALSE","QA","Deck Drains - Tower 2 Level 4 Apartments"
"c93f3bab-2984-429e-bcce-0a39acf9997e","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 4 Apartments","Apartment 707"
"f2abc245-52d6-4a9a-a58b-fef184add229","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 4 Apartments","Apartment 708"
"2f905363-ce79-427a-ae58-9a07b959db04","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 4 Apartments","Apartment 709"
"41f4246d-897a-46bd-93fc-bca59281a947","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 4 Apartments","Apartment 710"
"af9143d3-823a-4bea-9941-8dadc4af8f6e","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 4 Apartments","Apartment 711"
"9f8fa445-e11e-4791-926b-b7236a2d5316","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 4 Apartments","Apartment 712"
"faf24f21-f707-42b6-bd73-627aeb55471e","","folder-normal","pass","","step","TRUE","FALSE","QA","Deck Drains - Tower 1 Level 5 Apartments"
"85c5bd5e-38eb-4737-8458-02995c1acfed","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 5 Apartments","Apartment 801"
"40a366a7-7120-4ad2-8a8b-1596f6756c36","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 5 Apartments","Apartment 802"
"e6dceb4b-7ca3-44ef-aaf0-a2cf99d02481","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 5 Apartments","Apartment 803"
"63c1825f-f44c-4b35-82ee-e3b39e6a844a","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 5 Apartments","Apartment 804"
"1b932931-3a47-499b-b471-9cd8f53dd051","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 5 Apartments","Apartment 805"
"ea73d73e-2365-42ba-a7e0-3a007bd23df0","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 5 Apartments","Apartment 806"
"03351599-d75c-40bb-9c6c-cfe3204b6701","","folder-normal","pass","","step","TRUE","FALSE","QA","Deck Drains - Tower 2 Level 5 Apartments"
"27715fb0-ddfa-4c35-a999-e08e4a6125c1","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 5 Apartments","Apartment 807"
"85ee8472-d4b3-4661-a21e-69d48ab1c882","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 5 Apartments","Apartment 808"
"b4cfa770-c8bd-4831-99ed-2cb30957af91","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 5 Apartments","Apartment 809"
"e65d652f-6544-4fa8-8a24-f7897083c5e8","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 5 Apartments","Apartment 810"
"205f4dc8-147c-4aed-885f-cbd7ba04caa2","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 5 Apartments","Apartment 811"
"cde85b23-1aa1-4470-b550-08c32a65aa8f","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 5 Apartments","Apartment 812"
"fb693216-c46d-4531-ac23-813f2e4a0732","","folder-normal","pass","","step","TRUE","FALSE","QA","Deck Drains - Tower 1 Level 6 Apartments"
"bae95186-e96d-422c-aa03-a527187a1aec","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 6 Apartments","Apartment 901"
"3314bb92-2bb1-432d-b829-cd1ec13efff4","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 6 Apartments","Apartment 902"
"4cd3c43a-142d-4f5f-87f4-040003787aad","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 6 Apartments","Apartment 903"
"d7fe0cc0-a3d2-46dd-999f-c19ecb32ff62","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 6 Apartments","Apartment 904"
"069e061e-8ae3-4268-96c8-08afdf793d96","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 6 Apartments","Apartment 905"
"f135b669-c366-4688-ad09-b969fc62a65b","","folder-normal","pass","","step","TRUE","FALSE","QA","Deck Drains - Tower 2 Level 6 Apartments"
"053aba4d-039c-460d-8b59-e7f3baf33d69","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 6 Apartments","Apartment 906"
"74868830-a6be-4a2e-a03f-77b3a655e28d","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 6 Apartments","Apartment 907"
"39ddb8c4-98c9-411b-bc35-4be38a1fac69","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 6 Apartments","Apartment 908"
"3ef73dfe-ccb0-413e-96a4-9e97b4613fd5","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 6 Apartments","Apartment 909"
"0b802d62-09a6-4d5b-aa72-629da7eb37b1","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 6 Apartments","Apartment 910"
"cd8dad8d-1953-4e34-9224-29f292777523","","folder-normal","pass","","step","TRUE","FALSE","QA","Deck Drains - Tower 1 Level 7 Apartments"
"06d876c0-d938-4fee-b677-ec0df793463f","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 7 Apartments","Apartment 1001"
"599f07fd-3d8c-440d-bfb4-dedc4fc0b3e1","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 7 Apartments","Apartment 1002"
"486bdeec-c76b-4a49-babd-394b8b596ceb","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 7 Apartments","Apartment 1003"
"3117c91b-14ac-4dc6-af1d-978092616786","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 7 Apartments","Apartment 1004"
"431d36e6-f950-4de1-b9cf-92f545004086","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 7 Apartments","Apartment 1005"
"39802b35-4a8c-4819-a5fa-50f29dfa4e14","","folder-normal","pass","","step","TRUE","FALSE","QA","Deck Drains - Tower 2 Level 7 Apartments"
"153dec4c-4389-488e-97f4-3df7d9c53d55","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 7 Apartments","Apartment 1006"
"80da18d4-8dd7-46e6-b095-7b3a33d827d2","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 7 Apartments","Apartment 1007"
"814b60e5-c10a-4449-99c0-6da3f0bcc2be","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 7 Apartments","Apartment 1008"
"75d8452b-2fe3-463e-a080-e93e1c1608e8","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 7 Apartments","Apartment 1009"
"cc8e45a9-e0f2-429b-933a-542d41e4d565","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 7 Apartments","Apartment 1010"
"2b5423f9-7cb1-490d-837c-046ed1885832","","folder-normal","pass","","step","TRUE","FALSE","QA","Deck Drains - Tower 1 Level 8 Apartments"
"3dd5968e-8ae6-43eb-9290-afa92d32bb7b","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 8 Apartments","Apartment 1101"
"40c8aca4-dbb5-4e51-9dd8-2c6e1b6b5e07","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 8 Apartments","Apartment 1102"
"a82a5a06-8fba-474e-9ff4-59520665660f","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 8 Apartments","Apartment 1103"
"a1b80624-2369-4fc8-a85a-b114cc3c9e69","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 8 Apartments","Apartment 1104"
"19700a3d-65d7-4e54-bbd5-92cc1f5c3301","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 8 Apartments","Apartment 1105"
"d587de37-a548-4183-ba40-b39d19980127","","folder-normal","pass","","step","TRUE","FALSE","QA","Deck Drains - Tower 2 Level 8 Apartments"
"fb4e81f9-7402-403e-8022-2a5dadd2a0cd","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 8 Apartments","Apartment 1106"
"3e85b408-163b-4c28-a622-a0687c069c6a","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 8 Apartments","Apartment 1107"
"ec9fa36c-4066-4c8b-9c34-50b65682027b","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 8 Apartments","Apartment 1108"
"f0f3cf3a-140b-4079-b21a-d671536fe317","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 8 Apartments","Apartment 1109"
"bdb13421-a8db-4c49-80e3-b9ed6b5d59f7","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 8 Apartments","Apartment 1110"
"bb133a2c-4040-4291-8289-68c152e5aaac","","folder-normal","pass","","step","TRUE","FALSE","QA","Deck Drains - Tower 1 Level 9 Apartments"
"0893afd6-820b-4548-9663-614732287420","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 9 Apartments","Apartment 1201"
"28a9c4bd-f2f9-486e-a367-7128b85fe079","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 9 Apartments","Apartment 1202"
