"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a06278dc-020f-464d-ad7c-4ab3e3aebe7d","","work-in-progress","","folder","TRUE","FALSE","Level 3"
"1f152433-890c-417b-a4e2-ab8c6ce17743","","work-in-progress","","folder","TRUE","FALSE","Level 3","Section A"
"2bf57cf1-d7f5-48e4-b593-145a01caad0f","","work-in-progress","Exterior balustrade","checklist","FALSE","FALSE","Level 3","Section A","Exterior balustrade"
"2649ad53-48f1-4f54-ae26-9c07c680f2c2","","not-started","","folder","TRUE","FALSE","Level 3","Section B"
"9849f8a7-2ba3-4c23-bc94-d666610d4d89","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 3","Section B","Exterior balustrade"
"0419addb-e270-4cca-9c43-75055dd510b4","","not-started","","folder","TRUE","FALSE","Level 3","Section C"
"889aa112-c622-4c1f-b81a-17bc48c74571","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 3","Section C","Exterior balustrade"
"bd57dd48-dcb5-4e94-bcd3-bf5d2ff15d75","","not-started","","folder","TRUE","FALSE","Level 3","Section D"
"e1a79664-2196-48e1-94bf-8acdbce66f21","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 3","Section D","Exterior balustrade"
"d12d4d55-93da-496d-bef1-6a1ac65d658b","","not-started","","folder","TRUE","FALSE","Level 3","Section E"
"fa4bdec2-4a68-4a53-a8b3-ed388d8ac2d1","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 3","Section E","Exterior balustrade"
"bc47359d-923d-43b5-b0ae-258ddacc413f","","not-started","","folder","TRUE","FALSE","Level 3","Section F"
"11eac4a2-c6b6-4e4c-b363-113e00163d58","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 3","Section F","Exterior balustrade"
"11000fd4-d7ae-4ddc-9939-f87fb17a8e05","","not-started","","folder","TRUE","FALSE","Level 3","Section G"
"251ab49a-15b3-482b-b7fc-9c73c9ff42a6","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 3","Section G","Exterior balustrade"
"b99d1768-64ef-424e-a280-d655ed2c5f86","","not-started","","folder","TRUE","FALSE","Level 3","Section H"
"6a05d575-1fd3-4009-8223-134588f9b37c","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 3","Section H","Exterior balustrade"
"0e6cba6e-6b72-425b-bd8e-8080b3da9c59","","not-started","","folder","TRUE","FALSE","Level 3","Section I"
"63eafe11-795a-47db-ad6a-d407e45e9c21","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 3","Section I","Exterior balustrade"
"6ef9d0c9-39cb-4955-9469-a61dd52cd81f","","not-started","","folder","TRUE","FALSE","Level 3","Section J"
"4c881dfd-5491-41af-8118-542f7bb2c62b","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 3","Section J","Exterior balustrade"
"2d22272f-2efe-468c-9fc8-a01ebde14995","","not-started","","folder","TRUE","FALSE","Level 3","Section K"
"1555a09b-bfd9-4dd9-9203-25fd050fa2a5","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 3","Section K","Exterior balustrade"
"5cee957a-67b6-4e49-88c8-2ade6ac31a97","","not-started","","folder","TRUE","FALSE","Level 3","Section L"
"2f4d9902-b273-49e7-aa6e-d6ddf14d9a07","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 3","Section L","Exterior balustrade"
"7ad6cf7c-b924-4ea7-b334-107a83f8bd38","","not-started","","folder","TRUE","FALSE","Level 3","Section M"
"43496d39-0233-4d95-9565-0ea95403e9bb","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 3","Section M","Exterior balustrade"
"99382492-19c3-4907-a5c5-4c35d6e5ed8a","","not-started","","folder","TRUE","FALSE","Level 3","Section N"
"9c1b60ef-2677-4b30-811d-329f77691241","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 3","Section N","Exterior balustrade"
"c066f621-1525-449e-aab8-3c4c00e48a64","","not-started","","folder","TRUE","FALSE","Level 3","Section O"
"7ff28924-3094-41ae-a8a1-34a420389608","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 3","Section O","Exterior balustrade"
"ac8e4060-b2da-4f96-89ab-33d6ca57e475","","not-started","","folder","TRUE","FALSE","Level 3","Section Q"
"e61367a0-4c06-4c2f-aa94-3857342527cc","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 3","Section Q","Exterior balustrade"
"f6356b2d-26e7-47cb-a11c-ac6abc5c3279","","not-started","","folder","TRUE","FALSE","Level 3","Screens"
"246e0bfa-afcd-4510-be6f-31d18ca45ea5","","not-started","Exterior screens","checklist","FALSE","FALSE","Level 3","Screens","Exterior screens"
"9094c4d4-d50f-42e5-906c-b01a9cf70043","","work-in-progress","","folder","TRUE","FALSE","Level 2"
"bc3c69b1-42dd-4188-b57b-a56167a38ffc","","work-in-progress","","folder","TRUE","FALSE","Level 2","Section A"
"51c1aa02-c810-4ff9-8735-48b14acd0687","","work-in-progress","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section A","Exterior balustrade"
"6a526451-78e7-4a67-b187-3d8d6d69b57b","","not-started","","folder","TRUE","FALSE","Level 2","Section B"
"7f5da421-b416-46e0-a22e-d7d29cdc4ada","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section B","Exterior balustrade"
"732d2b63-28d4-48e7-8cb9-803607d22d97","","not-started","","folder","TRUE","FALSE","Level 2","Section C"
"77b8a791-7dc1-45c3-be94-a14aa5eb4d94","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section C","Exterior balustrade"
"b2196da1-da6d-45de-bdc0-08e6f3c2a7f7","","not-started","","folder","TRUE","FALSE","Level 2","Section D"
"f83cce80-59b4-4efc-b3c1-36464c419b88","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section D","Exterior balustrade"
"d56362d7-f6bc-4987-adf4-f33736bac598","","not-started","","folder","TRUE","FALSE","Level 2","Section E"
"857bcb1e-e9d8-4109-9973-61f5548e9c39","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section E","Exterior balustrade"
"142d52f1-1e6d-44b9-a282-64649a4bdb43","","work-in-progress","","folder","TRUE","FALSE","Level 2","Section F"
"20a8084d-4852-40a5-a159-514c5628b50b","","work-in-progress","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section F","Exterior balustrade"
"1e3f5796-c2b3-4226-b4ed-b8be6611baf3","","not-started","","folder","TRUE","FALSE","Level 2","Section G"
"97c0af66-33aa-4181-a484-faa3d3a087dd","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section G","Exterior balustrade"
"8d74ef65-84ca-4ca0-8785-5f2726da2930","","not-started","","folder","TRUE","FALSE","Level 2","Section H"
"3632ca79-cef8-48aa-93a0-b688e45c1f60","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section H","Exterior balustrade"
"bb96807d-700a-413f-a412-99bbf2b54238","","not-started","","folder","TRUE","FALSE","Level 2","Section I"
"155b76f9-515a-4938-a164-15a69f9d1e99","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section I","Exterior balustrade"
"f4d5a754-2fa3-4d4a-992e-310e40ee1024","","not-started","","folder","TRUE","FALSE","Level 2","Section J"
"89c648bb-3132-45da-afb3-a4951b998b93","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section J","Exterior balustrade"
"38128871-f763-4b9c-a6d8-7732b5e8f3fe","","not-started","","folder","TRUE","FALSE","Level 2","Section K"
"c938f1cf-c829-4616-bb27-979004dee5b3","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section K","Exterior balustrade"
"ae01478b-ed0b-4ae3-af44-490f881f139c","","not-started","","folder","TRUE","FALSE","Level 2","Section L"
"24121518-19f5-4bd5-bcae-e3f1f8a4809c","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section L","Exterior balustrade"
"2bd2d8ca-c50d-4cbb-a30f-8b11f39d42bf","","not-started","","folder","TRUE","FALSE","Level 2","Section M"
"63cc875a-f689-4e63-8441-ad6b3e51f46c","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section M","Exterior balustrade"
"002ba1be-a33e-4500-b309-c7d632d504d0","","not-started","","folder","TRUE","FALSE","Level 2","Section N"
"75a9e7bf-90fa-4c62-a3cb-c297a6a8e8ac","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section N","Exterior balustrade"
"057bd83d-3ef4-4e3a-bf61-d82577deaf74","","not-started","","folder","TRUE","FALSE","Level 2","Section O"
"e99764e6-a1d4-4933-a06f-193070352173","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section O","Exterior balustrade"
"9a0ff285-127e-4c4a-8b0d-91751ccadbd9","","not-started","","folder","TRUE","FALSE","Level 2","Section P"
"37d9ac63-498b-456c-bc5c-b3c874badeb9","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section P","Exterior balustrade"
"69c30681-665c-418c-ab57-4d0056193d7c","","not-started","","folder","TRUE","FALSE","Level 2","Section Q"
"58c99218-4d80-4e59-a944-439dd7dcbe4a","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 2","Section Q","Exterior balustrade"
"4ba3d9af-7247-4e00-a245-76e1c262772c","","not-started","","folder","TRUE","FALSE","Level 2","Screens"
"2d183d11-54b2-4ccb-aef9-b6f03e0b65aa","","not-started","Exterior screens","checklist","FALSE","FALSE","Level 2","Screens","Exterior screens"
"27322627-c69c-4222-bfbb-b1dbea4b37a6","","work-in-progress","","folder","TRUE","FALSE","Level 1"
"1e4d2103-4579-45db-a7cc-40e7e47cd6f0","","work-in-progress","","folder","TRUE","FALSE","Level 1","Section A"
"80fa0536-4930-4adf-9d53-6ec2a3078cbb","","work-in-progress","Exterior balustrade","checklist","FALSE","FALSE","Level 1","Section A","Exterior balustrade"
"fb6cfd2d-fab9-4905-826a-fbb70f1a7ec4","","not-started","","folder","TRUE","FALSE","Level 1","Section B"
"7ab72815-63f0-483a-9ce5-33d3ef414032","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 1","Section B","Exterior balustrade"
"5bc7512f-016a-4c32-816f-5812fafb5509","","not-started","","folder","TRUE","FALSE","Level 1","Section C"
"c5fb1a92-6d4d-4ec9-a754-6e8693199e45","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 1","Section C","Exterior balustrade"
"3dffb487-3711-4828-a8a7-243a8f9a0b65","","not-started","","folder","TRUE","FALSE","Level 1","Section D"
"6d69f3e0-14e2-450a-b6a9-6ef547930e3f","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 1","Section D","Exterior balustrade"
"86e911c1-3a0f-4621-8f81-c2b7c867e9bf","","not-started","","folder","TRUE","FALSE","Level 1","Section E"
"c88413db-8e8a-49b2-adfe-fb53def900c3","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 1","Section E","Exterior balustrade"
"c241261a-28f4-4333-b7e3-3b61d7fd1f23","","not-started","","folder","TRUE","FALSE","Level 1","Section F"
"76a6c0fa-c5cb-476d-ad3a-1ce15af342fd","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 1","Section F","Exterior balustrade"
