"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b5638234-13fc-41a6-986a-e857726cb12a","","folder-normal","fail","","step","TRUE","FALSE","Fitzgerald Road"
"7ba39dda-0cba-45bb-a908-03a86cdcabae","","folder-normal","work-in-progress","","step","TRUE","FALSE","Fitzgerald Road","Precast Material Inspections"
"5a3c280e-6d42-4ad5-8ee6-00905b1778a3","","checklist-sectioned","pass","Materials Inspection Checklist ","checklist","FALSE","FALSE","Fitzgerald Road","Precast Material Inspections","057-0002-Rocla 300dia Headwalls for RRV pad"
"825b55d2-2ea7-4619-978c-d0d7d73027a5","","checklist-sectioned","pass","Materials Inspection Checklist ","checklist","FALSE","FALSE","Fitzgerald Road","Precast Material Inspections","057-0102-GBG - Kelly Blocks - 14/10/2021"
"3eec285d-9ec0-4bb4-9882-71a47c8da461","","checklist-sectioned","pass","Materials Inspection Checklist ","checklist","FALSE","FALSE","Fitzgerald Road","Precast Material Inspections","057-0103-GBG - Panels North - 19/10/2021"
"0f68f1c0-d785-4b44-bf3e-1ee24c7542bd","","checklist-sectioned","work-in-progress","Materials Inspection Checklist ","checklist","FALSE","FALSE","Fitzgerald Road","Precast Material Inspections","Auspits - drainage - 24/03/2022"
"ceda42c6-be21-405d-bf18-ace60ebe8886","","folder-normal","fail","","step","TRUE","FALSE","Fitzgerald Road","Structures"
"2b01d4ab-e6d7-47cf-aa14-4b30a20d3f8d","","folder-normal","pass","","step","TRUE","FALSE","Fitzgerald Road","Structures","Piling"
"ba344409-9ce9-4add-9191-80331be784d2","","folder-normal","pass","","step","TRUE","FALSE","Fitzgerald Road","Structures","Piling","North Abutment"
"29b42e28-2798-4b53-b58a-36821e542eca","","checklist-sectioned","pass","ITP-STR-Bored Piling Rev 5","checklist","FALSE","FALSE","Fitzgerald Road","Structures","Piling","North Abutment","057-0003-NA-P7 ITP-STR-Bored Piling Rev 5"
"1df81a51-39b8-49ce-b3c6-9e1bcb2191eb","","checklist-sectioned","pass","ITP-STR-Bored Piling Rev 5","checklist","FALSE","FALSE","Fitzgerald Road","Structures","Piling","North Abutment","057-0004-NA-P5 ITP-STR-Bored Piling Rev 5"
"364cffcf-2bad-40a2-8d39-8a3122a580de","","checklist-sectioned","pass","ITP-STR-Bored Piling Rev 5","checklist","FALSE","FALSE","Fitzgerald Road","Structures","Piling","North Abutment","057-0005-NA-P1 ITP-STR-Bored Piling Rev 5"
"e6310eeb-b6ef-4a10-b5f6-332565135b1f","","checklist-sectioned","pass","ITP-STR-Bored Piling Rev 5","checklist","FALSE","FALSE","Fitzgerald Road","Structures","Piling","North Abutment","057-0006-NA-P3 ITP-STR-Bored Piling Rev 5"
"3b7da749-d95f-425d-af47-b06f9db1ccde","","checklist-sectioned","pass","ITP-STR-Bored Piling Rev 5","checklist","FALSE","FALSE","Fitzgerald Road","Structures","Piling","North Abutment","057-0007-NA-P2 ITP-STR-Bored Piling Rev 5"
"05ad4304-dae7-4315-b846-7999bbe12c6a","","checklist-sectioned","pass","ITP-STR-Bored Piling Rev 5","checklist","FALSE","FALSE","Fitzgerald Road","Structures","Piling","North Abutment","057-0008-NA-P4 ITP-STR-Bored Piling Rev 5"
"055efcd6-26db-48de-a294-136009979825","","checklist-sectioned","pass","ITP-STR-Bored Piling Rev 5","checklist","FALSE","FALSE","Fitzgerald Road","Structures","Piling","North Abutment","057-0009-NA-P6 ITP-STR-Bored Piling Rev 5"
"4b9d92ac-23c2-4ee8-9376-70185829b365","","folder-normal","pass","","step","TRUE","FALSE","Fitzgerald Road","Structures","Piling","South Abutment"
"be8e314e-04e0-41c0-940e-d71e75e80f08","","checklist-sectioned","pass","ITP-STR-Bored Piling Rev 5","checklist","FALSE","FALSE","Fitzgerald Road","Structures","Piling","South Abutment","057-0010-SA-P1 ITP-STR-Bored Piling Rev 5"
"64f86d19-ce36-4f58-9440-d6c6753eb387","","checklist-sectioned","pass","ITP-STR-Bored Piling Rev 5","checklist","FALSE","FALSE","Fitzgerald Road","Structures","Piling","South Abutment","057-0011-SA-P2 ITP-STR-Bored Piling Rev 5"
