"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fedd6d80-ef09-4b80-8fa3-cb870f4b60a8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Build QA"
"b4e57143-7ebd-4c9b-97cc-8c4e044ba869","","folder-normal","pass","","step","TRUE","FALSE","Project Build QA","Stage 401"
"459ca399-d6d8-4fc1-9ea0-f45ffdff98ef","","folder-normal","pass","","step","TRUE","FALSE","Project Build QA","Stage 401","Stage 401 - Fire Kiosk"
"7a6db25d-f5e2-4404-a619-61b641727fc8","","folder-normal","pass","","step","TRUE","FALSE","Project Build QA","Stage 401","Stage 401 - Fire Kiosk","Valve Room"
"07bc27f5-581e-4058-aa05-1a46562d59ee","","checklist-flat","work-in-progress","b049b6b469e4d435f46dab06bcd81b2be4fdea046091855a857c618adbf94ec9","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH34","Timber Trusses"
"524cf621-b531-4652-963e-df3f4d7df1ea","","checklist-flat","work-in-progress","faf399c502a6a69939e6acf03fc541f444ca64fee7851f8bf390358964dcdabd","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH34","External Envelope"
"34dbdf32-366f-4902-8bc8-b92b52eba308","","checklist-flat","work-in-progress","d874736f0b3834d8661357a87d45ecc83a5b71d1a400d416fc97fdfe81030de0","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH34","Windows, Sliders and Sealants"
"21f790ae-8271-4dff-bfe8-faa21f572116","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH34","Skirting, Architraves & Trims"
"4416af2e-5528-450e-a575-20d99358f767","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH34","Hardware"
"899b437e-50c1-43e1-a921-b65ca68e6ee5","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH34","Internal Doors"
"5a958c8c-12d3-4d23-94b8-4dac8dd0a9da","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH34","Handrails"
"c60522fd-5f99-40a6-b34e-22ecbe051968","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH35"
"14319662-4a94-4822-a82e-389df1e02969","","checklist-flat","work-in-progress","db845702340c1d41708c969cc451da14f36b43f98eddc19750c94a12e464ec0f","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH35","Timber Framing"
"7108040e-0e22-4754-973f-27a5bc3a6cf4","","checklist-flat","work-in-progress","b049b6b469e4d435f46dab06bcd81b2be4fdea046091855a857c618adbf94ec9","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH35","Timber Trusses"
"68c79cf2-e3a3-4963-ba49-1b732f91fb36","","checklist-flat","work-in-progress","faf399c502a6a69939e6acf03fc541f444ca64fee7851f8bf390358964dcdabd","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH35","External Envelope"
"0949f011-e88a-4fb0-a4a6-b561f7cadb8c","","checklist-flat","work-in-progress","d874736f0b3834d8661357a87d45ecc83a5b71d1a400d416fc97fdfe81030de0","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH35","Windows, Sliders and Sealants"
"1f17c907-f8c6-49ae-ad63-44314bc92b4f","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH35","Skirting, Architraves & Trims"
"cde89315-1502-48ea-9b5c-a0a3d80c1603","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH35","Hardware"
"34812524-53da-4e8d-9f9d-2716dadc8d0b","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH35","Internal Doors"
"3bd12aa1-db21-4f7f-94d7-2acfc7ad45d9","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH35","Handrails"
"51f0d189-9d8c-4770-81b4-3193d62795a8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH36"
"90519f2f-22a0-4b98-8e0d-73013726b5de","","checklist-flat","work-in-progress","db845702340c1d41708c969cc451da14f36b43f98eddc19750c94a12e464ec0f","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH36","Timber Framing"
"fb7f23e2-dcb1-4e30-b3ea-9c82d41fbf61","","checklist-flat","work-in-progress","b049b6b469e4d435f46dab06bcd81b2be4fdea046091855a857c618adbf94ec9","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH36","Timber Trusses"
"bb6f5b23-4368-44b3-b1d7-ef2bdd5ed4b4","","checklist-flat","work-in-progress","faf399c502a6a69939e6acf03fc541f444ca64fee7851f8bf390358964dcdabd","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH36","External Envelope"
"a600bdae-f491-4a9d-97f6-062e34d91ba7","","checklist-flat","work-in-progress","d874736f0b3834d8661357a87d45ecc83a5b71d1a400d416fc97fdfe81030de0","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH36","Windows, Sliders and Sealants"
"43568b41-6fef-47c8-b13d-92e3a6298622","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH36","Skirting, Architraves & Trims"
"dc32c23c-4afe-4ad5-b9c1-149fd3eb727e","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH36","Hardware"
"bf7f957c-d377-404c-9c05-ff8477acdcdf","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH36","Internal Doors"
"638a2aa7-1aea-44d7-a05d-fdbd7e67afb1","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB11","TH36","Handrails"
"1cb0fbcd-a40a-48f4-b351-18c385c7897f","","folder-normal","not-started","","step","TRUE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13"
"00d1c7dd-4504-48ac-97b7-7c599c52ee2f","","folder-normal","not-started","","step","TRUE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH37"
"3d7d5e5a-8e4f-4928-a43a-ddbe44fe2544","","checklist-flat","not-started","ST - S - Timber Framing","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH37","Timber Framing"
"04b7c342-65a7-47e0-ae05-c4e1a816abbb","","checklist-flat","not-started","ST - S - Roof structure - Timber Trusses","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH37","Timber Trusses"
"5e5b059f-158b-4b1d-8419-37d86fa8e202","","checklist-flat","not-started","FC - S - External Envelope","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH37","External Envelope"
"74e2f8c4-2142-4c3b-8170-9616406c2abf","","checklist-flat","not-started","FC - S - Windows, Sliders and Sealants","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH37","Windows, Sliders and Sealants"
"5aa694c0-3aed-4cf5-b398-785ee5258c1d","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH37","Skirting, Architraves & Trims"
"3a2a061a-95bc-41d5-b304-9ed528cc73ee","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH37","Hardware"
"3c0955b7-9348-4914-a8fc-e5ff223c0ee5","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH37","Internal Doors"
"5bd6462d-148f-4ccc-9029-437bd19a0bf4","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH37","Handrails"
"52f441a4-11f3-42af-b9f8-287c0558c0ad","","folder-normal","not-started","","step","TRUE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH38"
"51038d3e-a3db-4be3-ba28-99745a2cc813","","checklist-flat","not-started","ST - S - Timber Framing","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH38","Timber Framing"
"48c6565f-bf84-4f79-a65e-cb362a13f8ad","","checklist-flat","not-started","ST - S - Roof structure - Timber Trusses","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH38","Timber Trusses"
"3a795b36-a627-4c7b-b7d7-dbe750960e6a","","checklist-flat","not-started","FC - S - External Envelope","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH38","External Envelope"
"e327f708-24e4-4ecc-a9ec-8d45907d789e","","checklist-flat","not-started","FC - S - Windows, Sliders and Sealants","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH38","Windows, Sliders and Sealants"
"5b9a3517-98c8-44a5-990d-bb076c4cf8fc","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH38","Skirting, Architraves & Trims"
"5e1ee4eb-02a6-49ff-95e5-60958ccf7fc7","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH38","Hardware"
"428daa34-e242-4a68-aedf-8e6caeadec66","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH38","Internal Doors"
"4380650d-81e2-4ae3-b435-64be369998b5","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH38","Handrails"
"1b8a9e2a-d769-4a65-b980-ebb06f49bfa9","","folder-normal","not-started","","step","TRUE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH39"
"0dc42a65-3ec9-4769-b3ad-8bde27d445c2","","checklist-flat","not-started","ST - S - Timber Framing","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH39","Timber Framing"
"29b90801-81f1-4843-8bed-34db7a27462d","","checklist-flat","not-started","ST - S - Roof structure - Timber Trusses","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH39","Timber Trusses"
"834bf6f8-5fa0-46da-943f-4dc8470129d0","","checklist-flat","not-started","FC - S - External Envelope","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH39","External Envelope"
"d70ef66c-60e1-42a4-8969-e9572041c9a0","","checklist-flat","not-started","FC - S - Windows, Sliders and Sealants","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH39","Windows, Sliders and Sealants"
"ed642db6-f80a-4ce7-b7c2-6ee7269396ac","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH39","Skirting, Architraves & Trims"
"7e3ceda7-f8fa-4fc7-9251-7472a45d913e","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH39","Hardware"
"86e7ffc4-c035-4150-8518-6daa60d956e1","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH39","Internal Doors"
"18ea4224-655e-47cb-b1ea-5c809fed354d","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","THB13","TH39","Handrails"
"6c5bf3ea-fa1d-4479-9134-781dc81966b5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register"
"6c337f74-eb0e-4026-b1ba-9a545d7992ff","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11"
"5d632a1c-a1f1-4f97-aa92-45eabcd40e59","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH33"
"825354a9-d0b1-44f4-a19d-93f47f6aa13b","","checklist-flat","work-in-progress","c598c66ba2a00e3391fa9719b6120f975eb16cd3654efcbbc7304b631013b92a","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH33","36 - Garage"
"19b43cea-5d1d-4bd2-9cdb-4cfc82601ab8","","folder-normal","pass","","step","TRUE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH33","Penetrations"
"438b66f4-2f5c-41ce-be65-1729e88d0192","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH33","Penetrations","1 - Fire Penetration"
"9e38e8ea-9269-4bf0-8745-a92484ed0fc7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34"
"73f773ff-1b85-4462-932b-37401feb6080","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations"
"b5586b3a-2c74-475e-becc-ac58728e1dbe","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","1 - Fire Penetration"
"8c8d3883-6294-45ed-949e-4af0443d41b6","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","2 - Fire Penetration"
"c0f40184-89f7-481a-88c3-1c1986f94b3d","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","3 - Fire Penetration"
"23cba780-3aa6-44c8-8e0c-4990a1808afd","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","4 - Fire Penetration"
"512b0365-2efe-482e-8582-a7544e7b1c55","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","5 - Fire Penetration"
"d2317cca-22e8-47c4-93a1-b5265d45636d","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","6 - Fire Penetration"
"8b31cae0-12a1-4b66-a3cd-a7674f7cda8f","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","7 - Fire Penetration"
"9cd896ce-8ea7-461d-81c9-c06ab05732ba","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","8 - Fire Penetration"
"d7c45745-1923-4359-9f75-43199ba5cf2b","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","9 - Fire Penetration"
"f434b1ba-0770-46df-8a24-21cdcb65f39d","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","10 - Fire Penetration"
"616cf7eb-b01f-4166-9e9d-95c663c1ee5b","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","11 - Fire Penetration"
"abeaa313-bb73-49d7-9ce0-4828d65f91e1","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","12 - Fire Penetration"
"a1dda62a-3876-4ca5-9ea1-0e6f99929d0e","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","13 - Fire Penetration"
"78387332-37db-485c-933b-6f1a0b5f9e30","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","14 - Fire Penetration"
"6e75a849-ce67-41a0-a427-27a9d1a41c5c","","checklist-flat","not-started","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","15 - Fire Penetration"
"cce37c99-4e64-4b8b-8ac4-3f685466734c","","checklist-flat","not-started","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","16 - Fire Penetration"
"20da4578-c96f-4939-89b0-9cbbf8e91e44","","checklist-flat","not-started","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","17 - Fire Penetration"
"6f480280-bda7-4e76-96c1-3dcea2fef2f9","","checklist-flat","not-started","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH34","Penetrations","18 - Fire Penetration"
"5c17b15e-23f1-47ee-9e07-88cf77034782","","folder-normal","pass","","step","TRUE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH35"
"7152482b-c62c-4ae9-a629-620acefa3833","","folder-normal","pass","","step","TRUE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH35","Penetrations"
"b4ebd5d5-13d7-4204-84fa-955da09980ea","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH35","Penetrations","1 - Fire Penetration"
"9397e0e9-5adf-40ae-8a0e-cb080fff96f8","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH35","Penetrations","2 - Fire Penetration"
"007aa3c9-d865-4c18-984f-82ec11f701c3","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH35","Penetrations","3 - Fire Penetration"
"a6cf3116-782b-4b42-a0c6-d391efe993a1","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH35","Penetrations","4 - Fire Penetration"
"5adf80f0-f2f7-45a0-84eb-faaa4d494497","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH35","Penetrations","5 - Fire Penetration"
"2630e322-1630-4860-a2a7-b460ae11234c","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH35","Penetrations","6 - Fire Penetration"
"d295784a-19d3-4116-ba98-6f90093a9a6e","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH35","Penetrations","7 - Fire Penetration"
"8d99d563-6950-46a2-a295-d30daba0189c","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH35","Penetrations","8 - Fire Penetration"
"1ec5bf3b-f9ac-48da-ac1f-7cf55649ef49","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH35","Penetrations","9 - Fire Penetration"
"b5fe970b-5e3c-493e-a412-ac5908b1c198","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH35","Penetrations","10 - Fire Penetration"
"32b0c5b7-fc22-4fc1-a629-9aef2befd1fb","","checklist-flat","pass","PRE - S - Fire Penetration","checklist-flat","FALSE","FALSE","Project Build QA","Stage 3 - THB 11 & 13","Passive Fire Register","THB11","TH35","Penetrations","11 - Fire Penetration"
