Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
INDOOR DUCTED,,,,,,,,
,Scope,,,INDOORS,,,,
,Rows,,,,,,,
,,INDOORS - A - 6 - A.6.14,,INDOORS,A,6,A.6.14,
,,INDOORS - B - Ground - B.G.10,,INDOORS,B,Ground,B.G.10,
,,INDOORS - D - Ground - D.G.01,,INDOORS,D,Ground,D.G.01,
,,INDOORS - D - Ground - D.G.02,,INDOORS,D,Ground,D.G.02,
,,INDOORS - D - 6 - D.06.05,,INDOORS,D,6,D.06.05,
,Columns,,,,,,,
,,System Ready for Commissioning,,System Ready for Commissioning (COMMENT IF FAIL),,,,
,,Sufficient Access Installed to Service Indoor,,Sufficient Access Installed to Service Indoor,,,,
,,Unit Model & Serial Number,,Unit Model & Serial Number (TAKE PHOTO),,,,
,,Drain termination point Installed,,Drain termination point Installed (TAKE PHOTO),,,,
,,Drain terminated at tundish correctly,,Drain terminated at tundish correctly (TAKE PHOTO),,,,
,,Drain Flow Tested (2ltrs),,Drain Flow Tested (2ltrs),,,,
,,Head unit mounted level,,Head unit mounted level (TAKE PHOTO),,,,
,,Wall Controller Installed & Level,,Wall Controller Installed and Level (TAKE PHOTO),,,,
,,Wall Controller functions operational,,Wall Controller functions operational,,,,
,,Wall Controller time & date set,,Wall Controller time and date set,,,,
,,Fan operating & free of vibration,,Fan operating and free of vibration,,,,
,,Grilles are installed as per drawing,,Grilles are installed as per drawing,,,,
,,Strings removed from damper,,Strings removed from damper IF APPLICABLE,,,,
,,Air-Balancing completed & added to report sheets,,Air-Balancing is completed and added to report sheets,,,,
,,Air-Balancing meets design (noted on report sheets),,Air-Balancing meets design (noted on report sheets),,,,
,,Temperature Difference over indoor coil (RETURN/SUPPLY),,Temperature Difference over indoor coil (RETURN/SUPPLY),,,,
,,,,,,,,
INDOOR WALL HUNG,,,,,,,,
,Scope,,,INDOORS,,,,
,Rows,,,,,,,
,,A - Ground,grouping,A - Ground,,,,
,,A.G.01,,INDOORS,A,Ground,A.G.01,
,,A.G.02,,INDOORS,A,Ground,A.G.02,
,,A.G.03,,INDOORS,A,Ground,A.G.03,
,,A.G.04,,INDOORS,A,Ground,A.G.04,
,,A.G.05,,INDOORS,A,Ground,A.G.05,
,,A.G.06,,INDOORS,A,Ground,A.G.06,
,,A.G.07,,INDOORS,A,Ground,A.G.07,
,,A.G.08,,INDOORS,A,Ground,A.G.08,
,,A.G.09,,INDOORS,A,Ground,A.G.09,
,,A.G.10,,INDOORS,A,Ground,A.G.10,
,,A.G.11,,INDOORS,A,Ground,A.G.11,
,,A.G.12,,INDOORS,A,Ground,A.G.12,
,,A.G.13,,INDOORS,A,Ground,A.G.13,
,,A.G.14,,INDOORS,A,Ground,A.G.14,
,,A.G.15,,INDOORS,A,Ground,A.G.15,
,,A.G.16,,INDOORS,A,Ground,A.G.16,
,,A.G.17,,INDOORS,A,Ground,A.G.17,
,,A.G.18,,INDOORS,A,Ground,A.G.18,
,,A - 1,grouping,A - 1,,,,
,,A.1.01,,INDOORS,A,1,A.1.01,
,,A.1.02,,INDOORS,A,1,A.1.02,
,,A.1.03,,INDOORS,A,1,A.1.03,
,,A.1.04,,INDOORS,A,1,A.1.04,
,,A.1.05,,INDOORS,A,1,A.1.05,
,,A.1.06,,INDOORS,A,1,A.1.06,
,,A.1.07,,INDOORS,A,1,A.1.07,
,,A.1.08,,INDOORS,A,1,A.1.08,
,,A.1.09,,INDOORS,A,1,A.1.09,
,,A.1.10,,INDOORS,A,1,A.1.10,
,,A.1.11,,INDOORS,A,1,A.1.11,
,,A.1.12,,INDOORS,A,1,A.1.12,
,,A.1.13,,INDOORS,A,1,A.1.13,
,,A.1.14,,INDOORS,A,1,A.1.14,
,,A.1.15,,INDOORS,A,1,A.1.15,
,,A.1.16,,INDOORS,A,1,A.1.16,
,,A.1.17,,INDOORS,A,1,A.1.17,
,,A.1.18,,INDOORS,A,1,A.1.18,
,,A.1.19,,INDOORS,A,1,A.1.19,
,,A - 2,grouping,A - 2,,,,
,,A.2.01,,INDOORS,A,2,A.2.01,
,,A.2.02,,INDOORS,A,2,A.2.02,
,,A.2.03,,INDOORS,A,2,A.2.03,
,,A.2.04,,INDOORS,A,2,A.2.04,
,,A.2.05,,INDOORS,A,2,A.2.05,
,,A.2.06,,INDOORS,A,2,A.2.06,
,,A.2.07,,INDOORS,A,2,A.2.07,
,,A.2.08,,INDOORS,A,2,A.2.08,
,,A.2.09,,INDOORS,A,2,A.2.09,
,,A.2.10,,INDOORS,A,2,A.2.10,
,,A.2.11,,INDOORS,A,2,A.2.11,
,,A.2.12,,INDOORS,A,2,A.2.12,
,,A.2.13,,INDOORS,A,2,A.2.13,
,,A.2.14,,INDOORS,A,2,A.2.14,
,,A.2.15,,INDOORS,A,2,A.2.15,
,,A.2.16,,INDOORS,A,2,A.2.16,
,,A.2.17,,INDOORS,A,2,A.2.17,
,,A.2.18,,INDOORS,A,2,A.2.18,
,,A.2.19,,INDOORS,A,2,A.2.19,
,,A - 3,grouping,A - 3,,,,
,,A.3.01,,INDOORS,A,3,A.3.01,
,,A.3.02,,INDOORS,A,3,A.3.02,
,,A.3.03,,INDOORS,A,3,A.3.03,
,,A.3.04,,INDOORS,A,3,A.3.04,
,,A.3.05,,INDOORS,A,3,A.3.05,
,,A.3.06,,INDOORS,A,3,A.3.06,
,,A.3.07,,INDOORS,A,3,A.3.07,
,,A.3.08,,INDOORS,A,3,A.3.08,
,,A.3.09,,INDOORS,A,3,A.3.09,
,,A.3.10,,INDOORS,A,3,A.3.10,
,,A.3.11,,INDOORS,A,3,A.3.11,
,,A.3.12,,INDOORS,A,3,A.3.12,
,,A.3.13,,INDOORS,A,3,A.3.13,
,,A.3.14,,INDOORS,A,3,A.3.14,
,,A.3.15,,INDOORS,A,3,A.3.15,
,,A.3.16,,INDOORS,A,3,A.3.16,
,,A.3.17,,INDOORS,A,3,A.3.17,
,,A.3.18,,INDOORS,A,3,A.3.18,
,,A.3.19,,INDOORS,A,3,A.3.19,
,,A - 4,grouping,A - 4,,,,
,,A.4.01,,INDOORS,A,4,A.4.01,
,,A.4.02,,INDOORS,A,4,A.4.02,
,,A.4.03,,INDOORS,A,4,A.4.03,
,,A.4.04,,INDOORS,A,4,A.4.04,
,,A.4.05,,INDOORS,A,4,A.4.05,
,,A.4.06,,INDOORS,A,4,A.4.06,
,,A.4.07,,INDOORS,A,4,A.4.07,
,,A.4.08,,INDOORS,A,4,A.4.08,
,,A.4.09,,INDOORS,A,4,A.4.09,
,,A.4.10,,INDOORS,A,4,A.4.10,
,,A.4.11,,INDOORS,A,4,A.4.11,
,,A.4.12,,INDOORS,A,4,A.4.12,
,,A.4.13,,INDOORS,A,4,A.4.13,
,,A.4.14,,INDOORS,A,4,A.4.14,
,,A.4.15,,INDOORS,A,4,A.4.15,
,,A.4.16,,INDOORS,A,4,A.4.16,
,,A.4.17,,INDOORS,A,4,A.4.17,
,,A.4.18,,INDOORS,A,4,A.4.18,
,,A.4.19,,INDOORS,A,4,A.4.19,
,,A - 5,grouping,A - 5,,,,
,,A.5.01,,INDOORS,A,5,A.5.01,
,,A.5.02,,INDOORS,A,5,A.5.02,
,,A.5.03,,INDOORS,A,5,A.5.03,
,,A.5.04,,INDOORS,A,5,A.5.04,
,,A.5.05,,INDOORS,A,5,A.5.05,
,,A.5.06,,INDOORS,A,5,A.5.06,
,,A.5.07,,INDOORS,A,5,A.5.07,
,,A.5.08,,INDOORS,A,5,A.5.08,
,,A.5.09,,INDOORS,A,5,A.5.09,
,,A.5.10,,INDOORS,A,5,A.5.10,
,,A.5.11,,INDOORS,A,5,A.5.11,
,,A.5.12,,INDOORS,A,5,A.5.12,
,,A.5.13,,INDOORS,A,5,A.5.13,
,,A.5.14,,INDOORS,A,5,A.5.14,
,,A.5.15,,INDOORS,A,5,A.5.15,
,,A.5.16,,INDOORS,A,5,A.5.16,
,,A.5.17,,INDOORS,A,5,A.5.17,
,,A.5.18,,INDOORS,A,5,A.5.18,
,,A.5.19,,INDOORS,A,5,A.5.19,
