"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Disconnect checklist","",,,57,"Yes","Disconnect checklist","26d951db-c804-4b36-b12d-8f98ed5b6d5c"
"checkpoint-status",,"","checkpoint","Refrigerant pumped into outdoor"
"checkpoint-status",,"","checkpoint","Isolation valves shut and sealed"
"checkpoint-status",,"","checkpoint","Pipes disconnected and taped up/sealed (photo evidence of pipes straightened and not kinked)"
"checkpoint-status",,"","checkpoint","Power isolated and tagged out at internal switchboard (photo)"
"checkpoint-status",,"","checkpoint","Comms wiring removed (photo prior of wiring configuration)"
"checkpoint-status",,"","checkpoint","Isolator disconnected and removed"
"checkpoint-status",,"","checkpoint","Cables put in connectors and taped up"
"checkpoint-status",,"","checkpoint","Drain cut and left straight (Photo)"
"checkpoint-status",,"","checkpoint","Condenser, drain elbow and isolator moved (photo of location)"

"checklist-flat",,"","checklist","Reconnect checklist","",,,57,"Yes","Reconnect checklist","41265785-e8c3-4959-b632-8ecf5422b50e"
"checkpoint-status",,"","checkpoint","Unit installed in original location"
"checkpoint-status",,"","checkpoint","Pipes connected"
"checkpoint-status",,"","checkpoint","System vacced (photo of vac held)"
"checkpoint-status",,"","checkpoint","Gas released back into system"
"checkpoint-status",,"","checkpoint","Comms wiring reconnected (photo)"
"checkpoint-status",,"","checkpoint","Isolator installed and reconnected (photo)"
"checkpoint-status",,"","checkpoint","Drain reconnected"
"checkpoint-status",,"","checkpoint","Unite properly secured to balcony"
"checkpoint-status",,"","checkpoint","Power re energised (photo of board untagged)"
"checkpoint-status",,"","checkpoint","Final sign off and photo of completed works"

"checklist-flat",,"","checklist","Pre Checklist","",,,57,"Yes","Pre Checklist","ad686b49-d378-4ba5-af49-dc9acf789a5e"
"checkpoint-status",,"","checkpoint","System model indoor and outdoor (Photo)"
"checkpoint-status",,"","checkpoint","System serial indoor and outdoor (Photo)"
"checkpoint-status",,"","checkpoint","Heat check – temp (Photo)"
"checkpoint-status",,"","checkpoint","Cool check – temp (Photo)"
"checkpoint-status",,"","checkpoint","Drain test"
"checkpoint-status",,"","checkpoint","Filter status indoor (dirty, clean) (Photo)"
"checkpoint-status",,"","checkpoint","Remote/wall controller (Photo)"
"checkpoint-status",,"","checkpoint","Indoor condition (Photo)"
"checkpoint-status",,"","checkpoint","Outdoor coil (Photo)"
"checkpoint-status",,"","checkpoint","Outdoor pipe connection (Photo)"
"checkpoint-status",,"","checkpoint","Isolator condition (Photo)"
"checkpoint-status",,"","checkpoint","Drain condition"
"checkpoint-status",,"","checkpoint","Unit secured to balcony (Photo)"

