Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Level 1,dynamic,level 1,,
,,Level 2,dynamic,level 2,,
,,Level 3,dynamic,level 3,,
,,Level 4,dynamic,level 4,,
,,Roof,dynamic,roof,,
,Columns,,,,,
,,Ductwork insulation,,ductwork insulation,,
,,Ductwork Installation,,ductwork installation,,
,,Ductwork Piece Factory,,ductwork piece factory,,
,,Grille Installation,,grille installation,,
,,CHW Pipe work installation,,chw pipe work installation,,
,,HHW Pipe work installation,,hhw pipe work installation,,
,,Fan installaion,,fan installaion,,
,,Mech elec installation,,mech elec installation,,
,,Fire Dampers & Fire Penetrations Register,,fire dampers & fire penetrations register,,
,,Plant room,,plant room,,
,,AHU Installation,,ahu installation,,
,,Pump installation,,pump installation,,
,,FCU Installation,,fcu installation,,
,,Fan coil splits installation,,fan coil splits installation,,
,,VAV installation,,vav installation,,
,,,,,,
ITC-001 Floor Rough In,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Level 1,grouping,,,
,,Woolworths-Ductwork Installation,,level 1,ductwork installation,woolworths
,,Woolworths-Ductwork Piece Factory,,ductwork piece factory,level 1,woolworths
,,Zone 3-Ductwork Installation,,zone 3,level 1,ductwork installation
,,Zone 3-Ductwork Piece Factory,,ductwork piece factory,zone 3,level 1
,,Zone 4-Ductwork Installation,,level 1,ductwork installation,zone 4
,,Zone 4-Ductwork Piece Factory,,ductwork piece factory,level 1,zone 4
,,Zone 6 (Ambience)-Ductwork Installation,,zone 6 (ambience),level 1,ductwork installation
,,Zone 7 (Ambience)-Ductwork Installation,,level 1,ductwork installation,zone 7 (ambience)
,,Level 2,grouping,,,
,,Zone 3-Ductwork Installation,,zone 3,ductwork installation,level 2
,,Zone 4-Ductwork Installation,,ductwork installation,zone 4,level 2
,,Zone 6 (Ambience)-Ductwork Installation,,zone 6 (ambience),ductwork installation,level 2
,,Zone 7 (Ambience)-Ductwork Installation,,ductwork installation,level 2,zone 7 (ambience)
,,Level 3,grouping,,,
,,Zone 3-Ductwork Installation,,zone 3,ductwork installation,level 3
,,Zone 4-Ductwork Installation,,ductwork installation,zone 4,level 3
,,Level 4,grouping,,,
,,Zone 3-Ductwork Installation,,level 4,zone 3,ductwork installation
,,Zone 4-Ductwork Installation,,level 4,ductwork installation,zone 4
,,Roof,grouping,,,
,,Zone 3-Ductwork Installation,,zone 3,roof,ductwork installation
,,Zone 4-Ductwork Installation,,roof,ductwork installation,zone 4
,,Zone 6 (Ambience)-Ductwork Installation,,zone 6 (ambience),roof,ductwork installation
,,Zone 7 (Ambience)-Ductwork Installation,,roof,ductwork installation,zone 7 (ambience)
,Columns,,,,,
,,Pre-Start,,pre-start,,
,,Specification reference checked,,specification reference checked,,
,,Ductwork,,ductwork,,
,,Duct flanges firmly bolted,,duct flanges firmly bolted,,
,,Cleats installed,,cleats installed,,
,,Installed to latest drawing,,installed to latest drawing,,
,,Correct rod lengths,,correct rod lengths,,
,,Insulated as required,,insulated as required,,
,,Damage free,,damage free,,
,,Flex Supported,,Flex Supported,,
,,Seismic restraints installed as per Seismic design,,seismic restraints installed as per seismic design,,
,,Cushion Boxes Installed correctly,,cushion boxes installed correctly,,
,,Fire dampers installed correctly,,fire dampers installed correctly,,
,,Volume control dampers installed correctly,,volume control dampers installed correctly,,
,,Kitchen Exhaust duct sealed correctly,,kitchen exhaust duct sealed correctly,,
,,Hangers installed as per the design,,hangers installed as per the design,,
,,Attenuators installed to the latest drawing,,attenuators installed to the latest drawing,,
,,Pipework,,pipework,,
,,Pipes correctly supported,,pipes correctly supported,,
,,Hydrostatically tested as per (ITC-010 & ITC-011),,hydrostatically tested as per (itc-010 & itc-011),,
,,Pipes insulated as required,,pipes insulated as required,,
,,Hangers installed as per the design,,hangers installed as per the design,,
,,No other services suspended from pipe work,,no other services suspended from pipe work,,
,,Installed to latest drawing,,installed to latest drawing,,
,,Welds checked,,welds checked,,
