"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"555936a5-dcde-4ed4-ae6c-d9d68f18feeb","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"31bd9329-fd12-450d-bb0d-8e7fe3dc4c46","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Rough In"
"82e71c42-7bd6-40f0-a992-a0c9d34c5edc","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Rough In","Apartment"
"7d9159a6-2222-454e-8bea-73f5dc180bfb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In","Apartment","Ground"
"b77b8ad9-6dba-486a-8cae-86485bf720e6","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 8","8.01"
"952bc83c-a4c6-4fbd-a3e4-e7c8e3387d13","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 8","8.02"
"326946a1-0708-4201-b288-d78b85a4d51b","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 8","8.03"
"3ee45f00-8cee-4f58-93d1-c02726211aca","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 8","8.05"
"380aa755-0863-470c-b159-69c540b14ec3","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 8","8.06"
"5e47811e-9a11-43a4-9c89-50bd1e92f3a4","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 8","8.07"
"4d16189b-0cec-47f5-8c89-b4e4c4c38dff","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 8","8.08"
"93d4ae5c-9ff5-4c9f-8427-bb593556f024","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 8","8.09"
"63cecfa1-648c-4cf9-a416-2be35e905c2a","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 8","8.1"
"3ddc1d6f-8da2-4544-a5da-08842c792ffa","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 8","8.11"
"27031777-8907-4f98-bf43-3f9002140e99","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 8","8.12"
"150c9ff2-0725-4750-9d18-4b36dbf75564","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 8","8.13"
"e80abaac-3ca5-45a6-856d-541c8d1271f3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","Apartment","Level 9"
"094d7345-29c9-4bb1-9842-53019d627054","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 9","9.01"
"233ca24d-c5ac-459d-a8f9-a8fc28ae4c15","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 9","9.02"
"2164bad2-0f38-491e-97b0-027223b85599","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 9","9.04"
"031a543a-cdd5-40a2-af40-b99193df8d4c","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 9","9.05"
"400d630b-2e7c-4bfe-93cc-78189c6efdc8","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 9","9.06"
"d0143f0a-299d-4877-9197-9f44381c6325","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 9","9.07"
"65fbb8f6-1166-4ead-bb30-5d6b34e86928","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 9","9.09"
"7879edd7-266d-46c6-91a6-846201be9b37","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 9","910"
"eb3b6c49-f600-49b0-920e-40aa67a109ff","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 9","9.11"
"2309914b-0eae-445d-953f-1e1a69629bdf","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 9","9.12"
"50cf3e2c-39ca-4cd3-af95-2ea1e756876a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","Apartment","Level 10"
"a8296b41-fd62-4998-bd94-27c81a52750d","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 10","10.01"
"fa633280-25fc-4f0c-9ffa-f3797aecb273","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 10","10.02"
"e9506318-7f7b-4641-8e8e-eb3df5f82b45","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 10","10.03"
"1fba9d5b-2175-4e97-96b8-8bc859fa10ea","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning"
"0fbacfd9-fed6-4c65-bdff-1556d1af1c79","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Common Area"
"9c659dde-2ea2-46c3-8ee1-f2ebde4771fe","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Common Area","Ground Floor"
"5b6d35a0-3c5d-4d00-bfae-9fd497af09a1","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Ground Floor","OAF-G-01"
"019ca02e-4752-4d68-ae48-b29d458f70bc","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Ground Floor","TEF-G.01"
"5cce3d82-4c47-4163-a758-d5eda2151e33","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Ground Floor","AC-G-03"
"fdcbd015-fb2a-4541-a22d-d2516922f283","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Ground Floor","FCU-G-2"
"00745fc1-d2cf-4172-ac41-9e05a79e9c4f","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Ground Floor","FCU-G-1"
"2a03dbe9-815c-4bea-a9d0-90b6e281e7e7","","checklist-flat","not-started","Commissioning - OUTDOOR","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Ground Floor","CU-G-1 - Basement"
"5ee14ae7-d3ad-41ec-a95e-cb4cbcfb9285","","checklist-flat","not-started","Commissioning - OUTDOOR","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Ground Floor","CU-G-2 - Basement"
"e5080471-aca8-49d8-afd9-71a882e182e3","","checklist-flat","not-started","Commissioning - OUTDOOR","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Ground Floor","CU-G-03 - Basement"
"76517e5b-bef9-440d-b163-116817d48616","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Common Area","Basement"
"627f8807-38e8-49ee-9909-97faa7c69f4c","","checklist-flat","not-started","Commissioning - MSSB","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Basement","MSSB-B1.01"
"a964fbbd-c64f-4a49-ad35-5d295a3d871b","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Basement","SSEF-B1-01"
"b77958de-a5fa-4b11-b2ee-abe71119de61","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Basement","FPREF-B1.01"
"f6e57c87-7078-42ee-9e59-1f541dcb2757","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Basement","CPMF-B1-01"
"5afc7ca3-8408-4ef7-84df-40beb21a4503","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Basement","GEF-B1.02"
"b7844a55-ff21-405d-802e-80b4346518b3","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Basement","GEF-B1-01"
"151e9e9f-ed93-4ea4-a154-0d46c9c79d60","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Basement","GEF-B2.01"
"d1dda9f0-491f-4b44-8eb9-f7c906395426","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Basement","SAF-B1-01"
"ad668d54-bc9e-44be-bcac-85ec3cffcb37","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Basement","CPEF-B1-01"
"aaedd89c-6752-42a8-b3cb-dc18133725dc","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Basement","CPMF-B1-02"
"3d46d65c-10b4-4cc7-a2ab-d5ad2ff74a69","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Basement","CPMF-B1-03"
"25d572fe-896c-469f-8db7-22836958ce50","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Basement","CPMF-B2-02"
"ff83cde6-6dfc-4379-b296-695235bd1060","","checklist-flat","not-started","Commissioning - SPLIT AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Basement","AC-COMMS"
"312175ea-da52-40fc-b59e-2360a4f753ae","","checklist-flat","not-started","Commissioning - OUTDOOR","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Basement","CU-COMMS"
"3a5e0ba2-6565-49ca-966a-94cd1743e3c9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Common Area","Level 11"
"59af31fd-d1be-47d0-9099-ef733b126ea9","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Level 11","AC-L11-DINING"
"10f4afbe-7161-489e-a1f9-88673febede8","","checklist-flat","not-started","Commissioning - OUTDOOR","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Level 11","CU-L11-DINING - Roof"
"1066c253-b28f-41db-9a1b-319b257bb11a","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Level 11","AC-L11-LOUNGE"
"88513c74-84e6-4e09-a97a-969717d9bdad","","checklist-flat","not-started","Commissioning - OUTDOOR","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Level 11","CU-L11-LOUNGE - Roof"
"5a8d3ee9-67cb-4a3f-9837-72ad495b9c93","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Level 11","AC-L11-GYM 01"
"780398d9-740e-4b99-91ce-b4a2dc1e7e71","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Level 11","AC-L11-GYM 02"
"35fd8719-00fb-4c3b-9441-92d937a9365e","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Level 11","AC-L11-GYM 03"
"38de4dab-0e49-407c-bf80-fdb1f4ddaf3f","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Level 11","AC-L11-GYM 04"
"ec921c4c-4f6b-4539-a854-257e2f2115cc","","checklist-flat","not-started","Commissioning - OUTDOOR","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Level 11","CU-L11-GYM 01 - Roof"
"c1777c36-b19f-4e75-9555-5a886697de43","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Commissioning","Common Area","Level 11","EDH-1"
"a899032c-d387-4188-8beb-2e59c6f8d471","","checklist-flat","not-started","Commissioning - PAC AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Level 11","PAC-11-SAUNA"
"8a7cd089-bcce-45bf-bf14-9a2ad172b98f","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Level 11","TEF-11.1"
"5f9fa709-6b91-40b2-a508-d76f757fd517","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Common Area","Roof"
"d4c27391-221e-49c7-8bc9-3a2a6899df07","","checklist-flat","not-started","Commissioning - MSSB","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Roof","MSSB-R-E"
"bc2d1c52-3b32-4936-a69a-5ae932e73d1e","","checklist-flat","not-started","Commissioning - MSSB","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Roof","MSSB-R-NE"
"f9ad91be-3996-4e12-a2c8-86c776522f46","","checklist-flat","not-started","Commissioning - PAC AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Roof","AHU-R-01"
"416aa325-a69f-466f-9037-d638204e4713","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Roof","SPF-R-01"
"35bd7ee1-424e-49b6-bd51-0e7ee7faba57","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Roof","SPF-R-02"
"534f2f79-1dc2-4dbf-b731-430cd79d651b","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Roof","SPRF-R-01"
"26b37bae-16d2-4523-8a89-b1a00b09d77e","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Roof","SPRF-R-02"
"759ef13f-ddf0-4dff-a06a-92964eb7e204","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Roof","FPFEF-R-01"
"495aadef-2087-4222-a16e-2cd4ff7e5609","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Roof","BCEF-R-01"
"187b7ec0-ef6c-4bb9-9b1f-2a93eeaf8067","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Roof","BREF-R-01"
"4f3fe869-7a88-4676-abaa-edfc3b2c8b46","","checklist-flat","not-started","Commissioning - FAN","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Common Area","Roof","BREF-R-02"
"c904ce23-70a6-40db-b3e5-af1bb802acfe","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Commissioning","Common Area","Roof","KEF-R-01"
"26f8933c-23c9-4c58-9507-d644a6bae6db","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Townhouse (s)"
"5c7389be-e1c3-4fdf-8054-c3df38e13315","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Townhouse (s)","G01"
"5641e555-715f-4edd-a3c4-e8c7345de39e","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G01","AC-B-G-01.01"
"2b11abb1-1f0f-4aa7-9104-23d6e2452356","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G01","AC-B-G-01.02"
"386a0a13-3635-4433-a563-2ec3623f9421","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G01","AC-B-G-01.03"
"8773dfb9-53ac-4b1b-a128-1750a094edf6","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G01","AC-B-G-01.04"
"b7b8d54c-08ca-4ec3-b859-c2010b358ff5","","checklist-flat","not-started","Commissioning - OUTDOOR","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G01","CU-B-G-01 : Basement"
"4de6650e-6a86-4468-9f1d-665e6458a64d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Townhouse (s)","G02"
"76833ccf-6b74-489c-818c-5c170effdfd2","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G02","AC-B-G-02.01"
"03a9c3d1-7c71-4b7d-8849-87c7cf2f96c6","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G02","AC-B-G-02.02"
"736c61d2-3b1b-451e-b6c1-fc7663fbd48b","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G02","AC-B-G-02.03"
"e2eb751b-7e63-46e6-a6bb-926def4698b7","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G02","AC-B-G-02.04"
"3e13024a-1ccb-43a0-ae71-85d3988ffa92","","checklist-flat","not-started","Commissioning - OUTDOOR","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G02","CU-B-G-02 : Basement"
"cbbab656-42cb-4ae2-8174-64180367c6fc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Townhouse (s)","G03"
"51182229-57f9-4e2f-a07d-9075284631c9","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G03","AC-B-G-03.01"
"4324f981-e464-4878-82aa-6a9e54791275","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G03","AC-B-G-03.02"
"f5642f48-854a-46e7-b3a4-1688592420ac","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G03","AC-B-G-03.03"
"5a5c0c6c-6b1b-4baa-bbf5-938cfed6ed30","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G03","AC-B-G-03.04"
"eea27b74-bf4b-4ca6-9ee7-cbab4dbcf2fe","","checklist-flat","not-started","Commissioning - OUTDOOR","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G03","CU-B-G-03 : Basement"
"ce71e3e3-a738-49fc-8e30-edeefcd256d9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Townhouse (s)","G04"
"4f82cbea-c107-4606-a546-b5399d92afbe","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G04","AC-B-G-04.01"
"b0673306-5cf5-4ca6-8481-53b5a8b9358f","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G04","AC-B-G-04.02"
"66578ae3-f2ef-4572-9551-fc77f80a51a1","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G04","AC-B-G-04.03"
"6faa11a7-d0f8-45f3-b04f-6b1834c2a770","","checklist-flat","not-started","Commissioning - OUTDOOR","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G04","CU-B-G-04 : Basement"
"92dc9619-f091-496d-a0fd-8043964b6daa","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Townhouse (s)","G05"
"bb9dbb83-2e6a-4bb9-ab63-c7ed9583e1e9","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G05","AC-B-G-05.01"
"ca27345a-4e28-43b2-b060-7a63aab828d7","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G05","AC-B-G-05.02"
"ad929db7-74ba-41be-ae0c-abf3b04146e1","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G05","AC-B-G-05.03"
"3ad0e10b-fc59-4038-bb6d-5229a9c422c9","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G05","AC-B-G-05.04"
"8e2de40d-c773-4546-aa97-9bcfc0d5a18c","","checklist-flat","not-started","Commissioning - OUTDOOR","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G05","CU-B-G-05 : Basement"
"201a4131-4a98-47d4-bafb-e38e4250fcda","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Townhouse (s)","G06"
"b25adbc9-a4d5-42e0-9e20-75c1b3ab00e2","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G06","AC-B-G-06.01"
"1bdb7111-6049-4793-8856-90b025f97e55","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G06","AC-B-G-06.02"
"3e74da71-e81a-4769-9d56-0360af1a2677","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G06","AC-B-G-06.03"
"be20baa3-cb8b-4e93-a808-dc0c27ed1a9b","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G06","AC-B-G-06.04"
"b1836fd1-1fcc-4bb7-866a-ea7624fe369b","","checklist-flat","not-started","Commissioning - OUTDOOR","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G06","CU-B-G-06 : Basement"
"6cbc30cd-c505-4b3b-a11c-868be9b66eb9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Townhouse (s)","G07"
"f5b3978a-eccc-45ae-ba48-a0eed0870857","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G07","AC-B-G-07.01"
"917a417a-1538-4f30-95bb-cd0393495c50","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G07","AC-B-G-07.02"
"8b8c0fb1-97ed-47d0-8604-7ff23f360d75","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G07","AC-B-G-07.03"
"761c962d-9838-4e3c-bb4b-fb5bae886729","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G07","AC-B-G-07.04"
"d4242de2-9633-46e3-8fe4-e9f2f31fde6e","","checklist-flat","not-started","Commissioning - OUTDOOR","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","G07","CU-B-G-07 : Basement"
"017ff443-b8a2-4e29-8716-40b677952d7e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Townhouse (s)","2.01"
"3f16989a-b963-45e3-8b9b-4ac33c0b2e43","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","2.01","AC-B-2-01.01"
"197807c7-84d6-43f8-abe6-58819f55c79a","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","2.01","AC-B-2-01.02"
"d854dacf-dd5f-4a91-ab9f-55922f23a5c5","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","2.01","AC-B-2-01.03"
"cf85db8d-43a8-4dd8-9da0-03528b6f509b","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","2.01","AC-B-2-01.04"
"9280fa52-c596-4446-8f10-6e64eb893f13","","checklist-flat","not-started","Commissioning - OUTDOOR","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","2.01","CU-B-2-01 : Roof"
"71bc4bb1-bc7a-4b27-a573-5df08d48af14","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Townhouse (s)","2.02"
"78a71cd6-a117-4a4b-8ee8-108dec88d48e","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","2.02","AC-B-2-02.01"
"3e3a74bd-4354-42e6-92c5-efef8700456f","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","2.02","AC-B-2-02.02"
"1ddfa62e-9f24-4001-809b-ff207d459c60","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","2.02","AC-B-2-02.03"
"1902ecd0-e903-4a19-b1cc-e1955131fbec","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","2.02","AC-B-2-02.04"
"11bda4d7-6ebf-48af-b868-8e18a35befcd","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","2.02","AC-B-2-02.05"
"f18c8398-4211-4161-8af1-cbf41996f1dc","","checklist-flat","not-started","Commissioning - OUTDOOR","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","2.02","CU-B-2-02 : Balcony"
"29ce0a59-f4bb-4664-bec6-251337ed48a2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Townhouse (s)","2.03"
"d524be08-9548-4ecd-ba8f-46d13ebd776d","","checklist-flat","not-started","Commissioning - DUCTED AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","2.03","AC-B-2-03.01"
"b0cc3b15-ec5f-4da7-b6da-3c69e3ddcd5d","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","2.03","AC-B-2-03.02"
"14ce4e3d-cdbe-4cb2-9d8a-15750578f64d","","checklist-flat","not-started","Commissioning - BULKHEAD AC","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Townhouse (s)","2.03","AC-B-2-03.03"
