"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Building E"
,"Scope",,
,"Rows"
,,"level 1","dynamic","level 1","building e"
,,"level 2","dynamic","building e","level 2"
,,"level 3","dynamic","building e","level 3"
,,"level 4","dynamic","level 4","building e"
,"Columns"
,,"kitchen",,"kitchen","building e"
,,"kitchen second fix",,"building e","kitchen second fix"
,,"kitchen third fix",,"kitchen third fix","building e"
,,"laundry",,"building e","laundry"
,,"laundry second fit",,"building e","laundry second fit"
,,"robes master",,"building e","robes master"
,,"robes bed 1",,"robes bed 1","building e"
,,"robes bed 2",,"building e","robes bed 2"
,,"storage/cupboards",,"storage/cupboards","building e"
,,"study",,"building e","study"
,,"bathroom",,"building e","bathroom"


,"Scope",,
,"Rows"
,"Columns"

