Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,EXTERIOR,grouping,EXTERIOR,
,,SITE WORKS,,SITE WORKS,EXTERIOR
,,INTERIOR - CORRIDOR/RISER ,dynamic,CORRIDOR/RISER  ,INTERIOR
,,INTERIOR - COMMUNAL SPACES,dynamic,COMMUNAL SPACES,INTERIOR
,,INTERIOR - APARTMENTS ,dynamic,APARTMENTS ,INTERIOR
,,INTERIOR - SERVICES ROOM,grouping,INTERIOR - SERVICES ROOM,
,,SERVICES ROOM,,SERVICES ROOM,INTERIOR
,,INTERIOR - DISTRIBUTION,dynamic,DISTRIBUTION ,INTERIOR
,,INTERIOR - BONDING,grouping,INTERIOR - BONDING,
,,BONDING,,BONDING,INTERIOR
,Columns,,,,
,,UNDERGROUND SERVICES,,UNDERGROUND SERVICES,
,,EXTERIOR POWER & LIGHTING ,,EXTERIOR POWER & LIGHTING ,
,,COMMUNAL & RISER AREAS,,CORRIDOR/RISER  ,Details
,,COMMUNAL ROOM 1ST FIX,,COMMUNAL ROOM 1ST FIX,
,,COMMUNAL ROOM 2ND FIX ,,COMMUNAL ROOM 2ND FIX ,
,,APARTMENT 1ST FIX ,,APARTMENT 1ST FIX ,
,,APARTMENT 2ND FIX,,APARTMENT 2ND FIX,
,,COMMS ROOM ,,COMMS ROOM ,
,,MSB ROOM,,MSB ROOM,
,,"MOBILITITY SCOOTER, WASTE ROOM & FIRE ALARM PUMP ROOM ",,"MOBILITITY SCOOTER, WASTE ROOM & FIRE ALARM PUMP ROOM ",
,,DISTRIBUTION BOARD - MAIN SWITCHBOARD ,,DISTRIBUTION BOARD - MAIN SWITCHBOARD ,
,,DISTRIBUTION BOARD INC DB-LL,,DISTRIBUTION BOARD INC DB-LL,
,,COMMISSIONING - DISTRIBUTION BOARD ,,COMMISSIONING - DISTRIBUTION BOARD ,
,,,,,
