Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Precast Panels Overall Progress,,,,,
,Scope,,,Precast Panels,
,Rows,,,,
,,807-P01 - 807-P50,grouping,807-P01 - 807-P50,
,,807-P01,,807-P01,
,,807-P02,,807-P02,
,,807-P03,,807-P03,
,,807-P04,,807-P04,
,,807-P05,,807-P05,
,,807-P06,,807-P06,
,,807-P07,,807-P07,
,,807-P08,,807-P08,
,,807-P09,,807-P09,
,,807-P10,,807-P10,
,,807-P11,,807-P11,
,,807-P12,,807-P12,
,,807-P13,,807-P13,
,,807-P14,,807-P14,
,,807-P15,,807-P15,
,,807-P16,,807-P16,
,,807-P17,,807-P17,
,,807-P18,,807-P18,
,,807-P19,,807-P19,
,,807-P20,,807-P20,
,,807-P21,,807-P21,
,,807-P22,,807-P22,
,,807-P23,,807-P23,
,,807-P24,,807-P24,
,,807-P25,,807-P25,
,,807-P26,,807-P26,
,,807-P27,,807-P27,
,,807-P28,,807-P28,
,,807-P29,,807-P29,
,,807-P30,,807-P30,
,,807-P31,,807-P31,
,,807-P32,,807-P32,
,,807-P33,,807-P33,
,,807-P34,,807-P34,
,,807-P35,,807-P35,
,,807-P36,,807-P36,
,,807-P37,,807-P37,
,,807-P38,,807-P38,
,,807-P39,,807-P39,
,,807-P40,,807-P40,
,,807-P41,,807-P41,
,,807-P42,,807-P42,
,,807-P43,,807-P43,
,,807-P44,,807-P44,
,,807-P45,,807-P45,
,,807-P46,,807-P46,
,,807-P47,,807-P47,
,,807-P48,,807-P48,
,,807-P49,,807-P49,
,,807-P50,,807-P50,
,,807-P51 - 807-P100,grouping,807-P51 - 807-P100,
,,807-P51,,807-P51,
,,807-P52,,807-P52,
,,807-P53,,807-P53,
,,807-P54,,807-P54,
,,807-P55,,807-P55,
,,807-P56,,807-P56,
,,807-P57,,807-P57,
,,807-P58,,807-P58,
,,807-P59,,807-P59,
,,807-P60,,807-P60,
,,807-P61,,807-P61,
,,807-P62,,807-P62,
,,807-P63,,807-P63,
,,807-P64,,807-P64,
,,807-P65,,807-P65,
,,807-P66,,807-P66,
,,807-P67,,807-P67,
,,807-P68,,807-P68,
,,807-P69,,807-P69,
,,807-P70,,807-P70,
,,807-P71,,807-P71,
,,807-P72,,807-P72,
,,807-P73,,807-P73,
,,807-P74,,807-P74,
,,807-P75,,807-P75,
,,807-P76,,807-P76,
,,807-P77,,807-P77,
,,807-P78,,807-P78,
,,807-P79,,807-P79,
,,807-P80,,807-P80,
,,807-P81,,807-P81,
,,807-P82,,807-P82,
,,807-P83,,807-P83,
,,807-P84,,807-P84,
,,807-P85,,807-P85,
,,807-P86,,807-P86,
,,807-P87,,807-P87,
,,807-P88,,807-P88,
,,807-P89,,807-P89,
,,807-P90,,807-P90,
,,807-P91,,807-P91,
,,807-P92,,807-P92,
,,807-P93,,807-P93,
,,807-P94,,807-P94,
,,807-P95,,807-P95,
,,807-P96,,807-P96,
,,807-P97,,807-P97,
,,807-P98,,807-P98,
,,807-P99,,807-P99,
,,807-P100,,807-P100,
,,807-P101 - 807-P150,grouping,807-P101 - 807-P150,
,,807-P101,,807-P101,
,,807-P102,,807-P102,
,,807-P103,,807-P103,
,,807-P104,,807-P104,
,,807-P105,,807-P105,
,,807-P106,,807-P106,
,,807-P107,,807-P107,
,,807-P108,,807-P108,
,,807-P109,,807-P109,
,,807-P110,,807-P110,
,,807-P111,,807-P111,
,,807-P112,,807-P112,
,,807-P113,,807-P113,
,,807-P114,,807-P114,
,,807-P115,,807-P115,
