Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Mains & Sub Mains Installation,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,MSB 01,dynamic,MSB 01,Mains & Sub Mains Installation,Site QA,
,,MSB 02,dynamic,MSB 02,Mains & Sub Mains Installation,Site QA,
,,GMSB,dynamic,GMSB,Mains & Sub Mains Installation,Site QA,
,Columns,,,,,,
,,ITP 169 Mains & Sub Mains Installation,,ITP 169 Mains & Sub Mains Installation,,,
,,Mains & Sub Mains Installation - Attach ITC 169.1,,Mains & Sub Mains Installation - Attach ITC 169.1,,,
,,,,,,,
Cable Tray & Ladder,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,B2,dynamic,B2,Cable Tray & Ladder,Site QA,
,,B1,dynamic,B1,Cable Tray & Ladder,Site QA,
,,R2,dynamic,R2,Cable Tray & Ladder,Site QA,
,,R3,dynamic,R3,Cable Tray & Ladder,Site QA,
,,R4,dynamic,R4,Cable Tray & Ladder,Site QA,
,,R5,dynamic,R5,Cable Tray & Ladder,Site QA,
,,R6,dynamic,R6,Cable Tray & Ladder,Site QA,
,,C7,dynamic,C7,Cable Tray & Ladder,Site QA,
,,C8,dynamic,C8,Cable Tray & Ladder,Site QA,
,,C9,dynamic,C9,Cable Tray & Ladder,Site QA,
,,C10,dynamic,C10,Cable Tray & Ladder,Site QA,
,,C11,dynamic,C11,Cable Tray & Ladder,Site QA,
,,C12,dynamic,C12,Cable Tray & Ladder,Site QA,
,,L13,dynamic,L13,Cable Tray & Ladder,Site QA,
,Columns,,,,,,
,,ITP 170 Cable Tray & Ladder,,ITP 170 Cable Tray & Ladder,,,
,,Attach ITC 170.1 Cable Tray & Ladder,,Attach ITC 170.1 Cable Tray & Ladder,,,
,,,,,,,
Cabling,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Fibre Optical Cabling,dynamic,Fibre Optical Cabling.,Cabling,Site QA,
,,Horizontal Cabling - B2,dynamic,B2,Horizontal Cabling,Cabling,Site QA
,,Horizontal Cabling - B1,dynamic,B1,Horizontal Cabling,Cabling,Site QA
,,Horizontal Cabling - R2,dynamic,R2,Horizontal Cabling,Cabling,Site QA
,,Horizontal Cabling - R3,dynamic,R3,Horizontal Cabling,Cabling,Site QA
,,Horizontal Cabling - R4,dynamic,R4,Horizontal Cabling,Cabling,Site QA
,,Horizontal Cabling - R5,dynamic,R5,Horizontal Cabling,Cabling,Site QA
,,Horizontal Cabling - R6,dynamic,R6,Horizontal Cabling,Cabling,Site QA
,,Horizontal Cabling - C7,dynamic,C7,Horizontal Cabling,Cabling,Site QA
,,Horizontal Cabling - C8,dynamic,C8,Horizontal Cabling,Cabling,Site QA
,,Horizontal Cabling - C9,dynamic,C9,Horizontal Cabling,Cabling,Site QA
,,Horizontal Cabling - C10,dynamic,C10,Horizontal Cabling,Cabling,Site QA
,,Horizontal Cabling - C11,dynamic,C11,Horizontal Cabling,Cabling,Site QA
,,Horizontal Cabling - C12,dynamic,C12,Horizontal Cabling,Cabling,Site QA
,,Horizontal Cabling - L13,dynamic,L13,Horizontal Cabling,Cabling,Site QA
,,Control Cabling - R2,dynamic,R2,Control Cabling,Cabling,Site QA
,,Control Cabling - C7,dynamic,C7,Control Cabling,Cabling,Site QA
,,Control Cabling - C8,dynamic,C8,Control Cabling,Cabling,Site QA
,,Control Cabling - C9,dynamic,C9,Control Cabling,Cabling,Site QA
,,Control Cabling - C10,dynamic,C10,Control Cabling,Cabling,Site QA
,,Control Cabling - C11,dynamic,C11,Control Cabling,Cabling,Site QA
