type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,"Prep (Bog, Seal, finish) ",,,,,,"Prep (Bog, Seal, finish) "
checkpoint,Paint Prep / Polish Prep,,,,,,
checkpoint,Remove Door Number,,,,,,
checkpoint,Segmental Pediment,,,,,,
checkpoint,Dentil,,,,,,
checkpoint,Top Rale,,,,,,
checkpoint,Architrave,,,,,,
checkpoint,Styles,,,,,,
checkpoint,Lock Rail,,,,,,
checkpoint,Bottom Raile,,,,,,
checkpoint,Bottom Panel,,,,,,
,,,,,,,
checklist-flat,"Polishing (Blemish, Colour, Scratches & Detailing)",,,,,,"Polishing (Blemish, Colour, Scratches & Detailing)"
checkpoint,Remove Door Number,,,,,,
checkpoint,Segmental Pediment,,,,,,
checkpoint,Dentil,,,,,,
checkpoint,Top Rale,,,,,,
checkpoint,Architrave,,,,,,
checkpoint,Styles,,,,,,
checkpoint,Lock Rail,,,,,,
checkpoint,Bottom Raile,,,,,,
checkpoint,Bottom Panel,,,,,,
,,,,,,,
checklist-flat,Hardware,,,,,,Hardware
checkpoint,Door Closers,,,,,,
checkpoint,Locks,,,,,,
checkpoint,Handles,,,,,,
checkpoint,Pivots,,,,,,
checkpoint,Escutcheons,,,,,,
,,,,,,,
checklist-flat,Sign off,,,,,,Sign off
checkpoint,Prep / Polish & hardware,,,,,,
checkpoint,Overal review & Sign off,,,,,,
checkpoint,Colour Check,,,,,,
holdpoint,Site Manager Woodworx Sign off,,,,,,
checkpoint-no-status,Built Sign off,,,,,,
holdpoint,Built Representative Sign off,,,,,,
