"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8333749d-57ba-41be-b9ff-5cd7ed5afa95","","fail","","folder","TRUE","FALSE","Site QA"
"a41cb5c1-1f9b-4eda-97f3-7bab2a17c137","","fail","","folder","TRUE","FALSE","Site QA","Electrical Services"
"7fbf42e6-cf1a-469d-b866-2fa7c9594cfb","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS"
"7d094ca4-e7ac-4852-9635-e96cd38dc9b1","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01"
"d1bd9e27-5dbe-479c-ba93-4d593e5127ec","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - TX-SMHRU-A TO MSB-A TRENCH & BACKFILL"
"5896a632-bac0-4392-bdea-26415f32a3bf","","work-in-progress","QA_TEM_004_Trench and Backfill","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - BOOM GATE TRENCH & BACKFILL","QES-ITC-E01-007"
"15b8b953-a467-4667-81f5-e4d410bed577","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - BOOM GATE UNDERGROUND CONDUIT INSTALL"
"6c36c86a-597d-4514-b93c-64521ef318e7","","work-in-progress","QA_TEM_005_Underground Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - BOOM GATE UNDERGROUND CONDUIT INSTALL","QES-ITC-E01-008"
"78327e5e-a06b-4480-9be9-96d0545521f0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - COMMS LEAD IN TRENCH & BACKFILL"
"ea070d2d-4642-4408-86a2-a09af3284e60","","work-in-progress","QA_TEM_004_Trench and Backfill","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - COMMS LEAD IN TRENCH & BACKFILL","QES-ITC-E01-009"
"934ee3a2-5ed1-44d9-a24b-c68fea7280e6","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - COMMS LEAD IN UNDERGROUND CONDUIT INSTALL"
"4ad78893-e050-4a72-8f35-d3e50a0de2bf","","work-in-progress","QA_TEM_005_Underground Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - COMMS LEAD IN UNDERGROUND CONDUIT INSTALL","QES-ITC-E01-010"
"a7bcdf66-1314-44ca-8f3c-39a6a60705e1","","not-started","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - EXTERNAL LIGHTING TRENCH & BACKFILL"
"a4a20638-07d2-42f5-b770-aacc750331f1","","not-started","QA_TEM_004_Trench and Backfill","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - EXTERNAL LIGHTING TRENCH & BACKFILL","QES-ITC-E01-011"
"3be5d9ce-48e8-49a3-becc-9bcdfa909520","","not-started","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - EXTERNAL LIGHTING UNDERGROUND CONDUIT INSTALL"
"d14b24ba-9ea8-479f-beb5-4bd3be0e8427","","not-started","QA_TEM_005_Underground Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - EXTERNAL LIGHTING UNDERGROUND CONDUIT INSTALL","QES-ITC-E01-012"
"a994d6e9-7374-4616-a5bd-29b9f1ba7708","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV LEAD IN UNDERGROUND CONDUIT INSTALL"
"1303699d-937b-4380-89a2-16a7fd902e71","","work-in-progress","QA_TEM_005_Underground Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV LEAD IN UNDERGROUND CONDUIT INSTALL","QES-ITC-E01-013"
"e015fcf2-05ae-4cc9-942a-dbe7ff16f9e7","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV LEAD IN TRENCH & BACKFILL "
"307a1af4-2e43-4027-840c-106ca237629d","","work-in-progress","QA_TEM_004_Trench and Backfill","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV LEAD IN TRENCH & BACKFILL ","QES-ITC-E01-006"
"8d664185-c935-4301-bdd1-15161911499e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - BOOM GATE PIT INSTALLATION"
"0fb3697d-5795-4114-afba-aed4c5f80fe1","","work-in-progress","QA_TEM_081_Cable Pit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - BOOM GATE PIT INSTALLATION","QES-ITC-E01-014"
"f24a4d43-1687-457f-a72c-699575a5c041","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - COMMS LEAD PIT INSTALLATION"
"bae838dc-9d8d-4f63-aec0-8c82de54b849","","work-in-progress","QA_TEM_081_Cable Pit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - COMMS LEAD PIT INSTALLATION","QES-ITC-E01-015"
"41157cb4-4fff-4b9d-b2b3-c23e671d2300","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - EXTERNAL LIGHTING PIT INSTALLATION"
"68414c33-9777-43d3-8bb9-8ecf053bbec1","","work-in-progress","QA_TEM_081_Cable Pit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - EXTERNAL LIGHTING PIT INSTALLATION","QES-ITC-E01-016"
"f7eb2432-61e7-43bc-85b7-6fd3d1a5f2f0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB"
"b9fd2c5f-30fc-4a3a-b660-e893cb3586bb","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02"
"37d77ca0-e66e-45c6-a07e-0f108c907734","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 2 POUR 1B"
"75997995-54e3-443e-a5a3-4e264f8b2873","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 2 POUR 1B","QES-ITC-E02-002"
"b9ad546a-6971-419b-bf33-d576578d175d","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 2 POUR 2"
"559ab1e6-6b81-4095-8407-fffdcba7b6d5","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 2 POUR 2","QES-ITC-E02-003"
"5278c9d1-af68-40f5-83f7-af9f065da20a","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 2 POUR 3"
"37780e59-3b1f-4b2f-9617-f68f0d35ec7b","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 2 POUR 3","QES-ITC-E02-004"
"47cb4b6c-fb45-44ed-80e0-17737a85e858","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 2 POUR 4"
"fbc77b4a-4710-42e5-9794-94fdd954313e","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 2 POUR 4","QES-ITC-E02-005"
"cd4e9b69-877d-4312-82af-c3f282581a51","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 1"
"6df0dd1d-1d8e-4e55-b190-1ad5176802db","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 1","QES-ITC-E02-006"
"5de0359e-6830-42a6-8f47-5144c79f5e54","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 2"
"bf6e1447-a648-4bec-a5fa-be199abd9dd8","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 2","QES-ITC-E02-007"
"2c69cd6a-b2ab-4e85-9d88-f765e3ab94ca","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 3"
"75526832-ad7c-48a2-8e54-d045f6dfd941","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 3","QES-ITC-E02-008"
"f458036d-3460-421b-ba4b-b02c7201957f","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 4"
"592d4078-8182-48dd-b20e-2c2bc354ed5e","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 4","QES-ITC-E02-009"
"d02c8538-2efc-427c-a5ee-c349d85e96ee","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 5"
"6d699702-b024-4664-80c8-0bf121a6029f","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 5","QES-ITC-E02-010"
"a2c655a0-19de-4127-8377-15dd9cfa2790","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 6"
"72add0e9-37bf-4559-9e5f-45e61914a37e","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 6","QES-ITC-E02-011"
"5bb80bc3-ef7c-4288-9c2f-d14b447b50f8","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 7"
"ddae3e71-1a07-42f8-b791-d30dad69ae77","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 7","QES-ITC-E02-012"
"01cef016-45ec-4e65-ad05-b4d3534d9720","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 1"
"9ca2d25d-821b-418b-b46b-f310e07428cf","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 1","QES-ITC-E02-013"
"d47595f8-a5d6-4a1c-80ac-7cfe8384f87e","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 2"
"b57fc590-76e3-4893-b892-766e0901f354","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 2","QES-ITC-E02-014"
"cef5533e-1d63-4da4-af17-7c8121dc15fa","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 3"
"bc0f3413-b1b3-47eb-bf25-c604b7b70a1c","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 3","QES-ITC-E02-015"
"125894ac-8966-4d83-b261-a63530e8afb6","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 4"
"e4c04fe4-f44b-425e-a862-f2a04af8f037","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 4","QES-ITC-E02-016"
"1d759fa0-8d5c-450e-b4c8-a5e53482150b","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 5"
"f8c27916-40d1-4554-8084-5b8cce5c4222","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 5","QES-ITC-E02-017"
"0b4252d8-26ad-4750-aa9e-b4fda3427452","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 6"
"eeda94b4-5c21-4deb-90b1-4d34f4073c4e","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 6","QES-ITC-E02-018"
"c3cca20e-0f34-4647-8c3c-c443af7f15f3","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 7"
"77ced808-540b-45a7-88ab-fe61cfa783c4","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 7","QES-ITC-E02-019"
"81880aa6-8833-4d0b-8dab-5f490ffc3edc","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - STAIR 1"
"254e353b-fa42-4ba5-885a-99bd896c877c","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - STAIR 1","QES-ITC-E02-020"
"5f7ab87e-4a95-4f25-8537-c9a665d7c620","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - STAIR 2"
"22826ac5-6eb5-4986-9443-652292742dbf","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - STAIR 2","QES-ITC-E02-021"
"abdb836a-9c1f-41af-857b-2f31f09a2fe5","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - STAIR 3"
"309ad55a-4a76-48f0-b1fd-d87ebcfdd759","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - STAIR 3","QES-ITC-E02-022"
"900ae13f-513b-479a-9e81-14da662cf242","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - STAIR 4"
"7dc66025-5fdc-4c17-a56e-49491c298837","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - STAIR 4","QES-ITC-E02-023"
"9ec9166d-71a4-419f-a51c-dd7d76f36480","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - STAIR 5"
"01ba1d30-e9ff-446e-860d-e2f1ad2d041d","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - STAIR 5","QES-ITC-E02-024"
"83964069-d8f5-47d8-af74-c2fab9c33ef8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - STAIR 6"
"65ac21c9-4aa8-456d-a072-d5bbc5227069","","work-in-progress","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION - STAIR 6","QES-ITC-E02-025"
"0b302fa2-14a6-41c3-83c3-d08c0c032a38","","fail","","folder","TRUE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN"
"1c8cd874-eb55-498a-8553-20227bf00391","","fail","","folder","TRUE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03"
"6ea71ca5-6474-4a4a-882d-49b61f12d3a6","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMP.005 - PLANT"
"370f3c72-39dc-454f-bde7-2f35ac6185c0","","work-in-progress","Ω (Deprecated) QES-ITC-E03-004 (Rev 0)","checklist","FALSE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMP.005 - PLANT","QES-ITC-E03-004"
"3129d120-9d42-402e-b69d-b1db6021b778","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMP.006 - MAIN SWITCH"
"1e5b4dd9-8816-4f18-b445-6c851a50a117","","work-in-progress","Ω (Deprecated) QES-ITC-E03-004 (Rev 0)","checklist","FALSE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMP.006 - MAIN SWITCH","QES-ITC-E03-005"
"af39a27d-f871-414c-8844-a48fb1368935","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMP.007 - UPS"
"da1560b8-8760-430e-bca3-3f87d82e67cb","","work-in-progress","Ω (Deprecated) QES-ITC-E03-004 (Rev 0)","checklist","FALSE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMP.007 - UPS","QES-ITC-E03-006"
"a5c8e168-e103-4211-9f48-942892cc71aa","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMP.008 - COMMS"
"99770380-2d23-43d6-b8a8-d0fc755e267f","","work-in-progress","Ω (Deprecated) QES-ITC-E03-004 (Rev 0)","checklist","FALSE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMP.008 - COMMS","QES-ITC-E03-007"
"1a031215-298d-4adc-96ed-6387743106a5","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMG.009 - STORAGE AREA"
"6c06950f-b1fb-43f2-857e-461214ae7447","","work-in-progress","Ω (Deprecated) QES-ITC-E03-004 (Rev 0)","checklist","FALSE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMG.009 - STORAGE AREA","QES-ITC-E03-008"
"2234159a-c524-4d30-b962-2d886bc1c5f3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMP.009a - MAINT STORE"
"e01c6c33-ebe9-4c8c-ba74-82d46ee39a97","","work-in-progress","Ω (Deprecated) QES-ITC-E03-004 (Rev 0)","checklist","FALSE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMP.009a - MAINT STORE","QES-ITC-E03-009"
"e9a2f432-18ac-40b4-896a-d7d452c826af","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMG.0010 - BELONGINGS STORE"
"4ed144f5-977b-4929-adfa-e9c1609d30f5","","work-in-progress","Ω (Deprecated) QES-ITC-E03-004 (Rev 0)","checklist","FALSE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMG.0010 - BELONGINGS STORE","QES-ITC-E03-010"
"751e70c1-0398-4b2e-b621-7f4c0187d8b0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMP.0013 - RAINWATER HARVESTING"
"a2aea74c-c675-4762-98af-2b0a8c7f16ed","","work-in-progress","Ω (Deprecated) QES-ITC-E03-004 (Rev 0)","checklist","FALSE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMP.0013 - RAINWATER HARVESTING","QES-ITC-E03-011"
"17e4d199-ec4a-4002-86d8-8daa252e6885","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMG.0012 - UNDERCROFT"
"28bfb62e-46eb-493c-aae3-37fe58c58d69","","work-in-progress","Ω (Deprecated) QES-ITC-E03-004 (Rev 0)","checklist","FALSE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 2 B2.SMG.0012 - UNDERCROFT","QES-ITC-E03-012"
"72b7fa3b-d0ef-4c1b-bf22-040aa9a872cc","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 1 B1.SMG.001 - LOBBY"
"ec7d6048-9dc1-4952-81cb-6032c638ca7c","","pass","Ω (Deprecated) QES-ITC-E03-004 (Rev 0)","checklist","FALSE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 1 B1.SMG.001 - LOBBY","QES-ITC-E03-013"
"b3b1fc99-53d3-465b-8018-770b010c7584","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 1 B1.SMG.015 - SECURE LOBBY"
"a50e7155-6d55-4d47-81b7-4e569e104373","","pass","Ω (Deprecated) QES-ITC-E03-004 (Rev 0)","checklist","FALSE","FALSE","Site QA","Electrical Services","CABLE ROUGH IN","E03","CABLE ROUGH IN - BASEMENT 1 B1.SMG.015 - SECURE LOBBY","QES-ITC-E03-014"
