"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4bede265-f92d-4e65-b39e-5337182d831a","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"eca420d8-a734-4d5a-873b-42bc8e03fbf7","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services"
"827a3385-31e7-4f7a-83bd-9643a8dffdb3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS"
"e7fec4b8-37aa-48fc-aa45-6430f7264e9f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01"
"313e12db-3da7-4be6-a9c4-9ec3fa14dac6","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV STAGE 1 - TRENCH & BACKFILL"
"381a8eeb-d30a-407b-8ad1-8b81a105c523","","pass","QA_TEM_004_Trench and Backfill","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV STAGE 1 - TRENCH & BACKFILL","QES-ITC-E01-001"
"fb29bf80-798a-47a5-804a-e10a5a0d2294","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV STAGE 1 - UNDERGROUND CONDUIT INSTALL"
"5700da5d-2350-49c8-a78f-db7997fc14a6","","pass","QA_TEM_005_Underground Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV STAGE 1 - UNDERGROUND CONDUIT INSTALL","QES-ITC-E01-002"
"470c7829-7c47-4945-9855-7070b1817baa","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV STAGE 1 - CABLE PIT INSTALLATION"
"aa7b3028-4e2d-474f-a126-78bfa9d3b253","","pass","QA_TEM_081_Cable Pit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV STAGE 1 - CABLE PIT INSTALLATION","QES-ITC-E01-003"
"c9875960-e119-4a78-997b-1621606e9eb1","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV STAGE 2 - TRENCH & BACKFILL"
"e9263149-e252-4771-bd5e-c1022ebd795b","","pass","QA_TEM_004_Trench and Backfill","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV STAGE 2 - TRENCH & BACKFILL","QES-ITC-E01-004"
"4487aa27-e00b-41e0-8d80-e177c0317609","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV STAGE 2 - UNDERGROUND CONDUIT INSTALL"
"169f3313-173e-495b-94ee-35d4c231b27d","","pass","QA_TEM_005_Underground Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV STAGE 2 - UNDERGROUND CONDUIT INSTALL","QES-ITC-E01-005"
"3e949aa0-0c5b-4d73-a6f0-ebc8df6860a3","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV STAGE 2 - CABLE PIT INSTALLATION"
"419f32d9-b900-4e10-a1cc-47bda9204497","","pass","QA_TEM_081_Cable Pit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV STAGE 2 - CABLE PIT INSTALLATION","QES-ITC-E01-006"
"1440d07c-bfec-4f6e-9bc5-33a8f0925ad1","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - EARTH RING"
"fb7e193d-bec9-4014-89ec-2aca171426c8","","work-in-progress","QA_TEM_003_Earth Electrode","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - EARTH RING","QES-ITC-E01-007"
"d1a1196a-90e0-49fa-9db3-eb16e2341af0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV PERMINANT 1 - CABLE PIT INSTALLATION"
"14b959ac-0549-44a2-90f5-8ac10fcd39ea","","work-in-progress","QA_TEM_081_Cable Pit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV PERMINANT 1 - CABLE PIT INSTALLATION","QES-ITC-E01-008"
"b5c8dd03-f137-48fb-ae41-986e432841a2","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV PERMINANT 2 - CABLE PIT INSTALLATION"
"982ed510-252b-468e-a0a4-8b9a1b1ca18b","","work-in-progress","QA_TEM_081_Cable Pit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN GROUNDS","E01","IN GROUND SERVICES INSTALL - HV PERMINANT 2 - CABLE PIT INSTALLATION","QES-ITC-E01-009"
"12a5c9ed-a673-4b00-aea3-38fd64789686","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB"
"407c7e39-775e-4aae-bcdb-136d9f3b084c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02"
"9002ce0e-3f82-4d86-bb2a-4b6b295a076e","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION LOWER GROUND POUR 1"
"74616c26-7302-4c14-9376-9c7efca2de0e","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION LOWER GROUND POUR 1","QES-ITC-E02-003"
"63871314-e60f-43bf-afc9-857e71776abc","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION LOWER GROUND POUR 2"
"1afa6bbf-defd-4cc8-a316-53fbabcbaacd","","pass","QA_TEM_007_Cast in Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION LOWER GROUND POUR 2","QES-ITC-E02-004"
"3f182f1c-61b9-487e-b4d4-3b51c3f521d8","","pass","","folder","TRUE","FALSE","Site QA","Electrical Services","IN SLAB","E02","CAST IN CONDUIT INSTALLATION GROUND POUR 1"
