"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b9ea6a00-1577-4963-8898-70026c0e0dec","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"226b33f0-546a-44bb-a115-88e19255da31","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical"
"3889dfbf-e6bc-440f-bb6a-b8ec8c578016","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical","Switchboards"
"fc97c4b6-15a9-4f65-9179-4eb2b0d839f5","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical","Switchboards","MDB-A"
"63d36701-3516-4fbf-b4ba-9f56de8426ba","","not-applicable","QA_TEM_011_Mains & Submains Installation","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Mains & Submains Installation"
"7e7d8e2c-d029-4667-944d-f1324104b05f","","pass","QA_TEM_014_Cable Terminations","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Cable Terminations"
"98a08f8f-b936-4da3-a73b-fa0eb7a6546b","","work-in-progress","QA_TEM_043_Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off"
"91098704-5298-4ab2-a19c-7dea99ce25b1","","pass","QA_TEM_041_Power Cable Commissioning","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Power Commissioning"
"74ba6c70-3396-4c67-bab5-181551a9d6f7","","pass","Add Final Installation Checklist","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Final Installation Checklist"
"8a0b204a-a798-4a2d-82e3-e8944698c6ef","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical","Switchboards","DB-BOP"
"f81de1bd-eaca-4381-9be8-49b88f50fd1c","","pass","QA_TEM_011_Mains & Submains Installation","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","Mains & Submains Installation"
"e23bc9e7-dea1-46e4-b4df-004361019401","","pass","QA_TEM_012_Switchboard & Distribution Board Installation","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","Switchboard & DB Installation"
"ca673921-b714-4b02-84de-5ba86c4dab35","","pass","QA_TEM_013_Switchboard & Distribution Board Assembly","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","Switchboard & Distribution Board Assembly"
"dbd43159-e608-421a-aa03-5260ff64bfb8","","pass","QA_TEM_014_Cable Terminations","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","Cable Terminations"
"430b8858-b30d-4326-b90c-4dff951356db","","pass","QA_TEM_015_Accessories Installation","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","Accessories Installation"
"8b05850e-83d0-408a-bee6-34140ab00000","","pass","QA_TEM_016_Light Fitting Installation","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","Light Fitting Installation"
"7ea89e10-9838-4fd0-a9e9-e267526fb1ce","","pass","QA_TEM_018_LCP's & Field Devices","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","LCP's & Field Devices"
"7f909b40-57bc-46cd-b4c0-a635f44271ea","","pass","QA_TEM_022_Control Cables","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","Control Cables"
"49f8ee9d-3480-4a19-b00d-d3045541edb9","","pass","QA_TEM_023_Emergency & Exit Lighting","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","Emergency & Exit Lighting"
"03ef6c81-161d-4a79-aa3e-590aa71d4dc6","","work-in-progress","QA_TEM_042_Rough In Checklist","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","Lighting Rough In"
"32fa722e-058d-4000-9846-655e229c7baf","","work-in-progress","QA_TEM_042_Rough In Checklist","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","Power Rough In"
"2abfd043-e85a-4b29-a999-5410bb8cda71","","work-in-progress","QA_TEM_043_Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","Lighting Fit Off"
"97af1ce8-928b-4a95-9b23-285d3b934e43","","work-in-progress","QA_TEM_043_Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","Power Fit Off"
"e7544baf-bb13-4963-a5fc-ef56e1650767","","work-in-progress","QA_TEM_041_Power Cable Commissioning","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","Power Commissioning"
"5f255beb-107a-449f-bd4c-276fa29c3915","","pass","QA_TEM_040_Multi-Core Cable Commissioning","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","Multi Core Cable Commissioning"
"508c8d11-2c44-4a62-9521-2e9a2c9ca693","","work-in-progress","QA_TEM_010_Final Sub Circuit Installation","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","Final Sub Circuit Installation"
"d5bd6614-5cc5-4278-ad5e-9630394dd8a2","","work-in-progress","Add Final Installation Checklist","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","DB-BOP","Final Installation Checklist"
"1f394561-dae0-46e4-8a14-65e3f248d639","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Switchboards","MSSB-LAB"
"90209816-5b47-46bb-bdc6-4a4d2f0e6761","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Switchboards","MSSB-LAB","Mains & Submains Installation"
"8a3832db-fdb8-4db0-9810-ce942e774f34","","pass","QA_TEM_011_Mains & Submains Installation","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","MSSB-LAB","Mains & Submains Installation","QA_TEM_011_Mains & Submains Installation"
"79595736-3208-4eb8-a8de-fc5a70cd8941","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Cable Tray"
"de61b0da-d586-490a-94e5-9e57e5e40d4b","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Cable Tray","Area 1"
"a2d6f841-09a8-49e5-9a7a-8456269daf82","","pass","QA_TEM_008_Cable Support Prior to Cabling","checklist","FALSE","FALSE","Site QA","Electrical","Cable Tray","Area 1","Cable Support Prior to Cabling"
"c36b1b6b-a914-4039-a632-9a4035b903c6","","pass","QA_TEM_009_Cable Support Post Cabling","checklist","FALSE","FALSE","Site QA","Electrical","Cable Tray","Area 1","Cable Support Post Cabling"
"ed98f7e8-3c12-4dee-8594-fd43cfc164a0","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Conduit Installation"
"f906b72c-6915-45f3-b36e-c491b3925e76","","pass","QA_TEM_006_Surface Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical","Conduit Installation","Area 1"
"204d4dc0-13b1-4dab-9fde-b530ccf41725","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Temporary Services"
"064767c5-73e8-4164-b226-e07747e101bb","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 1"
"a30463d8-f8de-422f-b09e-c80f73c29c19","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 1","September 2023"
"3ee86d7d-1f06-4553-afd5-6d1801e09fdf","","pass","QA_TEM_063_Construction Distribution Boards","checklist","FALSE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 1","September 2023","QA_TEM_063_Construction Distribution Boards"
"df64ec08-b419-4e6b-a6a1-6fe2c0d23606","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 1","October 2023"
"f05f5c54-be45-471a-9331-c137b37af3f3","","pass","QA_TEM_063_Construction Distribution Boards","checklist","FALSE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 1","October 2023","QA_TEM_063_Construction Distribution Boards"
"be407094-329d-4f99-9078-d68b4ec2343b","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 1","November 2023"
"ae52c750-4805-46ae-96db-3a3724b532a5","","pass","QA_TEM_063_Construction Distribution Boards","checklist","FALSE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 1","November 2023","QA_TEM_063_Construction Distribution Boards"
"d401e206-3ae0-44fb-8a4a-fe8e22ec2465","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 1","December 2023"
"0426ebbd-abc9-4e84-820b-29e00ad81050","","pass","QA_TEM_063_Construction Distribution Boards","checklist","FALSE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 1","December 2023","QA_TEM_063_Construction Distribution Boards"
"4e948a2e-d2af-456a-96ac-ba024e894906","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 2"
"346188ad-dedd-41b7-ab7a-2886f84f291d","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 2","September 2023"
"d502a748-135a-49fe-bec6-ec18b3ae3935","","pass","QA_TEM_063_Construction Distribution Boards","checklist","FALSE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 2","September 2023","QA_TEM_063_Construction Distribution Boards"
"4030716e-7682-476a-a5e6-e350e97e578b","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 2","October 2023"
"d5974d41-b3b6-4f49-9c24-bdb90a77fc56","","pass","QA_TEM_063_Construction Distribution Boards","checklist","FALSE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 2","October 2023","QA_TEM_063_Construction Distribution Boards"
"5c7d0174-f72d-4745-9b0a-090d1573eeb9","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 2","November 2023"
"eab76fcf-dd8b-4b45-9289-073e9a82576b","","pass","QA_TEM_063_Construction Distribution Boards","checklist","FALSE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 2","November 2023","QA_TEM_063_Construction Distribution Boards"
"ab242272-70f8-4ccc-9891-48e21312058c","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 2","December 2023"
"68285cfd-156c-43ee-9fd6-cdacf132c386","","pass","QA_TEM_063_Construction Distribution Boards","checklist","FALSE","FALSE","Site QA","Electrical","Temporary Services","Temp DB 2","December 2023","QA_TEM_063_Construction Distribution Boards"
"64b0c8f9-9e0e-4efb-b3ce-5a9e19d54082","","work-in-progress","","folder","TRUE","FALSE","Site QA","Communications"
"201ee689-976d-4d3c-99d5-c57203d05ebf","","work-in-progress","QA_TEM_042_Rough In Checklist","checklist","FALSE","FALSE","Site QA","Communications","Rough In"
"f1a084fe-3d0f-460a-aff2-b1747c7ef766","","work-in-progress","QA_TEM_043_Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Communications","Fit Off"
"3e7df231-683b-4ab1-8da1-0bfd98496daf","","pass","QA_TEM_025_Data & Communications Cabling","checklist","FALSE","FALSE","Site QA","Communications","Data & Comms Cabling"
"cb54dc94-c21c-4e87-af8b-ca06594a2cec","","pass","QA_TEM_014_Cable Terminations","checklist","FALSE","FALSE","Site QA","Communications","Cable Terminations"
"904e9196-af3f-4e8a-ab8a-f9f4613a016d","","pass","QA_TEM_010_Final Sub Circuit Installation","checklist","FALSE","FALSE","Site QA","Communications","Final Sub Circuit Installation"
"7c4a8bdf-59f6-4fd5-b639-cd4ac708e124","","no-status-not-started","","folder","TRUE","FALSE","Admin"
"7c7be52d-8565-40d0-8696-a1ae5edf3c6d","","no-status-not-started","","folder","TRUE","FALSE","Admin","Leave Application"
"dec15614-9e14-4da3-bdb6-81391e75cb1c","","no-status-not-started","","folder","TRUE","FALSE","Admin","Wage Query"
"45535f16-cf0d-47c0-8c07-ec3f158680bd","","no-status-not-started","","folder","TRUE","FALSE","Admin","Reimbursement Form"
"030f429d-17a1-4906-b8b1-b2bd75c7c7fa","","no-status-not-started","","folder","TRUE","FALSE","Admin","Change of Details"
"ec50a164-58d6-427f-a8db-d49b7d82af89","","no-status-not-started","","folder","TRUE","FALSE","Admin","Uniform Request"
"eee3f4b5-ed95-47dd-ae28-4c7e42e72350","","work-in-progress","","folder","TRUE","FALSE","Safety"
"a1c0ed1c-a022-45cd-8005-3967649357d4","","work-in-progress","","folder","TRUE","FALSE","Safety","Incident Report"
