Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
B01 Progress,,,,,,,
,Scope,,,B01,,,
,Rows,,,,,,
,,Grnd/L1/L2,dynamic,Grnd/L1/L2,Area - 1 (GL A1-B3/ AA-AJ),Façade ,B01
,,Level 3,dynamic,Level 3,Area - 1 (GL A1-B3/ AA-AJ),Façade ,B01
,,Roof Level,dynamic,Roof Level,Area - 1 (GL A1-B3/ AA-AJ),Façade ,B01
,,Grnd/L1/L2,dynamic,Grnd/L1/L2,Area - 2 (GL B4-A14/ AA-AJ),Façade ,B01
,,Level 3,dynamic,Level 3,Area - 2 (GL B4-A14/ AA-AJ),Façade ,B01
,,Roof Level,dynamic,Roof Level,Area - 3 (GL AG -CE),Façade ,B01
,,Grnd/L1/L2,dynamic,Grnd/L1/L2,Area - 3 (GL AG -CE),Façade ,B01
,,Roof Level,dynamic,Roof Level,Area - 3 (GL AG -CE),Façade ,B01
,,Grnd/L1/L2,dynamic,Grnd/L1/L2,Area - 4 (GL CA-CM/ C1-B3),Façade ,B01
,,Level 3,dynamic,Level 3,Area - 4 (GL CA-CM/ C1-B3),Façade ,B01
,,Grnd/L1/L2,dynamic,Grnd/L1/L2,Area - 5 (GL CA-CM/ B4-C18),Façade ,B01
,,Level 3,dynamic,Level 3,Area - 5 (GL CA-CM/ B4-C18),Façade ,B01
,Columns,,,,,,
,,Wall,,Wall,,,
,,Parapet,,Parapet,,,
,,Soffit & Wall,,Soffit & Wall,,,
