resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Site QA,,,,,,,,
,step,,,,Car Parking,,,,,,,
External Works,checklist,,,,,External Works,,,,,,
,step,,,,,,Structural Earth Bonding,,,,,
Structural Earth Bonding,checklist,,,,,,,Structural Earth Bonding-1,,,,
Structural Earth Bonding,checklist,,,,,,,Structural Earth Bonding-2,,,,
,step,,,,Temple Premises,,,,,,,
External Works,checklist,,,,,External Works,,,,,,
,step,,,,,Structural Earth Bonding,,,,,,
Structural Earth Bonding,checklist,,,,,,Structural Earth Bonding-1,,,,,
Structural Earth Bonding,checklist,,,,,,Structural Earth Bonding-2,,,,,
,step,,,,,Mains,,,,,,
Mains,checklist,,,,,,Mains,,,,,
Mains Earthing,checklist,,,,,,Mains Earthing,,,,,
,step,,,,,Laying of Conduits,,,,,,
Laying of Conduits,checklist,,,,,,Power,,,,,
Laying of Conduits,checklist,,,,,,Control,,,,,
,step,,,,,Cable PITS,,,,,,
Inspection of Cable PIT,checklist,,,,,,Power,,,,,
Inspection of Cable PIT,checklist,,,,,,Control,,,,,
,step,,,,,First Fix,,,,,,
,step,,,,,,Control Room,,,,,
MSSB,checklist,,,,,,,MSSB,,,,
Lighting Circuits First Fix,checklist,,,,,,,Cabling,Lighting,,,
Power Circuit First Fix,checklist,,,,,,,,Power,,,
,step,,,,,,Covered Patio,,,,,
Lighting Circuits First Fix,checklist,,, ,,,,Cabling,Lighting,,,
Power Circuit First Fix,checklist,,,,,,,,Power,,,
Flush Boxes,checklist,,,,,,,Flush Boxes,,,,
,step,,,,,,Entry Lobby,,,,,
Lighting Circuits First Fix,checklist,,,,,,,Cabling,Lighting,,,
Power Circuit First Fix,checklist,,,,,,,,Power,,,
Flush Boxes,checklist,,,,,,,Flush Boxes,,,,
,step,,,,,,Reception,,,,,
Lighting Circuits First Fix,checklist,,,,,,,Cabling,Lighting,,,
Power Circuit First Fix,checklist,,,,,,,,Power,,,
Flush Boxes,checklist,,,,,,,Flush Boxes,,,,
,step,,,,,,Book Store,,,,,
Lighting Circuits First Fix,checklist,,,,,,,Cabling,Lighting,,,
Power Circuit First Fix,checklist,,,,,,,,Power,,,
Flush Boxes,checklist,,,,,,,Flush Boxes,,,,
,step,,,,,,Pujari Apartment,,,,,
Lighting Circuits First Fix,checklist,,,,,,,Cabling,Lighting,,,
Power Circuit First Fix,checklist,,,,,,,,Power,,,
Flush Boxes,checklist,,,,,,,Flush Boxes,,,,
,step,,,,,,Ladies Office,,,,,
Lighting Circuits First Fix,checklist,,,,,,,Cabling,Lighting,,,
Power Circuit First Fix,checklist,,,,,,,,Power,,,
Flush Boxes,checklist,,,,,,,Flush Boxes,,,,
,step,,,,,,Temple Offering Office,,,,,
Lighting Circuits First Fix,checklist,,,,,,,Cabling,Lighting,,,
Power Circuit First Fix,checklist,,,,,,,,Power,,,
Flush Boxes,checklist,,,,,,,Flush Boxes,,,,
,step,,,,,,Main Temple Office,,,,,
Lighting Circuits First Fix,checklist,,, ,,,,Cabling,Lighting,,,
Power Circuit First Fix,checklist,,,,,,,,Power,,,
Flush Boxes,checklist,,,,,,,Flush Boxes,,,,
,step,,,,,,Male Toilet - G,,,,,
Lighting Circuits First Fix,checklist,,,,,,,Cabling,Lighting,,,
Power Circuit First Fix,checklist,,,,,,,,Power,,,
Flush Boxes,checklist,,,,,,,Flush Boxes,,,,
,step,,,,,,Female Toilet - G,,,,,
Lighting Circuits First Fix,checklist,,,,,,,Cabling,Lighting,,,
Power Circuit First Fix,checklist,,,,,,,,Power,,,
Flush Boxes,checklist,,,,,,,Flush Boxes,,,,
,step,,,,,,Male Shoes Room,,,,,
Lighting Circuits First Fix,checklist,,,,,,,Cabling,Lighting,,,
