"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2916b345-0f1c-454f-9119-ab8c7a21d59f","","folder-normal","","","step","TRUE","FALSE","Site QA"
"aa4bdb50-ac8e-427f-ae03-e8e237f5e3b4","","folder-normal","","","step","TRUE","FALSE","Site QA","Car Parking"
"9a8f37c6-24d7-48fe-8934-3317640d2c12","Unsupported Children: folder-normal Structural Earth Bonding(8ec13134-6547-4eea-b98c-af1af1f5f7e5)","checklist-flat","","3f51bfe82c9b3ca2b4854d1dfdcb8bd9e5cd0159dae62a88dcb1d2b2e3919a74","checklist-flat","FALSE","FALSE","Site QA","Car Parking","External Works"
"8ec13134-6547-4eea-b98c-af1af1f5f7e5","","folder-normal","","","step","TRUE","FALSE","Site QA","Car Parking","External Works","Structural Earth Bonding"
"cc2693d0-f5eb-497e-95fb-2f68f3ebf720","","checklist-flat","","","checklist-flat","FALSE","FALSE","Site QA","Car Parking","External Works","Structural Earth Bonding","Structural Earth Bonding-1"
"6d7cf94d-ae43-4e56-9537-86c6385a3379","","checklist-flat","","","checklist-flat","FALSE","FALSE","Site QA","Car Parking","External Works","Structural Earth Bonding","Structural Earth Bonding-2"
"3547bcd7-6102-4ab7-be4c-d81c641ecb99","","folder-normal","","","step","TRUE","FALSE","Site QA","Temple Premises"
"c5cb85e8-0acb-410b-974a-d84ce1a2ad07","","checklist-flat","","External Works","checklist-flat","FALSE","FALSE","Site QA","Temple Premises","External Works"
"27b3705a-b48f-4133-b315-8e6768a5069d","","folder-normal","","","step","TRUE","FALSE","Site QA","Temple Premises","Structural Earth Bonding"
"f5ad221e-bdd6-4506-b787-cfa8c6f5e05b","","checklist-flat","","Structural Earth Bonding","checklist-flat","FALSE","FALSE","Site QA","Temple Premises","Structural Earth Bonding","Structural Earth Bonding-1"
"d358b3e1-4fd3-4ace-ae4d-4498efad3413","","checklist-flat","","Structural Earth Bonding","checklist-flat","FALSE","FALSE","Site QA","Temple Premises","Structural Earth Bonding","Structural Earth Bonding-2"
"92bd5dc6-1fb9-469b-a2eb-5e5b9e21acf4","","folder-normal","","","step","TRUE","FALSE","Site QA","Temple Premises","Mains"
"0fe1a6c2-7d9c-46db-9694-ed0f7a6558a2","","checklist-flat","","Mains","checklist-flat","FALSE","FALSE","Site QA","Temple Premises","Mains","Mains"
"4bfa64fb-48bb-418e-b084-68b1b4496367","","checklist-flat","","Mains Earthing","checklist-flat","FALSE","FALSE","Site QA","Temple Premises","Mains","Mains Earthing"
"42ec94eb-822e-4e34-a250-55ce67f75d37","","folder-normal","","","step","TRUE","FALSE","Site QA","Temple Premises","Laying of Conduits"
"b4ccf289-6c9d-452e-baa5-36856e9de317","","checklist-flat","","Laying of Conduits","checklist-flat","FALSE","FALSE","Site QA","Temple Premises","Laying of Conduits","Power"
"e918297e-c626-446d-b8d8-029b05a922d9","","checklist-flat","","Laying of Conduits","checklist-flat","FALSE","FALSE","Site QA","Temple Premises","Laying of Conduits","Control"
"f0182006-b2c8-4d8c-8fd0-f135a423e27d","","folder-normal","","","step","TRUE","FALSE","Site QA","Temple Premises","Cable PITS"
"06570827-a255-4d3d-8bcd-b1d3d3e8491e","","checklist-flat","","Inspection of Cable PIT","checklist-flat","FALSE","FALSE","Site QA","Temple Premises","Cable PITS","Power"
"66117b8f-2536-4e10-8e79-f8175584c1ab","","checklist-flat","","Inspection of Cable PIT","checklist-flat","FALSE","FALSE","Site QA","Temple Premises","Cable PITS","Control"
"5244914c-7829-48b1-9841-c810987819a1","","folder-normal","","","step","TRUE","FALSE","Site QA","Temple Premises","First Fix"
"be78c6e8-a4d5-4108-be39-a6f6871cfac7","","folder-normal","","","step","TRUE","FALSE","Site QA","Temple Premises","First Fix","Control Room"
