"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Facade / Roof Progress"
,"Scope",,
,"Rows"
,,"Facade / Roof","dynamic","facade / roof"
,"Columns"
,,"Exterior Timber Framing",,"exterior timber framing"
,,"External Envelope",,"external envelope"
,,"Soffits",,"soffits"
,,"Windows, Sliders and Sealants",,"windows, sliders and sealants"
,,"Brick Lintel bars installation",,"brick lintel bars installation"
,,"Installation of Aluminium Joinery",,"installation of aluminium joinery"
,,"Flashing installation",,"flashing installation"
,,"Roof structure - Timber Trusses",,"roof structure - timber trusses"
,,"Hatches",,"hatches"
,,"Gutters",,"gutters"

"Fitout - Area A Progress"
,"Scope",,
,"Rows"
,,"Fitout - Area A","dynamic","fitout - area a"
,"Columns"
,,"Timber Framing",,"timber framing"
,,"Fire door installation",,"fire door installation"
,,"Internal door installation",,"internal door installation"
,,"Hardware Installation",,"hardware installation"
,,"Skirting/Architraves & Trims",,"skirting/architraves & trims"
,,"Installation of Internal carpentry items - Bathroom",,"installation of internal carpentry items - bathroom"

