Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Plumbing - Tower Apartments (Fit-Off),,,,,,,,
,Scope,,,Plumbing Fit-Off,,,,
,Rows,,,,,,,
,,Level 45,grouping,Level 45,,,,
,,C4501,expanded,C4501,Level 45,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4502,expanded,C4502,Level 45,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4503,expanded,C4503,Level 45,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4504,expanded,C4504,Level 45,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4505,expanded,C4505,Level 45,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4506,expanded,C4506,Level 45,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4507,expanded,C4507,Level 45,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4508,expanded,C4508,Level 45,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4509,expanded,C4509,Level 45,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4510,expanded,C4510,Level 45,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4511,expanded,C4511,Level 45,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4512,expanded,C4512,Level 45,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,Level 46,grouping,Level 46,,,,
,,C4601,expanded,C4601,Level 46,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4602,expanded,C4602,Level 46,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4603,expanded,C4603,Level 46,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4604,expanded,C4604,Level 46,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4605,expanded,C4605,Level 46,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4606,expanded,C4606,Level 46,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4607,expanded,C4607,Level 46,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4608,expanded,C4608,Level 46,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4609,expanded,C4609,Level 46,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4610,expanded,C4610,Level 46,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4611,expanded,C4611,Level 46,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4612,expanded,C4612,Level 46,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,Level 47,grouping,Level 47,,,,
,,C4701,expanded,C4701,Level 47,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4702,expanded,C4702,Level 47,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4703,expanded,C4703,Level 47,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4704,expanded,C4704,Level 47,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4705,expanded,C4705,Level 47,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
,,C4706,expanded,C4706,Level 47,Tower Apartments (Sub-Mains),Plumbing Fit-Off,Tower-3
