Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Area Ready - LOWER GROUND FLOOR ZONE 1,,,,,,
,Scope,,,Area Ready,,
,Rows,,,,,
,,LOWER GROUND FLOOR ZONE 1,dynamic,LOWER GROUND FLOOR ZONE 1,Area Ready,Site QA
,Columns,,,,,
,,Substrate Acceptable,,Substrate Acceptable,Substrate,
,,Wet Area Screed Installed,,Wet Area Screed Installed,Substrate,
,,Ceiling Installed,,Ceiling Installed,Walls / Ceiling,
,,Gyprock,,Gyprock,Walls / Ceiling,
,,Plastered,,Plastered,Walls / Ceiling,
,,Plaster Sanded,,Plaster Sanded,Walls / Ceiling,
,,Painted,,Painted,Walls / Ceiling,
,,,,,,
Area Ready - Ground Floor Zone 1,,,,,,
,Scope,,,Area Ready,,
,Rows,,,,,
,,Ground Floor Zone 1,dynamic,Ground Floor Zone 1,Area Ready,Site QA
,Columns,,,,,
,,Substrate Acceptable,,Substrate Acceptable,Substrate,
,,Wet Area Screed Installed,,Wet Area Screed Installed,Substrate,
,,Ceiling Installed,,Ceiling Installed,Walls / Ceiling,
,,Gyprock,,Gyprock,Walls / Ceiling,
,,Plastered,,Plastered,Walls / Ceiling,
,,Plaster Sanded,,Plaster Sanded,Walls / Ceiling,
,,Painted,,Painted,Walls / Ceiling,
,,,,,,
Area Ready - Ground Floor Zone 2,,,,,,
,Scope,,,Area Ready,,
,Rows,,,,,
,,Ground Floor Zone 2,dynamic,Ground Floor Zone 2,Area Ready,Site QA
,Columns,,,,,
,,Substrate Acceptable,,Substrate Acceptable,Substrate,
,,Wet Area Screed Installed,,Wet Area Screed Installed,Substrate,
,,Ceiling Installed,,Ceiling Installed,Walls / Ceiling,
,,Gyprock,,Gyprock,Walls / Ceiling,
,,Plastered,,Plastered,Walls / Ceiling,
,,Plaster Sanded,,Plaster Sanded,Walls / Ceiling,
,,Painted,,Painted,Walls / Ceiling,
,,,,,,
Area Ready - Ground Floor Connection,,,,,,
,Scope,,,Area Ready,,
,Rows,,,,,
,,Ground Floor Connection,dynamic,Ground Floor Connection,Area Ready,Site QA
,Columns,,,,,
,,Substrate Acceptable,,Substrate Acceptable,Substrate,
,,Wet Area Screed Installed,,Wet Area Screed Installed,Substrate,
,,Ceiling Installed,,Ceiling Installed,Walls / Ceiling,
,,Gyprock,,Gyprock,Walls / Ceiling,
,,Plastered,,Plastered,Walls / Ceiling,
,,Plaster Sanded,,Plaster Sanded,Walls / Ceiling,
,,Painted,,Painted,Walls / Ceiling,
,,,,,,
Area Ready - LEVEL 1 ZONE 1,,,,,,
,Scope,,,Area Ready,,
,Rows,,,,,
,,LEVEL 1 ZONE 1,dynamic,LEVEL 1 ZONE 1,Area Ready,Site QA
,Columns,,,,,
,,Substrate Acceptable,,Substrate Acceptable,Substrate,
,,Wet Area Screed Installed,,Wet Area Screed Installed,Substrate,
,,Ceiling Installed,,Ceiling Installed,Walls / Ceiling,
,,Gyprock,,Gyprock,Walls / Ceiling,
,,Plastered,,Plastered,Walls / Ceiling,
,,Plaster Sanded,,Plaster Sanded,Walls / Ceiling,
,,Painted,,Painted,Walls / Ceiling,
,,,,,,
Area Ready - LEVEL 1 ZONE 2,,,,,,
,Scope,,,Area Ready,,
,Rows,,,,,
,,LEVEL 1 ZONE 2,dynamic,LEVEL 1 ZONE 2,Area Ready,Site QA
,Columns,,,,,
,,Substrate Acceptable,,Substrate Acceptable,Substrate,
,,Wet Area Screed Installed,,Wet Area Screed Installed,Substrate,
,,Ceiling Installed,,Ceiling Installed,Walls / Ceiling,
,,Gyprock,,Gyprock,Walls / Ceiling,
,,Plastered,,Plastered,Walls / Ceiling,
,,Plaster Sanded,,Plaster Sanded,Walls / Ceiling,
,,Painted,,Painted,Walls / Ceiling,
,,,,,,
Area Ready - LEVEL 2 ZONE 1,,,,,,
,Scope,,,Area Ready,,
,Rows,,,,,
,,LEVEL 2 ZONE 1,dynamic,LEVEL 2 ZONE 1,Area Ready,Site QA
,Columns,,,,,
,,Substrate Acceptable,,Substrate Acceptable,Substrate,
,,Wet Area Screed Installed,,Wet Area Screed Installed,Substrate,
,,Ceiling Installed,,Ceiling Installed,Walls / Ceiling,
,,Gyprock,,Gyprock,Walls / Ceiling,
,,Plastered,,Plastered,Walls / Ceiling,
,,Plaster Sanded,,Plaster Sanded,Walls / Ceiling,
,,Painted,,Painted,Walls / Ceiling,
,,,,,,
Area Ready - LEVEL 2 ZONE 2,,,,,,
,Scope,,,Area Ready,,
,Rows,,,,,
,,LEVEL 2 ZONE 2,dynamic,LEVEL 2 ZONE 2,Area Ready,Site QA
,Columns,,,,,
,,Substrate Acceptable,,Substrate Acceptable,Substrate,
,,Wet Area Screed Installed,,Wet Area Screed Installed,Substrate,
,,Ceiling Installed,,Ceiling Installed,Walls / Ceiling,
,,Gyprock,,Gyprock,Walls / Ceiling,
,,Plastered,,Plastered,Walls / Ceiling,
,,Plaster Sanded,,Plaster Sanded,Walls / Ceiling,
,,Painted,,Painted,Walls / Ceiling,
