Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Overall Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,N24,grouping,N24,,,
,,Level 0 - App. 1 - W0.3 (Type B),,N24,Level 0,App. 1,W0.3 (Type B)
,,Level 0 - App. 1 - W0.2 (Type B),,N24,Level 0,App. 1,W0.2 (Type B)
,,Level 0 - App. 1 - W0.1 (Type E),,N24,Level 0,App. 1,W0.1 (Type E)
,,Level 0 - App. 1 - W0.21 (Type A1),,N24,Level 0,App. 1,W0.21 (Type A1)
,,Level 0 - App. 3 - W0.20 (Type A1),,N24,Level 0,App. 3,W0.20 (Type A1)
,,Level 0 - App. 3 - W0.19 (Type E),,N24,Level 0,App. 3,W0.19 (Type E)
,,Level 0 - App. 3 - W0.18 (Type B),,N24,Level 0,App. 3,W0.18 (Type B)
,,Level 0 - App. 3 - W0.17 (Type D),,N24,Level 0,App. 3,W0.17 (Type D)
,,Level 0 - App. 3 - W0.16 (Type B),,N24,Level 0,App. 3,W0.16 (Type B)
,,Level 0 - App. 3 - W0.15 (Type G),,N24,Level 0,App. 3,W0.15 (Type G)
,,Level 0 - App. 4 - W0.14 (Type A3),,N24,Level 0,App. 4,W0.14 (Type A3)
,,Level 0 - App. 4 - W0.13 (Type A1),,N24,Level 0,App. 4,W0.13 (Type A1)
,,Level 0 - App. 4 - W0.12 (Type F),,N24,Level 0,App. 4,W0.12 (Type F)
,,Level 0 - App. 4 - W0.11 (Type B),,N24,Level 0,App. 4,W0.11 (Type B)
,,Level 0 - App. 4 - W0.10 (Type B),,N24,Level 0,App. 4,W0.10 (Type B)
,,Level 0 - App. 2 - W0.9 (Type A1),,N24,Level 0,App. 2,W0.9 (Type A1)
,,Level 0 - App. 2 - W0.8 (Type E),,N24,Level 0,App. 2,W0.8 (Type E)
,,Level 0 - App. 2 - W0.7 (Type C),,N24,Level 0,App. 2,W0.7 (Type C)
,,Level 0 - App. 2 - W0.6 (Type B),,N24,Level 0,App. 2,W0.6 (Type B)
,,Level 0 - App. 2 - W0.5 (Type B),,N24,Level 0,App. 2,W0.5 (Type B)
,,Level 0 - App. 2 - W0.4 (Type B),,N24,Level 0,App. 2,W0.4 (Type B)
,,Level 0 - Lobby - CW0.1,,N24,Level 0,Lobby,CW0.1
,,Level 0 - Lobby - CW0.5,,N24,Level 0,Lobby,CW0.5
,,Level 0 - Lobby - ED0.1,,N24,Level 0,Lobby,ED0.1
,,Level 0 - Lobby - ED0.5,,N24,Level 0,Lobby,ED0.5
,,Level 0 - Stairs - CW0.2,,N24,Level 0,Stairs,CW0.2
,,Level 0 - Stairs - ED0.2,,N24,Level 0,Stairs,ED0.2
,,Level 0 - SVR/Pump - CW0.3,,N24,Level 0,SVR/Pump,CW0.3
,,Level 0 - SVR/Pump - CW0.4,,N24,Level 0,SVR/Pump,CW0.4
,,Level 1 - App. 1 - W1.3 (Type B),,N24,Level 1,App. 1,W1.3 (Type B)
,,Level 1 - App. 1 - W1.2 (Type B),,N24,Level 1,App. 1,W1.2 (Type B)
,,Level 1 - App. 1 - W1.1 (Type E),,N24,Level 1,App. 1,W1.1 (Type E)
,,Level 1 - App. 1 - W1.27 (Type A1),,N24,Level 1,App. 1,W1.27 (Type A1)
,,Level 1 - App. 3 - W1.26 (Type A1),,N24,Level 1,App. 3,W1.26 (Type A1)
,,Level 1 - App. 3 - W1.25 (Type E),,N24,Level 1,App. 3,W1.25 (Type E)
,,Level 1 - App. 3 - W1.24 (Type B),,N24,Level 1,App. 3,W1.24 (Type B)
,,Level 1 - App. 3 - W1.23(Type D),,N24,Level 1,App. 3,W1.23(Type D)
,,Level 1 - App. 3 - W1.22 (Type B),,N24,Level 1,App. 3,W1.22 (Type B)
,,Level 1 - App. 4 - W1.21 (Type E),,N24,Level 1,App. 4,W1.21 (Type E)
,,Level 1 - App. 4 - W1.20 (Type A1),,N24,Level 1,App. 4,W1.20 (Type A1)
,,Level 1 - App. 4 - W1.19 (Type F),,N24,Level 1,App. 4,W1.19 (Type F)
