"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"Site QA","dynamic","site qa"
,"Columns"
,,"Internal Sill",,"internal sill"
,,"External Sill",,"external sill"
,,"Weathershields",,"weathershields"
,,"External Head",,"external head"
,,"Glazing",,"glazing"

