"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"56460fcb-436a-459f-8d80-fffed313bf6d","","not-started","","folder","TRUE","FALSE","Level 0 - Internal Partitions & Door Glazing "
"6e4d9b16-2324-41b6-a0a5-6b928ccc050d","","not-started","QA - Shopfront/Partition Glazing","checklist","FALSE","FALSE","Level 0 - Internal Partitions & Door Glazing ","Level 0 - Internal Partition & Door Glazing"
"c9082f7b-2dc6-4841-8f97-9fd41c158a73","","not-started","","folder","TRUE","FALSE","Level 1 - Internal Partitions & Door Glazing "
"bec5cd5e-f749-47e6-bbe0-dedb232b95b6","","not-started","QA - Shopfront/Partition Glazing","checklist","FALSE","FALSE","Level 1 - Internal Partitions & Door Glazing ","Level 1 - Partition & Door Glazing "
"c6e773e7-e43a-42ec-995d-eaca4150cc77","","not-started","","folder","TRUE","FALSE","Level 2 - Internal Partitions & Door Glazing "
"ed85440f-0cec-4108-ba06-1657d098432d","","not-started","QA - Shopfront/Partition Glazing","checklist","FALSE","FALSE","Level 2 - Internal Partitions & Door Glazing ","Level 2 Partition & Door Glazing "
"ec58bc8d-9098-4d17-9e99-a65d6878b46c","","not-started","","folder","TRUE","FALSE","Level 11 - Internal Partitions & Door Glazing "
"93a21259-e22f-4d1d-bd44-4cd2397dc6c7","","not-started","QA - Shopfront/Partition Glazing","checklist","FALSE","FALSE","Level 11 - Internal Partitions & Door Glazing ","Level 11 Partition & Door Glazing "
"790e2ef6-d16f-4087-8ad6-b518a78c2336","","not-started","","folder","TRUE","FALSE","Level 12 - Internal Partitions & Door Glazing "
"2ded4c06-73bd-4b64-90af-c65977f00b1d","","not-started","QA - Shopfront/Partition Glazing","checklist","FALSE","FALSE","Level 12 - Internal Partitions & Door Glazing ","Level 12 Partition & Door Glazing "
"c9282b21-ea89-41af-88ef-983365a3cf77","","not-started","","folder","TRUE","FALSE","Level 13 - Internal Partitions & Door Glazing "
"4e968cd8-e0cd-4791-bdb2-6dcb2e3a8eff","","not-started","QA - Shopfront/Partition Glazing","checklist","FALSE","FALSE","Level 13 - Internal Partitions & Door Glazing ","Level 13 Partition & Door Glazing "
"5a8dabbe-26a6-4297-aeb9-39e0d33e1fe6","","not-started","","folder","TRUE","FALSE","Level 14 - Internal Partitions & Door Glazing "
"51986804-9c62-4636-9ad0-b6bd4b21101d","","not-started","QA - Shopfront/Partition Glazing","checklist","FALSE","FALSE","Level 14 - Internal Partitions & Door Glazing ","Level 14 Partition & Door Glazing "
"897ebc72-82b9-4b7b-bab5-10b4cce68115","","not-started","","folder","TRUE","FALSE","Level 15 - Internal Partitions & Door Glazing "
"5f9c29bc-8453-4213-989d-c10832631653","","not-started","QA - Shopfront/Partition Glazing","checklist","FALSE","FALSE","Level 15 - Internal Partitions & Door Glazing ","Level 15 Partition & Door Glazing "
"e9976ae6-c8bf-4f74-b9a9-a2fab73d58c5","","not-started","","folder","TRUE","FALSE","Level 16 - Internal Partitions & Door Glazing "
"21cd874d-5bb7-4205-b200-189dceb695f5","","not-started","QA - Shopfront/Partition Glazing","checklist","FALSE","FALSE","Level 16 - Internal Partitions & Door Glazing ","Level 16 Partition & Door Glazing "
"e36c659f-9ed8-4110-be93-af8a11c3b8de","","not-started","","folder","TRUE","FALSE","Level 18 - Internal Partitions & Door Glazing "
"398dcf18-9ef9-490e-ae9f-320d1bd35e7e","","not-started","QA - Shopfront/Partition Glazing","checklist","FALSE","FALSE","Level 18 - Internal Partitions & Door Glazing ","Level 18 Partition & Door Glazing "
"f6403f27-4098-4b94-bb1f-6acd40dbdcee","","not-started","","folder","TRUE","FALSE","Balustrade To Stair Void "
"bb4cf3e4-67e3-4a09-8856-d356dba2ab1c","","not-started","QA - Balustrades","checklist","FALSE","FALSE","Balustrade To Stair Void ","Balustrade To Stair Void "
