"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c8a4f35d-80b4-44a8-ad67-58f81fa7c6de","","checklist-flat","no-status-not-started","3b75876e962375e1fa84b90877f13bd8bad55be56e3a5558f873021cdd8ea4fb","checklist-flat","FALSE","FALSE","Job Details"
"4ce1eb48-b75b-4167-9ce8-b915bdde0419","","folder-normal","pass","","step","TRUE","FALSE","Site QA"
"271800cd-e956-42df-8125-0865ecc2c2f8","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Basement "
"e30e4e24-409a-4903-ac5e-52d9f1d8270d","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -sat 26/3"
"abcce3b3-4560-418d-ba27-7bf2aba70d0f","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet - Tuesday 29/3/22"
"b55a9623-9ca8-412d-b1d4-7401d8c37a4c","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet - Wed 30/03/22"
"7444f621-00f1-49db-acf2-0b2cc498c2e3","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet - Thursday 31/3/22"
"d3ee8ead-dc11-4cc2-ad9e-217f57e13109","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Full Activity Timesheets","April 22"
"ee54ca78-16ce-4490-8416-47751c3051ec","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -Fri 1/4"
"27efbdec-16a2-4060-89c6-eceabea2567e","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -sat 2/4"
"a849cab1-5dd6-42b7-a9d1-f141cee3ed7b","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -Mon 4/3"
"66d9c1d7-2938-48dc-866b-f34766782a2a","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -Tues 5/3"
"704a0ed7-6f78-47be-b03e-6770033d4413","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -wed 6/4"
"3ba96884-07df-4bd8-a298-67f66be53802","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -Thurs 7/4"
"6daaf611-3932-4797-891f-b3a7f9056dd6","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -Fri 8/4"
"8ea57ac4-dc90-4bec-9182-495b3b7584bf","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -sat 9/4"
"ce9098d2-71b6-4484-bff8-73e79a5aae0b","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -Mon 11/4"
"d2c00526-c207-41f3-8a8b-3d67c6e49c49","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -Tues 12/4"
"496151b6-7f68-4583-9c21-bd6561f21ff7","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -wed 13/4"
"6e097038-250a-4eed-9ae6-ac572e69c0c6","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -Thurs 14/4"
"47dcdd16-921f-4f71-9982-8c6a1c80c2ec","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -Tues 26/4"
"9c474098-95b9-4a7d-a998-0f518601348f","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -wed 27/4"
"9262536d-ed66-4db2-bc00-43149cdd2fb6","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -Thurs 28/4"
"a40c3171-0de5-4674-85ae-ef19793a8b5b","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -Fri 29/4"
"7c40f15e-cdfb-4c86-889d-1fbbc80890b4","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","April 22","Daily Full Activity Timesheet -sat 30/4"
"8f90a858-3785-47d7-ac12-aa1054395289","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Full Activity Timesheets","May22"
"e953f436-ea1e-4786-bdea-e3dab95c51b2","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -Mon 2/5"
"2c50fa03-b7a7-43f2-b3f5-f7e497cfb1f8","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -Tues 3/5"
"6af9c30b-5b0b-40a4-8cee-80aec5ba5637","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -wed 4/5"
"6d2f7e07-90e0-4da6-a546-e13880005266","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -Thurs 5/5"
"f03e6acb-a8a8-4d19-b727-6dd6e0c312ef","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -Fri 6/5"
"a4e39393-347d-4815-92a5-4ac5e9494d8e","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -sat 6/5"
"40667dec-79b0-451a-adf3-3d972324aa03","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -Tues 10/5"
"c82a79a2-1627-4374-929e-255ec13bf739","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -wed 11/5"
"8a066513-c38a-4514-90cd-cb03acbd9a90","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -Thurs 12/5"
"308292d8-9c40-4ed2-85fc-22129899bb21","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -Fri 13/5"
"bf6de624-5ddd-4c4d-98d6-c341bb5d65f8","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -sat 14/5"
"e960b16e-e188-44ef-885f-2aa110717a0f","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -Mon 16/5"
"b726f08f-7b7c-4a0a-91d7-b8e9daa648c3","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -Tues 17/5"
"b814fad7-d67a-4529-81d8-36f035dc25b1","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -wed 18/5"
"59052f27-f371-437a-9581-95ac3e1c0939","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -Thurs 19/5"
"5ee8843f-ed04-45bf-923a-7b9541522054","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -Fri 20/5"
"d3466580-977c-4ef1-ba56-bc472a633e35","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -sat 21/5"
"5ca4cf92-3b58-4f4f-9292-44a716f0094d","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -Tues 24/5"
"e1ffacd1-1ee3-4e93-9786-dc0bb1d5a63f","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -wed 25/5"
"0f721478-b795-4999-ab4a-be431dd7239b","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -Thurs 26/5"
"de83ad2f-a8ab-4157-ac0b-4d81a1a272bf","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -fri 27/5"
"f3d17daa-fff5-45ec-835a-b3ac94eb1b0a","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -sat 28/5"
"cb43ae76-5153-42fa-850d-df7a5782bf5d","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -Mon 30/5"
"9691d25d-38c7-4bdc-9c29-13de638cdb10","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","May22","Daily Full Activity Timesheet -tues 31/5"
"0924675e-35f9-47c0-bb57-70dae4ab8831","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Full Activity Timesheets","June22"
"3506ea68-b9e3-4147-9fbe-5491b62ede67","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","June22","Daily Full Activity Timesheet -wed 1/6"
"d3f829e9-9ce8-43f0-834c-64f5dfde1ba5","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","June22","Daily Full Activity Timesheet -thurs 2/6"
"a69cdad4-74fb-4628-89e3-82a0e78b269e","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","June22","Daily Full Activity Timesheet -fri 3/6"
"c02b4309-1890-4641-aca6-c0916611cccf","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","June22","Daily Full Activity Timesheet -mon 6/6"
"8664e8cb-b9c0-479e-b4cb-1664b1565b73","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","June22","Daily Full Activity Timesheet -tues 7/6"
"26d719b3-ca97-47ba-a96a-c7899d704c0c","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","June22","Daily Full Activity Timesheet -wed 8/6"
"5d578e6c-3194-4e00-be5f-b69b228f296a","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","June22","Daily Full Activity Timesheet -thurs 16/6"
"472f9b79-09b1-4572-b398-48f4629e813a","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","June22","Daily Full Activity Timesheet -fri 17/6"
"3a8d3c94-ce31-4b62-b2b7-2203cb6413ad","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","June22","Daily Full Activity Timesheet -mon 20/6"
"89288bca-4041-4ae4-8191-e7868b9d619e","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","June22","Daily Full Activity Timesheet -tues21/6"
"3db59da6-d02c-4ee6-abbd-7ea58bacb920","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","June22","Daily Full Activity Timesheet -wed 22/6"
"4a094388-162d-454d-8cc7-daf1959af626","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","June22","Daily Full Activity Timesheet -thurs 23/6"
"cdae1051-9375-4c7e-b139-cbcbf3d7ee14","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","June22","Daily Full Activity Timesheet -fri 24/6"
"767c5956-3731-48ec-b554-fc48b6411f44","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","June22","Daily Full Activity Timesheet -Tuesday 28/06/2022"
"204f9552-b32f-4cec-ae46-e260e25d0783","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","June22","Daily Full Activity Timesheet -29/06/2022"
"62b99dd1-2b76-436c-a81e-97ac81670367","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","June22","Daily Full Activity Timesheet -30/06/2022"
"61ad22ea-2205-4b74-8558-3036df2b49f8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Full Activity Timesheets","July 2022"
"0684d5fd-7d83-4444-85d5-2b9d4c6ded0f","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","July 2022","fri 1/7"
"a3fe6f2d-bfa7-4744-86a7-b283d7f33873","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","July 2022","Mon 4/7"
"692bdbb7-d3cc-4564-86ce-3741b6432ef5","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","July 2022","Tues 5/7"
"bc27c017-bd93-4e08-9b2f-73f96f18eba5","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","July 2022"," -wed 6/7"
"c41cfd38-2eef-40c1-a096-dde74febebfd","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","July 2022","thurs 7/7"
"23111619-8078-4af3-b87c-3a2875a70c8b","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","July 2022","Daily Full Activity Timesheet -fri 8/7"
"90110e83-859f-46c3-bdaa-09df5eaeb23f","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","July 2022","Daily Full Activity Timesheet -tues 12/7"
"b568f85c-deca-46ef-867c-f21311f2095b","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","July 2022","Daily Full Activity Timesheet -wed 13/7"
"2fc82bec-b541-4e78-837d-b8cf850729d2","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","July 2022","Daily Full Activity Timesheet -thurs 14/7"
"6c4bba97-b5e0-48f6-a1f4-f118708dd663","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","July 2022","Daily Full Activity Timesheet -Fri 15/7"
"868f2ab2-fdfe-4f1c-90d8-5c3fd9c13823","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","July 2022","Daily Full Activity Timesheet -Sat 16/7"
"5e04a837-a757-4e23-a117-da3112cf8fa5","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","July 2022","Daily Full Activity Timesheet -Mon 18/7"
"57f4da89-a2ea-492e-982a-dedd93ea30c0","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","July 2022","Daily Full Activity Timesheet -Tues 19/7"
"a262435b-d093-4be4-9c79-3d6c5ec34375","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","July 2022","Daily Full Activity Timesheet -Wed 20/7"
"e34e7a49-c9eb-4fda-a6bb-f725e35efb31","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","July 2022","Daily Full Activity Timesheet -Sat 30/7"
"80b70c17-4cbc-48a6-8fef-4098c4410f1e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Full Activity Timesheets","Aug 22"
"062e86f1-742e-4da9-98fd-3fccee67fd59","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Aug 22","Daily Full Activity Timesheet -thurs 11/8"
"68a97654-6e3e-4eb1-8804-4965bdb0b711","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Aug 22","Daily Full Activity Timesheet - fri 12/8"
"d46a968e-eecf-4f8d-8359-a16504fc19c5","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Aug 22","Daily Full Activity Timesheet - sat 13/8"
"dd7062e1-4436-4b93-86c6-8cbeb754b711","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Aug 22","Daily Full Activity Timesheet -17/8"
"26eec3f4-d283-4dcd-8329-fdb5176b905d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Daysheets (Labour & Materials)"
