Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Framed Baluster Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,External,grouping,External,,,
,,External - Mezzanine - G05,,External,Mezzanine,G05,
,,External - Mezzanine - G06,,External,Mezzanine,G06,
,,External - Mezzanine - G07,,External,Mezzanine,G07,
,,External - Mezzanine - G08,,External,Mezzanine,G08,
,,External - Level 1 - 101,,External,Level 1,101,
,,External - Level 1 - 102J,,External,Level 1,102J,
,,External - Level 1 - 102B,,External,Level 1,102B,
,,External - Level 1 - 103,,External,Level 1,103,
,,External - Level 1 - 104,,External,Level 1,104,
,,External - Level 1 - 105,,External,Level 1,105,
,,External - Level 1 - 106,,External,Level 1,106,
,,External - Level 1 - 107,,External,Level 1,107,
,,External - Level 1 - 108,,External,Level 1,108,
,,External - Level 1 - 109,,External,Level 1,109,
,,External - Level 1 - 110,,External,Level 1,110,
,,External - Level 1 - 111,,External,Level 1,111,
,,External - Level 1 - 112,,External,Level 1,112,
,,External - Level 1 - 113,,External,Level 1,113,
,,External - Level 1 - 114,,External,Level 1,114,
,,External - Level 1 - 115,,External,Level 1,115,
,,External - Level 2 - 201,,External,Level 2,201,
,,External - Level 2 - 202J,,External,Level 2,202J,
,,External - Level 2 - 202B,,External,Level 2,202B,
,,External - Level 2 - 203,,External,Level 2,203,
,,External - Level 2 - 204,,External,Level 2,204,
,,External - Level 2 - 205J,,External,Level 2,205J,
,,External - Level 2 - 205B,,External,Level 2,205B,
,,External - Level 2 - 206,,External,Level 2,206,
,,External - Level 2 - 207,,External,Level 2,207,
,,External - Level 2 - 208,,External,Level 2,208,
,,External - Level 2 - 209,,External,Level 2,209,
,,External - Level 2 - 210,,External,Level 2,210,
,,External - Level 2 - 211,,External,Level 2,211,
,,External - Level 2 - 212,,External,Level 2,212,
,,External - Level 2 - 213,,External,Level 2,213,
,,External - Level 2 - 214,,External,Level 2,214,
,,External - Level 3 - 301,,External,Level 3,301,
,,External - Level 3 - 302J,,External,Level 3,302J,
,,External - Level 3 - 302B,,External,Level 3,302B,
,,External - Level 3 - 303,,External,Level 3,303,
,,External - Level 3 - 304,,External,Level 3,304,
,,External - Level 3 - 305J,,External,Level 3,305J,
,,External - Level 3 - 305B,,External,Level 3,305B,
,,External - Level 3 - 306,,External,Level 3,306,
,,External - Level 3 - 307,,External,Level 3,307,
,,External - Level 3 - 308,,External,Level 3,308,
,,External - Level 3 - 309,,External,Level 3,309,
,,External - Level 3 - 310,,External,Level 3,310,
,,External - Level 3 - 311,,External,Level 3,311,
,,External - Level 3 - 312,,External,Level 3,312,
,,External - Level 3 - 313,,External,Level 3,313,
,,External - Level 3 - 314,,External,Level 3,314,
,,External - Level 4 - 401,,External,Level 4,401,
,,External - Level 4 - 402J,,External,Level 4,402J,
,,External - Level 4 - 402B,,External,Level 4,402B,
,,External - Level 4 - 403,,External,Level 4,403,
,,External - Level 4 - 404,,External,Level 4,404,
,,External - Level 4 - 405J,,External,Level 4,405J,
,,External - Level 4 - 405B,,External,Level 4,405B,
,,External - Level 4 - 406,,External,Level 4,406,
,,External - Level 4 - 407,,External,Level 4,407,
,,External - Level 4 - 408,,External,Level 4,408,
,,External - Level 4 - 409,,External,Level 4,409,
,,External - Level 4 - 410,,External,Level 4,410,
,,External - Level 4 - 411,,External,Level 4,411,
,,External - Level 4 - 412,,External,Level 4,412,
,,External - Level 4 - 413,,External,Level 4,413,
,,External - Level 4 - 414,,External,Level 4,414,
,,External - Level 5 - 501,,External,Level 5,501,
,,External - Level 5 - 502,,External,Level 5,502,
,,External - Level 5 - 503,,External,Level 5,503,
,,External - Level 5 - 504,,External,Level 5,504,
,,External - Level 5 - 505,,External,Level 5,505,
,,External - Level 5 - 506,,External,Level 5,506,
,,External - Level 5 - 507,,External,Level 5,507,
,,External - Level 5 - 508,,External,Level 5,508,
,,External - Level 5 - 509,,External,Level 5,509,
,,External - Level 5 - 510,,External,Level 5,510,
,,External - Level 5 - 511,,External,Level 5,511,
,,External - Level 5 - 512,,External,Level 5,512,
,,External - Level 6 - 601,,External,Level 6,601,
,,External - Level 6 - 602,,External,Level 6,602,
,,External - Level 6 - 603,,External,Level 6,603,
,,External - Level 6 - 604,,External,Level 6,604,
,,External - Level 6 - 605,,External,Level 6,605,
,,External - Level 6 - 606,,External,Level 6,606,
,,External - Level 6 - 607,,External,Level 6,607,
,,External - Level 6 - 608,,External,Level 6,608,
,,External - Level 6 - 609,,External,Level 6,609,
,,External - Level 6 - 610,,External,Level 6,610,
,,External - Level 6 - 611,,External,Level 6,611,
,,External - Level 6 - 612,,External,Level 6,612,
,,External - Level 7 - 701,,External,Level 7,701,
,,External - Level 7 - 702,,External,Level 7,702,
,,External - Level 7 - 703,,External,Level 7,703,
,,External - Level 7 - 704,,External,Level 7,704,
,,External - Level 7 - 705,,External,Level 7,705,
,,External - Level 7 - 706,,External,Level 7,706,
,,External - Level 7 - 707,,External,Level 7,707,
,,External - Level 7 - 708,,External,Level 7,708,
,,External - Level 7 - 709,,External,Level 7,709,
,,External - Level 7 - 710,,External,Level 7,710,
,,External - Level 8 - 801,,External,Level 8,801,
,,External - Level 9 - 900,,External,Level 9,900,
,,Internal,grouping,Internal,,,
,,Internal - Stairs - Flight 1,,Internal,Stairs,Flight 1,Framed Baluster
,,Internal - Stairs - Flight 2,,Internal,Stairs,Flight 2,Framed Baluster
,,Internal - Stairs - Flight 3,,Internal,Stairs,Flight 3,Framed Baluster
,,Internal - Stairs - Flight 4,,Internal,Stairs,Flight 4,Framed Baluster
,,Internal - Stairs - Flight 5,,Internal,Stairs,Flight 5,Framed Baluster
,,Internal - Stairs - Flight 6,,Internal,Stairs,Flight 6,Framed Baluster
,,Internal - Stairs - Flight 7,,Internal,Stairs,Flight 7,Framed Baluster
,,Internal - Stairs - Flight 8,,Internal,Stairs,Flight 8,Framed Baluster
,,Internal - Stairs - Flight 9,,Internal,Stairs,Flight 9,Framed Baluster
,,Internal - Stairs - Flight 10,,Internal,Stairs,Flight 10,Framed Baluster
,,Internal - Basement - Ramp 1,,Internal,Basement,Ramp 1,
,,Internal - Basement - Ramp 2,,Internal,Basement,Ramp 2,
,Columns,,,,,,
,,Work area acceptable & approval to start work,,Work area acceptable & approval to start work,,,
,,Fixing Details checked,,Fixing Details checked,,,
,,Fixing Substrate Type,Fixing Substrate Type,Fixing Details checked,,,
,,Setout as per CAD drawings,,Setout as per CAD drawings,,,
,,Position materials & mark drill points,,Position materials and mark drill points,,,
,,Drill depth,Drill depth,Position materials and mark drill points,,,
,,Threaded Rod/Coach Screw/Bolt Size,Threaded Rod/Coach Screw/Bolt Size,Position materials and mark drill points,,,
,,Length of Rod/Coach Screw/Bolt Size,Length of Rod/Coach Screw/Bolt Size,Position materials and mark drill points,,,
,,Epoxy Type,Epoxy Type,Position materials and mark drill points,,,
,,Neoprene Gasket Installed as per PS1,,Neoprene Gasket Installed as per PS1,,,
,,Install posts & Panels,,Install posts and Panels,,,
,,Confirm Plumb/level/Square final positions,,Confirm Plumb/level/Square final positions,,,
,,Install Inner/Top Rail/Endcaps,,Install Inner and Top Rail and Endcaps,,,
,,"All work completed, reviewed & approved",,"All work completed, reviewed and approved",,,
,,,,,,,
Canopy Panels Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,External,grouping,External,,,
,,External - Level 1 - Canopy,,External,Level 1,Canopy,
,Columns,,,,,,
,,Work area acceptable & approval to start work,,Work area acceptable & approval to start work,,,
,,Fixing Details checked,,Fixing Details checked,,,
,,Fixing Substrate Type,Fixing Substrate Type,Fixing Details checked,,,
,,Setout as per CAD drawings,,Setout as per CAD drawings,,,
,,Position materials & mark drill points,,Position materials and mark drill points,,,
,,Drill depth,Drill depth,Position materials and mark drill points,,,
,,Threaded Rod/Coach Screw/Bolt Size,Threaded Rod/Coach Screw/Bolt Size,Position materials and mark drill points,,,
,,Length of Rod/Coach Screw/Bolt Size,Length of Rod/Coach Screw/Bolt Size,Position materials and mark drill points,,,
,,Epoxy Type,Epoxy Type,Position materials and mark drill points,,,
,,Neoprene Gasket Installed as per PS1,,Neoprene Gasket Installed as per PS1,,,
,,Install Panels,,Install Panels,,,
,,Confirm Plumb/level/Square final positions,,Confirm Plumb/level/Square final positions,,,
,,"All work completed, reviewed & approved",,"All work completed, reviewed and approved",,,
,,,,,,,
Stairs Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Internal,grouping,Internal,,,
,,Internal - Stairs - Flight 1,,Internal,Stairs,Flight 1,Stairs
,,Internal - Stairs - Flight 2,,Internal,Stairs,Flight 2,Stairs
,,Internal - Stairs - Flight 3,,Internal,Stairs,Flight 3,Stairs
,,Internal - Stairs - Flight 4,,Internal,Stairs,Flight 4,Stairs
,,Internal - Stairs - Flight 5,,Internal,Stairs,Flight 5,Stairs
,,Internal - Stairs - Flight 6,,Internal,Stairs,Flight 6,Stairs
,,Internal - Stairs - Flight 7,,Internal,Stairs,Flight 7,Stairs
,,Internal - Stairs - Flight 8,,Internal,Stairs,Flight 8,Stairs
,,Internal - Stairs - Flight 9,,Internal,Stairs,Flight 9,Stairs
,,Internal - Stairs - Flight 10,,Internal,Stairs,Flight 10,Stairs
,Columns,,,,,,
,,Install J-Mounts/Leada Rail/End Caps,,"Install J-Mounts, Leada Rail and End Caps",,,
,,"Silicone gaps, Confirm not bigger than 2mm",,"Silicone gaps, Confirm not bigger than 2mm",,,
,,"All work completed, reviewed & approved",,"All work completed, reviewed and approved",,,
