resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,External,,,,,,,,
,,step,,,,Mezzanine,,,,,,,
Framed Baluster Checklist ,,checklist,,,,,G05,,,,,,
Framed Baluster Checklist ,,checklist,,,,,G06,,,,,,
Framed Baluster Checklist ,,checklist,,,,,G07,,,,,,
Framed Baluster Checklist ,,checklist,,,,,G08,,,,,,
,,step,,,,Level 1,,,,,,,
Framed Baluster Checklist ,,checklist,,,,,101,,,,,,
Framed Baluster Checklist ,,checklist,,,,,102J,,,,,,
Framed Baluster Checklist ,,checklist,,,,,102B,,,,,,
Framed Baluster Checklist ,,checklist,,,,,103,,,,,,
Framed Baluster Checklist ,,checklist,,,,,104,,,,,,
Framed Baluster Checklist ,,checklist,,,,,105,,,,,,
Framed Baluster Checklist ,,checklist,,,,,106,,,,,,
Framed Baluster Checklist ,,checklist,,,,,107,,,,,,
Framed Baluster Checklist ,,checklist,,,,,108,,,,,,
Framed Baluster Checklist ,,checklist,,,,,109,,,,,,
Framed Baluster Checklist ,,checklist,,,,,110,,,,,,
Framed Baluster Checklist ,,checklist,,,,,111,,,,,,
Framed Baluster Checklist ,,checklist,,,,,112,,,,,,
Framed Baluster Checklist ,,checklist,,,,,113,,,,,,
Framed Baluster Checklist ,,checklist,,,,,114,,,,,,
Framed Baluster Checklist ,,checklist,,,,,115,,,,,,
Canopy Panels,,checklist,,,,,Canopy,,,,,,
,,step,,,,Level 2,,,,,,,
Framed Baluster Checklist ,,checklist,,,,,201,,,,,,
Framed Baluster Checklist ,,checklist,,,,,202J,,,,,,
Framed Baluster Checklist ,,checklist,,,,,202B,,,,,,
Framed Baluster Checklist ,,checklist,,,,,203,,,,,,
Framed Baluster Checklist ,,checklist,,,,,204,,,,,,
Framed Baluster Checklist ,,checklist,,,,,205J,,,,,,
Framed Baluster Checklist ,,checklist,,,,,205B,,,,,,
Framed Baluster Checklist ,,checklist,,,,,206,,,,,,
Framed Baluster Checklist ,,checklist,,,,,207,,,,,,
Framed Baluster Checklist ,,checklist,,,,,208,,,,,,
Framed Baluster Checklist ,,checklist,,,,,209,,,,,,
Framed Baluster Checklist ,,checklist,,,,,210,,,,,,
Framed Baluster Checklist ,,checklist,,,,,211,,,,,,
Framed Baluster Checklist ,,checklist,,,,,212,,,,,,
Framed Baluster Checklist ,,checklist,,,,,213,,,,,,
Framed Baluster Checklist ,,checklist,,,,,214,,,,,,
,,step,,,,Level 3,,,,,,,
Framed Baluster Checklist ,,checklist,,,,,301,,,,,,
Framed Baluster Checklist ,,checklist,,,,,302J,,,,,,
Framed Baluster Checklist ,,checklist,,,,,302B,,,,,,
Framed Baluster Checklist ,,checklist,,,,,303,,,,,,
Framed Baluster Checklist ,,checklist,,,,,304,,,,,,
Framed Baluster Checklist ,,checklist,,,,,305J,,,,,,
Framed Baluster Checklist ,,checklist,,,,,305B,,,,,,
Framed Baluster Checklist ,,checklist,,,,,306,,,,,,
Framed Baluster Checklist ,,checklist,,,,,307,,,,,,
Framed Baluster Checklist ,,checklist,,,,,308,,,,,,
Framed Baluster Checklist ,,checklist,,,,,309,,,,,,
Framed Baluster Checklist ,,checklist,,,,,310,,,,,,
Framed Baluster Checklist ,,checklist,,,,,311,,,,,,
Framed Baluster Checklist ,,checklist,,,,,312,,,,,,
Framed Baluster Checklist ,,checklist,,,,,313,,,,,,
Framed Baluster Checklist ,,checklist,,,,,314,,,,,,
,,step,,,,Level 4,,,,,,,
Framed Baluster Checklist ,,checklist,,,,,401,,,,,,
Framed Baluster Checklist ,,checklist,,,,,402J,,,,,,
Framed Baluster Checklist ,,checklist,,,,,402B,,,,,,
Framed Baluster Checklist ,,checklist,,,,,403,,,,,,
Framed Baluster Checklist ,,checklist,,,,,404,,,,,,
Framed Baluster Checklist ,,checklist,,,,,405J,,,,,,
Framed Baluster Checklist ,,checklist,,,,,405B,,,,,,
Framed Baluster Checklist ,,checklist,,,,,406,,,,,,
Framed Baluster Checklist ,,checklist,,,,,407,,,,,,
Framed Baluster Checklist ,,checklist,,,,,408,,,,,,
Framed Baluster Checklist ,,checklist,,,,,409,,,,,,
Framed Baluster Checklist ,,checklist,,,,,410,,,,,,
Framed Baluster Checklist ,,checklist,,,,,411,,,,,,
Framed Baluster Checklist ,,checklist,,,,,412,,,,,,
Framed Baluster Checklist ,,checklist,,,,,413,,,,,,
Framed Baluster Checklist ,,checklist,,,,,414,,,,,,
,,step,,,,Level 5,,,,,,,
Framed Baluster Checklist ,,checklist,,,,,501,,,,,,
Framed Baluster Checklist ,,checklist,,,,,502,,,,,,
Framed Baluster Checklist ,,checklist,,,,,503,,,,,,
Framed Baluster Checklist ,,checklist,,,,,504,,,,,,
Framed Baluster Checklist ,,checklist,,,,,505,,,,,,
Framed Baluster Checklist ,,checklist,,,,,506,,,,,,
Framed Baluster Checklist ,,checklist,,,,,507,,,,,,
Framed Baluster Checklist ,,checklist,,,,,508,,,,,,
Framed Baluster Checklist ,,checklist,,,,,509,,,,,,
Framed Baluster Checklist ,,checklist,,,,,510,,,,,,
Framed Baluster Checklist ,,checklist,,,,,511,,,,,,
Framed Baluster Checklist ,,checklist,,,,,512,,,,,,
,,step,,,,Level 6,,,,,,,
Framed Baluster Checklist ,,checklist,,,,,601,,,,,,
Framed Baluster Checklist ,,checklist,,,,,602,,,,,,
Framed Baluster Checklist ,,checklist,,,,,603,,,,,,
Framed Baluster Checklist ,,checklist,,,,,604,,,,,,
Framed Baluster Checklist ,,checklist,,,,,605,,,,,,
Framed Baluster Checklist ,,checklist,,,,,606,,,,,,
Framed Baluster Checklist ,,checklist,,,,,607,,,,,,
Framed Baluster Checklist ,,checklist,,,,,608,,,,,,
Framed Baluster Checklist ,,checklist,,,,,609,,,,,,
Framed Baluster Checklist ,,checklist,,,,,610,,,,,,
Framed Baluster Checklist ,,checklist,,,,,611,,,,,,
Framed Baluster Checklist ,,checklist,,,,,612,,,,,,
,,step,,,,Level 7,,,,,,,
Framed Baluster Checklist ,,checklist,,,,,701,,,,,,
Framed Baluster Checklist ,,checklist,,,,,702,,,,,,
Framed Baluster Checklist ,,checklist,,,,,703,,,,,,
Framed Baluster Checklist ,,checklist,,,,,704,,,,,,
Framed Baluster Checklist ,,checklist,,,,,705,,,,,,
Framed Baluster Checklist ,,checklist,,,,,706,,,,,,
Framed Baluster Checklist ,,checklist,,,,,707,,,,,,
Framed Baluster Checklist ,,checklist,,,,,708,,,,,,
Framed Baluster Checklist ,,checklist,,,,,709,,,,,,
Framed Baluster Checklist ,,checklist,,,,,710,,,,,,
,,step,,,,Level 8,,,,,,,
Framed Baluster Checklist ,,checklist,,,,,801,,,,,,
,,step,,,,Level 9,,,,,,,
Framed Baluster Checklist ,,checklist,,,,,900,,,,,,
,,step,,,Internal,,,,,,,,
,,step,,,,Stairs,,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),folder-with-checklists,,,,,Flight 1,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),folder-with-checklists,,,,,Flight 2,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),folder-with-checklists,,,,,Flight 3,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),folder-with-checklists,,,,,Flight 4,,,,,,
