type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Common Area Fit-Off Checklist [D],,,,,,Common Area Fit-Off Checklist [D]
checkpoint,Lobby supply grilles fitted,,,,,,
checkpoint,Lobby Relief VCD is installed and the motirised actuator is fitted of and wired,,,,,,
checkpoint,Lobby relief grilles fitted,,,,,,
checkpoint,Stair pressurisation grilles in the stair shaft fitted,,,,,,
checkpoint,Stair pressurization VCD / OBD is installed,,,,,,
checkpoint,Carpark supply grilles fitted,,,,,,
checkpoint,Carpark supply VCD / OBD is installed and the motirised acutator is fitted of and wired (if applicable),,,,,,
checkpoint,Carpark Exhaust grilles fitted,,,,,,
checkpoint,Carpark Exhaust VCD / OBD is installed and the motirised acutator is fitted of and wired (if applicable),,,,,,
checkpoint,Garbage Exhaust grilles fitted,,,,,,
checkpoint,Garbage Exhaust VCD / OBD is installed,,,,,,
checkpoint,General Exhaust grilles fitted,,,,,,
checkpoint,General Exhaust VCD / OBD is installed,,,,,,
checkpoint,Loading Dock grilles fitted,,,,,,
checkpoint,Loading Dock VCD / OBD is installed,,,,,,
checkpoint,Pump Room supply grillies fitted,,,,,,
checkpoint,Pump room supply VCD / OBD is installed,,,,,,
checkpoint,Toilet Exhaust grilles fitted c/w OBD,,,,,,
checkpoint,Bike room grilles fitted,,,,,,
checkpoint,Bike room VCD / OBD installed,,,,,,
checkpoint,Comms room supply grilles fitted,,,,,,
checkpoint,Comms room VCD / OBD installed,,,,,,
checkpoint,Main Switch room Supply grilles fitted,,,,,,
checkpoint,Main Switch room Supply VCD / OBD installed,,,,,,
checkpoint,Storage room Supply grilles fitted,,,,,,
checkpoint,Storage room Supply VCD/ OBD installed,,,,,,
checkpoint,Bin room grilles fitted,,,,,,
checkpoint,Bin room VCD / OBD installed,,,,,,
checkpoint,All fire dampers provided with an access panel as per mechanical drawings,,,,,,
