resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Waste water pipes,,,,,,,,
,step,,,,B03 - Level G,,,,,,,
F - S - Underslab plumbing,checklist,,,,,Area A ,,,,,,
F - S - Underslab plumbing,checklist,,,,,Area B,,,,,,
,step,,,,B03 - Level 1,,,,,,,
F - S - Underslab plumbing,checklist,,,,,Area A ,,,,,,
F - S - Underslab plumbing,checklist,,,,,Area B,,,,,,
,step,,,,B03 - Level 2,,,,,,,
F - S - Underslab plumbing,checklist,,,,,Area A ,,,,,,
F - S - Underslab plumbing,checklist,,,,,Area B,,,,,,
,step,,,Collars Installation - Insitu Pipes,,,,,,,,
,step,,,,B03 - Level G,,,,,,,
Service Penetration Install,checklist,,,,,Area A ,,,,,,
Service Penetration Install,checklist,,,,,Area B,,,,,,
,step,,,,B03 - Level 1,,,,,,,
Service Penetration Install,checklist,,,,,Area A ,,,,,,
Service Penetration Install,checklist,,,,,Area B,,,,,,
,step,,,,B03 - Level 2,,,,,,,
Service Penetration Install,checklist,,,,,Area A ,,,,,,
Service Penetration Install,checklist,,,,,Area B,,,,,,
,step,,,First Fix,,,,,,,,
,step,,,,B03 - Level B,,,,,,,
,step,,,,,Area A ,,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Lobby ,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Services Room,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Smoke Lobby,,,,,
,step,,,,B03 - Level G,,,,,,,
,step,,,,,Area A ,,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Corridor - Grids 2-3 & B-E,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartment - IA G20,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartment - IA G21,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartment - IA G22,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartment - IA G23,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartment - IA G24,,,,,
,step,,,,,Area B,,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Corridor - Grids 2-3 & E-G+,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartments - IA G25,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartments - IA G26,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartments - IA G27,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartments - IA G28,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartments - IA G29,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartments - IA G30,,,,,
,step,,,,B03 - Level 1,,,,,,,
,step,,,,,Area A ,,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Corridor - Grids 2-3 & B-E,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartments - IA 120,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartments - IA 121,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartments - IA 122,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartments - IA 123,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartments - IA 124,,,,,
,step,,,,,Area B,,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Corridor - Grids 2-3 & E-G+,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartments - IA 125,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartments - IA 126,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartments - IA 127,,,,,
Stage 5 - PRE - S - First Fix - Plumbing ,checklist,,,,,,Apartments - IA 128,,,,,
